"order","level","unitId","unitCanDoKo","chapterId","chapterSequence","stageId","assetPath","sha256","bytes","sourceCatalog","sourceRoot","mappingStatus"
"46","a2","a2_01_haeyo_transition","좋아하는 콘텐츠와 그 이유 하나를 자연스럽게 말할 수 있어요.","toilet","4","toilet-04","assets/illustrations/personal_hanok_v3/construction/toilet/stage_04_beams.png","f900dcd493bc4035b6bf2097d1dba113c0071784e6cf47dc9bdef55d2d6ce501","1519893","assets/data/ildu_settlement_construction_v1.json","C:\dev\hangulsori\ko_lernen_app_worktrees\toilet-store-wall-plan-20260914","unit_allocated_assessment_unreviewed"
"47","a2","a2_02_plans_proposals","약속을 제안하고 한 가지 이유를 들은 뒤 다른 날로 바꿀 수 있어요.","toilet","5","toilet-05","assets/illustrations/personal_hanok_v3/construction/toilet/stage_05_roof_frame.png","e7354cb4d4731f28bd68af7e0ec9bed154bceb4e3adb2f5fd04f1f63cb1be52f","1708754","assets/data/ildu_settlement_construction_v1.json","C:\dev\hangulsori\ko_lernen_app_worktrees\toilet-store-wall-plan-20260914","unit_allocated_assessment_unreviewed"
"48","a2","a2_02_plans_proposals","약속을 제안하고 한 가지 이유를 들은 뒤 다른 날로 바꿀 수 있어요.","toilet","6","toilet-06","assets/illustrations/personal_hanok_v3/construction/toilet/stage_06_rafters.png","8b64e956108d4a8f005c0e4ea8c04bd69c68573480509d24f264dae5a4fd0dc3","1833387","assets/data/ildu_settlement_construction_v1.json","C:\dev\hangulsori\ko_lernen_app_worktrees\toilet-store-wall-plan-20260914","unit_allocated_assessment_unreviewed"
"49","a2","a2_02_plans_proposals","약속을 제안하고 한 가지 이유를 들은 뒤 다른 날로 바꿀 수 있어요.","toilet","7","toilet-07","assets/illustrations/personal_hanok_v3/construction/toilet/stage_07_roof_bed.png","324722cd4865575379f200387584eb7af92ad62295625b58c157ff8cd2219fe6","1806895","assets/data/ildu_settlement_construction_v1.json","C:\dev\hangulsori\ko_lernen_app_worktrees\toilet-store-wall-plan-20260914","unit_allocated_assessment_unreviewed"
"50","a2","a2_02_plans_proposals","약속을 제안하고 한 가지 이유를 들은 뒤 다른 날로 바꿀 수 있어요.","toilet","8","toilet-08","assets/illustrations/personal_hanok_v3/construction/toilet/stage_08_tiles.png","1b03eb7792171c853d2889456949f5ad7c9f3454845c31e5dc432234ea6c7a98","1800836","assets/data/ildu_settlement_construction_v1.json","C:\dev\hangulsori\ko_lernen_app_worktrees\toilet-store-wall-plan-20260914","unit_allocated_assessment_unreviewed"
"51","a2","a2_02_plans_proposals","약속을 제안하고 한 가지 이유를 들은 뒤 다른 날로 바꿀 수 있어요.","toilet","9","toilet-09","assets/illustrations/personal_hanok_v3/construction/toilet/stage_09_floor.png","72e4b8616b7afe99155eeea3baee3565ed0c98e2279012ee587d03dc082e4de0","1819688","assets/data/ildu_settlement_construction_v1.json","C:\dev\hangulsori\ko_lernen_app_worktrees\toilet-store-wall-plan-20260914","unit_allocated_assessment_unreviewed"
"52","a2","a2_03_chat_relationships","늦거나 계획이 바뀐 이유와 예상 시간을 알려 줄 수 있어요.","toilet","10","toilet-10","assets/illustrations/personal_hanok_v3/construction/toilet/stage_10_walls.png","737c2fd3932334c5412f15a61e1725ba18cbff68533971c56a8a87eb00b94d84","1830413","assets/data/ildu_settlement_construction_v1.json","C:\dev\hangulsori\ko_lernen_app_worktrees\toilet-store-wall-plan-20260914","unit_allocated_assessment_unreviewed"
"53","a2","a2_03_chat_relationships","늦거나 계획이 바뀐 이유와 예상 시간을 알려 줄 수 있어요.","toilet","11","toilet-11","assets/illustrations/personal_hanok_v3/construction/toilet/stage_11_door.png","631ac16dda6b7ecd154300a21c454158ccce65c31063d199dc668fd67f45056d","1815034","assets/data/ildu_settlement_construction_v1.json","C:\dev\hangulsori\ko_lernen_app_worktrees\toilet-store-wall-plan-20260914","unit_allocated_assessment_unreviewed"
"54","a2","a2_03_chat_relationships","늦거나 계획이 바뀐 이유와 예상 시간을 알려 줄 수 있어요.","toilet","12","toilet-12","assets/illustrations/personal_hanok_v3/construction/toilet/stage_12_complete.png","bde2af8fb1cef2095e2ef897a9dce4c65fab2ba7bcfe306a99995f9c0366207d","1345725","assets/data/ildu_settlement_construction_v1.json","C:\dev\hangulsori\ko_lernen_app_worktrees\toilet-store-wall-plan-20260914","unit_allocated_assessment_unreviewed"
"55","a2","a2_03_chat_relationships","늦거나 계획이 바뀐 이유와 예상 시간을 알려 줄 수 있어요.","gokgan","1","gokgan-01","assets/illustrations/personal_hanok_v3/construction/gokgan/stage_01_layout.png","ebd4dfd0f75b8f188c62d541ad43bf419668e4d5808fd89f330ec5bd1e506969","1715605","assets/data/ildu_settlement_construction_v1.json","C:\dev\hangulsori\ko_lernen_app_worktrees\toilet-store-wall-plan-20260914","unit_allocated_assessment_unreviewed"
"56","a2","a2_04_feelings_health","익숙한 증상이나 감정을 말하고 필요한 도움을 확인할 수 있어요.","gokgan","2","gokgan-02","assets/illustrations/personal_hanok_v3/construction/gokgan/stage_02_foundations.png","3976c990af1ca9d275f9558f15bde9e27a896e65a42e607a0cb078707feb1312","1591577","assets/data/ildu_settlement_construction_v1.json","C:\dev\hangulsori\ko_lernen_app_worktrees\toilet-store-wall-plan-20260914","unit_allocated_assessment_unreviewed"
"57","a2","a2_04_feelings_health","익숙한 증상이나 감정을 말하고 필요한 도움을 확인할 수 있어요.","gokgan","3","gokgan-03","assets/illustrations/personal_hanok_v3/construction/gokgan/stage_03_posts.png","218deb191530ae8698aaad4111b4db333c272625824e053c4c13ee97623f02c9","1670233","assets/data/ildu_settlement_construction_v1.json","C:\dev\hangulsori\ko_lernen_app_worktrees\toilet-store-wall-plan-20260914","unit_allocated_assessment_unreviewed"
"58","a2","a2_04_feelings_health","익숙한 증상이나 감정을 말하고 필요한 도움을 확인할 수 있어요.","gokgan","4","gokgan-04","assets/illustrations/personal_hanok_v3/construction/gokgan/stage_04_beams.png","a355d5ec60382c00a36bdcd3a5fece717d17618fb94b63ea8202446410fc0492","1724515","assets/data/ildu_settlement_construction_v1.json","C:\dev\hangulsori\ko_lernen_app_worktrees\toilet-store-wall-plan-20260914","unit_allocated_assessment_unreviewed"
"59","a2","a2_04_feelings_health","익숙한 증상이나 감정을 말하고 필요한 도움을 확인할 수 있어요.","gokgan","5","gokgan-05","assets/illustrations/personal_hanok_v3/construction/gokgan/stage_05_roof_frame.png","7578a94e397767e81823c7da2c0e28b313d9c29d7ecc62b1c72b6d002969a6c6","1783359","assets/data/ildu_settlement_construction_v1.json","C:\dev\hangulsori\ko_lernen_app_worktrees\toilet-store-wall-plan-20260914","unit_allocated_assessment_unreviewed"
"60","a2","a2_04_feelings_health","익숙한 증상이나 감정을 말하고 필요한 도움을 확인할 수 있어요.","gokgan","6","gokgan-06","assets/illustrations/personal_hanok_v3/construction/gokgan/stage_06_rafters.png","87ae27d31c683da6b9248008321e6497b9b7ae2c07497cefdd39038f63894abb","2035189","assets/data/ildu_settlement_construction_v1.json","C:\dev\hangulsori\ko_lernen_app_worktrees\toilet-store-wall-plan-20260914","unit_allocated_assessment_unreviewed"
"61","a2","a2_05_delivery_services","상품이나 배송 문제를 간단한 이유와 함께 설명하고 해결을 요청할 수 있어요.","gokgan","7","gokgan-07","assets/illustrations/personal_hanok_v3/construction/gokgan/stage_07_roof_bed.png","1c2b3889148930fec8f2e4365ebdd39057d5c7533d66b667b0ed4c0d319f06c5","2047012","assets/data/ildu_settlement_construction_v1.json","C:\dev\hangulsori\ko_lernen_app_worktrees\toilet-store-wall-plan-20260914","unit_allocated_assessment_unreviewed"
