level,axis,id,label,status,evidence,suggested_action
A1,grammar_anchor,grammar_a1_sequence_connector,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A1,grammar_anchor,grammar_a1_service_location_question,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A1,grammar_anchor,grammar_a1_spoken_dative,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A1,grammar_anchor,grammar_a1_subject_new,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A1,grammar_anchor,grammar_a1_subject_particle,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A1,grammar_anchor,grammar_a1_topic_contrast,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A1,grammar_anchor,grammar_a1_topic_particle,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A1,grammar_anchor,grammar_a1_which_question,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A1,grammar_anchor,grammar_a1_with_connector,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A1,grammar_anchor,grammar_a2_ability,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A1,grammar_anchor,grammar_a2_cause_nikka,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A1,grammar_anchor,grammar_a2_comparative,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A1,grammar_anchor,grammar_a2_contrast,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A1,grammar_anchor,grammar_a2_dative_person,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A1,grammar_anchor,grammar_a2_inability,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A1,grammar_anchor,grammar_a2_lets_formal,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A1,grammar_anchor,grammar_b1_after,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A1,grammar_anchor,grammar_b1_honorific_subject_kkeyseo,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A1,grammar_brief,-(으)ㄹ 거예요,Jin brief highlight,level_mismatch,nikl=;app_levels=A2;ids=grammar_a2_future_intention,review_level
A1,grammar_brief,-지 마세요,Jin brief highlight,level_mismatch,nikl=;app_levels=A2;ids=grammar_a1_polite_prohibition,review_level
A1,grammar_brief,있다/없다,Jin brief highlight,missing,nikl=;app_levels=;ids=,add_grammar_row
A1,grammar_nikl,-겠-,선어말어미,missing_in_app,nikl_kiiq_2017,add_grammar_row
A1,grammar_nikl,-습니까,종결어미 -ㅂ니까,missing_in_app,nikl_kiiq_2017,add_grammar_row
A1,grammar_nikl,-지 않다,표현,missing_in_app,nikl_kiiq_2017,add_grammar_row
A1,grammar_nikl,이 아니다,표현 가 아니다,missing_in_app,nikl_kiiq_2017,add_grammar_row
A1,grammar_nikl,이다,조사,missing_in_app,nikl_kiiq_2017,add_grammar_row
A1,register,hapsyo_formal_business,recognition,absent,scenarios=0,add_scenario_in_register
A1,speech_act,describe_people_things_places,사람·사물·장소 묘사하기,thin,scenarios=1;units=0,add_scenario_with_this_intent
A1,speech_act,express_feelings_emotions,감정·기분 표현하기,thin,scenarios=1;units=0,add_scenario_with_this_intent
A1,speech_act,express_obligation_permission,의무·허가·금지 말하기,recognition_missing,scenarios=0;units=0,add_scenario_with_this_intent
A1,speech_act,narrate_experience_events,경험·사건 이야기하기,thin,scenarios=1;units=0,add_scenario_with_this_intent
A1,speech_act,suggest_propose,제안하기,thin,scenarios=1;units=0,add_scenario_with_this_intent
A1,text_type,form_application,서식·신청서 작성,structural_gap,mode=P;count=0;surfaces=none,verify_genre_content_and_placement
A1,text_type,instant_message_chat,메신저·문자(카카오톡),missing,mode=P;count=0;surfaces=scenario,add_items_of_this_genre
A1,text_type,menu_pricelist_timetable,메뉴·가격표·시간표,structural_gap,mode=R;count=0;surfaces=none,verify_genre_content_and_placement
A1,text_type,personal_note_postcard,메모·엽서·짧은 쪽지,structural_gap,mode=P;count=0;surfaces=none,verify_genre_content_and_placement
A1,text_type,public_announcement_spoken,안내 방송,structural_gap,mode=R;count=0;surfaces=none,verify_genre_content_and_placement
A1,text_type,sign_notice_short,표지판·짧은 안내문,structural_gap,mode=R;count=0;surfaces=none,verify_genre_content_and_placement
A1,vocab_domain,professions_workplace,직업·직장 어휘,thin,words=1,add_pack_in_domain
A1,vocab_domain,weather_nature,날씨·자연 어휘,missing,words=0,add_pack_in_domain
A2,grammar_anchor,grammar_a1_future_modifier,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a1_past_modifier,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a1_polite_prohibition,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a1_present_modifier,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_adverbial,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_after_finishing,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_among_set,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_available_if,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_become,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_busy_cause,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_change,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_each,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_exclamation,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_from_person,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_gentle_question,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_humble_give,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_in_progress,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_interrupted_action,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_irregular_bieup,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_irregular_digeut,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_irregular_eu,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_irregular_rieul,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_like,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_no_choice_but,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_nominalizer_eum,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_noun_cause,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_only_negative,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_or_verbs,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_permission_check_batch20,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_preference_question,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_preference_soft_batch20,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_purpose,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_reason_because,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_recommendation,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_shall_we_time,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_simultaneous,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_spoken_result,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_tentative_intention,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_a2_when,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_b1_duration,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_b1_experience,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_b1_nominalization,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_anchor,grammar_b1_since,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
A2,grammar_brief,-(으)ㄴ 후에,Jin brief highlight,level_mismatch,nikl=A1;app_levels=A1;ids=grammar_b1_after,review_level
A2,grammar_brief,-(으)ㄹ 수 있다/없다,Jin brief highlight,level_mismatch,nikl=A1;app_levels=A1;ids=grammar_a2_ability,review_level
A2,grammar_brief,-(으)니까,Jin brief highlight,level_mismatch,nikl=A1;app_levels=A1;ids=grammar_a2_cause_nikka,review_level
A2,grammar_brief,-(으)러 가다,Jin brief highlight,level_mismatch,nikl=;app_levels=A1;ids=grammar_a1_motion_purpose,review_level
A2,grammar_brief,-(으)려고 하다,Jin brief highlight,level_mismatch,nikl=;app_levels=A1;ids=grammar_b1_intention,review_level
A2,grammar_brief,-기 전에,Jin brief highlight,level_mismatch,nikl=A1;app_levels=A1;ids=grammar_b1_before,review_level
A2,grammar_brief,-아/어야 하다,Jin brief highlight,level_mismatch,nikl=A1;app_levels=A1;ids=grammar_b1_obligation,review_level
A2,grammar_brief,-지만,Jin brief highlight,level_mismatch,nikl=A1;app_levels=A1;ids=grammar_a2_contrast,review_level
A2,grammar_discourse,banmal_recognition,반말 인지(친한 사이 대화문),missing,no grammar.csv pattern matched,add_discourse_pattern_or_scenario_focus
A2,grammar_nikl,-다가1(1),"연결어미 -다5, 다가도",missing_in_app,nikl_kiiq_2017,add_grammar_row
A2,grammar_nikl,-을 것1,표현 -ㄹ 것1,missing_in_app,nikl_kiiq_2017,add_grammar_row
A2,grammar_nikl,-음,전성어미 -ㅁ,missing_in_app,nikl_kiiq_2017,add_grammar_row
A2,grammar_nikl,-지,종결어미 -지요(-죠),missing_in_app,nikl_kiiq_2017,add_grammar_row
A2,grammar_nikl,-지 말다,표현,missing_in_app,nikl_kiiq_2017,add_grammar_row
A2,grammar_nikl,에게로,조사,missing_in_app,nikl_kiiq_2017,add_grammar_row
A2,grammar_nikl,에다가,조사 에다,missing_in_app,nikl_kiiq_2017,add_grammar_row
A2,grammar_nikl,에서부터(서부터),조사,missing_in_app,nikl_kiiq_2017,add_grammar_row
A2,register,hapsyo_formal_business,production,absent,scenarios=0,add_scenario_in_register
A2,speech_act,advise_recommend_warn,조언·추천·경고하기,missing,scenarios=0;units=0,add_scenario_with_this_intent
A2,speech_act,congratulate_sympathise_comfort,축하·위로하기,thin,scenarios=0;units=1,add_scenario_with_this_intent
A2,speech_act,express_certainty_doubt_hedging,확신·의심·완곡 표현하기,recognition_missing,scenarios=0;units=0,add_scenario_with_this_intent
A2,speech_act,express_obligation_permission,의무·허가·금지 말하기,thin,scenarios=1;units=0,add_scenario_with_this_intent
A2,speech_act,express_opinion_agree_disagree,의견 말하고 동의·반대하기,missing,scenarios=0;units=0,add_scenario_with_this_intent
A2,speech_act,invite_accept_decline,초대·수락·거절하기,thin,scenarios=1;units=0,add_scenario_with_this_intent
A2,speech_act,order_buy_pay,주문·구매·결제하기,thin,scenarios=1;units=0,add_scenario_with_this_intent
A2,speech_act,report_relay_information,들은 정보 전달하기(간접화법),thin,scenarios=1;units=0,add_scenario_with_this_intent
A2,speech_act,small_talk_maintain_relationships,근황·안부 나누기(스몰토크),thin,scenarios=1;units=0,add_scenario_with_this_intent
A2,text_type,advertisement_leaflet,광고·전단·브로슈어,structural_gap,mode=R;count=0;surfaces=none,verify_genre_content_and_placement
A2,text_type,email_informal,비격식 이메일,missing,mode=R/P;count=0;surfaces=scenario,add_items_of_this_genre
A2,text_type,explanatory_informational_text,설명문·안내 텍스트,structural_gap,mode=R;count=0;surfaces=none,verify_genre_content_and_placement
A2,text_type,instant_message_chat,메신저·문자(카카오톡),missing,mode=P;count=0;surfaces=scenario,add_items_of_this_genre
A2,text_type,instructions_manual_recipe,사용 설명서·조리법·지시문,structural_gap,mode=R;count=0;surfaces=none,verify_genre_content_and_placement
A2,text_type,narrative_story_diary,이야기·일기·서사문,structural_gap,mode=P;count=0;surfaces=none,verify_genre_content_and_placement
A2,text_type,social_media_post_comment,SNS 게시물·댓글·포럼,missing,mode=P;count=0;surfaces=scenario,add_items_of_this_genre
A2,text_type,written_notice_announcement,공지문·안내문,structural_gap,mode=R;count=0;surfaces=none,verify_genre_content_and_placement
A2,vocab_domain,technology_devices_internet,기기·인터넷·디지털 어휘,thin,words=6,add_pack_in_domain
B1,grammar_anchor,grammar_b1_about,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
B1,grammar_anchor,grammar_b1_as_kept_doing,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
B1,grammar_anchor,grammar_b1_as_soon_as,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
B1,grammar_anchor,grammar_b1_concede_but,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
B1,grammar_anchor,grammar_b1_conceded_context_batch20,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
B1,grammar_anchor,grammar_b1_consequence,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
B1,grammar_anchor,grammar_b1_expectation,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
B1,grammar_anchor,grammar_b1_irregular_hieut,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
B1,grammar_anchor,grammar_b1_irregular_reu,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
B1,grammar_anchor,grammar_b1_irregular_siot,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
B1,grammar_anchor,grammar_b1_more_more,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
B1,grammar_anchor,grammar_b1_near_miss,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
B1,grammar_anchor,grammar_b1_negative_cause,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
B1,grammar_anchor,grammar_b1_planned_future,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
B1,grammar_anchor,grammar_b1_prepared_state,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
B1,grammar_anchor,grammar_b1_reason_context,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
B1,grammar_anchor,grammar_b1_recalled_past,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
B1,grammar_anchor,grammar_b1_scheduled_arrangement,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
B1,grammar_anchor,grammar_b1_self_prompt,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
B1,grammar_anchor,grammar_b1_self_should,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
B1,grammar_anchor,grammar_b1_soft_request,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
B1,grammar_anchor,grammar_b1_state_while,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
B1,grammar_anchor,grammar_b1_tendency,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
B1,grammar_anchor,grammar_b1_tentative_plan_batch20,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
B1,grammar_anchor,grammar_b1_while_already,grammar.csv row never shown in a scenario or media line,no_scenario_anchor,not in any scenario.grammarIds / media.grammar_ids,link_to_scenario_grammarIds
B1,grammar_brief,-(으)ㄴ/는 것 같다,Jin brief highlight,level_mismatch,nikl=A2;app_levels=A2;ids=grammar_a2_probability,review_level
B1,grammar_brief,-(으)ㄹ 때,Jin brief highlight,level_mismatch,nikl=A2;app_levels=A2;ids=grammar_a2_when,review_level
B1,grammar_brief,-(으)ㄹ지도 모르다,Jin brief highlight,missing,nikl=;app_levels=;ids=,add_grammar_row
B1,grammar_brief,-(으)므로,Jin brief highlight,level_mismatch,nikl=B2;app_levels=B2;ids=grammar_b2_formal_reason,review_level
B1,grammar_brief,-게 되다,Jin brief highlight,level_mismatch,nikl=A2;app_levels=A2;ids=grammar_a2_change,review_level
B1,grammar_brief,-기 때문에,Jin brief highlight,level_mismatch,nikl=A2;app_levels=A2;ids=grammar_a2_reason_because,review_level
B1,grammar_brief,-기로 하다,Jin brief highlight,level_mismatch,nikl=A2;app_levels=A2;ids=grammar_b1_decision,review_level
B1,grammar_brief,-나 보다,Jin brief highlight,missing,nikl=B1;app_levels=;ids=,add_grammar_row
B1,grammar_brief,-냐고/자고/으라고 하다,Jin brief highlight,level_mismatch,nikl=;app_levels=B2;ids=grammar_b2_indirect_speech,review_level
B1,grammar_brief,-는 동안,Jin brief highlight,level_mismatch,nikl=A2;app_levels=A2;ids=grammar_b1_duration,review_level
B1,grammar_brief,-는 중이다,Jin brief highlight,level_mismatch,nikl=B1;app_levels=A2;ids=grammar_a2_in_progress,review_level
B1,grammar_brief,-는다고 하다,Jin brief highlight,missing,nikl=;app_levels=;ids=,add_grammar_row
B1,grammar_brief,-는데도,Jin brief highlight,level_mismatch,nikl=C1;app_levels=A2/B2;ids=grammar_b1_background_contrast|grammar_b2_pretense_contrast,review_level
B1,grammar_brief,-다고/라고 하다,Jin brief highlight,level_mismatch,nikl=;app_levels=B2;ids=grammar_b2_indirect_speech,review_level
B1,grammar_brief,-더라도,Jin brief highlight,level_mismatch,nikl=B2;app_levels=B2;ids=grammar_b2_even_if,review_level
B1,grammar_brief,-아/어 버리다,Jin brief highlight,missing,nikl=B2;app_levels=;ids=,add_grammar_row
B1,grammar_nikl,-거든1,연결어미 거들랑,missing_in_app,nikl_kiiq_2017,add_grammar_row
B1,grammar_nikl,-게 하다,표현,level_mismatch,app_levels=B2;ids=grammar_b2_formal_arrangement,relevel_or_add_same_level_row
B1,grammar_nikl,-고 나다,표현,missing_in_app,nikl_kiiq_2017,add_grammar_row
B1,grammar_nikl,-고 말다,표현,missing_in_app,nikl_kiiq_2017,add_grammar_row
B1,grammar_nikl,-고 싶어 하다,표현,missing_in_app,nikl_kiiq_2017,add_grammar_row
B1,grammar_nikl,-기 위해,표현,level_mismatch,app_levels=A2;ids=grammar_a2_purpose,relevel_or_add_same_level_row
B1,grammar_nikl,-기는,"표현 -긴, -기는요, -긴요",missing_in_app,nikl_kiiq_2017,add_grammar_row
B1,grammar_nikl,-나 보다,표현,missing_in_app,nikl_kiiq_2017,add_grammar_row
B1,grammar_nikl,-는 대신에,"표현 -ㄴ 대신에, -은 대신에",missing_in_app,nikl_kiiq_2017,add_grammar_row
B1,grammar_nikl,-는 만큼,"표현 -ㄴ 만큼, -은 만큼, -ㄹ 만큼, -을 만큼",missing_in_app,nikl_kiiq_2017,add_grammar_row
B1,grammar_nikl,-는 모양이다,"표현 -ㄴ 모양이다, -은 모양이다",missing_in_app,nikl_kiiq_2017,add_grammar_row
B1,grammar_nikl,-는 반면,"표현 -ㄴ 반면에, -은 반면에",missing_in_app,nikl_kiiq_2017,add_grammar_row
B1,grammar_nikl,-는 중이다,표현,missing_in_app,nikl_kiiq_2017,add_grammar_row
