korean,romanization,german,level,pos_de,example_korean,example_german,topic,pack_id,pack_order,is_review_boss,english,pos_en,example_english,id
접시,jeopsi,Teller,A2,Nomen,접시 하나만 더 주세요.,Bitte noch einen Teller.,Essen & Trinken,a2_food_1,9,false,plate,Noun,"One more plate, please.",vocab_a2_0481
설탕,seoltang,Zucker,A2,Nomen,커피에 설탕은 안 넣어요.,In den Kaffee tue ich keinen Zucker.,Essen & Trinken,a2_food_1,10,false,sugar,Noun,I don't put sugar in my coffee.,vocab_a2_0482
끓이다,kkeurida,"kochen (Wasser, Suppe)",A2,Verb,물을 끓여서 차를 마셔요.,Ich koche Wasser und trinke Tee.,Essen & Trinken,a2_food_2,8,false,to boil,Verb,I boil water and drink tea.,vocab_a2_0483
볶다,bokda,"anbraten, pfannenrühren",A2,Verb,고기를 먼저 볶으세요.,Braten Sie zuerst das Fleisch an.,Essen & Trinken,a2_food_2,9,false,to stir-fry,Verb,Stir-fry the meat first.,vocab_a2_0484
굽다,gupda,grillen; backen,A2,Verb,생선은 굽는 게 제일 맛있어요.,Fisch schmeckt gegrillt am besten.,Essen & Trinken,a2_food_2,10,false,"to grill, to bake",Verb,Fish tastes best grilled.,vocab_a2_0485
마트,mateu,Supermarkt,A2,Nomen,퇴근하고 마트에 들를게요.,Nach der Arbeit gehe ich noch kurz in den Supermarkt.,Einkaufen,a2_shopping_1,8,false,supermarket,Noun,I'll stop by the supermarket after work.,vocab_a2_0486
상자,sangja,"Karton, Kiste",A2,Nomen,이 상자에 다 넣어 주세요.,Bitte legen Sie alles in diesen Karton.,Einkaufen,a2_shopping_1,9,false,box,Noun,Please put everything in this box.,vocab_a2_0487
디자인,dijain,Design,A2,Nomen,디자인은 예쁘지만 좀 비싸요.,"Das Design ist schön, aber etwas teuer.",Einkaufen,a2_shopping_1,10,false,design,Noun,"The design is pretty, but it's a bit pricey.",vocab_a2_0488
반바지,banbaji,kurze Hose,A2,Nomen,여름이라서 반바지를 샀어요.,"Weil Sommer ist, habe ich eine kurze Hose gekauft.",Einkaufen,a2_shopping_2,8,false,shorts,Noun,"Since it's summer, I bought shorts.",vocab_a2_0489
단추,danchu,Knopf,A2,Nomen,단추가 하나 떨어졌어요.,Ein Knopf ist abgegangen.,Einkaufen,a2_shopping_2,9,false,button,Noun,A button has come off.,vocab_a2_0490
모양,moyang,Form,A2,Nomen,모양은 마음에 들지만 색이 별로예요.,"Die Form gefällt mir, aber die Farbe nicht so.",Einkaufen,a2_shopping_2,10,false,shape,Noun,"I like the shape, but the color isn't great.",vocab_a2_0491
심심하다,simsimhada,sich langweilen,A2,Adjektiv,주말에 혼자 있으니까 심심해요.,"Am Wochenende bin ich allein, deshalb ist mir langweilig.",Gefühle,a2_feelings_2,8,false,to be bored,Adjective,"I'm alone on the weekend, so I'm bored.",vocab_a2_0492
편하다,pyeonhada,bequem; angenehm,A2,Adjektiv,이 신발은 정말 편해요.,Diese Schuhe sind wirklich bequem.,Gefühle,a2_feelings_2,9,false,to be comfortable,Adjective,These shoes are really comfortable.,vocab_a2_0493
즐겁다,jeulgeopda,"vergnüglich, fröhlich",A2,Adjektiv,오늘 하루가 정말 즐거워요.,Der Tag heute ist wirklich schön.,Gefühle,a2_feelings_2,10,false,to be enjoyable,Adjective,Today is really enjoyable.,vocab_a2_0494
약속,yaksok,Verabredung; Versprechen,A2,Nomen,이번 주말에 약속 있어요?,Hast du am Wochenende schon etwas vor?,약속과 일정,a2_plans_proposals_1,5,false,appointment; promise,Noun,Do you have plans this weekend?,vocab_a2_0495
계획,gyehoek,Plan,A2,Nomen,방학 계획은 세웠어요?,Hast du schon Pläne für die Ferien gemacht?,약속과 일정,a2_plans_proposals_1,6,false,plan,Noun,Have you made plans for the vacation?,vocab_a2_0496
시간표,siganpyo,Stundenplan; Fahrplan,A2,Nomen,시간표를 보고 시간을 정해요.,Wir schauen auf den Stundenplan und legen die Zeit fest.,약속과 일정,a2_plans_proposals_1,7,false,timetable,Noun,Let's check the timetable and set a time.,vocab_a2_0497
비다,bida,frei sein (Zeit); leer sein,A2,Verb,목요일 오후는 시간이 비어요.,Donnerstagnachmittag habe ich Zeit.,약속과 일정,a2_plans_proposals_1,8,false,to be free (time); to be empty,Verb,Thursday afternoon I'm free.,vocab_a2_0498
가능하다,ganeunghada,möglich sein,A2,Adjektiv,다음 주로 바꾸는 것도 가능해요.,Man kann es auch auf nächste Woche verschieben.,약속과 일정,a2_plans_proposals_1,9,false,to be possible,Adjective,Changing it to next week is also possible.,vocab_a2_0499
휴일,hyuil,freier Tag; Feiertag,A2,Nomen,휴일에는 보통 늦게 일어나요.,An freien Tagen stehe ich meistens spät auf.,약속과 일정,a2_plans_proposals_1,10,false,"day off, holiday",Noun,On days off I usually get up late.,vocab_a2_0500
하늘색,haneulsaek,Hellblau,A2,Nomen,하늘색 셔츠가 잘 어울려요.,Das hellblaue Hemd steht dir gut.,Farben,a2_descriptions_2,8,false,sky blue,Noun,The light blue shirt suits you.,vocab_a2_0501
진하다,jinhada,"kräftig, dunkel (Farbe); stark (Kaffee)",A2,Adjektiv,커피가 너무 진해요.,Der Kaffee ist zu stark.,Beschreibung,a2_descriptions_2,9,false,to be dark (color); to be strong (coffee),Adjective,The coffee is too strong.,vocab_a2_0502
두껍다,dukkeopda,dick,A2,Adjektiv,코트가 두껍고 따뜻해요.,Der Mantel ist dick und warm.,Beschreibung,a2_descriptions_2,10,false,to be thick,Adjective,The coat is thick and warm.,vocab_a2_0503
부담,budam,Belastung; Druck,B1,Nomen,부담 갖지 말고 편하게 말씀해 주세요.,"Fühlen Sie sich nicht unter Druck gesetzt, sprechen Sie ganz offen.",직장 소통,b1_work_softening_1,5,false,burden; pressure,Noun,Please don't feel pressured; speak freely.,vocab_b1_0480
협조,hyeopjo,"Mitwirkung, Kooperation",B1,Nomen,일정 조정에 협조해 주셔서 감사합니다.,"Danke, dass Sie bei der Terminabstimmung mitgeholfen haben.",직장 소통,b1_work_softening_1,6,false,cooperation,Noun,Thank you for cooperating with the schedule change.,vocab_b1_0481
출근,chulgeun,Arbeitsbeginn; zur Arbeit gehen,B1,Nomen,내일은 출근이 조금 늦을 것 같아요.,Morgen komme ich wahrscheinlich etwas später zur Arbeit.,직장 소통,b1_work_softening_1,7,false,going to work,Noun,I'll probably be a little late to work tomorrow.,vocab_b1_0482
퇴근,toegeun,Feierabend,B1,Nomen,퇴근 전에 보고서를 보낼게요.,Vor Feierabend schicke ich den Bericht.,직장 소통,b1_work_softening_1,8,false,leaving work,Noun,I'll send the report before I leave work.,vocab_b1_0483
격려하다,gyeongnyeohada,ermutigen,B1,Verb,힘들 때마다 친구가 저를 격려해 줬어요.,"Immer wenn es schwer war, hat mich meine Freundin ermutigt.",Motivation,b1_emotions_relations_2,8,false,to encourage,Verb,"Whenever things were hard, my friend encouraged me.",vocab_b1_0484
위로하다,wirohada,trösten,B1,Verb,슬퍼하는 친구를 위로했어요.,Ich habe meinen traurigen Freund getröstet.,Motivation,b1_emotions_relations_2,9,false,to comfort,Verb,I comforted my sad friend.,vocab_b1_0485
존중하다,jonjunghada,respektieren,B1,Verb,서로의 의견을 존중하는 게 중요해요.,"Es ist wichtig, die Meinung des anderen zu respektieren.",Motivation,b1_emotions_relations_2,10,false,to respect,Verb,It's important to respect each other's opinions.,vocab_b1_0486
감정,gamjeong,"Gefühl, Emotion",B1,Nomen,제 감정을 말로 표현하기가 어려워요.,"Es fällt mir schwer, meine Gefühle in Worte zu fassen.",Gefühle,b1_emotions_relations_3,8,false,"emotion, feeling",Noun,It's hard for me to put my feelings into words.,vocab_b1_0487
오해,ohae,Missverständnis,B1,Nomen,서로 오해가 있었던 것 같아요.,"Ich glaube, wir hatten ein Missverständnis.",Gefühle,b1_emotions_relations_3,9,false,misunderstanding,Noun,I think there was a misunderstanding between us.,vocab_b1_0488
화해하다,hwahaehada,sich versöhnen,B1,Verb,싸운 다음 날 바로 화해했어요.,Am Tag nach dem Streit haben wir uns gleich versöhnt.,Gefühle,b1_emotions_relations_3,10,false,"to make up, to reconcile",Verb,We made up the day right after the fight.,vocab_b1_0489
개념,gaenyeom,"Begriff, Konzept",B2,Nomen,이 개념은 예를 들어 설명하는 편이 이해하기 쉬워요.,"Diesen Begriff versteht man leichter, wenn man ihn mit Beispielen erklärt.",Abstrakte Begriffe,b2_abstract_concepts_1,13,false,concept,Noun,This concept is easier to understand when explained with examples.,vocab_b2_0647
요소,yoso,"Element, Faktor",B2,Nomen,성공에는 운도 중요한 요소예요.,Auch Glück ist ein wichtiger Faktor für den Erfolg.,Abstrakte Begriffe,b2_abstract_concepts_1,14,false,"element, factor",Noun,Luck is also an important factor in success.,vocab_b2_0648
원리,wolli,Prinzip,B2,Nomen,원리를 알면 응용은 어렵지 않아요.,"Wenn man das Prinzip versteht, ist die Anwendung nicht schwer.",Abstrakte Begriffe,b2_abstract_concepts_1,15,false,principle,Noun,"Once you know the principle, applying it isn't hard.",vocab_b2_0649
가치,gachi,Wert,B2,Nomen,이 일의 가치는 돈으로 따질 수 없어요.,Der Wert dieser Arbeit lässt sich nicht in Geld messen.,Abstrakte Begriffe,b2_abstract_concepts_1,16,false,value,Noun,The value of this work can't be measured in money.,vocab_b2_0650
본질,bonjil,"Wesen, Kern",B2,Nomen,문제의 본질을 먼저 파악해야 해요.,Man muss zuerst den Kern des Problems erfassen.,Abstrakte Begriffe,b2_abstract_concepts_1,17,false,essence,Noun,You have to grasp the essence of the problem first.,vocab_b2_0651
특징,teukjing,"Merkmal, Besonderheit",B2,Nomen,이 제품의 가장 큰 특징은 가벼운 무게예요.,Das größte Merkmal dieses Produkts ist sein geringes Gewicht.,Abstrakte Begriffe,b2_abstract_concepts_1,18,false,"feature, characteristic",Noun,This product's biggest feature is its light weight.,vocab_b2_0652
학문,hangmun,Wissenschaft; akademisches Fach,B2,Nomen,학문의 길은 끝이 없는 것 같아요.,Der Weg der Wissenschaft scheint kein Ende zu haben.,Bildung,b2_education,7,false,"scholarship, academic study",Noun,The path of scholarship seems to have no end.,vocab_b2_0653
강의,gangui,Vorlesung,B2,Nomen,그 교수님 강의는 항상 자리가 없어요.,In der Vorlesung von diesem Professor sind die Plätze immer voll.,Bildung,b2_education,8,false,lecture,Noun,That professor's lectures are always full.,vocab_b2_0654
지식,jisik,Wissen,B2,Nomen,지식보다 경험이 더 중요할 때도 있어요.,Manchmal ist Erfahrung wichtiger als Wissen.,Bildung,b2_education,9,false,knowledge,Noun,Sometimes experience matters more than knowledge.,vocab_b2_0655
과제,gwaje,Aufgabe; Hausarbeit (Uni),B2,Nomen,이번 학기 과제는 팀으로 진행해요.,Die Hausarbeit in diesem Semester machen wir im Team.,Bildung,b2_education,10,false,assignment,Noun,This semester's assignment is done in teams.,vocab_b2_0656
성과,seonggwa,"Ergebnis, Leistung",B2,Nomen,일 년 동안의 연구 성과를 발표했어요.,Ich habe die Forschungsergebnisse eines Jahres vorgestellt.,Bildung,b2_education,11,false,"result, achievement",Noun,I presented the results of a year's research.,vocab_b2_0657
