korean,romanization,german,level,pos_de,example_korean,example_german,topic,pack_id,pack_order,is_review_boss,english,pos_en,example_english,id
고프다,gopeuda,hungrig sein,A1,Adjektiv,점심을 안 먹어서 배가 고파요.,"Ich habe nicht zu Mittag gegessen, deshalb habe ich Hunger.",Körper,a1_adjectives_1,3,false,to be hungry,Adjective,"I didn't eat lunch, so I'm hungry.",vocab_a1_0745
괜찮다,gwaenchanta,in Ordnung sein,A1,Adjektiv,이 음식은 괜찮아요.,Dieses Essen ist okay.,Essen & Trinken,a1_adjectives_1,4,false,to be okay,Adjective,This food is fine.,vocab_a1_0746
그렇다,geureota,so sein,A1,Adjektiv,제 생각도 그래요.,Das denke ich auch.,Kommunikation,a1_adjectives_1,5,false,to be so,Adjective,I think so too.,vocab_a1_0747
깨끗하다,kkaekkeuthada,sauber sein,A1,Adjektiv,오늘 방이 깨끗해요.,Heute ist das Zimmer sauber.,Zuhause,a1_adjectives_1,6,false,to be clean,Adjective,The room is clean today.,vocab_a1_0748
나쁘다,nappeuda,schlecht sein,A1,Adjektiv,오늘 날씨가 나빠요.,Das Wetter ist heute schlecht.,Wetter,a1_adjectives_1,7,false,to be bad,Adjective,The weather is bad today.,vocab_a1_0749
낮다,natda,niedrig sein,A1,Adjektiv,이 책상은 낮아요.,Dieser Tisch ist niedrig.,Zuhause,a1_adjectives_1,8,false,to be low,Adjective,This desk is low.,vocab_a1_0750
높다,nopda,hoch sein,A1,Adjektiv,그 산이 높아요.,Der Berg ist hoch.,Natur,a1_adjectives_1,9,false,to be high,Adjective,That mountain is high.,vocab_a1_0751
다르다,dareuda,anders sein,A1,Adjektiv,제 생각은 달라요.,Meine Meinung ist anders.,Kommunikation,a1_adjectives_1,10,false,to be different,Adjective,My opinion is different.,vocab_a1_0752
따뜻하다,ttatteuthada,warm sein,A1,Adjektiv,오늘은 날씨가 따뜻해요.,Das Wetter ist heute warm.,Wetter,a1_adjectives_1,11,true,to be warm,Adjective,The weather is warm today.,vocab_a1_0753
맑다,makda,klar sein,A1,Adjektiv,오늘 물이 맑아요.,Heute ist das Wasser klar.,Wetter,a1_adjectives_1,12,true,to be clear,Adjective,The water is clear today.,vocab_a1_0754
멋있다,meositda,cool sein,A1,Adjektiv,이 가방이 멋있어요.,Diese Tasche ist cool.,Alltag,a1_adjectives_2,1,false,to be cool,Adjective,This bag is cool.,vocab_a1_0755
반갑다,bangapda,sich freuen (über eine Begegnung),A1,Adjektiv,"안녕하세요, 만나서 반가워요.","Hallo, freut mich, Sie kennenzulernen.",Kommunikation,a1_adjectives_2,2,false,to be glad (to meet),Adjective,"Hello, nice to meet you.",vocab_a1_0756
시원하다,siwonhada,erfrischend sein,A1,Adjektiv,오늘 물이 시원해요.,Heute ist das Wasser erfrischend.,Essen & Trinken,a1_adjectives_2,3,false,to be refreshing,Adjective,The water is refreshing today.,vocab_a1_0757
싫다,silta,nicht mögen,A1,Adjektiv,저는 비가 싫어요.,Ich mag Regen nicht.,Wetter,a1_adjectives_2,4,false,to dislike,Adjective,I dislike rain.,vocab_a1_0758
아니다,anida,nicht sein,A1,Adjektiv,저는 학생이 아니에요.,Ich bin kein Student.,Bildung,a1_adjectives_2,5,false,to not be,Adjective,I am not a student.,vocab_a1_0759
아름답다,areumdapda,schön sein,A1,Adjektiv,이 꽃이 아름다워요.,Diese Blume ist schön.,Natur,a1_adjectives_2,6,false,to be beautiful,Adjective,This flower is beautiful.,vocab_a1_0760
어떻다,eotteota,wie sein,A1,Adjektiv,오늘 날씨가 어때요?,Wie ist das Wetter heute?,Wetter,a1_adjectives_2,7,false,to be how,Adjective,How is the weather today?,vocab_a1_0761
재미없다,jaemieopda,langweilig sein,A1,Adjektiv,이 영화가 재미없어요.,Dieser Film ist langweilig.,Freizeit,a1_adjectives_2,8,false,to be boring,Adjective,This movie is boring.,vocab_a1_0762
적다,jeokda,wenig sein,A1,Adjektiv,오늘 사람이 적어요.,Heute gibt es wenige Leute.,Position,a1_adjectives_2,9,false,to be few,Adjective,There are few people today.,vocab_a1_0763
친하다,chinhada,eng befreundet sein,A1,Adjektiv,수진 씨와 현아 씨는 친해요.,Sujin und Hyuna sind eng befreundet.,Freundschaft,a1_adjectives_2,10,false,to be close (friends),Adjective,Sujin and Hyuna are close friends.,vocab_a1_0764
특별하다,teukbyeolhada,besonders sein,A1,Adjektiv,저는 오늘이 특별해요.,Für mich ist heute besonders.,Zeit,a1_adjectives_2,11,true,to be special,Adjective,"For me, today is special.",vocab_a1_0765
한가하다,hangahada,frei sein (Zeit),A1,Adjektiv,저는 오늘 한가해요.,Ich habe heute frei.,Zeit,a1_adjectives_2,12,true,to be free (time),Adjective,I'm free today.,vocab_a1_0766
가운데,gaunde,Mitte,A1,Nomen,제가 가운데 앉아요.,Ich sitze in der Mitte.,Position,a1_misc_3,1,false,middle,Noun,I sit in the middle.,vocab_a1_0767
계속,gyesok,"weiter, ununterbrochen",A1,Nomen,비가 계속 와요.,Es regnet weiter.,Wetter,a1_misc_3,2,false,continuously,Noun,It keeps raining.,vocab_a1_0768
말,mal,"Wort, Rede",A1,Nomen,저는 선생님 말을 잘 들어요.,Ich höre gut auf die Worte des Lehrers.,Kommunikation,a1_misc_3,3,false,"word, speech",Noun,I listen well to the teacher's words.,vocab_a1_0769
먼저,meonjeo,zuerst,A1,Nomen,제가 먼저 가요.,Ich gehe zuerst.,Zeit,a1_misc_3,4,false,first,Noun,I go first.,vocab_a1_0770
모두,modu,alle,A1,Nomen,친구들이 모두 와요.,Alle meine Freunde kommen.,Freundschaft,a1_misc_3,5,false,"all, everyone",Noun,All my friends are coming.,vocab_a1_0771
영,yeong,null,A1,Nomen,사과가 영 개 있어요.,Es gibt null Äpfel.,Zahlen,a1_misc_3,6,false,zero,Noun,There are zero apples.,vocab_a1_0772
전,jeon,vor(her),A1,Nomen,식사 전에 손을 씻어요.,Ich wasche mir vor dem Essen die Hände.,Alltag,a1_misc_3,7,false,before,Noun,I wash my hands before eating.,vocab_a1_0773
제일,jeil,am meisten,A1,Nomen,이 음식이 제일 맛있어요.,Dieses Essen ist am leckersten.,Essen & Trinken,a1_misc_3,8,false,the most,Noun,This food is the most delicious.,vocab_a1_0774
주일,juil,Woche,A1,Nomen,이번 주일에 시험이 있어요.,Diese Woche gibt es eine Prüfung.,Zeit,a1_misc_3,9,false,week,Noun,There's a test this week.,vocab_a1_0775
천만,cheonman,zehn Millionen,A1,Nomen,이 자동차는 천만 원이에요.,Dieses Auto kostet zehn Millionen Won.,Zahlen,a1_misc_3,10,false,ten million,Noun,This car costs ten million won.,vocab_a1_0776
흐리다,heurida,bewölkt sein,A1,Adjektiv,내일 날씨가 흐릴까요?,Wird das Wetter morgen bewölkt sein?,Wetter,a1_misc_3,11,true,to be cloudy,Adjective,Will the weather be cloudy tomorrow?,vocab_a1_0777
힘들다,himdeulda,anstrengend sein,A1,Adjektiv,요즘 일이 힘들어요.,Die Arbeit ist zurzeit anstrengend.,Beruf,a1_misc_3,12,true,"to be hard, to be tiring",Adjective,Work has been hard these days.,vocab_a1_0778
