korean,romanization,german,level,pos_de,example_korean,example_german,topic,pack_id,pack_order,is_review_boss,english,pos_en,example_english,id
부재중,bujaejung,abwesend,B1,Adjektiv,팀장님이 부재중이셔서 메일로 보고드렸어요.,"Da die Teamleitung abwesend war, habe ich per E-Mail Bericht erstattet.",Arbeitskoordination & Termine,b1_work_coordination_1,11,true,unavailable,Adjective,"Since the team leader was unavailable, I sent a report by email.",vocab_b1_0270
협조하다,hyeopjohada,mitwirken,B1,Verb,일정 변경에 협조해 주셔서 감사합니다.,"Vielen Dank, dass Sie bei der Terminänderung mitgewirkt haben.",Arbeitskoordination & Termine,b1_work_coordination_1,12,true,to cooperate,Verb,Thank you for cooperating with the schedule change.,vocab_b1_0271
민원,minwon,Beschwerde,B2,Nomen,접수된 민원에 대해 담당 부서가 검토를 시작했습니다.,Die zuständige Abteilung hat mit der Prüfung der eingereichten Beschwerde begonnen.,Formelle Beschwerde & Abhilfe,b2_formal_complaint_1,1,false,complaint,Noun,The responsible department has begun reviewing the complaint that was filed.,vocab_b2_0217
결함,gyeolham,Mangel,B2,Nomen,제품의 결함이 확인되면 즉시 교환 절차를 안내해 드리겠습니다.,"Wenn ein Produktmangel bestätigt wird, informieren wir Sie unverzüglich über das Umtauschverfahren.",Formelle Beschwerde & Abhilfe,b2_formal_complaint_1,2,false,defect,Noun,"If a product defect is confirmed, we will promptly explain the exchange procedure.",vocab_b2_0218
보상,bosang,Entschädigung,B2,Nomen,불편을 드린 점에 대해 적절한 보상 방안을 검토하겠습니다.,Wir werden angemessene Möglichkeiten der Entschädigung für die entstandenen Unannehmlichkeiten prüfen.,Formelle Beschwerde & Abhilfe,b2_formal_complaint_1,3,false,compensation,Noun,We will review appropriate compensation options for the inconvenience caused.,vocab_b2_0219
시정하다,sijeonghada,korrigieren,B2,Verb,같은 문제가 반복되지 않도록 절차상의 문제를 시정하겠습니다.,"Wir werden die Probleme im Verfahren beheben, damit sich dasselbe Problem nicht wiederholt.",Formelle Beschwerde & Abhilfe,b2_formal_complaint_1,4,false,to correct,Verb,We will correct the procedural issues so that the same problem does not recur.,vocab_b2_0220
재발,jaebal,erneutes Auftreten,B2,Nomen,재발을 막기 위해 원인을 분석하고 개선안을 마련했습니다.,"Um ein erneutes Auftreten zu verhindern, haben wir die Ursache analysiert und Verbesserungsmaßnahmen ausgearbeitet.",Formelle Beschwerde & Abhilfe,b2_formal_complaint_1,5,false,recurrence,Noun,"To prevent recurrence, we analyzed the cause and prepared improvement measures.",vocab_b2_0221
접수하다,jeopsuhada,entgegennehmen,B2,Verb,제출하신 이의 제기는 어제 공식적으로 접수했습니다.,Wir haben Ihren eingereichten Einspruch gestern offiziell entgegengenommen.,Formelle Beschwerde & Abhilfe,b2_formal_complaint_1,6,false,to receive officially,Verb,We officially received your submitted objection yesterday.,vocab_b2_0222
처리하다,cheorihada,bearbeiten,B2,Verb,담당 부서에서 관련 서류를 검토한 뒤 민원을 처리할 예정입니다.,"Die zuständige Abteilung wird die Beschwerde bearbeiten, nachdem sie die relevanten Unterlagen geprüft hat.",Formelle Beschwerde & Abhilfe,b2_formal_complaint_1,7,false,to process,Verb,The responsible department will process the complaint after reviewing the relevant documents.,vocab_b2_0223
담당 부서,damdang buseo,zuständige Abteilung,B2,Nomen,담당 부서에서 확인한 뒤 서면으로 답변드리겠습니다.,Nach Prüfung durch die zuständige Abteilung werden wir Ihnen schriftlich antworten.,Formelle Beschwerde & Abhilfe,b2_formal_complaint_1,8,false,responsible department,Noun,"After the responsible department has reviewed the matter, we will respond to you in writing.",vocab_b2_0224
이의 제기,iui jegi,Einspruch,B2,Nomen,결과에 대한 이의 제기는 안내된 기한 안에 제출해 주시기 바랍니다.,Bitte reichen Sie einen Einspruch gegen das Ergebnis innerhalb der angegebenen Frist ein.,Formelle Beschwerde & Abhilfe,b2_formal_complaint_1,9,false,objection,Noun,Please submit any objection to the result within the stated deadline.,vocab_b2_0225
서면 답변,seomyeon dapbyeon,schriftliche Antwort,B2,Nomen,검토가 끝나는 대로 서면 답변을 보내드리겠습니다.,"Sobald die Prüfung abgeschlossen ist, senden wir Ihnen eine schriftliche Antwort.",Formelle Beschwerde & Abhilfe,b2_formal_complaint_1,10,true,written response,Noun,"As soon as the review is complete, we will send you a written response.",vocab_b2_0226
조치,jochi,Maßnahme,B2,Nomen,확인된 결함에 대해 필요한 조치를 이미 취했습니다.,Wir haben bereits die notwendigen Maßnahmen hinsichtlich des bestätigten Mangels ergriffen.,Formelle Beschwerde & Abhilfe,b2_formal_complaint_1,11,true,corrective action,Noun,We have already taken the necessary action regarding the confirmed defect.,vocab_b2_0227
보완하다,bowanhada,ergänzen,B2,Verb,누락된 내용을 보완한 뒤 다시 제출해 주시기 바랍니다.,Bitte ergänzen Sie die fehlenden Angaben und reichen Sie die Unterlagen anschließend erneut ein.,Formelle Beschwerde & Abhilfe,b2_formal_complaint_1,12,true,to supplement,Verb,Please supplement the missing information and then submit the documents again.,vocab_b2_0228
