korean,romanization,german,level,pos_de,example_korean,example_german,topic,pack_id,pack_order,is_review_boss,english,pos_en,example_english,id
소신,sosin,eigene Überzeugung,B2,Nomen,모두가 반대해도 자신의 소신을 차분히 설명했어요.,"Obwohl alle anderer Meinung waren, erklärte sie ihre eigene Überzeugung ruhig.",Entscheidungen & Perspektiven,b2_decisions_perspectives_1,11,true,personal conviction,Noun,"Even though everyone disagreed, she calmly explained her own conviction.",vocab_b2_0239
되돌아보다,doedolaboda,rückblickend betrachten,B2,Verb,그 선택이 남긴 영향을 되돌아보며 다음 기준을 세웠어요.,"Im Rückblick auf die Folgen dieser Wahl habe ich einen neuen Maßstab für die nächste Entscheidung gesetzt.",Entscheidungen & Perspektiven,b2_decisions_perspectives_1,12,true,to reflect on,Verb,"Reflecting on the effects of that choice, I set a new criterion for my next decision.",vocab_b2_0240
여운,yeoun,Nachklang,B2,Nomen,짧은 문장이었지만 읽고 난 뒤에도 긴 여운이 남았어요.,"Der Satz war kurz, aber er klang noch lange nach, nachdem ich ihn gelesen hatte.",Lesen & Reaktionen,b2_reading_response_1,1,false,lingering impression,Noun,"It was a short sentence, but it stayed with me long after I had read it.",vocab_b2_0241
함축,hamchuk,implizite Bedeutung,B2,Nomen,작가는 직접 말하지 않고 한 장면에 여러 감정을 함축했어요.,"Die Autorin sprach es nicht direkt aus, sondern verdichtete mehrere Gefühle in einer Szene.",Lesen & Reaktionen,b2_reading_response_1,2,false,implication,Noun,"The author did not say it directly but condensed several feelings into one scene.",vocab_b2_0242
묘사,myosa,Beschreibung,B2,Nomen,비가 그친 거리의 묘사가 장면을 눈앞에 그리게 했어요.,"Die Beschreibung der Straße nach dem Regen ließ die Szene vor meinem inneren Auge entstehen.",Lesen & Reaktionen,b2_reading_response_1,3,false,description,Noun,"The description of the street after the rain brought the scene to life.",vocab_b2_0243
시선,siseon,Blickwinkel,B2,Nomen,낯선 사람을 바라보는 화자의 시선이 글 전체의 분위기를 만들어요.,"Der Blickwinkel der erzählenden Person auf die Fremden prägt die Stimmung des ganzen Textes.",Lesen & Reaktionen,b2_reading_response_1,4,false,perspective,Noun,"The narrator's perspective on the strangers shapes the mood of the whole text.",vocab_b2_0244
공감하다,gonggamhada,mitfühlen,B2,Verb,저는 주인공이 말하지 못한 불안에 더 공감했어요.,"Ich konnte besonders mit der Angst mitfühlen, die die Hauptfigur nicht aussprechen konnte.",Lesen & Reaktionen,b2_reading_response_1,5,false,to empathize,Verb,"I especially empathized with the anxiety the main character could not put into words.",vocab_b2_0245
해석,haeseok,Interpretation,B2,Nomen,같은 문장도 독자의 경험에 따라 여러 방식으로 해석될 수 있어요.,"Derselbe Satz kann je nach Erfahrung der lesenden Person unterschiedlich interpretiert werden.",Lesen & Reaktionen,b2_reading_response_1,6,false,interpretation,Noun,"The same sentence can be interpreted in different ways depending on the reader's experience.",vocab_b2_0246
인상,insang,Eindruck,B2,Nomen,첫 문단의 차분한 인상이 마지막의 긴장과 대조됐어요.,"Der ruhige Eindruck des ersten Abschnitts stand im Kontrast zur Spannung am Ende.",Lesen & Reaktionen,b2_reading_response_1,7,false,impression,Noun,"The calm impression of the first paragraph contrasted with the tension at the end.",vocab_b2_0247
상징,sangjing,Symbol,B2,Nomen,반복해서 나오는 창문은 인물의 망설임을 보여 주는 상징처럼 느껴졌어요.,"Das wiederkehrende Fenster wirkte wie ein Symbol für das Zögern der Figur.",Lesen & Reaktionen,b2_reading_response_1,8,false,symbol,Noun,"The recurring window felt like a symbol of the character's hesitation.",vocab_b2_0248
서술,seosul,Erzählweise,B2,Nomen,시간 순서를 바꾼 서술 덕분에 결말의 의미가 더 또렷해졌어요.,"Durch die veränderte zeitliche Erzählweise wurde die Bedeutung des Endes deutlicher.",Lesen & Reaktionen,b2_reading_response_1,9,false,narration,Noun,"Changing the order of time in the narration made the ending clearer.",vocab_b2_0249
울림,ullim,Resonanz,B2,Nomen,누군가를 용서하는 장면이 제게 가장 큰 울림을 줬어요.,"Die Szene, in der jemand vergeben wird, hat mich am stärksten berührt.",Lesen & Reaktionen,b2_reading_response_1,10,true,resonance,Noun,"The scene in which someone is forgiven resonated with me the most.",vocab_b2_0250
대조,daejo,Gegensatz,B2,Nomen,밝은 배경과 무거운 대사의 대조가 인물의 외로움을 드러냈어요.,"Der Gegensatz zwischen hellem Hintergrund und schweren Worten machte die Einsamkeit der Figur sichtbar.",Lesen & Reaktionen,b2_reading_response_1,11,true,contrast,Noun,"The contrast between the bright setting and the heavy dialogue revealed the character's loneliness.",vocab_b2_0251
성찰,seongchal,Selbstreflexion,B2,Nomen,글을 읽고 난 뒤 제 행동을 돌아보는 성찰의 시간이 필요했어요.,"Nach der Lektüre brauchte ich Zeit, um über mein eigenes Verhalten nachzudenken.",Lesen & Reaktionen,b2_reading_response_1,12,true,self-reflection,Noun,"After reading the text, I needed time to reflect on my own actions.",vocab_b2_0252
어감,eogam,Klangwirkung,B2,Nomen,같은 뜻이라도 '부탁'과 '요구'는 어감이 달라요.,"Auch wenn beide Wörter Ähnliches bedeuten, haben 부탁 und 요구 eine andere Klangwirkung.",Sprache & Gesellschaft,b2_language_society_1,1,false,connotation,Noun,"Even though they have a similar meaning, 부탁 and 요구 carry different connotations.",vocab_b2_0253
말투,maltu,Sprechton,B2,Nomen,답변의 내용보다 차가운 말투가 더 불편하게 느껴졌어요.,"Mehr als der Inhalt der Antwort wirkte der kühle Sprechton unangenehm.",Sprache & Gesellschaft,b2_language_society_1,2,false,tone of voice,Noun,"More than the content of the reply, its cold tone felt uncomfortable.",vocab_b2_0254
용례,yongnye,Verwendungsbeispiel,B2,Nomen,사전의 용례를 보면 이 표현이 어떤 상황에서 쓰이는지 알 수 있어요.,"An den Verwendungsbeispielen im Wörterbuch erkennt man, in welchen Situationen dieser Ausdruck gebraucht wird.",Sprache & Gesellschaft,b2_language_society_1,3,false,usage example,Noun,"Dictionary usage examples show the situations in which this expression is used.",vocab_b2_0255
관용어,gwanyongeo,Redewendung,B2,Nomen,관용어는 낱말을 그대로 번역하면 뜻이 잘 전달되지 않을 수 있어요.,"Bei Redewendungen geht die Bedeutung leicht verloren, wenn man die einzelnen Wörter wörtlich übersetzt.",Sprache & Gesellschaft,b2_language_society_1,4,false,idiomatic expression,Noun,"With idiomatic expressions, the meaning can be lost when the words are translated literally.",vocab_b2_0256
격식,gyeoksik,Formellheit,B2,Nomen,공식 안내문에서는 상황에 맞는 격식을 지키는 것이 중요해요.,"In einer offiziellen Mitteilung ist es wichtig, ein zur Situation passendes Maß an Formellheit zu wahren.",Sprache & Gesellschaft,b2_language_society_1,5,false,formality,Noun,"In an official notice, it is important to use a level of formality that fits the situation.",vocab_b2_0257
비속어,bisoge,derbe Sprache,B2,Nomen,비속어는 가까운 사이에서도 상대에 따라 무례하게 들릴 수 있어요.,"Auch unter vertrauten Menschen kann derbe Sprache je nach Gegenüber unhöflich wirken.",Sprache & Gesellschaft,b2_language_society_1,6,false,slang,Noun,"Even among close people, slang can sound rude depending on who hears it.",vocab_b2_0258
완곡하다,wangokhada,indirekt formuliert sein,B2,Adjektiv,거절할 때는 이유를 덧붙이면 표현이 더 완곡해져요.,"Wenn man bei einer Ablehnung einen Grund ergänzt, wirkt die Formulierung indirekter und schonender.",Sprache & Gesellschaft,b2_language_society_1,7,false,to be indirect,Adjective,"Adding a reason when you decline makes the wording more indirect and considerate.",vocab_b2_0259
통용되다,tongyongdoeda,allgemein gebräuchlich sein,B2,Verb,한때 유행한 표현도 시간이 지나면 더 이상 널리 통용되지 않을 수 있어요.,"Auch ein Ausdruck, der einmal beliebt war, kann mit der Zeit nicht mehr allgemein gebräuchlich sein.",Sprache & Gesellschaft,b2_language_society_1,8,false,to be widely used,Verb,"Even an expression that was once popular may no longer be widely used over time.",vocab_b2_0260
정착하다,jeongchakada,sich etablieren,B2,Verb,새로운 말이 여러 세대에 자연스럽게 쓰이면 일상어로 정착할 수 있어요.,"Wenn ein neues Wort von mehreren Generationen selbstverständlich verwendet wird, kann es sich als Alltagssprache etablieren.",Sprache & Gesellschaft,b2_language_society_1,9,false,to become established,Verb,"When a new word is naturally used across generations, it can become established in everyday language.",vocab_b2_0261
오해를 낳다,ohaereul natda,Missverständnisse hervorrufen,B2,Verbphrase,의도를 설명하지 않은 짧은 답장은 불필요한 오해를 낳기 쉬워요.,"Eine kurze Antwort ohne Erklärung der Absicht kann leicht unnötige Missverständnisse hervorrufen.",Sprache & Gesellschaft,b2_language_society_1,10,true,to cause misunderstanding,Verb phrase,"A short reply that does not explain its intent can easily cause unnecessary misunderstandings.",vocab_b2_0262
표현 방식,pyohyeon bangsik,Art der Formulierung,B2,Nomen,같은 의견도 표현 방식에 따라 상대가 받아들이는 느낌이 달라져요.,"Je nach Art der Formulierung kann dieselbe Meinung beim Gegenüber anders ankommen.",Sprache & Gesellschaft,b2_language_society_1,11,true,way of phrasing,Noun,"The same opinion can land differently depending on how it is phrased.",vocab_b2_0263
언어 감각,eoneo gamgak,Sprachgefühl,B2,Nomen,여러 상황의 대화를 비교해 보면 상황에 맞는 언어 감각이 자라요.,"Wenn man Gespräche aus verschiedenen Situationen vergleicht, entwickelt sich ein Gespür für passende Sprache.",Sprache & Gesellschaft,b2_language_society_1,12,true,feel for language,Noun,"Comparing conversations from different situations builds a feel for language that fits the context.",vocab_b2_0264
