korean,romanization,german,level,pos_de,example_korean,example_german,topic,pack_id,pack_order,is_review_boss,english,pos_en,example_english,id
눕다,nupda,sich hinlegen,A2,Verb,너무 피곤해서 침대에 누웠어요.,"Ich war zu müde, deshalb habe ich mich ins Bett gelegt.",Körper,a2_body_1,11,false,to lie down,Verb,"I was too tired, so I lay down on the bed.",vocab_a2_0578
흘리다,heullida,vergießen (Schweiß/Tränen),A2,Verb,날씨가 더워서 땀을 많이 흘렸어요.,"Das Wetter war heiß, deshalb habe ich viel geschwitzt.",Körper,a2_body_1,12,false,"to shed, to spill",Verb,"The weather was hot, so I sweated a lot.",vocab_a2_0579
국수,guksu,Nudeln,A2,Nomen,여름에는 시원한 국수를 자주 먹어요.,Im Sommer esse ich oft kühle Nudeln.,Essen & Trinken,a2_food_3,1,false,noodles,Noun,"In summer, I often eat cold noodles.",vocab_a2_0580
고추장,gochujang,Chilipaste,A2,Nomen,비빔밥에 고추장을 넣어요.,Man gibt Chilipaste in den Bibimbap.,Essen & Trinken,a2_food_3,2,false,gochujang (red chili paste),Noun,You put gochujang into bibimbap.,vocab_a2_0581
된장,doenjang,Sojabohnenpaste,A2,Nomen,저희 어머니는 된장을 직접 만드세요.,Meine Mutter macht Sojabohnenpaste selbst.,Essen & Trinken,a2_food_3,3,false,doenjang (soybean paste),Noun,My mother makes doenjang herself.,vocab_a2_0582
두부,dubu,Tofu,A2,Nomen,찌개에 두부를 많이 넣었어요.,Ich habe viel Tofu in den Eintopf gegeben.,Essen & Trinken,a2_food_3,4,false,tofu,Noun,I put a lot of tofu in the stew.,vocab_a2_0583
삼겹살,samgyeopsal,Schweinebauch,A2,Nomen,주말에 친구들이랑 삼겹살을 구워 먹었어요.,Am Wochenende habe ich mit Freunden Schweinebauch gegrillt und gegessen.,Essen & Trinken,a2_food_3,5,false,pork belly,Noun,"On the weekend, I grilled and ate pork belly with friends.",vocab_a2_0584
볶음밥,bokkeumbap,gebratener Reis,A2,Nomen,남은 김치로 볶음밥을 만들었어요.,Ich habe aus übrig gebliebenem Kimchi gebratenen Reis gemacht.,Essen & Trinken,a2_food_3,6,false,fried rice,Noun,I made fried rice with the leftover kimchi.,vocab_a2_0585
설렁탕,seolleongtang,Rinderknochensuppe,A2,Nomen,추운 날에는 뜨거운 설렁탕이 최고예요.,An kalten Tagen ist heiße Rinderknochensuppe am besten.,Essen & Trinken,a2_food_3,7,false,seolleongtang (ox bone soup),Noun,"On a cold day, hot seolleongtang is the best.",vocab_a2_0586
소고기,sogogi,Rindfleisch,A2,Nomen,생일에는 가족이 소고기를 먹어요.,Am Geburtstag isst die Familie Rindfleisch.,Essen & Trinken,a2_food_3,8,false,beef,Noun,"On birthdays, my family eats beef.",vocab_a2_0587
우동,udong,Udon-Nudeln,A2,Nomen,비 오는 날에는 뜨거운 우동이 최고예요.,An Regentagen sind heiße Udon-Nudeln das Beste.,Essen & Trinken,a2_food_3,9,false,udon,Noun,"On a rainy day, hot udon is the best.",vocab_a2_0588
오이,oi,Gurke,A2,Nomen,여름에는 시원한 오이를 많이 먹어요.,Im Sommer esse ich viel kühle Gurke.,Essen & Trinken,a2_food_3,10,false,cucumber,Noun,"In summer, I eat a lot of cool cucumber.",vocab_a2_0589
끓다,kkeulta,kochen (sieden),A2,Verb,찌개가 끓으면 불을 줄여 주세요.,"Wenn der Eintopf kocht, drehen Sie bitte die Hitze runter.",Essen & Trinken,a2_food_3,11,false,to boil,Verb,"When the stew boils, please turn down the heat.",vocab_a2_0590
썰다,sseolda,schneiden (in Scheiben),A2,Verb,두부를 잘게 썰어서 찌개에 넣었어요.,Ich habe den Tofu klein geschnitten und in den Eintopf gegeben.,Essen & Trinken,a2_food_3,12,false,"to slice, to cut",Verb,I sliced the tofu finely and put it in the stew.,vocab_a2_0591
블라우스,beullauseu,Bluse,A2,Nomen,면접이라서 하얀 블라우스를 입었어요.,"Weil es ein Vorstellungsgespräch war, habe ich eine weiße Bluse angezogen.",Kleidung,a2_clothing_1,1,false,blouse,Noun,"It was a job interview, so I wore a white blouse.",vocab_a2_0592
스웨터,seuweteo,Pullover,A2,Nomen,날씨가 추워져서 스웨터를 꺼냈어요.,"Das Wetter ist kälter geworden, deshalb habe ich den Pullover herausgeholt.",Kleidung,a2_clothing_1,2,false,sweater,Noun,"The weather got cold, so I took out my sweater.",vocab_a2_0593
스카프,seukapeu,Schal,A2,Nomen,"다니엘 씨, 저 오늘 노란 스카프를 맸어요.","Daniel, ich habe heute einen gelben Schal gebunden.",Kleidung,a2_clothing_1,3,false,scarf,Noun,"Daniel, I tied on a yellow scarf today.",vocab_a2_0594
속옷,sogot,Unterwäsche,A2,Nomen,여행 가방에 속옷부터 넣었어요.,Ich habe zuerst die Unterwäsche in den Koffer gelegt.,Kleidung,a2_clothing_1,4,false,underwear,Noun,I put underwear into the suitcase first.,vocab_a2_0595
수영복,suyeongbok,Badeanzug,A2,Nomen,바다에 가서 수영복으로 갈아입었어요.,Ich bin ans Meer gefahren und habe mich in den Badeanzug umgezogen.,Kleidung,a2_clothing_1,5,false,swimsuit,Noun,I went to the sea and changed into my swimsuit.,vocab_a2_0596
와이셔츠,waisyeocheu,Hemd,A2,Nomen,회사에 다닐 때는 매일 와이셔츠를 입어요.,"Wenn ich zur Arbeit gehe, trage ich jeden Tag ein Hemd.",Kleidung,a2_clothing_1,6,false,dress shirt,Noun,"When I go to work, I wear a dress shirt every day.",vocab_a2_0597
청바지,cheongbaji,Jeans,A2,Nomen,"크리스티안, 나 청바지를 입고 공원 갈래!","Christian, ich will mit Jeans in den Park gehen!",Kleidung,a2_clothing_1,7,false,jeans,Noun,"Christian, I want to go to the park in jeans!",vocab_a2_0598
옷장,otjang,Kleiderschrank,A2,Nomen,이 옷을 옷장 안에 넣었어요.,Ich habe diese Kleidung in den Kleiderschrank gelegt.,Kleidung,a2_clothing_1,8,false,"wardrobe, closet",Noun,I put these clothes inside the wardrobe.,vocab_a2_0599
목걸이,mokgeori,Halskette,A2,Nomen,생일 선물로 목걸이를 받았어요.,Ich habe zum Geburtstag eine Halskette bekommen.,Kleidung,a2_clothing_1,9,false,necklace,Noun,I got a necklace as a birthday present.,vocab_a2_0600
화장품,hwajangpum,Kosmetik,A2,Nomen,"마야 씨, 저는 화장품을 별로 안 써요.","Maya, ich benutze nicht besonders viel Kosmetik.",Kleidung,a2_clothing_1,10,false,cosmetics,Noun,"Maya, I don't use much cosmetics.",vocab_a2_0601
까맣다,kkamata,schwarz sein,A2,Adjektiv,제 여행 가방은 까매요.,Mein Koffer ist schwarz.,Kleidung,a2_clothing_1,11,false,to be black,Adjective,My suitcase is black.,vocab_a2_0602
하얗다,hayata,weiß sein,A2,Adjektiv,눈이 와서 온 세상이 하얘요.,"Es hat geschneit, deshalb ist die ganze Welt weiß.",Kleidung,a2_clothing_1,12,false,to be white,Adjective,"It snowed, so the whole world is white.",vocab_a2_0603
관광객,gwangwanggaek,Tourist,A2,Nomen,이 거리에는 관광객이 사진을 많이 찍어요.,Auf dieser Straße machen Touristen viele Fotos.,Reisen,a2_travel_1,1,false,tourist,Noun,Tourists take a lot of photos on this street.,vocab_a2_0604
관광지,gwangwangji,Touristenort,A2,Nomen,여기가 이 도시에서 제일 인기 있는 관광지예요.,Das hier ist der beliebteste Touristenort dieser Stadt.,Reisen,a2_travel_1,2,false,tourist spot,Noun,This is the most popular tourist spot in this city.,vocab_a2_0605
여행지,yeohaengji,Reiseziel,A2,Nomen,이번 여행지는 제주도로 정했어요.,Als Reiseziel haben wir diesmal Jeju-do gewählt.,Reisen,a2_travel_1,3,false,travel destination,Noun,We decided on Jeju Island as our travel destination this time.,vocab_a2_0606
해외,haeoe,Ausland,A2,Nomen,다음 휴가에는 해외로 나가고 싶어요.,Im nächsten Urlaub möchte ich ins Ausland fahren.,Reisen,a2_travel_1,4,false,abroad,Noun,I want to go abroad during my next vacation.,vocab_a2_0607
해외여행,haeoeyeohaeng,Auslandsreise,A2,Nomen,이번 여름에 처음으로 해외여행을 가요.,Diesen Sommer mache ich zum ersten Mal eine Auslandsreise.,Reisen,a2_travel_1,5,false,overseas trip,Noun,"This summer, I'm going on an overseas trip for the first time.",vocab_a2_0608
국내,gungnae,Inland,A2,Nomen,이번에는 국내 여행지를 먼저 알아봤어요.,Diesmal habe ich zuerst nach Reisezielen im Inland gesucht.,Reisen,a2_travel_1,6,false,domestic,Noun,"This time, I looked into domestic travel spots first.",vocab_a2_0609
국제,gukje,international,A2,Nomen,"수진 씨, 저는 국제 학교에서 일해요.","Sujin, ich arbeite an einer internationalen Schule.",Reisen,a2_travel_1,7,false,international,Noun,"Sujin, I work at an international school.",vocab_a2_0610
기차역,gichayeok,Bahnhof,A2,Nomen,기차역까지 택시로 십 분쯤 걸려요.,Bis zum Bahnhof braucht man mit dem Taxi etwa zehn Minuten.,Reisen,a2_travel_1,8,false,train station,Noun,It takes about ten minutes by taxi to the train station.,vocab_a2_0611
기차표,gichapyo,Zugticket,A2,Nomen,기차표가 없어서 기차를 못 탔어요.,"Ich hatte kein Zugticket, deshalb konnte ich den Zug nicht nehmen.",Reisen,a2_travel_1,9,false,train ticket,Noun,"I didn't have a train ticket, so I couldn't take the train.",vocab_a2_0612
항공권,hanggonggwon,Flugticket,A2,Nomen,항공권을 미리 예매했어요.,Ich habe das Flugticket im Voraus gebucht.,Reisen,a2_travel_1,10,false,plane ticket,Noun,I booked the plane ticket in advance.,vocab_a2_0613
예매,yemae,Vorbestellung,A2,Nomen,그 공연은 예매가 벌써 끝났어요.,Die Vorbestellung für diese Aufführung ist schon vorbei.,Reisen,a2_travel_1,11,false,advance booking,Noun,Advance booking for that show is already over.,vocab_a2_0614
떠나다,tteonada,abreisen,A2,Verb,내일 아침 일찍 여행을 떠나요.,Ich reise morgen früh ab.,Reisen,a2_travel_1,12,false,"to depart, to leave",Verb,I'm leaving on a trip early tomorrow morning.,vocab_a2_0615
고등학교,godeunghakgyo,Oberschule,A2,Nomen,저는 고등학교 때 농구를 했어요.,In der Oberschule habe ich Basketball gespielt.,Bildung,a2_school_1,1,false,high school,Noun,I played basketball when I was in high school.,vocab_a2_0616
중학교,junghakgyo,Mittelschule,A2,Nomen,"레나 씨, 제 동생은 중학교에 다녀요.","Lena, mein jüngeres Geschwister geht auf die Mittelschule.",Bildung,a2_school_1,2,false,middle school,Noun,"Lena, my younger sibling goes to middle school.",vocab_a2_0617
초등학교,chodeunghakgyo,Grundschule,A2,Nomen,이 아이는 올해 초등학교에 입학했어요.,Dieses Kind ist dieses Jahr in die Grundschule eingeschult worden.,Bildung,a2_school_1,3,false,elementary school,Noun,This child started elementary school this year.,vocab_a2_0618
초등학생,chodeunghaksaeng,Grundschüler,A2,Nomen,"크리스티안, 나 초등학생이야. 3학년!","Christian, ich bin Grundschüler. Dritte Klasse!",Bildung,a2_school_1,4,false,elementary school student,Noun,"Christian, I'm an elementary school student. Third grade!",vocab_a2_0619
대학원,daehagwon,Graduiertenschule,A2,Nomen,"수진 씨, 저는 대학원에서 도시 문화를 공부해요.","Sujin, ich studiere an der Graduiertenschule Stadtkultur.",Bildung,a2_school_1,5,false,graduate school,Noun,"Sujin, I study urban culture in graduate school.",vocab_a2_0620
학기,hakgi,Semester,A2,Nomen,다음 학기에는 한국어 수업을 더 들을 거예요.,Im nächsten Semester werde ich mehr Koreanischkurse belegen.,Bildung,a2_school_1,6,false,semester,Noun,"Next semester, I'm going to take more Korean classes.",vocab_a2_0621
학원,hagwon,Nachhilfeschule,A2,Nomen,저녁마다 태권도 학원에 가요.,Jeden Abend gehe ich zur Taekwondo-Schule.,Bildung,a2_school_1,7,false,private academy,Noun,"Every evening, I go to a taekwondo academy.",vocab_a2_0622
유치원,yuchiwon,Kindergarten,A2,Nomen,이 동네에는 유치원이 새로 생겼어요.,In dieser Nachbarschaft ist neu ein Kindergarten entstanden.,Bildung,a2_school_1,8,false,kindergarten,Noun,A kindergarten newly opened in this neighborhood.,vocab_a2_0623
청소년,cheongsonyeon,Jugendliche(r),A2,Nomen,이 도서관은 청소년에게 인기가 많아요.,Diese Bibliothek ist bei Jugendlichen sehr beliebt.,Bildung,a2_school_1,9,false,"teenager, youth",Noun,This library is very popular among teenagers.,vocab_a2_0624
교사,gyosa,Lehrer/in,A2,Nomen,"현아 씨, 제 친구는 초등학교 교사예요.","Hyuna, meine Freundin ist Grundschullehrerin.",Bildung,a2_school_1,10,false,teacher,Noun,"Hyuna, my friend is an elementary school teacher.",vocab_a2_0625
결석,gyeolseok,Abwesenheit,A2,Nomen,감기에 걸려서 학교에 결석을 했어요.,Ich habe mich erkältet und war deshalb in der Schule abwesend.,Bildung,a2_school_1,11,false,absence,Noun,"I caught a cold, so I was absent from school.",vocab_a2_0626
그만두다,geumanduda,"aufhören, kündigen",A2,Verb,다리를 다쳐서 태권도 학원을 그만뒀어요.,"Ich habe mir das Bein verletzt, deshalb habe ich die Taekwondo-Schule aufgegeben.",Bildung,a2_school_1,12,false,to quit,Verb,"I hurt my leg, so I quit the taekwondo academy.",vocab_a2_0627
믿다,mitda,"glauben, vertrauen",A2,Verb,나는 크리스티안을 믿어.,Ich vertraue Christian.,Alltag,a2_daily_actions_1,1,false,"to believe, to trust",Verb,I trust Christian.,vocab_a2_0628
참다,chamda,"aushalten, sich zurückhalten",A2,Verb,슬펐지만 눈물을 참았어요.,"Ich war traurig, aber ich habe meine Tränen zurückgehalten.",Alltag,a2_daily_actions_1,2,false,"to endure, to hold back",Verb,"I was sad, but I held back my tears.",vocab_a2_0629
잊다,itda,vergessen,A2,Verb,우산을 가져가는 걸 잊었어요.,"Ich habe vergessen, den Regenschirm mitzunehmen.",Alltag,a2_daily_actions_1,3,false,to forget,Verb,I forgot to bring my umbrella.,vocab_a2_0630
흔들다,heundeulda,"schütteln, winken",A2,Verb,저는 수진 씨를 보고 손을 흔들었어요.,Ich habe Sujin gesehen und mit der Hand gewinkt.,Alltag,a2_daily_actions_1,4,false,"to shake, to wave",Verb,I saw Sujin and waved my hand.,vocab_a2_0631
