korean,romanization,german,level,pos_de,example_korean,example_german,topic,pack_id,pack_order,is_review_boss,english,pos_en,example_english,id
먼저 가다,meonjeo gada,schon vorausgehen,A1,Ausdruck,저는 먼저 가다 자리를 잡을게요.,Ich gehe schon voraus und sichere uns Plätze.,Wochenendzusage,a1_weekend_promise_1,12,true,to go ahead first,Expression,I'll go ahead first and hold seats.,vocab_a1_0247
초인종,choinjong,Klingel,A1,Nomen,초인종을 두 번 눌렀어요.,Ich habe zweimal an der Klingel gedrückt.,Nachbarschaft,a1_neighbors_hall_1,1,false,doorbell,Noun,I pressed the doorbell twice.,vocab_a1_0248
복도,bokdo,Flur,A1,Nomen,복도에 신발을 두지 마세요.,Bitte stellen Sie keine Schuhe in den Flur.,Nachbarschaft,a1_neighbors_hall_1,2,false,hallway,Noun,Please do not leave shoes in the hallway.,vocab_a1_0249
이웃집,iutjip,Nachbarwohnung,A1,Nomen,이웃집에 택배가 잘못 왔어요.,Ein Paket wurde falsch an die Nachbarwohnung geliefert.,Nachbarschaft,a1_neighbors_hall_1,3,false,neighbor's place,Noun,A parcel was delivered to the neighbor's place by mistake.,vocab_a1_0250
층수,cheungsu,Stockwerk,A1,Nomen,저희 층수는 다섯 층이에요.,Unser Stockwerk ist der fünfte.,Nachbarschaft,a1_neighbors_hall_1,4,false,floor number,Noun,Our floor number is the fifth.,vocab_a1_0251
분리배출,bunribaechul,getrennte Entsorgung,A1,Nomen,플라스틱은 분리배출하세요.,Bitte entsorgen Sie Plastik getrennt.,Nachbarschaft,a1_neighbors_hall_1,5,false,sorted disposal,Noun,Please use sorted disposal for plastic.,vocab_a1_0252
문패,munpae,Namensschild,A1,Nomen,문패에 이름을 새로 붙였어요.,Ich habe ein neues Namensschild an die Tür geklebt.,Nachbarschaft,a1_neighbors_hall_1,6,false,door nameplate,Noun,I put a new nameplate on the door.,vocab_a1_0253
공동현관,gongdonghyeongwan,Hauseingang,A1,Nomen,공동현관 비밀번호가 바뀌었어요.,Das Passwort am Hauseingang hat sich geändert.,Nachbarschaft,a1_neighbors_hall_1,7,false,shared entrance,Noun,The shared entrance password changed.,vocab_a1_0254
층간소음,cheunggansoeum,Lärm zwischen den Etagen,A1,Nomen,밤에는 층간소음을 조심해요.,Nachts achte ich auf Lärm zwischen den Etagen.,Nachbarschaft,a1_neighbors_hall_1,8,false,noise between floors,Noun,At night I am careful about noise between floors.,vocab_a1_0255
택배함,taekbaeham,Paketkasten,A1,Nomen,택배함에 비밀번호를 넣어요.,Ich gebe das Passwort in den Paketkasten ein.,Nachbarschaft,a1_neighbors_hall_1,9,false,parcel locker,Noun,I enter the password on the parcel locker.,vocab_a1_0256
공지문,gongjimun,Aushang,A1,Nomen,엘리베이터에 공지문이 있어요.,Am Aufzug hängt ein Aushang.,Nachbarschaft,a1_neighbors_hall_1,10,true,notice,Noun,There is a notice on the elevator.,vocab_a1_0257
무단주차,mudanjucha,unerlaubtes Parken,A1,Nomen,입구 앞 무단주차는 안 돼요.,Unerlaubtes Parken vor der Einfahrt ist nicht erlaubt.,Nachbarschaft,a1_neighbors_hall_1,11,true,unauthorized parking,Noun,Unauthorized parking in front of the entrance is not allowed.,vocab_a1_0258
이웃 인사,iut insa,Nachbarsgruß,A1,Ausdruck,아침에 이웃 인사를 했어요.,Heute Morgen habe ich den Nachbarsgruß gesagt.,Nachbarschaft,a1_neighbors_hall_1,12,true,neighbor greeting,Expression,This morning I gave a neighbor greeting.,vocab_a1_0259
필통,piltong,Federmäppchen,A1,Nomen,필통 안에 펜이 세 자루 있어요.,Im Federmäppchen sind drei Stifte.,Schultasche,a1_school_supplies_1,1,false,pencil case,Noun,There are three pens in the pencil case.,vocab_a1_0260
지우개,jiugae,Radiergummi,A1,Nomen,연필 실수를 지우개로 지워요.,Ich radiere den Bleistiftfehler mit dem Radiergummi weg.,Schultasche,a1_school_supplies_1,2,false,eraser,Noun,I erase the pencil mistake with an eraser.,vocab_a1_0261
가위,gawi,Schere,A1,Nomen,이 종이를 가위로 잘라 주세요.,Bitte schneiden Sie dieses Papier mit der Schere.,Schultasche,a1_school_supplies_1,3,false,scissors,Noun,Please cut this paper with scissors.,vocab_a1_0262
자,ja,Lineal,A1,Nomen,자로 선을 반듯하게 그어요.,Mit dem Lineal ziehe ich eine gerade Linie.,Schultasche,a1_school_supplies_1,4,false,ruler,Noun,I draw a straight line with a ruler.,vocab_a1_0263
색연필,saekyeonpil,Buntstift,A1,Nomen,지도를 색연필로 칠했어요.,Ich habe die Karte mit Buntstiften ausgemalt.,Schultasche,a1_school_supplies_1,5,false,colored pencil,Noun,I colored the map with colored pencils.,vocab_a1_0264
연습장,yeonseupjang,Schreibheft,A1,Nomen,한글을 연습장에 여러 번 썼어요.,Ich habe Hangul mehrmals ins Schreibheft geschrieben.,Schultasche,a1_school_supplies_1,6,false,practice notebook,Noun,I wrote Hangul several times in the practice notebook.,vocab_a1_0265
준비물,junbimul,Mitbringsel,A1,Nomen,내일 수업 준비물을 가방에 넣어요.,Ich packe die Mitbringsel für den Unterricht morgen in die Tasche.,Schultasche,a1_school_supplies_1,7,false,things to bring,Noun,I put tomorrow's class supplies in the bag.,vocab_a1_0266
제출하다,jechulhada,abgeben,A1,Verb,숙제를 제출하다 전에 이름을 써요.,"Bevor ich die Hausaufgaben abgebe, schreibe ich meinen Namen.",Schultasche,a1_school_supplies_1,8,false,to submit,Verb,"Before I submit the homework, I write my name.",vocab_a1_0267
화이트보드,hwaiteubodeu,Whiteboard,A1,Nomen,선생님이 화이트보드에 단어를 썼어요.,Die Lehrkraft hat das Wort auf das Whiteboard geschrieben.,Schultasche,a1_school_supplies_1,9,false,whiteboard,Noun,The teacher wrote the word on the whiteboard.,vocab_a1_0268
자리표,jaripyo,Platzkarte,A1,Nomen,첫날에는 자리표 이름을 확인해요.,Am ersten Tag prüfe ich den Namen auf der Platzkarte.,Schultasche,a1_school_supplies_1,10,true,seat card,Noun,On the first day I check the name on the seat card.,vocab_a1_0269
필기하다,pilgihada,mitschreiben,A1,Verb,중요한 문장은 빨리 필기하다 보면 손이 아파요.,"Wenn ich wichtige Sätze schnell mitschreibe, tun die Hände weh.",Schultasche,a1_school_supplies_1,11,true,to take notes,Verb,"If I take notes on important sentences quickly, my hands hurt.",vocab_a1_0270
준비됐나요,junbidwaetnayo,sind Sie bereit,A1,Ausdruck,수업 시작 전에 준비됐나요?,Sind Sie vor Unterrichtsbeginn bereit?,Schultasche,a1_school_supplies_1,12,true,are you ready,Expression,Are you ready before class starts?,vocab_a1_0271
환승,hwanseung,Umsteigen,A1,Nomen,다음 역에서 환승하세요.,Steigen Sie an der nächsten Station um.,U-Bahnkarte,a1_subway_card_1,1,false,transfer,Noun,Transfer at the next station.,vocab_a1_0272
출구,chulgu,Ausgang,A1,Nomen,사 번 출구로 나가면 은행이 있어요.,"Wenn Sie Ausgang vier nehmen, ist dort eine Bank.",U-Bahnkarte,a1_subway_card_1,2,false,exit,Noun,"If you take exit four, there is a bank.",vocab_a1_0273
승강장,seunggangjang,Bahnsteig,A1,Nomen,승강장에서 노란 선 뒤에 서요.,Auf dem Bahnsteig stehe ich hinter der gelben Linie.,U-Bahnkarte,a1_subway_card_1,3,false,platform,Noun,On the platform I stand behind the yellow line.,vocab_a1_0274
막차,makcha,letzter Zug,A1,Nomen,오늘 막차는 열두 시예요.,Der letzte Zug ist heute um zwölf Uhr.,U-Bahnkarte,a1_subway_card_1,4,false,last train,Noun,The last train today is at twelve.,vocab_a1_0275
하차,hacha,Aussteigen,A1,Nomen,시청역에서 하차하면 됩니다.,Sie können am Rathaus aussteigen.,U-Bahnkarte,a1_subway_card_1,5,false,getting off,Noun,You can get off at City Hall station.,vocab_a1_0276
승차,seungcha,Einsteigen,A1,Nomen,문이 열리면 천천히 승차하세요.,"Wenn die Tür aufgeht, steigen Sie bitte langsam ein.",U-Bahnkarte,a1_subway_card_1,6,false,boarding,Noun,"When the door opens, please board slowly.",vocab_a1_0277
정기권,jeonggigwon,Zeitkarte,A1,Nomen,한 달 정기권을 충전했어요.,Ich habe eine Monatskarte aufgeladen.,U-Bahnkarte,a1_subway_card_1,7,false,pass,Noun,I loaded a one-month pass.,vocab_a1_0278
개찰구,gaechalgu,Sperre,A1,Nomen,개찰구에 카드를 찍고 들어가요.,Ich halte die Karte an die Sperre und gehe hinein.,U-Bahnkarte,a1_subway_card_1,8,false,ticket gate,Noun,I tap the card at the ticket gate and go in.,vocab_a1_0279
노선도,noseondo,Linienplan,A1,Nomen,노선도에서 빨간 선을 찾아요.,Auf dem Linienplan suche ich die rote Linie.,U-Bahnkarte,a1_subway_card_1,9,false,line map,Noun,I look for the red line on the map.,vocab_a1_0280
도착 안내,dochak annae,Ansage,A1,Ausdruck,도착 안내가 나오면 일어나요.,"Wenn die Ansage kommt, stehe ich auf.",U-Bahnkarte,a1_subway_card_1,10,true,arrival announcement,Expression,"When the arrival announcement comes, I stand up.",vocab_a1_0281
카드 잔액,kadeu janaek,Kartenguthaben,A1,Ausdruck,카드 잔액이 부족해서 충전이 필요해요.,"Das Kartenguthaben reicht nicht, ich muss aufladen.",U-Bahnkarte,a1_subway_card_1,11,true,card balance,Expression,"The card balance is low, so I need to top up.",vocab_a1_0282
내리는 문,naerineun mun,Ausstiegstür,A1,Ausdruck,내리는 문은 오른쪽이에요.,Die Ausstiegstür ist rechts.,U-Bahnkarte,a1_subway_card_1,12,true,exit door,Expression,The exit door is on the right.,vocab_a1_0283
겉옷,geotot,Überzieher,A1,Nomen,바람이 불어서 겉옷을 입어요.,"Es ist windig, deshalb ziehe ich einen Überzieher an.",Wetterschicht,a1_weather_layer_1,1,false,outer layer,Noun,"It is windy, so I put on an outer layer.",vocab_a1_0284
미세먼지,misemeonji,Feinstaub,A1,Nomen,오늘 미세먼지가 많아서 마스크를 써요.,"Heute gibt es viel Feinstaub, deshalb trage ich eine Maske.",Wetterschicht,a1_weather_layer_1,2,false,fine dust,Noun,"There is a lot of fine dust today, so I wear a mask.",vocab_a1_0285
일기예보,ilgiyebo,Wetterbericht,A1,Nomen,일기예보를 보고 옷을 골라요.,Ich schaue den Wetterbericht und wähle die Kleidung.,Wetterschicht,a1_weather_layer_1,3,false,weather forecast,Noun,I check the forecast and choose clothes.,vocab_a1_0286
우비,ubi,Regenjacke,A1,Nomen,소나기가 와서 우비를 챙겼어요.,"Ein Schauer kommt, deshalb habe ich die Regenjacke eingepackt.",Wetterschicht,a1_weather_layer_1,4,false,rain jacket,Noun,"A shower is coming, so I packed a rain jacket.",vocab_a1_0287
얇은 옷,yalbeun ot,leichte Kleidung,A1,Ausdruck,낮에는 얇은 옷이 편해요.,Tagsüber ist leichte Kleidung angenehm.,Wetterschicht,a1_weather_layer_1,5,false,light clothes,Expression,Light clothes are comfortable during the day.,vocab_a1_0288
두꺼운 옷,dukkeoun ot,dicke Kleidung,A1,Ausdruck,밤에는 두꺼운 옷이 필요해요.,Nachts brauche ich dicke Kleidung.,Wetterschicht,a1_weather_layer_1,6,false,thick clothes,Expression,At night I need thick clothes.,vocab_a1_0289
일교차,ilgyocha,Tag-Nacht-Unterschied,A1,Nomen,봄에는 일교차가 커서 겉옷이 필요해요.,"Im Frühling ist der Tag-Nacht-Unterschied groß, deshalb brauche ich einen Überzieher.",Wetterschicht,a1_weather_layer_1,7,false,day-night gap,Noun,"In spring the day-night gap is large, so I need an outer layer.",vocab_a1_0290
습하다,seuphada,schwül,A1,Adjektiv,오늘 공기가 습하다 느껴져서 창문을 열어요.,"Die Luft fühlt sich heute schwül an, deshalb öffne ich das Fenster.",Wetterschicht,a1_weather_layer_1,8,false,humid,Adjective,"The air feels humid today, so I open the window.",vocab_a1_0291
쌀쌀하다,ssalssalhada,kühl,A1,Adjektiv,아침이 쌀쌀하다 해서 목을 가렸어요.,"Weil der Morgen kühl ist, habe ich den Hals bedeckt.",Wetterschicht,a1_weather_layer_1,9,false,chilly,Adjective,"Because the morning is chilly, I covered my neck.",vocab_a1_0292
맑음,malgeum,heiter,A1,Nomen,오후 예보가 맑음이에요.,Die Nachmittagsvorhersage ist heiter.,Wetterschicht,a1_weather_layer_1,10,true,clear skies,Noun,The afternoon forecast is clear skies.,vocab_a1_0293
소나기,sonagi,Schauer,A1,Nomen,소나기가 금방 지나갈 거예요.,Der Schauer wird bald vorübergehen.,Wetterschicht,a1_weather_layer_1,11,true,shower,Noun,The shower will pass soon.,vocab_a1_0294
겹쳐 입다,gyeopchyeo ipda,in Lagen tragen,A1,Ausdruck,일교차가 클 때는 옷을 겹쳐 입다 해요.,Bei großem Temperaturunterschied trage ich Kleidung in Lagen.,Wetterschicht,a1_weather_layer_1,12,true,to layer clothes,Expression,"When the temperature gap is large, I layer clothes.",vocab_a1_0295
죄송하다,joesonghada,leidtun,A1,Verb,늦게 와서 죄송하다 말하고 앉았어요.,"Ich sagte, es tue mir leid, dass ich zu spät komme, und setzte mich.",Entschuldigung,a1_sorry_thanks_1,1,false,to be sorry,Verb,I said I was sorry for being late and sat down.,vocab_a1_0296
감사하다,gamsahada,dankbar sein,A1,Verb,도와주셔서 감사하다 인사를 했어요.,"Ich habe mich bedankt, weil Sie geholfen haben.",Entschuldigung,a1_sorry_thanks_1,2,false,to be grateful,Verb,I said I was grateful that you helped.,vocab_a1_0297
실례하다,silryehada,stören,A1,Verb,잠깐 실례하다 하고 지나갔어요.,Ich sagte Entschuldigung und ging vorbei.,Entschuldigung,a1_sorry_thanks_1,3,false,to excuse oneself,Verb,I said excuse me and passed by.,vocab_a1_0298
양해,yanghae,Verständnis,A1,Nomen,소음에 양해를 구했어요.,Ich habe um Verständnis für den Lärm gebeten.,Entschuldigung,a1_sorry_thanks_1,4,false,understanding,Noun,I asked for understanding about the noise.,vocab_a1_0299
부탁하다,butakhada,bitten,A1,Verb,창문을 닫아 달라고 부탁하다 전에 먼저 인사해요.,"Bevor ich bitte, das Fenster zu schließen, grüße ich zuerst.",Entschuldigung,a1_sorry_thanks_1,5,false,to ask a favor,Verb,"Before I ask them to close the window, I greet them first.",vocab_a1_0300
문제없어요,munjeeopseoyo,kein Problem,A1,Ausdruck,실수해도 문제없어요.,"Wenn Sie einen Fehler machen, ist das kein Problem.",Entschuldigung,a1_sorry_thanks_1,6,false,no problem,Expression,"If you make a mistake, no problem.",vocab_a1_0301
제가 더요,jega deoyo,ich habe zu danken,A1,Ausdruck,도와줘서 고맙다는 말에 제가 더요.,"Auf das Danke sage ich, ich habe zu danken.",Entschuldigung,a1_sorry_thanks_1,7,false,I should thank you,Expression,"When someone thanks me, I say I should thank you.",vocab_a1_0302
잠깐만요,jamkkanmanyo,einen Moment,A1,Ausdruck,계산 전에 잠깐만요.,"Vor dem Bezahlen, einen Moment bitte.",Entschuldigung,a1_sorry_thanks_1,8,false,just a moment,Expression,Just a moment before paying.,vocab_a1_0303
다시 말하다,dasi malhada,noch einmal sagen,A1,Ausdruck,못 들어서 다시 말하다 부탁했어요.,"Ich habe gebeten, es noch einmal zu sagen, weil ich es nicht gehört habe.",Entschuldigung,a1_sorry_thanks_1,9,false,to say again,Expression,I asked them to say it again because I did not hear it.,vocab_a1_0304
천천히 말하다,cheoncheonhi malhada,langsam sprechen,A1,Ausdruck,한국어를 천천히 말하다 들으면 이해가 돼요.,"Wenn Sie Koreanisch langsam sprechen, verstehe ich es.",Entschuldigung,a1_sorry_thanks_1,10,true,to speak slowly,Expression,"If you speak Korean slowly, I understand.",vocab_a1_0305
정말 감사해요,jeongmal gamsahaeyo,vielen Dank,A1,Ausdruck,자리를 양보해 주셔서 정말 감사해요.,"Vielen Dank, dass Sie den Platz überlassen haben.",Entschuldigung,a1_sorry_thanks_1,11,true,thank you so much,Expression,Thank you so much for giving up the seat.,vocab_a1_0306
정말 죄송해요,jeongmal joesonghaeyo,es tut mir sehr leid,A1,Ausdruck,발을 밟아서 정말 죄송해요.,"Es tut mir sehr leid, dass ich auf Ihren Fuß getreten bin.",Entschuldigung,a1_sorry_thanks_1,12,true,I am very sorry,Expression,I am very sorry I stepped on your foot.,vocab_a1_0307
요금제,yogeumje,Tarif,A2,Nomen,이 요금제가 데이터량이 더 많아요.,Dieser Tarif hat mehr Datenvolumen.,Handytarif,a2_phone_plan_1,1,false,rate plan,Noun,This rate plan has more data.,vocab_a2_0269
데이터량,deiteoryang,Datenvolumen,A2,Nomen,이번 달 데이터량이 벌써 끝났어요.,Das Datenvolumen für diesen Monat ist schon aufgebraucht.,Handytarif,a2_phone_plan_1,2,false,data allowance,Noun,This month's data allowance is already gone.,vocab_a2_0270
무제한,mujehan,unbegrenzt,A2,Ausdruck,주말에는 데이터가 무제한이에요.,Am Wochenende ist das Datenvolumen unbegrenzt.,Handytarif,a2_phone_plan_1,3,false,unlimited,Expression,On weekends the data is unlimited.,vocab_a2_0271
약정,yakjeong,Vertragslaufzeit,A2,Nomen,약정이 올해 십이월에 끝나요.,Die Vertragslaufzeit endet im Dezember dieses Jahres.,Handytarif,a2_phone_plan_1,4,false,contract term,Noun,The contract term ends this December.,vocab_a2_0272
위약금,wiyakgeum,Vertragsstrafe,A2,Nomen,지금 바꾸면 위약금이 나와요.,"Wenn ich jetzt wechsle, fällt eine Vertragsstrafe an.",Handytarif,a2_phone_plan_1,5,false,early-termination fee,Noun,"If I switch now, there is an early-termination fee.",vocab_a2_0273
로밍,roming,Roaming,A2,Nomen,독일 가기 전에 로밍을 신청해요.,Vor der Reise nach Deutschland beantrage ich Roaming.,Handytarif,a2_phone_plan_1,6,false,roaming,Noun,I apply for roaming before going to Germany.,vocab_a2_0274
부가서비스,bugaseobiseu,Zusatzdienst,A2,Nomen,필요 없는 부가서비스를 껐어요.,Ich habe unnötige Zusatzdienste ausgeschaltet.,Handytarif,a2_phone_plan_1,7,false,add-on service,Noun,I turned off add-on services I do not need.,vocab_a2_0275
청구서,cheongguseo,Rechnung,A2,Nomen,이번 달 청구서가 평소보다 높아요.,Die Rechnung diesen Monat ist höher als sonst.,Handytarif,a2_phone_plan_1,8,false,bill,Noun,This month's bill is higher than usual.,vocab_a2_0276
자동이체,jadongiche,Lastschrift,A2,Nomen,요금은 자동이체로 빠져요.,Die Gebühr wird per Lastschrift abgebucht.,Handytarif,a2_phone_plan_1,9,false,auto debit,Noun,The fee is taken by auto debit.,vocab_a2_0277
고객센터,gogaeksenteo,Kundencenter,A2,Nomen,고객센터에 오전에 전화했어요.,Ich habe das Kundencenter am Vormittag angerufen.,Handytarif,a2_phone_plan_1,10,true,customer center,Noun,I called the customer center in the morning.,vocab_a2_0278
