korean,romanization,german,level,pos_de,example_korean,example_german,topic,pack_id,pack_order,is_review_boss,english,pos_en,example_english,id
지표의 한계,jipyoui hangye,Grenzen einer Kennzahl,C1,Nomen,평균 월세를 인용할 때는 지표의 한계와 조사 범위도 함께 밝혀야 합니다.,"Wer die Durchschnittsmiete nennt, muss auch die Grenzen der Kennzahl und den Erhebungsbereich offenlegen.",Gesellschaft im Wandel,c1_2026_social_topics_1,1,false,limits of an indicator,Noun,"When citing average rent, you should also state the limits of the indicator and the survey scope.",vocab_c1_0217
표본 구성,pyobon guseong,Zusammensetzung der Stichprobe,C1,Nomen,신규 계약이 적게 포함된 표본 구성이라면 현재 부담을 낮게 보일 수 있습니다.,Eine Stichprobe mit wenigen Neuverträgen kann die aktuelle Belastung zu niedrig erscheinen lassen.,Gesellschaft im Wandel,c1_2026_social_topics_1,2,false,sample composition,Noun,A sample composition with few new leases can make the current burden look lower than it is.,vocab_c1_0218
인과관계,ingwagwangye,Kausalzusammenhang,C1,Nomen,두 값이 함께 올랐다는 사실만으로 인과관계를 단정할 수는 없습니다.,"Dass zwei Werte zugleich steigen, belegt noch keinen Kausalzusammenhang.",Gesellschaft im Wandel,c1_2026_social_topics_1,3,false,causal relationship,Noun,The fact that two values rose together does not establish a causal relationship.,vocab_c1_0219
분배 효과,bunbae hyogwa,Verteilungswirkung,C1,Nomen,자동화의 평균 효과보다 집단별 분배 효과를 따로 살펴야 합니다.,Neben dem Durchschnittseffekt der Automatisierung muss ihre Verteilungswirkung nach Gruppen geprüft werden.,Gesellschaft im Wandel,c1_2026_social_topics_1,4,false,distributional effect,Noun,"We need to examine the distributional effect across groups, not only automation's average effect.",vocab_c1_0220
이해관계자,ihaegwangyeja,Interessengruppen,C1,Nomen,제도를 바꾸기 전에 지원자와 채용 담당자를 모두 이해관계자로 불러야 합니다.,Vor einer Regeländerung sollten sowohl Bewerbende als auch Personalverantwortliche als Interessengruppen einbezogen werden.,Gesellschaft im Wandel,c1_2026_social_topics_1,5,false,stakeholders,Noun,"Before changing the system, applicants and hiring staff should both be included as stakeholders.",vocab_c1_0221
보완책,bowanchaek,Ausgleichsmaßnahme,C1,Nomen,오류를 줄이는 보완책 없이 자동 선별의 속도만 강조해서는 안 됩니다.,Ohne eine Ausgleichsmaßnahme gegen Fehler darf nicht nur die Geschwindigkeit der automatisierten Auswahl betont werden.,Gesellschaft im Wandel,c1_2026_social_topics_1,6,false,mitigation measure,Noun,We should not emphasize the speed of automated screening without a mitigation measure for errors.,vocab_c1_0222
정착 역량,jeongchak yeongnyang,Aufnahmekapazität,C1,Nomen,일자리 수요와 지역의 정착 역량을 같은 계획에서 검토해야 합니다.,Arbeitskräftenachfrage und regionale Aufnahmekapazität müssen im selben Plan geprüft werden.,Gesellschaft im Wandel,c1_2026_social_topics_1,7,false,settlement capacity,Noun,Labor demand and local settlement capacity need to be considered in the same plan.,vocab_c1_0223
제도 접근성,jedo jeopgeunseong,Zugänglichkeit des Systems,C1,Nomen,신청 자격이 있어도 안내가 복잡하면 제도 접근성이 낮습니다.,"Auch bei bestehendem Anspruch bleibt die Zugänglichkeit des Systems gering, wenn die Informationen zu kompliziert sind.",Gesellschaft im Wandel,c1_2026_social_topics_1,8,false,system accessibility,Noun,Even eligible people face low system accessibility when the guidance is too complicated.,vocab_c1_0224
돌봄 공백,dolbom gongbaek,Betreuungslücke,C1,Nomen,교대 근무 가정의 돌봄 공백은 취업 지속성에 직접 영향을 줍니다.,Eine Betreuungslücke in Schichtarbeiterfamilien wirkt sich direkt auf die Beschäftigungsdauer aus.,Gesellschaft im Wandel,c1_2026_social_topics_1,9,false,care gap,Noun,A care gap in shift-working families directly affects job retention.,vocab_c1_0225
추천 편향,chucheon pyeonhyang,Empfehlungsverzerrung,C1,Nomen,추천 편향이 크면 조회수가 실제 선호보다 노출 구조를 더 많이 반영합니다.,Bei starker Empfehlungsverzerrung spiegeln Aufrufzahlen eher die Sichtbarkeitsstruktur als tatsächliche Vorlieben.,Gesellschaft im Wandel,c1_2026_social_topics_1,10,true,recommendation bias,Noun,"With strong recommendation bias, view counts reflect the exposure system more than actual preference.",vocab_c1_0226
무급 노동,mugeup nodong,unbezahlte Arbeit,C1,Nomen,팬 자막을 무급 노동으로만 남겨 두면 품질과 지속성이 함께 약해집니다.,"Bleiben Fanuntertitel ausschließlich unbezahlte Arbeit, leiden Qualität und Nachhaltigkeit zugleich.",Gesellschaft im Wandel,c1_2026_social_topics_1,11,true,unpaid labor,Noun,"When fan subtitles remain unpaid labor, both quality and sustainability suffer.",vocab_c1_0227
맥락 번역,maengnak beonyeok,Kontextübersetzung,C1,Nomen,말장난은 직역보다 배경을 짧게 덧붙이는 맥락 번역이 더 정확할 때가 있습니다.,Bei Wortspielen ist eine Kontextübersetzung mit knapper Erklärung manchmal genauer als eine wörtliche Übertragung.,Gesellschaft im Wandel,c1_2026_social_topics_1,12,true,contextual translation,Noun,"For wordplay, contextual translation with a short explanation can be more accurate than a literal rendering.",vocab_c1_0228
담론 프레임,damnon peureim,Diskursrahmen,C2,Nomen,집값 문제를 개인의 선택으로만 제시하는 담론 프레임은 제도 조건을 가립니다.,"Ein Diskursrahmen, der Wohnkosten nur als individuelle Entscheidung darstellt, verdeckt institutionelle Bedingungen.","Diskurs, Macht & Verantwortung",c2_2026_social_topics_1,1,false,discourse frame,Noun,A discourse frame that treats housing costs only as personal choice hides institutional conditions.,vocab_c2_0217
책임 귀속,chaegim gwisok,Verantwortungszuweisung,C2,Nomen,주거 정책의 실패를 세입자에게 돌리는 책임 귀속이 타당한지 따져야 합니다.,"Es ist zu prüfen, ob die Verantwortungszuweisung an Mietende für das Scheitern der Wohnungspolitik tragfähig ist.","Diskurs, Macht & Verantwortung",c2_2026_social_topics_1,2,false,attribution of responsibility,Noun,We need to question whether attributing responsibility for housing-policy failure to tenants is justified.,vocab_c2_0218
숨은 전제,sumeun jeonje,verdeckte Prämisse,C2,Nomen,감당 가능한 집이라는 표현의 숨은 전제는 가구마다 다를 수 있습니다.,Die verdeckte Prämisse hinter dem Ausdruck bezahlbarer Wohnraum kann je nach Haushalt variieren.,"Diskurs, Macht & Verantwortung",c2_2026_social_topics_1,3,false,hidden premise,Noun,The hidden premise behind the phrase affordable housing can differ by household.,vocab_c2_0219
정의의 경계,jeonguiui gyeonggye,Grenzen einer Definition,C2,Nomen,보조 도구와 자동 결정의 정의의 경계를 분명히 해야 책임도 나눌 수 있습니다.,Erst klare Grenzen einer Definition zwischen Hilfsmittel und automatischer Entscheidung ermöglichen eine sinnvolle Verantwortungsverteilung.,"Diskurs, Macht & Verantwortung",c2_2026_social_topics_1,4,false,boundaries of a definition,Noun,Responsibility can be allocated only when the boundaries of a definition between support tools and automated decisions are clear.,vocab_c2_0220
절차의 정당성,jeolchaui jeongdangseong,Verfahrenslegitimität,C2,Nomen,결과가 빨라도 설명과 이의 제기가 막혀 있으면 절차의 정당성이 약합니다.,"Auch ein schnelles Ergebnis hat geringe Verfahrenslegitimität, wenn Erklärung und Widerspruch versperrt sind.","Diskurs, Macht & Verantwortung",c2_2026_social_topics_1,5,false,procedural legitimacy,Noun,Even a fast result lacks procedural legitimacy when explanation and appeal are blocked.,vocab_c2_0221
이의 절차,iui jeolcha,Widerspruchsverfahren,C2,Nomen,이의 절차가 형식적으로만 존재하는지 실제로 결정을 바꿀 수 있는지 확인해야 합니다.,"Es muss geprüft werden, ob das Widerspruchsverfahren nur formal besteht oder Entscheidungen tatsächlich ändern kann.","Diskurs, Macht & Verantwortung",c2_2026_social_topics_1,6,false,appeal process,Noun,We need to determine whether the appeal process merely exists on paper or can actually change decisions.,vocab_c2_0222
인력의 도구화,illyeogui doguhwa,Instrumentalisierung von Arbeitskräften,C2,Nomen,사람을 빈자리를 채울 수단으로만 말하면 인력의 도구화가 일어납니다.,"Wer Menschen nur als Mittel zum Füllen von Stellen beschreibt, betreibt eine Instrumentalisierung von Arbeitskräften.","Diskurs, Macht & Verantwortung",c2_2026_social_topics_1,7,false,instrumentalization of workers,Noun,Describing people only as a way to fill vacancies instrumentalizes workers.,vocab_c2_0223
대표성,daepyoseong,Repräsentativität,C2,Nomen,한 단체의 발언을 모든 이주민의 의견으로 읽기 전에 대표성을 물어야 합니다.,"Bevor die Aussage eines Verbands als Meinung aller Zugewanderten gilt, muss seine Repräsentativität geprüft werden.","Diskurs, Macht & Verantwortung",c2_2026_social_topics_1,8,false,representativeness,Noun,"Before treating one association's statement as the view of all migrants, its representativeness must be examined.",vocab_c2_0224
범주 혼동,beomju hondong,Kategorienvermischung,C2,Nomen,난민과 유학생을 같은 정책 대상으로 묶는 범주 혼동은 권리 차이를 지웁니다.,Die Kategorienvermischung von Geflüchteten und Studierenden als eine Zielgruppe verwischt unterschiedliche Rechte.,"Diskurs, Macht & Verantwortung",c2_2026_social_topics_1,9,false,category confusion,Noun,Category confusion that treats refugees and international students as one policy group erases differences in rights.,vocab_c2_0225
문화적 진정성,munhwajeok jinjeongseong,kulturelle Authentizität,C2,Nomen,문화적 진정성을 하나의 원형으로 고정하면 지역의 재해석이 배제됩니다.,"Wird kulturelle Authentizität auf ein einziges Original festgelegt, werden lokale Neuinterpretationen ausgeschlossen.","Diskurs, Macht & Verantwortung",c2_2026_social_topics_1,10,true,cultural authenticity,Noun,Fixing cultural authenticity to a single original excludes local reinterpretations.,vocab_c2_0226
문지기 담론,munjigi damnon,Gatekeeping-Diskurs,C2,Nomen,누가 진짜 팬인지 가르는 문지기 담론은 참여의 위계를 만듭니다.,"Ein Gatekeeping-Diskurs darüber, wer ein echter Fan sei, erzeugt eine Hierarchie der Beteiligung.","Diskurs, Macht & Verantwortung",c2_2026_social_topics_1,11,true,gatekeeping discourse,Noun,Gatekeeping discourse about who counts as a real fan creates a hierarchy of participation.,vocab_c2_0227
플랫폼 권력,peullaetpom gwollyeok,Plattformmacht,C2,Nomen,추천과 수익 배분을 함께 통제하는 플랫폼 권력은 문화 유통의 조건을 바꿉니다.,"Plattformmacht, die Empfehlung und Erlösverteilung zugleich kontrolliert, verändert die Bedingungen kultureller Verbreitung.","Diskurs, Macht & Verantwortung",c2_2026_social_topics_1,12,true,platform power,Noun,Platform power that controls both recommendation and revenue sharing changes the conditions of cultural circulation.,vocab_c2_0228
