korean,romanization,german,level,pos_de,example_korean,example_german,topic,pack_id,pack_order,is_review_boss,english,pos_en,example_english,id
반박,banbak,Einwand,C1,Nomen,제조사의 반박에도 표본 문제는 남습니다.,Trotz des Einwands des Herstellers bleibt das Stichprobenproblem.,Medien & Evidenz,c1_media_evidence_1,11,true,rebuttal,Noun,Even after the maker's rebuttal the sampling problem remains.,vocab_c1_0179
인용,inyong,Zitat,C1,Nomen,인용을 할 때는 논문 번호를 함께 적습니다.,Beim Zitieren notieren wir die Studiennummer mit.,Medien & Evidenz,c1_media_evidence_1,12,true,citation,Noun,When citing we note the study number as well.,vocab_c1_0180
규제,gyuje,Regulierung,C1,Nomen,이용시간 규제가 수면 시간을 늘렸는지 확인해야 합니다.,"Wir müssen prüfen, ob die Regulierung der Spielzeit den Schlaf verlängert hat.",Regulierung & Nebenwirkung,c1_play_time_policy_1,1,false,regulation,Noun,We have to check whether the play-time regulation lengthened sleep.,vocab_c1_0181
시행,sihaeng,Inkrafttreten,C1,Nomen,시행 첫해 자료만으로는 효과를 말하기 이릅니다.,Mit den Daten des ersten Jahres nach Inkrafttreten lässt sich die Wirkung noch nicht benennen.,Regulierung & Nebenwirkung,c1_play_time_policy_1,2,false,enforcement,Noun,Data from the first year of enforcement is too early to state an effect.,vocab_c1_0182
부작용,bujagyong,Nebenwirkung,C1,Nomen,규제의 부작용을 함께 적어야 판단이 공정합니다.,"Nur wenn die Nebenwirkungen mitnotiert werden, ist das Urteil fair.",Regulierung & Nebenwirkung,c1_play_time_policy_1,3,false,side effect,Noun,The judgement is fair only when the side effects are written down too.,vocab_c1_0183
실효성,silhyoseong,Wirksamkeit,C1,Nomen,실효성을 따지려면 비교 집단이 필요합니다.,"Um die Wirksamkeit zu beurteilen, braucht es eine Vergleichsgruppe.",Regulierung & Nebenwirkung,c1_play_time_policy_1,4,false,effectiveness,Noun,Judging effectiveness requires a comparison group.,vocab_c1_0184
자율,jayul,Selbstregulierung,C1,Nomen,자율에 맡기는 방안도 같은 기준으로 재 봅니다.,Auch der Weg über Selbstregulierung wird am selben Maßstab gemessen.,Regulierung & Nebenwirkung,c1_play_time_policy_1,5,false,self-regulation,Noun,The self-regulation option is measured by the same standard.,vocab_c1_0185
완화,wanhwa,Lockerung,C1,Nomen,완화 이후 이용시간이 어떻게 달라졌는지 봅니다.,"Wir sehen uns an, wie sich die Spielzeit nach der Lockerung verändert hat.",Regulierung & Nebenwirkung,c1_play_time_policy_1,6,false,easing,Noun,We look at how play time changed after the easing.,vocab_c1_0186
지표,jipyo,Kennzahl,C1,Nomen,지표를 하나만 쓰면 그림이 좁아집니다.,"Wird nur eine Kennzahl verwendet, wird das Bild eng.",Regulierung & Nebenwirkung,c1_play_time_policy_1,7,false,indicator,Noun,Using a single indicator narrows the picture.,vocab_c1_0187
역효과,yeokyogwa,Gegeneffekt,C1,Nomen,밤에 몰아서 하는 역효과가 보고됐습니다.,Ein Gegeneffekt mit nächtlichem Nachholen wurde berichtet.,Regulierung & Nebenwirkung,c1_play_time_policy_1,8,false,backfire,Noun,A backfire of cramming play at night has been reported.,vocab_c1_0188
우회,uhoe,Umgehung,C1,Nomen,부모 계정을 쓰는 우회가 흔합니다.,Die Umgehung über Elternkonten ist verbreitet.,Regulierung & Nebenwirkung,c1_play_time_policy_1,9,false,circumvention,Noun,Circumvention through a parent's account is common.,vocab_c1_0189
산정,sanjeong,Berechnung,C1,Nomen,이용시간 산정 방식을 먼저 합의해야 합니다.,Zuerst muss die Berechnung der Spielzeit vereinbart werden.,Regulierung & Nebenwirkung,c1_play_time_policy_1,10,true,computation,Noun,The way play time is computed has to be agreed first.,vocab_c1_0190
권고,gwongo,Empfehlung,C1,Nomen,강제 대신 권고로 두면 지키는 비율이 떨어집니다.,Als Empfehlung statt als Pflicht sinkt die Befolgungsquote.,Regulierung & Nebenwirkung,c1_play_time_policy_1,11,true,recommendation,Noun,"Left as a recommendation rather than a duty, compliance drops.",vocab_c1_0191
상한,sanghan,Obergrenze,C1,Nomen,하루 상한을 두되 주말은 따로 봅니다.,"Eine Tagesobergrenze gilt, das Wochenende wird gesondert betrachtet.",Regulierung & Nebenwirkung,c1_play_time_policy_1,12,true,cap,Noun,"A daily cap applies, with weekends looked at separately.",vocab_c1_0192
무보수,mubosu,unbezahlte Arbeit,C1,Nomen,번역은 오래전부터 무보수로 돌아갔습니다.,Die Übersetzung lief seit Langem als unbezahlte Arbeit.,Fanarbeit & Belastung,c1_fan_labor_1,1,false,unpaid work,Noun,Translation has long run as unpaid work.,vocab_c1_0193
자발성,jabalseong,Freiwilligkeit,C1,Nomen,자발성을 이유로 부담을 늘리면 안 됩니다.,"Mit Freiwilligkeit zu begründen, dass die Last steigt, geht nicht.",Fanarbeit & Belastung,c1_fan_labor_1,2,false,voluntariness,Noun,Voluntariness is no reason to raise the load.,vocab_c1_0194
소진,sojin,Erschöpfung,C1,Nomen,컴백 주간마다 소진을 호소하는 사람이 늘어납니다.,In jeder Comeback-Woche klagen mehr Leute über Erschöpfung.,Fanarbeit & Belastung,c1_fan_labor_1,3,false,burnout,Noun,Every comeback week more people report burnout.,vocab_c1_0195
헌신,heonsin,Hingabe,C1,Nomen,헌신을 당연하게 여기면 남는 사람이 없습니다.,"Wird Hingabe als selbstverständlich genommen, bleibt niemand übrig.",Fanarbeit & Belastung,c1_fan_labor_1,4,false,devotion,Noun,"If devotion is taken for granted, nobody stays.",vocab_c1_0196
분담,bundam,Aufteilung,C1,Nomen,분담 표를 만들자 밤샘이 줄었습니다.,Nach einer Aufteilungstabelle gingen die Nachtschichten zurück.,Fanarbeit & Belastung,c1_fan_labor_1,5,false,sharing of load,Noun,"Once a sharing table existed, the all-nighters fell.",vocab_c1_0197
착취,chakchwi,Ausbeutung,C1,Nomen,고마움만으로 갚는 구조는 착취에 가깝습니다.,"Eine Struktur, die nur mit Dank vergilt, kommt Ausbeutung nahe.",Fanarbeit & Belastung,c1_fan_labor_1,6,false,exploitation,Noun,A structure that repays only with thanks comes close to exploitation.,vocab_c1_0198
과부하,gwabuha,Überlastung,C1,Nomen,행사 직전에 과부하가 한쪽으로 몰립니다.,Kurz vor dem Event ballt sich die Überlastung auf einer Seite.,Fanarbeit & Belastung,c1_fan_labor_1,7,false,overload,Noun,Just before an event the overload piles onto one side.,vocab_c1_0199
위임,wiim,Delegation,C1,Nomen,위임 없이 한 사람이 계정을 다 맡고 있습니다.,Ohne Delegation betreut eine Person alle Konten.,Fanarbeit & Belastung,c1_fan_labor_1,8,false,delegation,Noun,With no delegation one person runs every account.,vocab_c1_0200
여력,yeoryeok,Kapazität,C1,Nomen,시험 기간에는 여력이 거의 남지 않습니다.,In der Prüfungszeit bleibt kaum Kapazität übrig.,Fanarbeit & Belastung,c1_fan_labor_1,9,false,spare capacity,Noun,During exams almost no spare capacity is left.,vocab_c1_0201
지속성,jisokseong,Nachhaltigkeit,C1,Nomen,지속성을 기준으로 삼으면 일의 양부터 줄여야 합니다.,"Nimmt man Nachhaltigkeit als Maßstab, muss zuerst die Menge sinken.",Fanarbeit & Belastung,c1_fan_labor_1,10,true,sustainability,Noun,"With sustainability as the standard, the amount of work has to fall first.",vocab_c1_0202
성과물,seonggwamul,Arbeitsergebnis,C1,Nomen,성과물의 권리를 누가 갖는지 정해 두지 않았습니다.,"Wem die Rechte am Arbeitsergebnis gehören, wurde nie festgelegt.",Fanarbeit & Belastung,c1_fan_labor_1,11,true,output,Noun,Who owns the rights to the output was never settled.,vocab_c1_0203
동원,dongwon,Mobilisierung,C1,Nomen,투표 기간의 동원이 끝나면 사람들이 사라집니다.,"Endet die Mobilisierung der Abstimmungsphase, verschwinden die Leute.",Fanarbeit & Belastung,c1_fan_labor_1,12,true,mobilisation,Noun,"When the voting-period mobilisation ends, people disappear.",vocab_c1_0204
익명,ingmyeong,Anonymität,C1,Nomen,익명으로 만나는 단계에서는 확인할 수 있는 게 적습니다.,In der Phase der Anonymität lässt sich wenig überprüfen.,Sicherheit & Grenzen,c1_intimacy_safety_1,1,false,anonymity,Noun,At the stage of anonymity there is little that can be checked.,vocab_c1_0205
신원,sinwon,Identität,C1,Nomen,신원 확인을 강제하면 쓰기 어려워하는 사람이 생깁니다.,Erzwungene Identitätsprüfung schreckt manche von der Nutzung ab.,Sicherheit & Grenzen,c1_intimacy_safety_1,2,false,identity,Noun,Forcing identity checks makes the app hard to use for some people.,vocab_c1_0206
노출,nochul,Preisgabe,C1,Nomen,직장 정보의 노출은 되돌리기 어렵습니다.,Die Preisgabe von Angaben zum Arbeitsplatz lässt sich kaum rückgängig machen.,Sicherheit & Grenzen,c1_intimacy_safety_1,3,false,exposure,Noun,Exposure of workplace details is hard to undo.,vocab_c1_0207
대면,daemyeon,persönliches Treffen,C1,Nomen,첫 대면 장소는 사람이 많은 곳으로 정합니다.,Das erste persönliche Treffen legen wir an einen belebten Ort.,Sicherheit & Grenzen,c1_intimacy_safety_1,4,false,meeting in person,Noun,The first meeting in person is set somewhere busy.,vocab_c1_0208
경위,gyeongwi,Hergang,C1,Nomen,신고서에 경위를 시간 순서로 적게 합니다.,Im Meldeformular soll der Hergang in zeitlicher Reihenfolge stehen.,Sicherheit & Grenzen,c1_intimacy_safety_1,5,false,sequence of events,Noun,The report form asks for the sequence of events in time order.,vocab_c1_0209
수위,suwi,Grad,C1,Nomen,표현의 수위를 단계로 나눠 두면 판단이 빨라집니다.,"Wird der Grad einer Äußerung in Stufen geteilt, geht die Entscheidung schneller.",Sicherheit & Grenzen,c1_intimacy_safety_1,6,false,severity level,Noun,Splitting the severity level of a message into tiers speeds up the call.,vocab_c1_0210
완충,wanchung,Puffer,C1,Nomen,차단 전에 완충 단계를 하나 두면 오해가 줄어듭니다.,Eine Pufferstufe vor der Sperrung verringert Missverständnisse.,Sicherheit & Grenzen,c1_intimacy_safety_1,7,false,buffer,Noun,One buffer step before blocking cuts down misunderstandings.,vocab_c1_0211
선별,seonbyeol,Vorauswahl,C1,Nomen,자동 선별이 놓친 신고는 사람이 다시 봅니다.,"Meldungen, die die automatische Vorauswahl übersieht, prüft ein Mensch erneut.",Sicherheit & Grenzen,c1_intimacy_safety_1,8,false,filtering,Noun,Reports missed by the automatic filtering are reviewed by a person.,vocab_c1_0212
임계치,imgyechi,Schwellenwert,C1,Nomen,임계치를 낮추면 억울한 정지가 늘어납니다.,"Wird der Schwellenwert gesenkt, häufen sich ungerechte Sperren.",Sicherheit & Grenzen,c1_intimacy_safety_1,9,false,threshold,Noun,Lowering the threshold multiplies unfair suspensions.,vocab_c1_0213
신고,singo,Meldung,C1,Nomen,신고 처리 기한을 화면에 적어 두면 신뢰가 생깁니다.,"Steht die Bearbeitungsfrist für Meldungen auf dem Bildschirm, entsteht Vertrauen.",Sicherheit & Grenzen,c1_intimacy_safety_1,10,true,report,Noun,Putting the handling deadline for reports on screen builds trust.,vocab_c1_0214
차단,chadan,Sperrung,C1,Nomen,차단한 뒤에도 이전 대화가 남는지 알려 줘야 합니다.,"Es muss klar sein, ob nach der Sperrung alte Nachrichten bleiben.",Sicherheit & Grenzen,c1_intimacy_safety_1,11,true,blocking,Noun,It has to be clear whether old messages survive blocking.,vocab_c1_0215
경계,gyeonggye,Grenze,C1,Nomen,서로의 경계를 먼저 말해 두면 갈등이 줄어듭니다.,"Werden die eigenen Grenzen vorab benannt, sinkt das Konfliktrisiko.",Sicherheit & Grenzen,c1_intimacy_safety_1,12,true,boundary,Noun,Naming each other's boundaries early lowers conflict.,vocab_c1_0216
오작동,ojakdong,Fehlfunktion,C2,Nomen,검침기 오작동으로 요금이 세 배 청구됐습니다.,Wegen einer Fehlfunktion des Zählers wurde der dreifache Betrag berechnet.,Automatisierung & Rechtsweg,c2_automation_redress_1,1,false,malfunction,Noun,A meter malfunction billed three times the amount.,vocab_c2_0169
구제,guje,Abhilfe,C2,Nomen,구제 절차가 접수 확인에 그치면 실효가 없습니다.,"Bleibt das Abhilfeverfahren bei einer Eingangsbestätigung, wirkt es nicht.",Automatisierung & Rechtsweg,c2_automation_redress_1,2,false,remedy,Noun,"If the remedy process stops at an acknowledgement, it has no effect.",vocab_c2_0170
소명,somyeong,Stellungnahme,C2,Nomen,소명 기회를 주지 않은 결정은 다시 봐야 합니다.,Eine Entscheidung ohne Gelegenheit zur Stellungnahme muss neu geprüft werden.,Automatisierung & Rechtsweg,c2_automation_redress_1,3,false,statement of grounds,Noun,A decision that allowed no statement of grounds has to be reviewed again.,vocab_c2_0171
유예,yuye,Aufschub,C2,Nomen,납부 유예만으로는 원인이 사라지지 않습니다.,Ein Zahlungsaufschub allein beseitigt die Ursache nicht.,Automatisierung & Rechtsweg,c2_automation_redress_1,4,false,deferral,Noun,A payment deferral alone doesn't remove the cause.,vocab_c2_0172
재검토,jaegeomto,Neuprüfung,C2,Nomen,같은 시스템이 재검토를 맡으면 형식에 불과합니다.,"Prüft dasselbe System erneut, bleibt es eine Formalie.",Automatisierung & Rechtsweg,c2_automation_redress_1,5,false,re-review,Noun,"If the same system handles the re-review, it is only a formality.",vocab_c2_0173
통보,tongbo,Mitteilung,C2,Nomen,결과 통보는 3영업일 안에 서면으로 합니다.,Die Mitteilung des Ergebnisses erfolgt binnen drei Werktagen schriftlich.,Automatisierung & Rechtsweg,c2_automation_redress_1,6,false,notification,Noun,Notification of the outcome is made in writing within three business days.,vocab_c2_0174
시정,sijeong,Behebung,C2,Nomen,시정 기한을 정하지 않으면 재발을 막지 못합니다.,Ohne Frist zur Behebung lässt sich eine Wiederholung nicht verhindern.,Automatisierung & Rechtsweg,c2_automation_redress_1,7,false,correction,Noun,"With no deadline for correction, recurrence isn't prevented.",vocab_c2_0175
입증,ipjeung,Nachweis,C2,Nomen,입증 책임을 이용자에게만 두는 것은 지나칩니다.,"Die Nachweislast allein den Nutzenden aufzuerlegen, geht zu weit.",Automatisierung & Rechtsweg,c2_automation_redress_1,8,false,proof,Noun,Putting the burden of proof only on users goes too far.,vocab_c2_0176
형식적,hyeongsikjeok,bloß formal,C2,Adjektiv,형식적인 이의 창구는 신뢰를 깎습니다.,Ein bloß formaler Beschwerdeweg kostet Vertrauen.,Automatisierung & Rechtsweg,c2_automation_redress_1,9,false,merely formal,Adjective,A merely formal appeals desk costs trust.,vocab_c2_0177
자동 처리,jadong cheori,automatische Bearbeitung,C2,Nomen,자동 처리의 전제를 공개하면 검증이 가능합니다.,"Werden die Prämissen der automatischen Bearbeitung offengelegt, ist eine Prüfung möglich.",Automatisierung & Rechtsweg,c2_automation_redress_1,10,true,automated processing,Noun,Publishing the premises of automated processing makes review possible.,vocab_c2_0178
불복,bulbok,Einspruch,C2,Nomen,불복 사유를 서면으로 남기는 편이 안전합니다.,Die Einspruchsgründe schriftlich festzuhalten ist sicherer.,Automatisierung & Rechtsweg,c2_automation_redress_1,11,true,appeal,Noun,Recording the grounds of appeal in writing is safer.,vocab_c2_0179
처분,cheobun,Maßnahme,C2,Nomen,처분 근거를 밝히지 않으면 절차가 무너집니다.,"Nennt man die Grundlage der Maßnahme nicht, bricht das Verfahren zusammen.",Automatisierung & Rechtsweg,c2_automation_redress_1,12,true,administrative measure,Noun,"If the basis of the measure isn't stated, the process collapses.",vocab_c2_0180
제재,jejae,Sanktion,C2,Nomen,제재 근거를 사후에 붙이는 관행이 문제입니다.,"Problematisch ist die Praxis, die Grundlage der Sanktion nachträglich zu ergänzen.",Sanktion & Rechenschaft,c2_sanction_accountability_1,1,false,sanction,Noun,The practice of attaching the basis for a sanction after the fact is the problem.,vocab_c2_0181
적발,jeokbal,Aufdeckung,C2,Nomen,적발 기준이 공개되지 않아 다툼이 생깁니다.,"Weil die Kriterien der Aufdeckung nicht offenliegen, entsteht Streit.",Sanktion & Rechenschaft,c2_sanction_accountability_1,2,false,detection,Noun,"Because the detection criteria aren't published, disputes arise.",vocab_c2_0182
누적,nujeok,Kumulierung,C2,Nomen,경미한 위반의 누적을 중대한 위반과 같이 다룹니다.,Die Kumulierung leichter Verstöße wird wie ein schwerer behandelt.,Sanktion & Rechenschaft,c2_sanction_accountability_1,3,false,accumulation,Noun,The accumulation of minor breaches is treated like a serious one.,vocab_c2_0183
해제,haeje,Aufhebung,C2,Nomen,해제 조건을 미리 적어야 예측이 가능합니다.,"Die Bedingungen der Aufhebung müssen vorab feststehen, damit es vorhersehbar bleibt.",Sanktion & Rechenschaft,c2_sanction_accountability_1,4,false,lifting,Noun,The conditions for lifting have to be written in advance to stay predictable.,vocab_c2_0184
자의적,jauijeok,willkürlich,C2,Adjektiv,자의적인 판단이 끼어들 여지를 줄여야 합니다.,Der Spielraum für willkürliche Entscheidungen muss kleiner werden.,Sanktion & Rechenschaft,c2_sanction_accountability_1,5,false,arbitrary,Adjective,The room for arbitrary decisions has to shrink.,vocab_c2_0185
일관성,ilgwanseong,Konsistenz,C2,Nomen,같은 행위에 다른 결과가 나오면 일관성이 깨집니다.,"Führt dieselbe Handlung zu anderen Ergebnissen, bricht die Konsistenz.",Sanktion & Rechenschaft,c2_sanction_accountability_1,6,false,consistency,Noun,"If the same act yields different outcomes, consistency breaks.",vocab_c2_0186
비례,birye,Verhältnismäßigkeit,C2,Nomen,처벌의 무게가 비례에 맞는지 따로 봅니다.,"Ob das Gewicht der Strafe der Verhältnismäßigkeit entspricht, prüfen wir gesondert.",Sanktion & Rechenschaft,c2_sanction_accountability_1,7,false,proportionality,Noun,Whether the weight of the penalty meets proportionality is checked separately.,vocab_c2_0187
항변,hangbyeon,Einrede,C2,Nomen,항변을 낼 기한이 너무 짧습니다.,Die Frist für eine Einrede ist zu kurz.,Sanktion & Rechenschaft,c2_sanction_accountability_1,8,false,defence plea,Noun,The window for filing a defence plea is too short.,vocab_c2_0188
오탐,otam,Fehlalarm,C2,Nomen,오탐이 났을 때 되돌리는 절차가 없습니다.,Für den Fall eines Fehlalarms fehlt ein Verfahren zur Rücknahme.,Sanktion & Rechenschaft,c2_sanction_accountability_1,9,false,false positive,Noun,There is no procedure to reverse a false positive.,vocab_c2_0189
소급,sogeup,Rückwirkung,C2,Nomen,새 기준을 소급 적용하면 신뢰가 무너집니다.,"Wird der neue Maßstab mit Rückwirkung angewandt, bricht das Vertrauen.",Sanktion & Rechenschaft,c2_sanction_accountability_1,10,true,retroactivity,Noun,Applying the new standard with retroactivity breaks trust.,vocab_c2_0190
귀책,gwichaek,Zurechnung,C2,Nomen,귀책 사유를 밝히지 않은 정지는 다투기 어렵습니다.,Eine Sperre ohne genannte Zurechnung lässt sich schwer angreifen.,Sanktion & Rechenschaft,c2_sanction_accountability_1,11,true,attributable fault,Noun,A suspension that states no attributable fault is hard to contest.,vocab_c2_0191
재량,jaeryang,Ermessen,C2,Nomen,운영자 재량이 넓을수록 기준을 더 적어야 합니다.,"Je weiter das Ermessen der Betreibenden reicht, desto mehr Kriterien braucht es.",Sanktion & Rechenschaft,c2_sanction_accountability_1,12,true,discretion,Noun,"The wider the operator's discretion, the more criteria have to be written down.",vocab_c2_0192
서사,seosa,Narrativ,C2,Nomen,헤어진 뒤에는 서사가 한쪽으로 정리됩니다.,Nach einer Trennung ordnet sich das Narrativ auf eine Seite.,Narrativ & Perspektive,c2_relationship_narratives_1,1,false,narrative,Noun,After a break-up the narrative settles on one side.,vocab_c2_0193
각색,gaksaek,Ausschmückung,C2,Nomen,말할 때마다 조금씩 각색이 더해집니다.,Mit jedem Erzählen kommt etwas Ausschmückung dazu.,Narrativ & Perspektive,c2_relationship_narratives_1,2,false,dramatisation,Noun,Each retelling adds a little dramatisation.,vocab_c2_0194
미화,mihwa,Beschönigung,C2,Nomen,지난 관계의 미화는 다음 선택을 흐립니다.,Die Beschönigung der alten Beziehung trübt die nächste Wahl.,Narrativ & Perspektive,c2_relationship_narratives_1,3,false,glossing over,Noun,Glossing over the past relationship clouds the next choice.,vocab_c2_0195
통념,tongnyeom,gängige Vorstellung,C2,Nomen,통념을 근거로 삼으면 예외가 보이지 않습니다.,"Stützt man sich auf gängige Vorstellungen, bleiben Ausnahmen unsichtbar.",Narrativ & Perspektive,c2_relationship_narratives_1,4,false,received idea,Noun,Leaning on received ideas hides the exceptions.,vocab_c2_0196
투사,tusa,Projektion,C2,Nomen,자기 불안을 상대에게 투사하는 장면이 반복됩니다.,"Die Szene, in der eigene Unsicherheit als Projektion auf das Gegenüber fällt, wiederholt sich.",Narrativ & Perspektive,c2_relationship_narratives_1,5,false,projection,Noun,The scene of turning one's own anxiety into a projection onto the other repeats.,vocab_c2_0197
개연성,gaeyeonseong,Plausibilität,C2,Nomen,이야기의 개연성과 사실 여부는 다른 문제입니다.,Die Plausibilität der Geschichte und ihre Faktenlage sind zweierlei.,Narrativ & Perspektive,c2_relationship_narratives_1,6,false,plausibility,Noun,The plausibility of a story and whether it is true are separate questions.,vocab_c2_0198
전형,jeonhyeong,Typisierung,C2,Nomen,전형에 맞추면 사람이 납작해집니다.,"Wer in eine Typisierung gepresst wird, wird flach.",Narrativ & Perspektive,c2_relationship_narratives_1,7,false,stock type,Noun,"Forced into a stock type, a person goes flat.",vocab_c2_0199
재구성,jaeguseong,Rekonstruktion,C2,Nomen,기억의 재구성은 감정 상태를 따라갑니다.,Die Rekonstruktion der Erinnerung folgt der Gefühlslage.,Narrativ & Perspektive,c2_relationship_narratives_1,8,false,reconstruction,Noun,Reconstruction of memory follows one's emotional state.,vocab_c2_0200
화자,hwaja,Erzählstimme,C2,Nomen,화자가 누구인지에 따라 같은 장면이 달라집니다.,Je nach Erzählstimme sieht dieselbe Szene anders aus.,Narrativ & Perspektive,c2_relationship_narratives_1,9,false,narrator,Noun,Depending on the narrator the same scene looks different.,vocab_c2_0201
왜곡,waegok,Entstellung,C2,Nomen,요약하는 과정에서 왜곡이 자주 생깁니다.,Beim Zusammenfassen entsteht häufig eine Entstellung.,Narrativ & Perspektive,c2_relationship_narratives_1,10,true,distortion,Noun,Distortion often creeps in while summarising.,vocab_c2_0202
이상화,isanghwa,Idealisierung,C2,Nomen,초반의 이상화가 나중 판단을 어렵게 합니다.,Die frühe Idealisierung erschwert das spätere Urteil.,Narrativ & Perspektive,c2_relationship_narratives_1,11,true,idealisation,Noun,Early idealisation makes later judgement harder.,vocab_c2_0203
단정,danjeong,kategorisches Urteil,C2,Nomen,한 장면만 보고 단정을 내리기는 이릅니다.,"Nach nur einer Szene ein kategorisches Urteil zu fällen, ist verfrüht.",Narrativ & Perspektive,c2_relationship_narratives_1,12,true,flat assertion,Noun,A flat assertion after a single scene is premature.,vocab_c2_0204
담론,damnon,Diskurs,C2,Nomen,팬덤 안의 담론이 바깥 기준을 대신하기도 합니다.,Der Diskurs innerhalb des Fandoms ersetzt mitunter externe Maßstäbe.,Diskurs & Macht,c2_fandom_discourse_1,1,false,discourse,Noun,Discourse inside the fandom sometimes replaces outside standards.,vocab_c2_0205
결집,gyeoljip,Mobilisierung,C2,Nomen,비판이 나오면 결집이 먼저 일어납니다.,"Kommt Kritik auf, setzt zuerst die Mobilisierung ein.",Diskurs & Macht,c2_fandom_discourse_1,2,false,rallying,Noun,"When criticism appears, rallying comes first.",vocab_c2_0206
배제,baeje,Ausschluss,C2,Nomen,다른 의견을 낸 사람의 배제가 빠르게 이뤄집니다.,Der Ausschluss von Abweichenden erfolgt schnell.,Diskurs & Macht,c2_fandom_discourse_1,3,false,exclusion,Noun,Exclusion of those who disagree happens fast.,vocab_c2_0207
낙인,nagin,Stigma,C2,Nomen,한 번 붙은 낙인은 설명으로 잘 지워지지 않습니다.,Ein einmal angehängtes Stigma lässt sich mit Erklärungen kaum tilgen.,Diskurs & Macht,c2_fandom_discourse_1,4,false,stigma,Noun,A stigma once attached is hard to erase with explanations.,vocab_c2_0208
정당화,jeongdanghwa,Rechtfertigung,C2,Nomen,규모를 근거로 삼는 정당화는 오래가지 못합니다.,Eine Rechtfertigung über die schiere Größe hält nicht lange.,Diskurs & Macht,c2_fandom_discourse_1,5,false,justification,Noun,Justification by sheer numbers doesn't last.,vocab_c2_0209
위계,wigye,Hierarchie,C2,Nomen,오래 활동한 순서가 위계로 굳어졌습니다.,Die Dauer der Aktivität hat sich zu einer Hierarchie verfestigt.,Diskurs & Macht,c2_fandom_discourse_1,6,false,hierarchy,Noun,Seniority of activity has hardened into a hierarchy.,vocab_c2_0210
동조,dongjo,Mitgehen,C2,Nomen,반박이 없는 자리에서는 동조가 의견처럼 보입니다.,"Wo kein Widerspruch fällt, sieht Mitgehen wie eine Meinung aus.",Diskurs & Macht,c2_fandom_discourse_1,7,false,going along,Noun,"Where nothing is contested, going along looks like an opinion.",vocab_c2_0211
