korean,romanization,german,level,pos_de,example_korean,example_german,topic,pack_id,pack_order,is_review_boss,english,pos_en,example_english,id
반박,banbak,Einwand,C1,Nomen,제조사의 반박에도 표본 문제는 남습니다.,Trotz des Einwands des Herstellers bleibt das Stichprobenproblem.,Medien & Evidenz,c1_media_evidence_1,11,true,rebuttal,Noun,Even after the maker's rebuttal the sampling problem remains.,vocab_c1_0179
인용,inyong,Zitat,C1,Nomen,인용을 할 때는 논문 번호를 함께 적습니다.,Beim Zitieren notieren wir die Studiennummer mit.,Medien & Evidenz,c1_media_evidence_1,12,true,citation,Noun,When citing we note the study number as well.,vocab_c1_0180
오작동,ojakdong,Fehlfunktion,C2,Nomen,검침기 오작동으로 요금이 세 배 청구됐습니다.,Wegen einer Fehlfunktion des Zählers wurde der dreifache Betrag berechnet.,Automatisierung & Rechtsweg,c2_automation_redress_1,1,false,malfunction,Noun,A meter malfunction billed three times the amount.,vocab_c2_0169
구제,guje,Abhilfe,C2,Nomen,구제 절차가 접수 확인에 그치면 실효가 없습니다.,"Bleibt das Abhilfeverfahren bei einer Eingangsbestätigung, wirkt es nicht.",Automatisierung & Rechtsweg,c2_automation_redress_1,2,false,remedy,Noun,"If the remedy process stops at an acknowledgement, it has no effect.",vocab_c2_0170
소명,somyeong,Stellungnahme,C2,Nomen,소명 기회를 주지 않은 결정은 다시 봐야 합니다.,Eine Entscheidung ohne Gelegenheit zur Stellungnahme muss neu geprüft werden.,Automatisierung & Rechtsweg,c2_automation_redress_1,3,false,statement of grounds,Noun,A decision that allowed no statement of grounds has to be reviewed again.,vocab_c2_0171
유예,yuye,Aufschub,C2,Nomen,납부 유예만으로는 원인이 사라지지 않습니다.,Ein Zahlungsaufschub allein beseitigt die Ursache nicht.,Automatisierung & Rechtsweg,c2_automation_redress_1,4,false,deferral,Noun,A payment deferral alone doesn't remove the cause.,vocab_c2_0172
재검토,jaegeomto,Neuprüfung,C2,Nomen,같은 시스템이 재검토를 맡으면 형식에 불과합니다.,"Prüft dasselbe System erneut, bleibt es eine Formalie.",Automatisierung & Rechtsweg,c2_automation_redress_1,5,false,re-review,Noun,"If the same system handles the re-review, it is only a formality.",vocab_c2_0173
통보,tongbo,Mitteilung,C2,Nomen,결과 통보는 3영업일 안에 서면으로 합니다.,Die Mitteilung des Ergebnisses erfolgt binnen drei Werktagen schriftlich.,Automatisierung & Rechtsweg,c2_automation_redress_1,6,false,notification,Noun,Notification of the outcome is made in writing within three business days.,vocab_c2_0174
시정,sijeong,Behebung,C2,Nomen,시정 기한을 정하지 않으면 재발을 막지 못합니다.,Ohne Frist zur Behebung lässt sich eine Wiederholung nicht verhindern.,Automatisierung & Rechtsweg,c2_automation_redress_1,7,false,correction,Noun,"With no deadline for correction, recurrence isn't prevented.",vocab_c2_0175
입증,ipjeung,Nachweis,C2,Nomen,입증 책임을 이용자에게만 두는 것은 지나칩니다.,"Die Nachweislast allein den Nutzenden aufzuerlegen, geht zu weit.",Automatisierung & Rechtsweg,c2_automation_redress_1,8,false,proof,Noun,Putting the burden of proof only on users goes too far.,vocab_c2_0176
형식적,hyeongsikjeok,bloß formal,C2,Adjektiv,형식적인 이의 창구는 신뢰를 깎습니다.,Ein bloß formaler Beschwerdeweg kostet Vertrauen.,Automatisierung & Rechtsweg,c2_automation_redress_1,9,false,merely formal,Adjective,A merely formal appeals desk costs trust.,vocab_c2_0177
자동 처리,jadong cheori,automatische Bearbeitung,C2,Nomen,자동 처리의 전제를 공개하면 검증이 가능합니다.,"Werden die Prämissen der automatischen Bearbeitung offengelegt, ist eine Prüfung möglich.",Automatisierung & Rechtsweg,c2_automation_redress_1,10,true,automated processing,Noun,Publishing the premises of automated processing makes review possible.,vocab_c2_0178
불복,bulbok,Einspruch,C2,Nomen,불복 사유를 서면으로 남기는 편이 안전합니다.,Die Einspruchsgründe schriftlich festzuhalten ist sicherer.,Automatisierung & Rechtsweg,c2_automation_redress_1,11,true,appeal,Noun,Recording the grounds of appeal in writing is safer.,vocab_c2_0179
처분,cheobun,Maßnahme,C2,Nomen,처분 근거를 밝히지 않으면 절차가 무너집니다.,"Nennt man die Grundlage der Maßnahme nicht, bricht das Verfahren zusammen.",Automatisierung & Rechtsweg,c2_automation_redress_1,12,true,administrative measure,Noun,"If the basis of the measure isn't stated, the process collapses.",vocab_c2_0180
