korean,romanization,german,level,pos_de,example_korean,example_german,topic,pack_id,pack_order,is_review_boss,english,pos_en,example_english,id
중개인,junggaein,Makler oder Maklerin,B1,Nomen,중개인에게 계약 조건을 자세히 설명해 달라고 했어요.,Ich habe den Makler gebeten die Vertragsbedingungen genau zu erklären.,Wohnen & Vertrag,b1_housing_contract_1,11,true,real estate agent,Noun,I asked the real estate agent to explain the contract terms in detail.,vocab_b1_0258
이삿짐,isatjjim,Umzugssachen,B1,Nomen,이삿짐은 오전에 먼저 새 집으로 보냈어요.,Die Umzugssachen habe ich am Vormittag zuerst in die neue Wohnung schicken lassen.,Wohnen & Vertrag,b1_housing_contract_1,12,true,moving belongings,Noun,I sent the moving belongings to the new home first thing in the morning.,vocab_b1_0259
조항,johang,Klausel,B2,Nomen,계약서의 조항을 하나씩 검토해 보겠습니다.,Wir werden die Klauseln des Vertrags einzeln prüfen.,Formelle Vereinbarungen,b2_formal_agreement_1,1,false,clause,Noun,We will review the clauses of the contract one by one.,vocab_b2_0205
해지하다,haejihada,kündigen,B2,Verb,중도에 계약을 해지하려면 위약금이 발생할 수 있어요.,Wenn Sie den Vertrag vorzeitig kündigen kann eine Vertragsstrafe anfallen.,Formelle Vereinbarungen,b2_formal_agreement_1,2,false,to terminate,Verb,If you terminate the contract early a penalty may apply.,vocab_b2_0206
갱신하다,gaengsinhada,erneuern,B2,Verb,조건을 확인한 뒤에 계약을 갱신하기로 했습니다.,Nachdem wir die Bedingungen geprüft hatten beschlossen wir den Vertrag zu erneuern.,Formelle Vereinbarungen,b2_formal_agreement_1,3,false,to renew,Verb,After reviewing the terms we decided to renew the contract.,vocab_b2_0207
협의하다,hyeobuihada,abstimmen,B2,Verb,변경 사항은 양측이 충분히 협의한 뒤에 결정해야 합니다.,Änderungen sollten erst beschlossen werden nachdem beide Seiten sie ausreichend abgestimmt haben.,Formelle Vereinbarungen,b2_formal_agreement_1,4,false,to consult / coordinate,Verb,Changes should be decided only after both sides have discussed them sufficiently.,vocab_b2_0208
이행하다,ihaenghada,erfüllen,B2,Verb,당사자는 합의한 의무를 성실히 이행해야 합니다.,Die Vertragsparteien müssen die vereinbarten Pflichten gewissenhaft erfüllen.,Formelle Vereinbarungen,b2_formal_agreement_1,5,false,to fulfill,Verb,The parties must faithfully fulfill their agreed obligations.,vocab_b2_0209
당사자,dangsaja,Vertragspartei,B2,Nomen,모든 당사자가 서명한 뒤에 절차를 진행하겠습니다.,Wir setzen das Verfahren fort nachdem alle Vertragsparteien unterschrieben haben.,Formelle Vereinbarungen,b2_formal_agreement_1,6,false,contracting party,Noun,We will proceed after all parties have signed.,vocab_b2_0210
효력,hyeoryeok,Gültigkeit,B2,Nomen,서명 이후에야 합의서가 효력을 갖습니다.,Die Vereinbarung wird erst nach der Unterschrift wirksam.,Formelle Vereinbarungen,b2_formal_agreement_1,7,false,legal effect,Noun,The agreement takes effect only after it is signed.,vocab_b2_0211
기한,gihan,Frist,B2,Nomen,제출 기한을 지키기 어려우면 미리 알려 주세요.,Bitte teilen Sie uns frühzeitig mit wenn die Einreichungsfrist schwer einzuhalten ist.,Formelle Vereinbarungen,b2_formal_agreement_1,8,false,deadline,Noun,Please let us know in advance if it will be difficult to meet the submission deadline.,vocab_b2_0212
서면,seomyeon,Schriftform,B2,Nomen,변경 내용은 서면으로 확인해 두는 것이 좋습니다.,Es ist besser Änderungen schriftlich festzuhalten.,Formelle Vereinbarungen,b2_formal_agreement_1,9,false,written form,Noun,It is better to confirm changes in writing.,vocab_b2_0213
합의서,hapyiseo,Vereinbarung,B2,Nomen,합의서에는 양쪽의 책임과 기한을 분명히 적었습니다.,In der Vereinbarung haben wir die Pflichten und Fristen beider Seiten klar festgehalten.,Formelle Vereinbarungen,b2_formal_agreement_1,10,true,agreement,Noun,The agreement clearly states both sides' responsibilities and deadlines.,vocab_b2_0214
위반하다,wibanhada,verletzen,B2,Verb,상대방이 조항을 위반하면 해결 절차를 시작할 수 있습니다.,Wenn die andere Seite eine Klausel verletzt kann ein Lösungsverfahren eingeleitet werden.,Formelle Vereinbarungen,b2_formal_agreement_1,11,true,to violate,Verb,If the other party violates a clause a resolution process can be started.,vocab_b2_0215
유예하다,yuyehada,aufschieben,B2,Verb,지급 기한을 한 달 유예해 주실 수 있는지 문의했습니다.,Ich habe angefragt ob die Zahlungsfrist um einen Monat aufgeschoben werden kann.,Formelle Vereinbarungen,b2_formal_agreement_1,12,true,to defer,Verb,I asked whether the payment deadline could be deferred by one month.,vocab_b2_0216
