korean,romanization,german,level,pos_de,example_korean,example_german,topic,pack_id,pack_order,is_review_boss,english,pos_en,example_english,id
사용,sayong,"Gebrauch, Benutzung",A1,Nomen,저는 컴퓨터를 사용해요.,Ich benutze den Computer.,Technologie,a1_home_daily_1,11,true,use,Noun,I use the computer.,vocab_a1_0665
부탁,butak,"Bitte, Gefallen",A1,Nomen,저는 친구한테 부탁해요.,Ich bitte einen Freund um einen Gefallen.,Höflichkeit,a1_home_daily_1,12,true,"favor, request",Noun,I ask a friend for a favor.,vocab_a1_0666
가요,gayo,(koreanischer) Popsong,A1,Nomen,마야 씨가 가요를 불러요.,Maya singt ein Lied.,Freizeit,a1_culture_hobbies_1,1,false,(Korean) pop song,Noun,Maya sings a song.,vocab_a1_0667
그림,geurim,"Bild, Zeichnung",A1,Nomen,아이가 그림을 그려요.,Das Kind malt ein Bild.,Bildung,a1_culture_hobbies_1,2,false,"picture, drawing",Noun,The child draws a picture.,vocab_a1_0668
드라마,deurama,"Drama, Serie",A1,Nomen,동생이 한국 드라마를 봐요.,Mein Geschwister schaut koreanische Dramen.,Freizeit,a1_culture_hobbies_1,3,false,"drama, TV series",Noun,My younger sibling watches Korean dramas.,vocab_a1_0669
연극,yeongeuk,Theaterstück,A1,Nomen,"수진 씨, 연극 보러 갈까요?","Sujin, sollen wir ein Theaterstück ansehen gehen?",Freizeit,a1_culture_hobbies_1,4,false,theater play,Noun,"Sujin, shall we go watch a play?",vocab_a1_0670
영화배우,yeonghwabaeu,Filmschauspieler(in),A1,Nomen,저 영화배우가 영화에 나와요.,Dieser Filmschauspieler tritt in einem Film auf.,Person,a1_culture_hobbies_1,5,false,movie actor,Noun,That movie actor appears in a movie.,vocab_a1_0671
콘서트,konseoteu,Konzert,A1,Nomen,"크리스티안 씨, 우리 같이 콘서트에 갈까요?","Christian, sollen wir zusammen zum Konzert gehen?",Freizeit,a1_culture_hobbies_1,6,false,concert,Noun,"Christian, shall we go to the concert together?",vocab_a1_0672
태권도,taegwondo,Taekwondo,A1,Nomen,"크리스티안 씨, 저는 태권도를 배워요.","Christian, ich lerne Taekwondo.",Freizeit,a1_culture_hobbies_1,7,false,taekwondo,Noun,"Christian, I learn taekwondo.",vocab_a1_0673
파티,pati,Party,A1,Nomen,생일 파티에 초대해요.,Ich lade zur Geburtstagsparty ein.,Freizeit,a1_culture_hobbies_1,8,false,party,Noun,I invite you to a birthday party.,vocab_a1_0674
프로그램,peurogeuraem,Programm,A1,Nomen,텔레비전 프로그램을 봐요.,Ich schaue eine Fernsehsendung.,Technologie,a1_culture_hobbies_1,9,false,program,Noun,I watch a TV program.,vocab_a1_0675
피아노,piano,Klavier,A1,Nomen,저는 매일 피아노를 쳐요.,Ich spiele jeden Tag Klavier.,Bildung,a1_culture_hobbies_1,10,false,piano,Noun,I play the piano every day.,vocab_a1_0676
사진,sajin,Foto,A1,Nomen,"레나 씨, 여기서 사진을 찍어요!","Lena, lass uns hier Fotos machen!",Technologie,a1_culture_hobbies_1,11,true,photo,Noun,"Lena, let's take photos here!",vocab_a1_0677
초대,chodae,Einladung,A1,Nomen,친구를 파티에 초대해요.,Ich lade einen Freund zur Party ein.,Höflichkeit,a1_culture_hobbies_1,12,true,invitation,Noun,I invite a friend to the party.,vocab_a1_0678
감기,gamgi,Erkältung,A1,Nomen,감기에 걸렸어요. 머리가 아파요.,Ich bin erkältet. Mein Kopf tut weh.,Körper,a1_health_food_1,1,false,"cold, flu",Noun,I have a cold. My head hurts.,vocab_a1_0679
병,byeong,Krankheit,A1,Nomen,저는 병이 났어요.,Ich bin krank geworden.,Körper,a1_health_food_1,2,false,illness,Noun,I got sick.,vocab_a1_0680
의사,uisa,"Arzt, Ärztin",A1,Nomen,저는 의사한테 가요.,Ich gehe zum Arzt.,Körper,a1_health_food_1,3,false,doctor,Noun,I go to the doctor.,vocab_a1_0681
담배,dambae,Zigarette,A1,Nomen,아버지가 담배를 안 피워요.,Mein Vater raucht nicht.,Körper,a1_health_food_1,4,false,cigarette,Noun,My father doesn't smoke.,vocab_a1_0682
술,sul,Alkohol,A1,Nomen,아버지는 술을 안 마셔요.,Mein Vater trinkt keinen Alkohol.,Körper,a1_health_food_1,5,false,alcohol,Noun,My father doesn't drink alcohol.,vocab_a1_0683
운동,undong,"Sport, Bewegung",A1,Nomen,저는 매일 운동해요.,Ich mache jeden Tag Sport.,Körper,a1_health_food_1,6,false,exercise,Noun,I exercise every day.,vocab_a1_0684
키,ki,Körpergröße,A1,Nomen,동생은 키가 커요.,Mein jüngeres Geschwister ist groß.,Körper,a1_health_food_1,7,false,height,Noun,My younger sibling is tall.,vocab_a1_0685
잡채,japchae,Japchae (Glasnudelgericht),A1,Nomen,저는 잡채를 만들어요.,Ich mache Japchae.,Essen & Trinken,a1_health_food_1,8,false,japchae (glass noodle dish),Noun,I make japchae.,vocab_a1_0686
음식,eumsik,"Essen, Speise",A1,Nomen,이 음식이 맛있어요.,Dieses Essen ist lecker.,Essen & Trinken,a1_health_food_1,9,false,food,Noun,This food is delicious.,vocab_a1_0687
음료수,eumnyosu,Getränk,A1,Nomen,더워요. 음료수 마실까요?,Es ist heiß. Sollen wir ein Getränk trinken?,Essen & Trinken,a1_health_food_1,10,false,beverage,Noun,It's hot. Shall we drink something?,vocab_a1_0688
메뉴,menyu,"Speisekarte, Menü",A1,Nomen,종업원이 메뉴를 줘요.,Die Bedienung gibt die Speisekarte.,Essen & Trinken,a1_health_food_1,11,true,menu,Noun,The waiter gives the menu.,vocab_a1_0689
오렌지,orenji,Orange,A1,Nomen,저는 오렌지를 먹어요.,Ich esse eine Orange.,Essen & Trinken,a1_health_food_1,12,true,orange,Noun,I eat an orange.,vocab_a1_0690
방학,banghak,(Schul-)Ferien,A1,Nomen,이번 방학이 언제예요?,Wann sind die Ferien dieses Mal?,Bildung,a1_school_work_1,1,false,school vacation,Noun,When is the vacation this time?,vocab_a1_0691
졸업,joreop,"Abschluss, Graduation",A1,Nomen,저는 올해 졸업해요.,Ich mache dieses Jahr meinen Abschluss.,Bildung,a1_school_work_1,2,false,graduation,Noun,I graduate this year.,vocab_a1_0692
외국어,oegugeo,Fremdsprache,A1,Nomen,저는 외국어를 가르쳐요.,Ich unterrichte eine Fremdsprache.,Bildung,a1_school_work_1,3,false,foreign language,Noun,I teach a foreign language.,vocab_a1_0693
아르바이트,areubaiteu,"Nebenjob, Teilzeitarbeit",A1,Nomen,저는 편의점에서 아르바이트를 해요.,Ich habe einen Nebenjob im Supermarkt.,Beruf,a1_school_work_1,4,false,part-time job,Noun,I have a part-time job at a convenience store.,vocab_a1_0694
직원,jigwon,Angestellte(r),A1,Nomen,저는 회사 직원이에요.,Ich bin Angestellter einer Firma.,Beruf,a1_school_work_1,5,false,employee,Noun,I'm an employee of a company.,vocab_a1_0695
종업원,jongeobwon,"Bedienung, Angestellte(r)",A1,Nomen,이 종업원이 친절해요.,Diese Bedienung ist freundlich.,Beruf,a1_school_work_1,6,false,"staff, waiter/waitress",Noun,This staff member is kind.,vocab_a1_0696
안내,annae,"Auskunft, Information",A1,Nomen,직원이 안내해요. 저기로 가세요.,Der Angestellte gibt Auskunft. Gehen Sie dorthin.,Kommunikation,a1_school_work_1,7,false,"information, guidance",Noun,The employee gives information. Go over there.,vocab_a1_0697
교통,gyotong,Verkehr,A1,Nomen,교통 카드가 없어요.,Ich habe keine Verkehrskarte.,Verkehr,a1_school_work_1,8,false,traffic,Noun,I don't have a transit card.,vocab_a1_0698
시작,sijak,"Anfang, Beginn",A1,Nomen,저는 지금 일을 시작해요.,Ich fange jetzt mit der Arbeit an.,Zeit,a1_school_work_1,9,false,"beginning, start",Noun,I start work now.,vocab_a1_0699
장소,jangso,"Ort, Platz",A1,Nomen,약속 장소가 어디예요?,Wo ist der Treffpunkt?,Position,a1_school_work_1,10,false,"place, venue",Noun,Where is the meeting place?,vocab_a1_0700
글,geul,"Text, Schrift",A1,Nomen,저는 매일 글을 써요.,Ich schreibe jeden Tag.,Bildung,a1_school_work_1,11,true,"writing, text",Noun,I write every day.,vocab_a1_0701
이야기,iyagi,"Geschichte, Gespräch",A1,Nomen,저는 친구랑 이야기해요.,Ich unterhalte mich mit einem Freund.,Kommunikation,a1_school_work_1,12,true,"story, talk",Noun,I talk with a friend.,vocab_a1_0702
곳,got,"Ort, Stelle",A1,Nomen,이 곳에 사람이 많아요.,An diesem Ort sind viele Leute.,Position,a1_time_family_1,1,false,"place, spot",Noun,There are many people at this place.,vocab_a1_0703
달,dal,Monat,A1,Nomen,이 달에 생일이 있어요.,Diesen Monat ist Geburtstag.,Zeit,a1_time_family_1,2,false,month,Noun,There's a birthday this month.,vocab_a1_0704
동생,dongsaeng,jüngeres Geschwister,A1,Nomen,제 동생은 아홉 살이에요.,Mein jüngeres Geschwister ist neun Jahre alt.,Familie,a1_time_family_1,3,false,younger sibling,Noun,My younger sibling is nine years old.,vocab_a1_0705
밑,mit,"Unterseite, unten",A1,Nomen,책상 밑에 가방이 있어요.,Unter dem Schreibtisch ist eine Tasche.,Position,a1_time_family_1,4,false,"underside, below",Noun,There's a bag under the desk.,vocab_a1_0706
생일,saengil,Geburtstag,A1,Nomen,다음 주가 제 생일이에요.,Nächste Woche ist mein Geburtstag.,Familie,a1_time_family_1,5,false,birthday,Noun,Next week is my birthday.,vocab_a1_0707
선물,seonmul,Geschenk,A1,Nomen,동생한테 선물을 줘요.,Ich gebe meinem Geschwister ein Geschenk.,Familie,a1_time_family_1,6,false,gift,Noun,I give my sibling a gift.,vocab_a1_0708
쇼핑,syoping,Einkaufen,A1,Nomen,저는 주말에 쇼핑해요.,Ich gehe am Wochenende einkaufen.,Freizeit,a1_time_family_1,7,false,shopping,Noun,I go shopping on the weekend.,vocab_a1_0709
올해,olhae,dieses Jahr,A1,Nomen,올해 한국에 왔어요.,Ich bin dieses Jahr nach Korea gekommen.,Zeit,a1_time_family_1,8,false,this year,Noun,I came to Korea this year.,vocab_a1_0710
요즘,yojeum,"heutzutage, dieser Tage",A1,Nomen,저는 요즘 바빠요.,Ich bin heutzutage beschäftigt.,Zeit,a1_time_family_1,9,false,these days,Noun,I'm busy these days.,vocab_a1_0711
월,wol,Monat (Zähleinheit),A1,Nomen,지금 몇 월이에요?,Welcher Monat ist jetzt?,Zeit,a1_time_family_1,10,false,month (counter),Noun,What month is it now?,vocab_a1_0712
잠시,jamsi,"kurz, eine Weile",A1,Nomen,여기 잠시 앉아요.,Setzen Sie sich hier für einen Moment.,Zeit,a1_time_family_1,11,true,"a moment, a while",Noun,Sit here for a moment.,vocab_a1_0713
주,ju,Woche,A1,Nomen,이번 주에 학교에 가요.,Ich gehe diese Woche zur Schule.,Zeit,a1_time_family_1,12,true,week,Noun,I go to school this week.,vocab_a1_0714
