korean,romanization,german,level,pos_de,example_korean,example_german,topic,pack_id,pack_order,is_review_boss,english,pos_en,example_english,id
치료,chiryo,Behandlung,A2,Nomen,치과에서 치료를 받고 있어요.,Ich bin beim Zahnarzt in Behandlung.,Gesundheit,a2_health_symptoms_1,9,true,treatment,Noun,I'm getting treatment at the dentist.,vocab_a2_0648
내과,naegwa,Innere Medizin (Praxis),A2,Nomen,배가 아파서 내과에 갔어요.,"Ich hatte Bauchschmerzen, deshalb bin ich zum Internisten gegangen.",Gesundheit,a2_health_symptoms_1,10,false,internal medicine clinic,Noun,"I had a stomachache, so I went to the internal medicine clinic.",vocab_a2_0649
치과,chigwa,Zahnarztpraxis,A2,Nomen,이가 아파서 치과에 예약을 했어요.,"Ich hatte Zahnschmerzen, deshalb habe ich einen Termin beim Zahnarzt gemacht.",Gesundheit,a2_health_symptoms_1,11,false,dental clinic,Noun,"I had a toothache, so I made an appointment at the dentist.",vocab_a2_0650
낫다,natda,"gesund werden, heilen",A2,Verb,약을 먹고 푹 쉬면 감기가 빨리 나아요.,"Wenn man Medizin nimmt und sich richtig ausruht, geht die Erkältung schnell vorbei.",Gesundheit,a2_health_symptoms_1,12,false,"to get better, to recover",Verb,"If you take medicine and rest well, the cold gets better quickly.",vocab_a2_0651
긴장,ginjang,"Nervosität, Anspannung",A2,Nomen,시험 전에는 항상 긴장이 돼요.,Vor Prüfungen bin ich immer nervös.,Gefühle,a2_feelings_3,1,true,"nervousness, tension",Noun,"Before exams, I always get nervous.",vocab_a2_0652
자신,jasin,sich selbst,A2,Nomen,"수진 씨, 먼저 자신을 믿으세요.","Sujin, glaub zuerst an dich selbst.",Gefühle,a2_feelings_3,2,false,oneself,Noun,"Sujin, believe in yourself first.",vocab_a2_0653
불안,buran,"Unruhe, Angst",A2,Nomen,혼자 외국에서 살면 불안을 느낄 때가 있어요.,"Wenn man allein im Ausland lebt, fühlt man manchmal Unruhe.",Gefühle,a2_feelings_3,3,false,"anxiety, unease",Noun,"When you live alone abroad, there are times you feel uneasy.",vocab_a2_0654
편안,pyeonan,"Behaglichkeit, Bequemlichkeit",A2,Nomen,새로 산 소파가 정말 편안해요.,Das neu gekaufte Sofa ist wirklich bequem.,Gefühle,a2_feelings_3,4,false,comfort,Noun,The newly bought sofa is really comfortable.,vocab_a2_0655
행복,haengbok,Glück,A2,Nomen,가족과 함께 있을 때 행복을 느껴요.,"Wenn ich mit meiner Familie zusammen bin, fühle ich Glück.",Gefühle,a2_feelings_3,5,false,happiness,Noun,"When I'm with my family, I feel happiness.",vocab_a2_0656
화,hwa,"Ärger, Wut",A2,Nomen,동생이 제 일기를 봐서 화가 났어요.,"Mein jüngeres Geschwister hat mein Tagebuch gelesen, deshalb war ich wütend.",Gefühle,a2_feelings_3,6,true,anger,Noun,"My younger sibling read my diary, so I got angry.",vocab_a2_0657
눈물,nunmul,Tränen,A2,Nomen,그 영화를 보고 눈물을 많이 흘렸어요.,Bei dem Film habe ich viele Tränen vergossen.,Gefühle,a2_feelings_3,7,false,tears,Noun,I shed a lot of tears watching that movie.,vocab_a2_0658
웃음,useum,Lachen,A2,Nomen,그 사진을 보면 웃음이 나요.,"Wenn ich das Foto sehe, muss ich lachen.",Gefühle,a2_feelings_3,8,false,laughter,Noun,"When I see that photo, I laugh.",vocab_a2_0659
농담,nongdam,"Scherz, Witz",A2,Nomen,다니엘 씨는 농담을 정말 잘해요.,Daniel kann wirklich gut Witze machen.,Gefühle,a2_feelings_3,9,false,joke,Noun,Daniel is really good at jokes.,vocab_a2_0660
비밀,bimil,Geheimnis,A2,Nomen,"현아 씨, 이건 우리 둘만의 비밀이에요.","Hyuna, das ist ein Geheimnis nur zwischen uns beiden.",Gefühle,a2_feelings_3,10,true,secret,Noun,"Hyuna, this is a secret just between the two of us.",vocab_a2_0661
칭찬,chingchan,Lob,A2,Nomen,선생님한테 칭찬을 들어서 기분이 좋아요.,"Ich habe von der Lehrerin ein Lob bekommen, deshalb bin ich gut gelaunt.",Gefühle,a2_feelings_3,11,false,praise,Noun,"I got praise from my teacher, so I feel good.",vocab_a2_0662
거짓말,geojinmal,Lüge,A2,Nomen,준은 엄마한테 거짓말을 안 해요.,Jun lügt seine Mama nicht an.,Gefühle,a2_feelings_3,12,false,lie,Noun,Jun doesn't lie to his mom.,vocab_a2_0663
사거리,sageori,Kreuzung,A2,Nomen,사거리에서 왼쪽으로 가면 은행이 있어요.,"Wenn Sie an der Kreuzung nach links gehen, ist dort eine Bank.",Verkehr,a2_directions_1,1,true,"intersection, crossroads",Noun,"If you turn left at the intersection, there is a bank.",vocab_a2_0664
육교,yukgyo,Fußgängerbrücke,A2,Nomen,길이 넓어서 육교로 건너갔어요.,"Die Straße ist breit, deshalb bin ich über die Fußgängerbrücke gegangen.",Verkehr,a2_directions_1,2,false,pedestrian overpass,Noun,"The road is wide, so I crossed by the pedestrian overpass.",vocab_a2_0665
지하도,jihado,Unterführung,A2,Nomen,비가 올 때는 지하도로 다녀요.,"Wenn es regnet, gehe ich durch die Unterführung.",Verkehr,a2_directions_1,3,false,underpass,Noun,"When it rains, I go through the underpass.",vocab_a2_0666
신호,sinho,Ampelsignal,A2,Nomen,신호가 바뀌면 길을 건너요.,"Wenn die Ampel umschaltet, gehe ich über die Straße.",Verkehr,a2_directions_1,4,true,traffic signal,Noun,"When the signal changes, I cross the street.",vocab_a2_0667
정거장,jeonggeojang,Haltestelle,A2,Nomen,다음 정거장에서 내려서 왼쪽으로 가세요.,Steigen Sie an der nächsten Haltestelle aus und gehen Sie nach links.,Verkehr,a2_directions_1,5,false,stop (bus/tram),Noun,Get off at the next stop and go left.,vocab_a2_0668
주차장,juchajang,Parkplatz,A2,Nomen,주차장에 자리가 없어서 다시 나왔어요.,"Auf dem Parkplatz war kein Platz frei, deshalb bin ich wieder herausgefahren.",Verkehr,a2_directions_1,6,false,parking lot,Noun,"There was no space in the parking lot, so I came back out.",vocab_a2_0669
건너다,geonneoda,überqueren,A2,Verb,신호를 보고 길을 건넜어요.,Ich habe auf die Ampel geschaut und die Straße überquert.,Verkehr,a2_directions_1,7,true,to cross,Verb,I looked at the signal and crossed the street.,vocab_a2_0670
방향,banghyang,Richtung,A2,Nomen,이 방향으로 가면 역이 나와요.,"Wenn Sie in diese Richtung gehen, kommen Sie zum Bahnhof.",Verkehr,a2_directions_1,8,false,direction,Noun,"If you go in this direction, you'll come to the station.",vocab_a2_0671
반대,bandae,"Gegenteil, entgegengesetzt",A2,Nomen,버스를 반대 방향으로 잘못 탔어요.,Ich habe versehentlich den Bus in die falsche Richtung genommen.,Verkehr,a2_directions_1,9,false,opposite,Noun,I mistakenly took the bus in the opposite direction.,vocab_a2_0672
동쪽,dongjjok,Osten,A2,Nomen,아침에 해는 동쪽에서 떠요.,Morgens geht die Sonne im Osten auf.,Verkehr,a2_directions_1,10,false,east,Noun,"In the morning, the sun rises in the east.",vocab_a2_0673
서쪽,seojjok,Westen,A2,Nomen,저녁에 서쪽 하늘이 빨개요.,Am Abend ist der Himmel im Westen rot.,Verkehr,a2_directions_1,11,false,west,Noun,"In the evening, the western sky is red.",vocab_a2_0674
위치,wichi,"Lage, Standort",A2,Nomen,이 카페는 위치가 정말 좋아요.,Dieses Café hat eine wirklich gute Lage.,Verkehr,a2_directions_1,12,false,location,Noun,This cafe has a really good location.,vocab_a2_0675
부장,bujang,Abteilungsleiter/in,A2,Nomen,"안드레아 씨, 저희 팀 부장은 회의를 짧게 해요.","Andrea, unser Abteilungsleiter hält die Besprechungen kurz.",Beruf,a2_workplace_1,1,true,department head,Noun,"Andrea, our team's department head keeps meetings short.",vocab_a2_0676
선배,seonbae,dienstälteres Teammitglied,A2,Nomen,회사 선배가 점심을 사 줬어요.,"Ein Teammitglied, das schon länger in der Firma ist, hat mir das Mittagessen bezahlt.",Beruf,a2_workplace_1,2,false,senior (colleague),Noun,A senior colleague bought me lunch.,vocab_a2_0677
후배,hubae,"jüngere/r Kollege/in, Junior",A2,Nomen,새로 온 후배에게 일을 가르쳐 줬어요.,Ich habe dem neuen jüngeren Kollegen die Arbeit gezeigt.,Beruf,a2_workplace_1,3,false,junior (colleague),Noun,I taught the new junior colleague the work.,vocab_a2_0678
팀,tim,Team,A2,Nomen,우리 팀은 매주 월요일에 회의를 해요.,Unser Team hat jeden Montag eine Besprechung.,Beruf,a2_workplace_1,4,false,team,Noun,Our team has a meeting every Monday.,vocab_a2_0679
취직,chwijik,"Anstellung, Jobeinstieg",A2,Nomen,졸업하고 바로 은행에 취직을 했어요.,Nach dem Abschluss habe ich sofort eine Stelle bei einer Bank bekommen.,Beruf,a2_workplace_1,5,false,getting a job,Noun,"Right after graduating, I got a job at a bank.",vocab_a2_0680
출퇴근,chultoegeun,"Pendeln, Arbeitsweg",A2,Nomen,저는 지하철로 출퇴근을 해요.,Ich pendle mit der U-Bahn zur Arbeit.,Beruf,a2_workplace_1,6,false,commute,Noun,I commute by subway.,vocab_a2_0681
휴게실,hyugesil,Pausenraum,A2,Nomen,"크리스티안, 우리 휴게실에서 커피 마실래?","Christian, wollen wir im Pausenraum einen Kaffee trinken?",Beruf,a2_workplace_1,7,false,break room,Noun,"Christian, shall we have coffee in the break room?",vocab_a2_0682
실수,silsu,Fehler,A2,Nomen,일을 급하게 해서 실수를 했어요.,Ich habe die Arbeit zu hastig gemacht und einen Fehler gemacht.,Beruf,a2_workplace_1,8,true,mistake,Noun,I did the work in a hurry and made a mistake.,vocab_a2_0683
지각,jigak,"Verspätung, Zuspätkommen",A2,Nomen,버스가 늦게 와서 회사에 지각을 했어요.,"Der Bus kam spät, deshalb bin ich zu spät zur Arbeit gekommen.",Beruf,a2_workplace_1,9,true,"tardiness, being late",Noun,"The bus came late, so I was late for work.",vocab_a2_0684
규칙,gyuchik,Regel,A2,Nomen,회사 규칙은 꼭 지켜 주세요.,Halten Sie sich bitte unbedingt an die Firmenregeln.,Beruf,a2_workplace_1,10,false,rule,Noun,Please make sure to follow the company rules.,vocab_a2_0685
노력,noryeok,"Mühe, Anstrengung",A2,Nomen,노력을 많이 하면 한국어가 빨리 늘어요.,"Wenn man sich viel Mühe gibt, wird das eigene Koreanisch schnell besser.",Beruf,a2_workplace_1,11,false,effort,Noun,"If you put in a lot of effort, your Korean improves quickly.",vocab_a2_0686
정확,jeonghwak,Genauigkeit,A2,Nomen,수진 씨 계산은 항상 정확해요.,Sujins Berechnungen sind immer genau.,Beruf,a2_workplace_1,12,false,accuracy,Noun,Sujin's calculations are always accurate.,vocab_a2_0687
박수,baksu,Applaus,A2,Nomen,"다니엘 씨, 공연이 끝나면 박수를 크게 쳐 주세요.","Daniel, klatsch nach der Aufführung bitte laut.",Freizeit,a2_events_1,1,false,applause,Noun,"Daniel, when the performance ends, please clap loudly.",vocab_a2_0688
자리,jari,"Platz, Sitzplatz",A2,Nomen,"우리 크리스티안, 이 자리에 앉아요.","Christian, mein Junge, setz dich hier auf diesen Platz.",Freizeit,a2_events_1,2,true,"seat, place",Noun,"Christian, dear, sit here in this seat.",vocab_a2_0689
줄,jul,"Schlange (Warteschlange), Reihe",A2,Nomen,표를 사러 새벽부터 줄을 섰어요.,"Um Karten zu kaufen, habe ich mich schon im Morgengrauen in die Schlange gestellt.",Freizeit,a2_events_1,3,true,"line, queue",Noun,I stood in line from dawn to buy tickets.,vocab_a2_0690
새벽,saebyeok,"Morgengrauen, früher Morgen",A2,Nomen,행사 준비가 있어서 새벽에 일어났어요.,"Ich hatte Vorbereitungen für die Veranstaltung, deshalb bin ich im Morgengrauen aufgestanden.",Freizeit,a2_events_1,4,false,"dawn, early morning",Noun,"I had event preparations, so I got up at dawn.",vocab_a2_0691
매표소,maepyoso,"Kasse, Ticketschalter",A2,Nomen,"레나 씨, 매표소 앞에서 만나요.","Lena, wir treffen uns vor dem Ticketschalter.",Freizeit,a2_events_1,5,false,ticket office,Noun,"Lena, let's meet in front of the ticket office.",vocab_a2_0692
대회,daehoe,"Wettbewerb, Turnier",A2,Nomen,"대박, 우리 팀이 대회에서 이겼어요!","Wahnsinn, unser Team hat beim Wettbewerb gewonnen!",Freizeit,a2_events_1,6,false,"competition, contest",Noun,"Wow, our team won the competition!",vocab_a2_0693
행사,haengsa,Veranstaltung,A2,Nomen,주말에 회사 행사에 가족을 데려갔어요.,Am Wochenende habe ich meine Familie zur Firmenveranstaltung mitgenommen.,Freizeit,a2_events_1,7,false,event,Noun,"On the weekend, I took my family to the company event.",vocab_a2_0694
초대장,chodaejang,Einladungskarte,A2,Nomen,"마야 씨, 결혼식 초대장을 받았어요?","Maya, hast du die Einladung zur Hochzeit bekommen?",Freizeit,a2_events_1,8,false,invitation card,Noun,"Maya, did you get the wedding invitation?",vocab_a2_0695
