korean,romanization,german,level,pos_de,example_korean,example_german,topic,pack_id,pack_order,is_review_boss,english,pos_en,example_english,id
걱정,geokjeong,Sorge,A2,Nomen,"크리스티안 씨, 무슨 걱정 있어요? 제가 도와줄게요.","Christian, haben Sie irgendwelche Sorgen? Ich helfe Ihnen.",Gefühle,a2_feelings_1,9,false,worry,Noun,"Christian, do you have any worries? I'll help you.",vocab_a2_0515
짜증,jjajeung,"Verdruss, Ärger",A2,Nomen,차가 너무 막혀서 짜증이 났어요.,"Der Stau war so schlimm, dass ich genervt war.",Gefühle,a2_feelings_1,10,false,"annoyance, irritation",Noun,The traffic was so bad that I got annoyed.,vocab_a2_0516
화내다,hwanaeda,wütend werden,A2,Verb,"수진아, 화내지 말고 얘기 좀 해 줘.","Sujin, werd nicht wütend, sag mir einfach, was los ist.",Gefühle,a2_feelings_1,11,false,to get angry,Verb,"Sujin, don't get angry, just tell me what's up.",vocab_a2_0517
깜짝,kkamjjak,plötzlich (erschrocken),A2,Adverb,"준아, 나 정말 깜짝 놀랐어!","Jun, ich habe mich total erschreckt!",Gefühle,a2_feelings_1,12,false,suddenly (startled),Adverb,"Jun, I was totally startled!",vocab_a2_0518
기뻐하다,gippeohada,sich freuen,A2,Verb,합격 소식에 부모님이 정말 기뻐하셨어요.,Meine Eltern haben sich über die Erfolgsnachricht sehr gefreut.,Gefühle,a2_feelings_2,11,false,"to be glad, to be pleased",Verb,My parents were really pleased about the news that I passed.,vocab_a2_0519
슬퍼하다,seulpeohada,traurig sein,A2,Verb,강아지가 아파서 아이가 많이 슬퍼했어요.,"Der Hund war krank, deshalb war das Kind sehr traurig.",Gefühle,a2_feelings_2,12,false,"to be sad, to grieve",Verb,"The dog was sick, so the child was very sad.",vocab_a2_0520
간단하다,gandanhada,einfach,A2,Adjektiv,이 방법은 정말 간단해요.,Diese Methode ist wirklich einfach.,Beschreibung,a2_descriptions_1,9,false,simple,Adjective,This method is really simple.,vocab_a2_0521
착하다,chakhada,"gutherzig, brav",A2,Adjektiv,제 동생은 성격이 정말 착해요.,Meine kleine Schwester hat wirklich einen guten Charakter.,Beschreibung,a2_descriptions_1,10,false,"kind-hearted, good-natured",Adjective,My little sibling has a really kind personality.,vocab_a2_0522
똑똑하다,ttokttokhada,"klug, schlau",A2,Adjektiv,"대박, 수진 씨 정말 똑똑하네요!","Wahnsinn, Sujin, Sie sind wirklich klug!",Beschreibung,a2_descriptions_1,11,false,"smart, clever",Adjective,"Wow, Sujin, you're really smart!",vocab_a2_0523
귀찮다,gwichanta,"lästig, mühsam",A2,Adjektiv,비 오는 날은 외출이 귀찮아요.,"An Regentagen ist es mühsam, rauszugehen.",Beschreibung,a2_descriptions_1,12,false,"bothersome, annoying (of a task)",Adjective,"On rainy days, going out is a hassle.",vocab_a2_0524
충분하다,chungbunhada,"ausreichend, genug",A2,Adjektiv,오늘은 이 정도면 충분해요.,Für heute reicht das so aus.,Beschreibung,a2_descriptions_2,11,false,"sufficient, enough",Adjective,This much is enough for today.,vocab_a2_0525
튼튼하다,teunteunhada,"stabil, robust",A2,Adjektiv,이 가방은 오래됐지만 아직 튼튼해요.,"Diese Tasche ist zwar alt, aber immer noch stabil.",Beschreibung,a2_descriptions_2,12,false,"sturdy, strong",Adjective,"This bag is old, but it's still sturdy.",vocab_a2_0526
장마,jangma,Regenzeit,A2,Nomen,여름에는 보통 장마가 시작돼요.,Im Sommer beginnt normalerweise die Regenzeit.,Wetter,a2_weather,10,false,monsoon (rainy season),Noun,The monsoon usually starts in summer.,vocab_a2_0527
안개,angae,Nebel,A2,Nomen,오늘 아침에 안개가 많이 꼈어요.,Heute Morgen lag dichter Nebel.,Wetter,a2_weather,11,false,fog,Noun,There was a lot of fog this morning.,vocab_a2_0528
태풍,taepung,Taifun,A2,Nomen,이번 주말에 태풍이 올 거예요.,Dieses Wochenende kommt ein Taifun.,Wetter,a2_weather,12,false,typhoon,Noun,A typhoon is coming this weekend.,vocab_a2_0529
계단,gyedan,Treppe,A2,Nomen,엘리베이터가 고장 나서 계단으로 올라갔어요.,"Der Aufzug war kaputt, deshalb bin ich die Treppe hochgegangen.",Wohnen,a2_home_1,9,false,stairs,Noun,"The elevator was broken, so I went up the stairs.",vocab_a2_0530
마당,madang,"Hof, Garten",A2,Nomen,마당에 나무를 심었어요.,Ich habe im Garten einen Baum gepflanzt.,Wohnen,a2_home_1,11,false,"yard, courtyard",Noun,I planted a tree in the yard.,vocab_a2_0531
벽,byeok,Wand,A2,Nomen,벽에 가족사진을 걸었어요.,Ich habe ein Familienfoto an die Wand gehängt.,Wohnen,a2_home_1,12,false,wall,Noun,I hung a family photo on the wall.,vocab_a2_0532
낚시,naksi,Angeln,A2,Nomen,아버지랑 강으로 낚시를 갔어요.,Ich bin mit meinem Vater zum Angeln an den Fluss gefahren.,Freizeit,a2_health_misc_1,11,false,fishing,Noun,I went fishing at the river with my father.,vocab_a2_0533
배드민턴,baedeuminteon,Badminton,A2,Nomen,"레나 씨, 저랑 배드민턴 칠래요?","Lena, wollen Sie mit mir Badminton spielen?",Freizeit,a2_health_misc_1,12,false,badminton,Noun,"Lena, do you want to play badminton with me?",vocab_a2_0534
간식,gansik,Snack,A2,Nomen,아이들이 학교에서 오면 간식을 줘요.,"Wenn die Kinder von der Schule kommen, gebe ich ihnen einen Snack.",Essen & Trinken,a2_food_1,11,false,snack,Noun,"When the kids come home from school, I give them a snack.",vocab_a2_0535
재료,jaeryo,Zutat,A2,Nomen,요리하기 전에 재료부터 준비해요.,"Bevor ich koche, bereite ich zuerst die Zutaten vor.",Essen & Trinken,a2_food_1,12,false,ingredient,Noun,"Before cooking, I prepare the ingredients first.",vocab_a2_0536
간장,ganjang,Sojasoße,A2,Nomen,이 국에 간장을 좀 더 넣으세요.,Geben Sie noch etwas mehr Sojasoße in diese Suppe.,Essen & Trinken,a2_food_2,11,false,soy sauce,Noun,Put a bit more soy sauce in this soup.,vocab_a2_0537
기름,gireum,Öl,A2,Nomen,프라이팬에 기름을 먼저 넣어요.,Zuerst gibt man Öl in die Pfanne.,Essen & Trinken,a2_food_2,12,false,oil,Noun,"First, you put oil in the pan.",vocab_a2_0538
택배,taekbae,Paket(zustellung),A2,Nomen,주문한 택배가 오늘 도착했어요.,Das bestellte Paket ist heute angekommen.,Einkaufen,a2_shopping_1,11,false,parcel delivery,Noun,The parcel I ordered arrived today.,vocab_a2_0539
상품,sangpum,"Ware, Produkt",A2,Nomen,이 상품은 지금 세 개 남았어요.,Von dieser Ware sind jetzt noch drei Stück übrig.,Einkaufen,a2_shopping_1,12,false,"product, goods",Noun,There are only three of this product left now.,vocab_a2_0540
계산,gyesan,"Bezahlen, Berechnung",A2,Nomen,"저기요, 계산 좀 해 주세요.","Entschuldigung, machen Sie das bitte fertig.",Einkaufen,a2_shopping_2,11,false,"paying, calculation",Noun,"Excuse me, could you total it up, please.",vocab_a2_0541
주문,jumun,Bestellung,A2,Nomen,주문이 잘못 들어간 것 같아요.,"Es scheint, dass die Bestellung falsch aufgenommen wurde.",Einkaufen,a2_shopping_2,12,false,order,Noun,It seems the order was entered wrong.,vocab_a2_0542
입학,iphak,"Einschulung, Immatrikulation",A2,Nomen,올해 딸이 초등학교에 입학했어요.,Meine Tochter wurde dieses Jahr eingeschult.,Bildung,a2_education,11,false,"enrollment, matriculation",Noun,My daughter started elementary school this year.,vocab_a2_0543
출석,chulseok,Anwesenheit,A2,Nomen,이 수업은 출석이 정말 중요해요.,Bei diesem Kurs ist die Anwesenheit wirklich wichtig.,Bildung,a2_education,12,false,attendance,Noun,Attendance is really important in this class.,vocab_a2_0544
저금,jeogeum,"Ersparnisse, Sparen",A2,Nomen,매달 조금씩 저금을 해요.,Ich spare jeden Monat ein bisschen.,Geld,a2_money_1,11,false,savings,Noun,I save a little bit every month.,vocab_a2_0545
요금,yogeum,"Gebühr, Tarif",A2,Nomen,이번 달 전화 요금이 많이 나왔어요.,Die Telefonrechnung ist diesen Monat sehr hoch ausgefallen.,Geld,a2_money_1,12,false,"fee, fare",Noun,This month's phone bill came out really high.,vocab_a2_0546
섬,seom,Insel,A2,Nomen,이 섬에는 사람이 많이 안 살아요.,Auf dieser Insel leben nicht viele Menschen.,Natur & Draußen,a2_nature_1,1,false,island,Noun,Not many people live on this island.,vocab_a2_0547
호수,hosu,See,A2,Nomen,호수 주변을 산책했어요.,Ich bin um den See herum spazieren gegangen.,Natur & Draußen,a2_nature_1,2,false,lake,Noun,I took a walk around the lake.,vocab_a2_0548
고모,gomo,Tante (väterlicherseits),A2,Nomen,오늘 저녁에 고모도 오시기로 했어요.,Heute Abend kommt auch meine Tante (väterlicherseits) dazu.,Partnerschaft & koreanische Familie,a2_partner_dinner_talk_1,7,false,paternal aunt,Noun,My aunt is also coming to dinner tonight.,vocab_a2_0549
삼촌,samchon,Onkel,A2,Nomen,삼촌이 맛있는 걸 많이 사 주셨어요.,Mein Onkel hat mir viele leckere Sachen gekauft.,Partnerschaft & koreanische Familie,a2_partner_dinner_talk_1,12,false,uncle,Noun,My uncle bought me a lot of delicious things.,vocab_a2_0550
이모,imo,Tante (mütterlicherseits),A2,Nomen,설날에는 이모 댁에도 가요.,An Seollal besuchen wir auch das Haus meiner Tante (mütterlicherseits).,Partnerschaft & koreanische Familie,a2_partner_seollal_day_1,3,false,maternal aunt,Noun,"On Seollal, we also visit my aunt's house.",vocab_a2_0551
명절,myeongjeol,traditioneller Feiertag,A2,Nomen,이번 명절에는 가족이 다 모여요.,Zu diesem Feiertag kommt die ganze Familie zusammen.,Partnerschaft & koreanische Familie,a2_partner_seollal_day_1,4,false,traditional holiday,Noun,The whole family is gathering for this holiday.,vocab_a2_0552
조카,joka,"Neffe, Nichte",A2,Nomen,추석에 조카들을 오랜만에 만났어요.,An Chuseok habe ich meine Neffen und Nichten nach langer Zeit wiedergesehen.,Partnerschaft & koreanische Familie,a2_partner_chuseok_basic_1,11,false,"nephew, niece",Noun,I saw my nieces and nephews again at Chuseok after a long time.,vocab_a2_0553
이웃,iut,Nachbar,A2,Nomen,고향 이웃들은 다 저를 알아봐요.,Die Nachbarn in meiner Heimatstadt erkennen mich alle.,Partnerschaft & koreanische Familie,a2_partner_hometown_trip_1,4,false,neighbor,Noun,The neighbors in my hometown all recognize me.,vocab_a2_0554
취소,chwiso,"Absage, Stornierung",A2,Nomen,비가 와서 약속을 취소했어요.,"Es hat geregnet, deshalb habe ich die Verabredung abgesagt.",약속과 일정,a2_plans_proposals_1,11,false,cancellation,Noun,"It rained, so I cancelled the appointment.",vocab_a2_0555
잡다,japda,"festlegen, sich sichern",A2,Verb,회의실을 미리 잡아 놓을게요.,Ich reserviere den Besprechungsraum schon im Voraus.,약속과 일정,a2_plans_proposals_1,12,false,"to set (a time/place), to secure",Verb,I'll reserve the meeting room in advance.,vocab_a2_0556
직장,jikjang,Arbeitsplatz,A2,Nomen,안드레아 씨는 이 직장에서 오래 일하셨어요?,"Andrea, arbeiten Sie schon lange an diesem Arbeitsplatz?",Beruf,a2_work,7,false,workplace,Noun,"Andrea, have you been working at this workplace for a long time?",vocab_a2_0557
전철,jeoncheol,U-Bahn,A2,Nomen,여기서 전철로 세 정거장이에요.,Von hier sind es drei Stationen mit der U-Bahn.,Verkehr,a2_transport,11,false,"subway, electric train",Noun,It's three stops from here by subway.,vocab_a2_0558
소리,sori,"Ton, Geräusch",A2,Nomen,휴대폰에서 이상한 소리가 나요.,Aus meinem Handy kommt ein komisches Geräusch.,Technologie,a2_health_misc_2,12,false,sound,Noun,A strange sound is coming from my phone.,vocab_a2_0559
공무원,gongmuwon,Beamter/Beamtin,A2,Nomen,제 삼촌은 공무원이에요.,Mein Onkel ist Beamter.,Menschen & Berufe,a2_people_jobs_1,5,false,civil servant,Noun,My uncle is a civil servant.,vocab_a2_0560
두통,dutong,Kopfschmerzen,A2,Nomen,두통이 심해서 약국에 왔어요.,"Ich habe starke Kopfschmerzen, deshalb bin ich in die Apotheke gekommen.",Apotheke,a2_pharmacy_ask_1,6,false,headache,Noun,"I have a bad headache, so I came to the pharmacy.",vocab_a2_0561
휴대폰,hyudaepon,Handy,A2,Nomen,휴대폰을 집에 두고 나왔어요.,Ich habe mein Handy zu Hause liegen lassen.,Kommunikation,a2_messenger_phone_1,1,false,mobile phone,Noun,I left my phone at home.,vocab_a2_0562
메시지,mesiji,Nachricht,A2,Nomen,"다니엘 씨, 메시지 보냈는데 확인했어요?","Daniel, ich habe dir eine Nachricht geschickt, hast du sie gesehen?",Kommunikation,a2_messenger_phone_1,2,false,message,Noun,"Daniel, I sent you a message, did you check it?",vocab_a2_0563
메모,memo,Notiz,A2,Nomen,책상 위에 메모를 남겨 놨어요.,Ich habe eine Notiz auf dem Schreibtisch hinterlassen.,Kommunikation,a2_messenger_phone_1,3,false,"memo, note",Noun,I left a note on the desk.,vocab_a2_0564
답장,dapjang,Antwort (Brief/Nachricht),A2,Nomen,현아 씨한테 답장이 아직도 안 왔어요.,Von Hyuna ist immer noch keine Antwort gekommen.,Kommunikation,a2_messenger_phone_1,4,false,reply,Noun,I still haven't gotten a reply from Hyuna.,vocab_a2_0565
연락처,yeollakcheo,Kontaktdaten,A2,Nomen,연락처 좀 남겨 주시겠어요?,Könnten Sie mir bitte Ihre Kontaktdaten hinterlassen?,Kommunikation,a2_messenger_phone_1,5,true,contact information,Noun,"Could you leave your contact information, please?",vocab_a2_0566
끊다,kkeunta,"auflegen, unterbrechen",A2,Verb,죄송한데 전화를 좀 끊을게요.,"Entschuldigung, aber ich muss jetzt auflegen.",Kommunikation,a2_messenger_phone_1,6,true,"to hang up, to cut off",Verb,"Sorry, but I need to hang up now.",vocab_a2_0567
