korean,romanization,german,level,pos_de,example_korean,example_german,topic,pack_id,pack_order,is_review_boss,english,pos_en,example_english,id
빈손,binson,mit leeren Händen,A1,Nomen,빈손으로 가면 현우가 더 긴장해요.,"Wenn ich mit leeren Händen komme, ist Hyunwoo noch nervöser.",Partnerschaft & koreanische Familie,a1_partner_first_gift_1,8,false,empty-handed,Noun,"If I arrive empty-handed, Hyunwoo gets even more nervous.",vocab_a1_0231
백화점 상품권,baeghwajeom sangpumgwon,Kaufhausgutschein,A1,Nomen,백화점 상품권은 실용적이지만 차가워 보일 수 있어요.,"Ein Kaufhausgutschein ist praktisch, kann aber kühl wirken.",Partnerschaft & koreanische Familie,a1_partner_first_gift_1,9,false,department-store voucher,Noun,A department-store voucher is practical but can feel cold.,vocab_a1_0232
꽃다발,kkochdabal,Blumenstrauß,A1,Nomen,꽃다발은 예쁘지만 버스에서 힘들어요.,"Ein Blumenstrauß ist schön, aber im Bus anstrengend.",Partnerschaft & koreanische Familie,a1_partner_first_gift_1,10,true,bouquet,Noun,A bouquet is pretty but hard to carry on the bus.,vocab_a1_0233
답례,dabrye,Gegengeschenk,A1,Nomen,돌아갈 때 답례로 반찬을 주셨어요.,Beim Gehen gaben sie als Gegengeschenk Beilagen mit.,Partnerschaft & koreanische Familie,a1_partner_first_gift_1,11,true,return gift,Noun,When I left they gave side dishes as a return gift.,vocab_a1_0234
감사 인사,gamsa insa,Dankesgruß,A1,Nomen,선물 뒤에 짧은 감사 인사를 꼭 해요.,Nach dem Geschenk mache ich unbedingt einen kurzen Dankesgruß.,Partnerschaft & koreanische Familie,a1_partner_first_gift_1,12,true,thank-you greeting,Noun,After the gift I always give a short thank-you.,vocab_a1_0235
현관,hyeongwan,Diele,A1,Nomen,현관에서 신발을 벗고 잠시 멈췄어요.,In der Diele zog ich die Schuhe aus und blieb kurz stehen.,Partnerschaft & koreanische Familie,a1_partner_house_entry_1,1,false,entryway,Noun,I took off my shoes in the entryway and paused.,vocab_a1_0236
손님 슬리퍼,sonnim seulripeo,Gästeslipper,A1,Nomen,손님 슬리퍼가 왼쪽 짝만 남았어요.,Von den Gästeslippern war nur der linke übrig.,Partnerschaft & koreanische Familie,a1_partner_house_entry_1,2,false,guest slippers,Noun,Only the left guest slipper was left.,vocab_a1_0237
앉으세요,anjeuseyo,setzen Sie sich bitte,A1,Ausdruck,앉으세요 하셨는데 어디가 제 자리인지 몰랐어요.,"Sie sagten setzen Sie sich bitte, aber ich wusste nicht, welcher Platz meiner ist.",Partnerschaft & koreanische Familie,a1_partner_house_entry_1,3,false,please sit down,Expression,"They said please sit, but I did not know which seat was mine.",vocab_a1_0238
윗목,wismog,der innere Sitzplatz,A1,Nomen,윗목은 어른 자리라서 현우가 눈을 깜빡였어요.,"Der innere Sitzplatz ist für Ältere, deshalb blinzelte Hyunwoo.",Partnerschaft & koreanische Familie,a1_partner_house_entry_1,4,false,inner seat of the room,Noun,"The inner seat is for elders, so Hyunwoo blinked at me.",vocab_a1_0239
아랫목,araesmog,der Platz näher zur Tür,A1,Nomen,저는 아랫목에 앉는 게 안전해요.,Für mich ist der Platz näher zur Tür sicherer.,Partnerschaft & koreanische Familie,a1_partner_house_entry_1,5,false,seat nearer the door,Noun,The seat nearer the door is safer for me.,vocab_a1_0240
무릎,mureup,Knie,A1,Nomen,바닥에 앉으니 무릎이 먼저 아팠어요.,"Als ich auf dem Boden saß, taten zuerst die Knie weh.",Partnerschaft & koreanische Familie,a1_partner_house_entry_1,6,false,knee,Noun,"When I sat on the floor, my knees hurt first.",vocab_a1_0241
방석,bangseog,Sitzkissen,A1,Nomen,방석을 밀어 주시는데 감사하다고 했어요.,"Sie schoben mir ein Sitzkissen hin, und ich sagte danke.",Partnerschaft & koreanische Familie,a1_partner_house_entry_1,7,false,floor cushion,Noun,"They slid a floor cushion over, and I said thank you.",vocab_a1_0242
물 드세요,mul deuseyo,trinken Sie etwas,A1,Ausdruck,물 드세요 하시자마자 컵을 두 손으로 받았어요.,"Kaum sagten sie trinken Sie etwas, nahm ich die Tasse mit beiden Händen.",Partnerschaft & koreanische Familie,a1_partner_house_entry_1,8,false,please have some water,Expression,"As soon as they said please have water, I took the cup with both hands.",vocab_a1_0243
손 씻기,son ssisgi,Händewaschen,A1,Nomen,밥 전에 손 씻기 화장실이 어디인지 물었어요.,"Vor dem Essen fragte ich, wo man sich die Hände wäscht.",Partnerschaft & koreanische Familie,a1_partner_house_entry_1,9,false,washing hands,Noun,Before the meal I asked where to wash my hands.,vocab_a1_0244
화장실 문,hwajangsil mun,Toilettentür,A1,Nomen,화장실 문을 열고 손님 슬리퍼를 또 찾았어요.,Ich öffnete die Toilettentür und suchte wieder nach Gästeslippern.,Partnerschaft & koreanische Familie,a1_partner_house_entry_1,10,true,bathroom door,Noun,I opened the bathroom door and looked for guest slippers again.,vocab_a1_0245
조용히 하다,joyonghi hada,leise sein,A1,Verb,할아버지가 주무셔서 조용히 했어요.,"Der Großvater schlief, deshalb war ich leise.",Partnerschaft & koreanische Familie,a1_partner_house_entry_1,11,true,to keep quiet,Verb,"Grandfather was sleeping, so I kept quiet.",vocab_a1_0246
집들이 예절,jibdeuli yejeol,Besuchsmanieren,A1,Ausdruck,집들이 예절은 현우가 차에 타기 전에 알려 줬어요.,Die Besuchsmanieren erklärte Hyunwoo noch vor der Autofahrt.,Partnerschaft & koreanische Familie,a1_partner_house_entry_1,12,true,house-visit manners,Expression,Hyunwoo explained house-visit manners before we got in the car.,vocab_a1_0247
진지,jinji,Mahlzeit (ehrenvoll),A1,Nomen,진지 드세요 하니까 숟가락을 집었어요.,"Als sie die ehrenvolle Mahlzeit anboten, nahm ich den Löffel.",Partnerschaft & koreanische Familie,a1_partner_table_basic_1,1,false,meal (honorific),Noun,"When they offered the meal, I picked up the spoon.",vocab_a1_0248
수저,sujeo,Löffel und Stäbchen,A1,Nomen,수저가 두 벌이라 어느 게 제 것인지 봤어요.,"Es gab zwei Garnituren Löffel und Stäbchen, also schaute ich, welche meine sind.",Partnerschaft & koreanische Familie,a1_partner_table_basic_1,2,false,spoon and chopsticks,Noun,"There were two sets of spoon and chopsticks, so I checked which were mine.",vocab_a1_0249
밑반찬,mitbanchan,Grundbeilagen,A1,Nomen,밑반찬이 열 가지라서 눈이 커졌어요.,"Es gab zehn Grundbeilagen, da wurden meine Augen groß.",Partnerschaft & koreanische Familie,a1_partner_table_basic_1,3,false,basic side dishes,Noun,"There were ten basic side dishes, so my eyes got wide.",vocab_a1_0250
더 드세요,deo deuseyo,essen Sie noch mehr,A1,Ausdruck,더 드세요를 세 번 듣고 수저를 다시 들었어요.,Nach dreimal essen Sie noch mehr hob ich die Stäbchen wieder.,Partnerschaft & koreanische Familie,a1_partner_table_basic_1,4,false,please eat more,Expression,"After hearing please eat more three times, I picked up the utensils again.",vocab_a1_0251
배불러요,baebulreoyo,ich bin satt,A1,Ausdruck,배불러요라고 했는데도 과일이 나왔어요.,"Ich sagte ich bin satt, und trotzdem kam Obst.",Partnerschaft & koreanische Familie,a1_partner_table_basic_1,5,false,I am full,Expression,"I said I am full, and fruit still came out.",vocab_a1_0252
맛있어요,masisseoyo,es schmeckt,A1,Ausdruck,맛있어요를 매 접시마다 말하니 현우가 웃었어요.,"Bei jedem Teller sagte ich, dass es schmeckt, und Hyunwoo hat gelacht.",Partnerschaft & koreanische Familie,a1_partner_table_basic_1,6,false,it is delicious,Expression,"I kept saying it was tasty, and Hyunwoo laughed.",vocab_a1_0253
집밥,jibbab,Hausmannskost,A1,Nomen,집밥이 식당보다 반찬이 많아요.,Hausmannskost hat mehr Beilagen als ein Restaurant.,Partnerschaft & koreanische Familie,a1_partner_table_basic_1,7,false,home cooking,Noun,Home cooking has more side dishes than a restaurant.,vocab_a1_0254
국물,gugmul,Brühe,A1,Nomen,국물을 소리 없이 떠먹으려고 집중했어요.,"Ich konzentrierte mich, die Brühe ohne Geräusch zu löffeln.",Partnerschaft & koreanische Familie,a1_partner_table_basic_1,8,false,broth,Noun,I focused on spooning the broth without noise.,vocab_a1_0255
젓가락질,jeosgaragjil,Stäbchenhaltung,A1,Nomen,젓가락질이 흔들려서 콩나물을 놓쳤어요.,"Meine Stäbchenhaltung wackelte, und ich verlor die Sojasprossen.",Partnerschaft & koreanische Familie,a1_partner_table_basic_1,9,false,chopstick grip,Noun,"My chopstick grip wobbled, and I dropped the bean sprouts.",vocab_a1_0256
앞접시,apjeobsi,kleiner Essteller,A1,Nomen,앞접시에 먼저 조금 덜었어요.,Auf den kleinen Essteller habe ich zuerst etwas genommen.,Partnerschaft & koreanische Familie,a1_partner_table_basic_1,10,true,individual side plate,Noun,I put a little on the individual plate first.,vocab_a1_0257
수저 놓다,sujeo nohda,das Besteck ablegen,A1,Ausdruck,이야기를 들을 때는 수저 놓고 고개를 끄덕였어요.,Beim Zuhören legte ich das Besteck hin und nickte.,Partnerschaft & koreanische Familie,a1_partner_table_basic_1,11,true,to put utensils down,Expression,While listening I put the utensils down and nodded.,vocab_a1_0258
설거지,seolgeoji,Abwasch,A1,Nomen,설거지를 돕겠다고 일어섰더니 앉으라고 하셨어요.,"Ich stand auf, um beim Abwasch zu helfen, und sollte wieder sitzen.",Partnerschaft & koreanische Familie,a1_partner_table_basic_1,12,true,doing the dishes,Noun,I stood up to help with dishes and was told to sit back down.,vocab_a1_0259
설날,seolnal,"Seollal, Mondneujahr",A1,Nomen,설날 아침에 한복을 빌려 입었어요.,Am Seollal-Morgen habe ich Hanbok ausgeliehen.,Partnerschaft & koreanische Familie,a1_partner_seollal_basic_1,1,false,"Seollal, Lunar New Year",Noun,On Seollal morning I borrowed a hanbok.,vocab_a1_0260
세배,sebae,Neujahrsverbeugung,A1,Nomen,세배 각도를 현우가 거실에서 연습시켜 줬어요.,Hyunwoo hat den Winkel der Neujahrsverbeugung im Wohnzimmer geübt.,Partnerschaft & koreanische Familie,a1_partner_seollal_basic_1,2,false,New Year bow,Noun,Hyunwoo had me practice the New Year bow in the living room.,vocab_a1_0261
떡국,tteoggug,Reiskuchen-Suppe,A1,Nomen,떡국 한 그릇을 비우니 나이 농담이 나왔어요.,Nach einer Schüssel Reiskuchen-Suppe kamen Scherze über das Alter.,Partnerschaft & koreanische Familie,a1_partner_seollal_basic_1,3,false,rice-cake soup,Noun,"After one bowl of rice-cake soup, age jokes started.",vocab_a1_0262
세뱃돈,sebaesdon,Neujahrsgeld,A1,Nomen,세뱃돈을 받으니 얼굴이 빨개졌어요.,"Als ich Neujahrsgeld bekam, wurde ich rot.",Partnerschaft & koreanische Familie,a1_partner_seollal_basic_1,4,false,New Year money,Noun,I blushed when I received New Year money.,vocab_a1_0263
한복,hanbog,Hanbok,A1,Nomen,한복 고름을 앞에서 매다가 현우 엄마가 도와주셨어요.,"Als ich die Hanbok-Schleife vorne band, half Hyunwoos Mutter.",Partnerschaft & koreanische Familie,a1_partner_seollal_basic_1,5,false,hanbok,Noun,Hyunwoo's mom helped when I tied the hanbok ribbon in front.,vocab_a1_0264
새해 복 많이 받으세요,saehae bog manhi badeuseyo,ein gesegnetes neues Jahr,A1,Ausdruck,새해 복 많이 받으세요를 세 번 연습하고 들어갔어요.,Ich übte ein gesegnetes neues Jahr dreimal und ging hinein.,Partnerschaft & koreanische Familie,a1_partner_seollal_basic_1,6,false,happy new year,Expression,I practiced happy new year three times and then went in.,vocab_a1_0265
절하다,jeolhada,sich verbeugen,A1,Verb,절하는 타이밍을 놓쳐서 한 박자 늦게 했어요.,Ich verpasste den Moment zum Verbeugen und war einen Schlag zu spät.,Partnerschaft & koreanische Familie,a1_partner_seollal_basic_1,7,false,to bow deeply,Verb,I missed the bow timing and was one beat late.,vocab_a1_0266
세배 드리다,sebae deurida,die Neujahrsverbeugung darbringen,A1,Ausdruck,어른께 세배 드리고 일어나니 무릎이 하얘졌어요.,Nach der Verbeugung vor den Älteren wurden meine Knie weiß.,Partnerschaft & koreanische Familie,a1_partner_seollal_basic_1,8,false,to offer the New Year bow,Expression,"After offering the New Year bow, my knees went white.",vocab_a1_0267
덕담,deogdam,Neujahrswunsch,A1,Nomen,덕담을 들으니 독일어로 뭐라고 할지 생각이 멈췄어요.,Beim Neujahrswunsch blieb mein Deutsch stehen.,Partnerschaft & koreanische Familie,a1_partner_seollal_basic_1,9,false,New Year well-wish,Noun,"When I heard the well-wish, my German froze.",vocab_a1_0268
차례상,charyesang,Ahnenopfer-Tisch,A1,Nomen,차례상 앞에서는 사진을 찍지 말라고 했어요.,Vor dem Ahnenopfer-Tisch sollte ich nicht fotografieren.,Partnerschaft & koreanische Familie,a1_partner_seollal_basic_1,10,true,ancestral rite table,Noun,They told me not to take photos in front of the rite table.,vocab_a1_0269
세배함,sebaeham,Geldumschlag,A1,Nomen,세배함이 얇아서 두 손으로 더 조심히 받았어요.,"Der Umschlag war dünn, also nahm ich ihn noch vorsichtiger mit beiden Händen.",Partnerschaft & koreanische Familie,a1_partner_seollal_basic_1,11,true,money envelope,Noun,"The envelope was thin, so I received it even more carefully with both hands.",vocab_a1_0270
설빔,seolbim,Neujahrskleidung,A1,Nomen,설빔으로 한복 대신 단정한 니트를 골랐어요.,Als Neujahrskleidung wählte ich statt Hanbok einen schlichten Pullover.,Partnerschaft & koreanische Familie,a1_partner_seollal_basic_1,12,true,New Year clothes,Noun,For New Year clothes I chose a neat sweater instead of hanbok.,vocab_a1_0271
추석,chuseog,"Chuseok, Erntedank",A1,Nomen,추석에는 고속도로가 주차장이에요.,An Chuseok ist die Autobahn ein Parkplatz.,Partnerschaft & koreanische Familie,a1_partner_chuseok_basic_1,1,false,"Chuseok, harvest festival",Noun,At Chuseok the highway is a parking lot.,vocab_a1_0272
송편,songpyeon,"Songpyeon, Mondreiskuchen",A1,Nomen,송편 속이 달아서 하나만 더 집었어요.,"Die Füllung der Songpyeon war süß, also nahm ich noch eines.",Partnerschaft & koreanische Familie,a1_partner_chuseok_basic_1,2,false,songpyeon rice cake,Noun,"The songpyeon filling was sweet, so I took one more.",vocab_a1_0273
송편 빚다,songpyeon bijda,Songpyeon formen,A1,Ausdruck,송편 빚다가 만두처럼 커졌어요.,Beim Formen wurden sie so groß wie Teigtaschen.,Partnerschaft & koreanische Familie,a1_partner_chuseok_basic_1,3,false,to shape songpyeon,Expression,While shaping songpyeon they grew as big as dumplings.,vocab_a1_0274
귀성,gwiseong,Heimfahrt zum Fest,A1,Nomen,귀성 기차를 예매하려고 알람을 다섯 개 맞췄어요.,"Für die Heimfahrt stellte ich fünf Wecker, um Tickets zu kaufen.",Partnerschaft & koreanische Familie,a1_partner_chuseok_basic_1,4,false,holiday trip home,Noun,I set five alarms to book the holiday train home.,vocab_a1_0275
성묘,seongmyo,Grabbesuch,A1,Nomen,성묘 갈 때 편한 신발을 신으라고 했어요.,Zum Grabbesuch sollte ich bequeme Schuhe anziehen.,Partnerschaft & koreanische Familie,a1_partner_chuseok_basic_1,5,false,visiting family graves,Noun,They told me to wear comfortable shoes for the grave visit.,vocab_a1_0276
벌초,beolcho,"Grabpflege, Unkraut jäten",A1,Nomen,벌초는 산에 올라가서 풀을 깎는 일이에요.,"Grabpflege heißt, den Berg hinaufzusteigen und Gras zu schneiden.",Partnerschaft & koreanische Familie,a1_partner_chuseok_basic_1,6,false,tending the family grave,Noun,Tending the grave means climbing the hill and cutting grass.,vocab_a1_0277
송편 찌다,songpyeon jjida,Songpyeon dämpfen,A1,Ausdruck,송편 찌는 김에 부엌이 하얘졌어요.,Beim Dämpfen der Songpyeon wurde die Küche weiß.,Partnerschaft & koreanische Familie,a1_partner_chuseok_basic_1,7,false,to steam songpyeon,Expression,Steam from the songpyeon turned the kitchen white.,vocab_a1_0278
햇과일,haesgwail,Obst der neuen Ernte,A1,Nomen,햇과일을 차례상에 먼저 올렸어요.,Das Obst der neuen Ernte kam zuerst auf den Tisch.,Partnerschaft & koreanische Familie,a1_partner_chuseok_basic_1,8,false,first fruit of the season,Noun,The first fruit of the season went on the rite table first.,vocab_a1_0279
한가위,hangawi,"Hangawi, anderer Name für Chuseok",A1,Nomen,한가위에는 보름달이 크다고 아이들이 말했어요.,"An Hangawi sagten die Kinder, der Vollmond sei groß.",Partnerschaft & koreanische Familie,a1_partner_chuseok_basic_1,9,false,"Hangawi, another name for Chuseok",Noun,At Hangawi the children said the full moon is huge.,vocab_a1_0280
송편 잎,songpyeon ip,Kiefernnadel auf Songpyeon,A1,Nomen,송편 잎을 떼고 먹으라고 손짓하셨어요.,"Sie winkten, die Kiefernnadel vor dem Essen abzunehmen.",Partnerschaft & koreanische Familie,a1_partner_chuseok_basic_1,10,true,pine needle on songpyeon,Noun,They gestured to take the pine needle off before eating.,vocab_a1_0281
명절 증후군,myeongjeol jeunghugun,Festtagserschöpfung,A1,Nomen,명절 증후군은 차 안에서 이미 시작됐어요.,Die Festtagserschöpfung begann schon im Auto.,Partnerschaft & koreanische Familie,a1_partner_chuseok_basic_1,11,true,holiday fatigue,Noun,Holiday fatigue started already in the car.,vocab_a1_0282
차례,charye,Ahnenritual,A1,Nomen,차례 전에는 웃음소리를 줄였어요.,Vor dem Ahnenritual senkte ich das Lachen.,Partnerschaft & koreanische Familie,a1_partner_chuseok_basic_1,12,true,ancestral memorial rite,Noun,Before the rite I lowered my laughter.,vocab_a1_0283
처남,cheonam,"Schwager, Bruder der Frau",A1,Nomen,처남이 엘리베이터에서 먼저 손을 흔들었어요.,Der Schwager winkte zuerst im Aufzug.,Partnerschaft & koreanische Familie,a1_partner_siblings_hello_1,1,false,wife's brother,Noun,My wife's brother waved first in the elevator.,vocab_a1_0284
처제,cheoje,"Schwägerin, jüngere Schwester der Frau",A1,Nomen,처제가 독일어를 한 마디 해서 분위기가 풀렸어요.,"Die jüngere Schwester sagte ein deutsches Wort, und die Stimmung lockerte sich.",Partnerschaft & koreanische Familie,a1_partner_siblings_hello_1,2,false,wife's younger sister,Noun,"The younger sister said one German word, and the mood eased.",vocab_a1_0285
시누이,sinui,"Schwägerin, Schwester des Mannes",A1,Nomen,시누이가 옷걸이를 찾아 줬어요.,Die Schwägerin fand den Kleiderbügel für mich.,Partnerschaft & koreanische Familie,a1_partner_siblings_hello_1,3,false,husband's sister,Noun,My husband's sister found a hanger for me.,vocab_a1_0286
시동생,sidongsaeng,"Schwager, jüngerer Bruder des Mannes",A1,Nomen,시동생이 게임을 하자고 해서 현우가 말렸어요.,"Der jüngere Schwager wollte spielen, aber Hyunwoo hielt ihn zurück.",Partnerschaft & koreanische Familie,a1_partner_siblings_hello_1,4,false,husband's younger brother,Noun,"The younger brother wanted to play a game, but Hyunwoo stopped him.",vocab_a1_0287
형부,hyeongbu,Ehemann der älteren Schwester,A1,Nomen,형부가 맥주를 권해서 반만 받았어요.,"Der Schwager bot Bier an, ich nahm nur die Hälfte.",Partnerschaft & koreanische Familie,a1_partner_siblings_hello_1,5,false,older sister's husband,Noun,The older sister's husband offered beer; I took only half.,vocab_a1_0288
올케,olke,Frau des Bruders,A1,Nomen,올케가 주방에서 눈짓으로 물컵을 가리켰어요.,Die Schwägerin zeigte in der Küche mit den Augen auf das Wasserglas.,Partnerschaft & koreanische Familie,a1_partner_siblings_hello_1,6,false,brother's wife,Noun,My brother's wife pointed at the water glass with her eyes.,vocab_a1_0289
막내,magnae,das Nesthäkchen,A1,Nomen,막내가 사진을 찍어 주겠다고 뛰어왔어요.,Das Nesthäkchen rannte her und wollte ein Foto machen.,Partnerschaft & koreanische Familie,a1_partner_siblings_hello_1,7,false,youngest sibling,Noun,The youngest ran over and offered to take a photo.,vocab_a1_0290
맏이,madi,das älteste Kind,A1,Nomen,맏이가 자리 배치를 조용히 정했어요.,Das älteste Kind regelte leise die Sitzordnung.,Partnerschaft & koreanische Familie,a1_partner_siblings_hello_1,8,false,eldest sibling,Noun,The eldest quietly set the seating.,vocab_a1_0291
동생이에요,dongsaengieyo,das ist die jüngere Schwester oder der Bruder,A1,Ausdruck,동생이에요라고 소개하니 악수를 할지 고민했어요.,"Bei das ist die jüngere Schwester überlegte ich, ob ich die Hand gebe.",Partnerschaft & koreanische Familie,a1_partner_siblings_hello_1,9,false,this is the younger sibling,Expression,"When they said this is the younger sibling, I wondered whether to shake hands.",vocab_a1_0292
친해지다,chinhaejida,sich anfreunden,A1,Verb,게임 한 판 하니 금방 친해졌어요.,Nach einer Spielrunde wurden wir schnell vertrauter.,Partnerschaft & koreanische Familie,a1_partner_siblings_hello_1,10,true,to get closer,Verb,After one game we got closer quickly.,vocab_a1_0293
장난,jangnan,Scherz,A1,Nomen,장난으로 제 발음을 따라 해서 같이 웃었어요.,"Im Scherz ahmten sie meine Aussprache nach, und wir lachten.",Partnerschaft & koreanische Familie,a1_partner_siblings_hello_1,11,true,teasing,Noun,"They teased my pronunciation, and we laughed together.",vocab_a1_0294
단체 사진,danche sajin,Gruppenfoto,A1,Nomen,단체 사진에서 제가 제일 뒤에 서 있어요.,Auf dem Gruppenfoto stehe ich ganz hinten.,Partnerschaft & koreanische Familie,a1_partner_siblings_hello_1,12,true,group photo,Noun,In the group photo I am standing at the very back.,vocab_a1_0295
인증샷,injeungsyas,Beweis-Foto,A1,Nomen,인증샷은 올리지 말라고 현우가 먼저 말했어요.,"Hyunwoo sagte zuerst, das Beweis-Foto nicht hochzuladen.",Partnerschaft & koreanische Familie,a1_partner_photo_thanks_1,1,false,proof photo,Noun,Hyunwoo said first not to post the proof photo.,vocab_a1_0296
가족 앨범,gajog aelbeom,Familienalbum,A1,Nomen,가족 앨범에서 현우 교복 사진을 봤어요.,Im Familienalbum sah ich Hyunwoos Schuluniform.,Partnerschaft & koreanische Familie,a1_partner_photo_thanks_1,2,false,family album,Noun,I saw Hyunwoo's school uniform in the family album.,vocab_a1_0297
