korean,romanization,german,level,pos_de,example_korean,example_german,topic,pack_id,pack_order,is_review_boss,english,pos_en,example_english,id
부동산 중개,budongsan junggae,Immobilienvermittlung,A2,Nomen,부동산 중개를 통해 방 세 개를 봤어요.,Über eine Immobilienvermittlung habe ich drei Zimmer besichtigt.,집 구하기,a2_housing_search_2026_1,6,false,real estate brokerage,Noun,I viewed three rooms through a real estate brokerage.,vocab_a2_0470
공과금 내역,gonggwageum naeyeok,Versorgungskostenaufstellung,A2,Nomen,공과금 내역에서 전기와 가스 요금을 확인해요.,In der Kostenaufstellung prüfe ich Strom und Gas.,집 구하기,a2_housing_search_2026_1,7,false,utility-bill breakdown,Noun,I check electricity and gas in the utility-bill breakdown.,vocab_a2_0471
이사 날짜,isa naljja,Umzugstermin,A2,Nomen,이사 날짜를 다음 토요일로 정했어요.,Wir haben den Umzug auf nächsten Samstag gelegt.,집 구하기,a2_housing_search_2026_1,8,false,moving date,Noun,We set the moving date for next Saturday.,vocab_a2_0472
방을 구하다,bangeul guhada,ein Zimmer suchen,A2,Verb,회사 근처에서 방을 구하고 있어요.,Ich suche ein Zimmer in der Nähe der Firma.,집 구하기,a2_housing_search_2026_1,9,false,look for a room,Verb,I'm looking for a room near work.,vocab_a2_0473
방을 보다,bangeul boda,ein Zimmer besichtigen,A2,Verb,오늘 저녁에 방을 보러 가요.,Heute Abend besichtige ich ein Zimmer.,집 구하기,a2_housing_search_2026_1,10,true,view a room,Verb,I'm going to view a room this evening.,vocab_a2_0474
옵션,opsyeon,Ausstattung,A2,Nomen,이 방에는 세탁기 옵션이 있어요.,In diesem Zimmer ist eine Waschmaschine vorhanden.,집 구하기,a2_housing_search_2026_1,11,true,included appliance,Noun,This room includes a washing machine.,vocab_a2_0475
반려동물,ballyeodongmul,Haustier,A2,Nomen,계약 전에 반려동물이 가능한지 물어봤어요.,"Vor dem Vertrag habe ich gefragt, ob Haustiere erlaubt sind.",집 구하기,a2_housing_search_2026_1,12,true,pet,Noun,I asked whether pets were allowed before signing.,vocab_a2_0476
채용 공고,chaeyong gonggo,Stellenanzeige,B1,Nomen,채용 공고에서 근무 시간과 업무를 확인했어요.,In der Stellenanzeige habe ich Arbeitszeit und Aufgaben geprüft.,취업과 근무 조건,b1_work_entry_2026_1,1,false,job posting,Noun,I checked the hours and duties in the job posting.,vocab_b1_0468
지원 자격,jiwon jagyeok,Bewerbungsvoraussetzungen,B1,Nomen,지원 자격에 필요한 경력이 적혀 있어요.,In den Bewerbungsvoraussetzungen steht die nötige Berufserfahrung.,취업과 근무 조건,b1_work_entry_2026_1,2,false,eligibility requirements,Noun,The required experience is listed in the eligibility requirements.,vocab_b1_0469
관련 경력,gwallyeon gyeongnyeok,einschlägige Berufserfahrung,B1,Nomen,관련 경력을 자기소개서에 구체적으로 썼어요.,Ich habe die einschlägige Berufserfahrung im Anschreiben konkret beschrieben.,취업과 근무 조건,b1_work_entry_2026_1,3,false,relevant work experience,Noun,I described my relevant experience clearly in the cover letter.,vocab_b1_0470
면접 일정,myeonjeop iljeong,Vorstellungstermin,B1,Nomen,면접 일정이 바뀌어서 새 시간을 확인했어요.,"Der Vorstellungstermin wurde geändert, deshalb habe ich die neue Zeit bestätigt.",취업과 근무 조건,b1_work_entry_2026_1,4,false,interview schedule,Noun,"The interview schedule changed, so I confirmed the new time.",vocab_b1_0471
근무 조건,geunmu jogeon,Arbeitsbedingungen,B1,Nomen,계약 전에 급여와 휴가 같은 근무 조건을 물었어요.,Vor Vertragsabschluss habe ich nach Arbeitsbedingungen wie Gehalt und Urlaub gefragt.,취업과 근무 조건,b1_work_entry_2026_1,5,false,working conditions,Noun,"Before signing, I asked about working conditions such as pay and leave.",vocab_b1_0472
수습 기간,suseup gigan,Probezeit,B1,Nomen,수습 기간의 평가 기준을 미리 확인했어요.,Ich habe die Bewertungskriterien für die Probezeit vorab geklärt.,취업과 근무 조건,b1_work_entry_2026_1,6,false,probation period,Noun,I checked the probation assessment criteria in advance.,vocab_b1_0473
체류 자격,cheryu jagyeok,Aufenthaltsstatus,B1,Nomen,담당자에게 업무와 체류 자격의 관계를 문의했어요.,"Ich habe die zuständige Stelle gefragt, wie die Tätigkeit mit meinem Aufenthaltsstatus zusammenhängt.",취업과 근무 조건,b1_work_entry_2026_1,7,false,residence status,Noun,I asked the responsible office how the job relates to my residence status.,vocab_b1_0474
서류를 제출하다,seoryureul jechulhada,Unterlagen einreichen,B1,Verb,마감 전에 필요한 서류를 모두 제출했어요.,Ich habe alle erforderlichen Unterlagen vor Ablauf der Frist eingereicht.,취업과 근무 조건,b1_work_entry_2026_1,8,false,submit documents,Verb,I submitted all required documents before the deadline.,vocab_b1_0475
교육을 이수하다,gyoyugeul isuhada,eine Schulung abschließen,B1,Verb,첫 근무 전에 안전 교육을 이수해야 해요.,Vor dem ersten Arbeitstag muss ich die Sicherheitsschulung abschließen.,취업과 근무 조건,b1_work_entry_2026_1,9,false,complete training,Verb,I need to complete the safety training before my first shift.,vocab_b1_0476
업무 인수인계,eommu insuingye,Arbeitsübergabe,B1,Nomen,휴가 전에 업무 인수인계 내용을 문서로 남겼어요.,Vor dem Urlaub habe ich die Arbeitsübergabe schriftlich festgehalten.,취업과 근무 조건,b1_work_entry_2026_1,10,true,work handover,Noun,I documented the work handover before taking leave.,vocab_b1_0477
유연 근무,yuyeon geunmu,flexible Arbeitszeit,B1,Nomen,돌봄 일정 때문에 유연 근무가 가능한지 물었어요.,Wegen meiner Betreuungszeiten habe ich nach flexibler Arbeit gefragt.,취업과 근무 조건,b1_work_entry_2026_1,11,true,flexible work,Noun,I asked about flexible work because of my care schedule.,vocab_b1_0478
돌봄 시간,dolbom sigan,Betreuungszeit,B1,Nomen,팀과 돌봄 시간을 공유하고 회의 시간을 조정했어요.,Ich habe meine Betreuungszeiten im Team genannt und den Besprechungstermin abgestimmt.,취업과 근무 조건,b1_work_entry_2026_1,12,true,care time,Noun,I shared my care hours with the team and adjusted the meeting time.,vocab_b1_0479
주거비,jugeobi,Wohnkosten,B2,Nomen,주거비가 소득에서 차지하는 비중을 따로 살펴봤습니다.,Wir haben den Anteil der Wohnkosten am Einkommen gesondert betrachtet.,주거비와 사회 통합,b2_housing_migration_2026_1,1,false,housing costs,Noun,We examined the share of income spent on housing separately.,vocab_b2_0635
임대료,imdaeryo,Miete,B2,Nomen,임대료 인상 통지에 계산 근거가 빠져 있었습니다.,In der Mitteilung zur Mieterhöhung fehlte die Berechnungsgrundlage.,주거비와 사회 통합,b2_housing_migration_2026_1,2,false,rent,Noun,The rent increase notice did not include the basis for the calculation.,vocab_b2_0636
실질 소득,siljil sodeuk,Realeinkommen,B2,Nomen,물가를 반영하면 실질 소득의 변화가 다르게 보입니다.,Unter Berücksichtigung der Preise zeigt sich die Entwicklung des Realeinkommens anders.,주거비와 사회 통합,b2_housing_migration_2026_1,3,false,real income,Noun,"Once prices are considered, the change in real income looks different.",vocab_b2_0637
물가 상승,mulga sangseung,Preisanstieg,B2,Nomen,물가 상승이 모든 가구에 같은 부담을 주는 것은 아닙니다.,Preissteigerungen belasten nicht alle Haushalte gleich.,주거비와 사회 통합,b2_housing_migration_2026_1,4,false,price inflation,Noun,Price inflation does not burden every household equally.,vocab_b2_0638
월 생활비,wol saenghwalbi,monatliche Lebenshaltungskosten,B2,Nomen,교통비까지 포함하니 월 생활비가 예상보다 컸습니다.,Mit den Fahrtkosten lagen die monatlichen Lebenshaltungskosten über der Schätzung.,주거비와 사회 통합,b2_housing_migration_2026_1,5,false,monthly cost of living,Noun,"Once transport was included, the monthly cost of living was higher than expected.",vocab_b2_0639
임대차 계약,imdaecha gyeyak,Mietvertrag,B2,Nomen,임대차 계약의 수리 책임 조항을 함께 확인했습니다.,Wir haben die Klausel zur Reparaturpflicht im Mietvertrag gemeinsam geprüft.,주거비와 사회 통합,b2_housing_migration_2026_1,6,false,lease agreement,Noun,We reviewed the repair-responsibility clause in the lease agreement together.,vocab_b2_0640
공급 부족,gonggeup bujok,Angebotsmangel,B2,Nomen,공급 부족만으로 지역별 임대료 차이를 모두 설명하기는 어렵습니다.,Alle regionalen Mietunterschiede lassen sich nicht allein mit Angebotsmangel erklären.,주거비와 사회 통합,b2_housing_migration_2026_1,7,false,supply shortage,Noun,Supply shortage alone cannot explain every regional difference in rent.,vocab_b2_0641
공공 주택,gonggong jutaek,öffentlicher Wohnraum,B2,Nomen,공공 주택의 입주 기준과 대기 기간을 공개해야 합니다.,Die Zugangskriterien und Wartezeiten für öffentlichen Wohnraum sollten veröffentlicht werden.,주거비와 사회 통합,b2_housing_migration_2026_1,8,false,public housing,Noun,Eligibility rules and waiting times for public housing should be public.,vocab_b2_0642
이주 배경,iju baegyeong,Migrationsgeschichte,B2,Nomen,이주 배경이 있다는 이유만으로 지원이 필요하다고 단정할 수 없습니다.,Aus einer Migrationsgeschichte allein lässt sich kein Unterstützungsbedarf ableiten.,주거비와 사회 통합,b2_housing_migration_2026_1,9,false,migration background,Noun,A migration background alone does not establish a need for support.,vocab_b2_0643
노동력 부족,nodongnyeok bujok,Arbeitskräftemangel,B2,Nomen,노동력 부족 대책에는 채용뿐 아니라 근무 조건 개선도 포함돼야 합니다.,Maßnahmen gegen Arbeitskräftemangel sollten neben Anwerbung auch bessere Arbeitsbedingungen umfassen.,주거비와 사회 통합,b2_housing_migration_2026_1,10,true,labor shortage,Noun,Responses to labor shortages should include better working conditions as well as recruitment.,vocab_b2_0644
사회 통합,sahoe tonghap,gesellschaftliche Teilhabe,B2,Nomen,사회 통합을 개인의 언어 능력만으로 평가해서는 안 됩니다.,Gesellschaftliche Teilhabe darf nicht allein an individuellen Sprachkenntnissen gemessen werden.,주거비와 사회 통합,b2_housing_migration_2026_1,11,true,social inclusion,Noun,Social inclusion should not be judged only by an individual's language skills.,vocab_b2_0645
접근 장벽,jeopgeun jangbyeok,Zugangshürde,B2,Nomen,복잡한 신청 절차가 새로운 접근 장벽이 될 수 있습니다.,Ein kompliziertes Antragsverfahren kann zu einer neuen Zugangshürde werden.,주거비와 사회 통합,b2_housing_migration_2026_1,12,true,access barrier,Noun,A complicated application process can become a new access barrier.,vocab_b2_0646
투명성 의무,tumyeongseong uimu,Transparenzpflicht,C1,Nomen,투명성 의무가 실제 이용자의 이해로 이어지는지 점검해야 합니다.,"Es ist zu prüfen, ob die Transparenzpflicht tatsächlich zum Verständnis der Nutzenden beiträgt.",AI 투명성과 문화 노동,c1_ai_culture_labor_2026_1,1,false,transparency obligation,Noun,We need to check whether the transparency obligation actually helps users understand.,vocab_c1_0229
합성 콘텐츠,hapseong kontencheu,synthetischer Inhalt,C1,Nomen,합성 콘텐츠에는 사람이 판단할 수 있는 표시가 필요합니다.,"Synthetische Inhalte brauchen eine Kennzeichnung, die Menschen einordnen können.",AI 투명성과 문화 노동,c1_ai_culture_labor_2026_1,2,false,synthetic content,Noun,Synthetic content needs labeling that people can interpret.,vocab_c1_0230
출처 표시,chulcheo pyosi,Quellenkennzeichnung,C1,Nomen,출처 표시가 있어도 제작 과정까지 자동으로 설명되지는 않습니다.,Eine Quellenkennzeichnung erklärt nicht automatisch den gesamten Herstellungsprozess.,AI 투명성과 문화 노동,c1_ai_culture_labor_2026_1,3,false,source labeling,Noun,Source labeling does not automatically explain the full production process.,vocab_c1_0231
알고리즘 편향,algorijeum pyeonhyang,algorithmische Verzerrung,C1,Nomen,알고리즘 편향은 학습 데이터와 운영 기준을 함께 봐야 드러납니다.,"Algorithmische Verzerrung wird erst sichtbar, wenn Trainingsdaten und Einsatzkriterien gemeinsam geprüft werden.",AI 투명성과 문화 노동,c1_ai_culture_labor_2026_1,4,false,algorithmic bias,Noun,Algorithmic bias becomes visible when training data and deployment criteria are examined together.,vocab_c1_0232
설명 가능성,seolmyeong ganeungseong,Erklärbarkeit,C1,Nomen,설명 가능성은 기술 문서의 길이가 아니라 이의 제기에 쓸 수 있는 정보로 평가해야 합니다.,"Erklärbarkeit sollte nicht an der Länge technischer Dokumente, sondern an nutzbaren Informationen für Einwände gemessen werden.",AI 투명성과 문화 노동,c1_ai_culture_labor_2026_1,5,false,explainability,Noun,"Explainability should be judged by information people can use to challenge a decision, not by document length.",vocab_c1_0233
인간 감독,ingan gamdok,menschliche Aufsicht,C1,Nomen,인간 감독이 형식적인 확인 절차에 그치지 않도록 권한을 분명히 해야 합니다.,"Damit menschliche Aufsicht nicht zur Formalität wird, müssen ihre Befugnisse klar sein.",AI 투명성과 문화 노동,c1_ai_culture_labor_2026_1,6,false,human oversight,Noun,Human oversight needs clear authority so that it does not become a formality.,vocab_c1_0234
데이터 대표성,deiteo daepyoseong,Repräsentativität der Daten,C1,Nomen,데이터 대표성이 낮으면 전체 집단에 대한 결론을 제한해야 합니다.,Bei geringer Repräsentativität der Daten müssen Aussagen über die Gesamtgruppe begrenzt werden.,AI 투명성과 문화 노동,c1_ai_culture_labor_2026_1,7,false,data representativeness,Noun,"When data representativeness is low, claims about the whole population must be limited.",vocab_c1_0235
자동화된 판단,jadonghwadoen pandan,automatisierte Entscheidung,C1,Nomen,자동화된 판단 뒤에도 책임 있는 담당자에게 질문할 수 있어야 합니다.,Auch nach einer automatisierten Entscheidung muss eine verantwortliche Person ansprechbar sein.,AI 투명성과 문화 노동,c1_ai_culture_labor_2026_1,8,false,automated decision,Noun,People should still be able to question an accountable person after an automated decision.,vocab_c1_0236
무급 기여,mugeup giyeo,unbezahlter Beitrag,C1,Nomen,팬의 무급 기여를 홍보 성과로만 계산하면 부담이 가려집니다.,"Wenn unbezahlte Beiträge von Fans nur als Reichweitenerfolg zählen, bleibt ihre Belastung unsichtbar.",AI 투명성과 문화 노동,c1_ai_culture_labor_2026_1,9,false,unpaid contribution,Noun,Treating fans' unpaid contributions only as reach hides the burden involved.,vocab_c1_0237
번역 노동,beonyeok nodong,Übersetzungsarbeit,C1,Nomen,해외 팬의 번역 노동에는 시간과 맥락 판단이 함께 들어갑니다.,In die Übersetzungsarbeit internationaler Fans fließen Zeit und Kontextentscheidungen ein.,AI 투명성과 문화 노동,c1_ai_culture_labor_2026_1,10,true,translation labor,Noun,International fans' translation labor involves both time and contextual judgment.,vocab_c1_0238
문화적 맥락,munhwajeok maengnak,kultureller Kontext,C1,Nomen,문화적 맥락을 지우면 같은 표현도 다른 의미로 유통될 수 있습니다.,Ohne kulturellen Kontext kann derselbe Ausdruck mit anderer Bedeutung zirkulieren.,AI 투명성과 문화 노동,c1_ai_culture_labor_2026_1,11,true,cultural context,Noun,"Without cultural context, the same expression can circulate with a different meaning.",vocab_c1_0239
수익 배분,suik baebun,Erlösverteilung,C1,Nomen,수익 배분 기준을 공개해야 참여자가 자신의 몫을 판단할 수 있습니다.,Nur mit offengelegten Kriterien der Erlösverteilung können Beteiligte ihren Anteil beurteilen.,AI 투명성과 문화 노동,c1_ai_culture_labor_2026_1,12,true,revenue sharing,Noun,Participants can assess their share only when revenue-sharing criteria are public.,vocab_c1_0240
인구 구조,ingu gujo,Bevölkerungsstruktur,C2,Nomen,인구 구조의 변화는 출생뿐 아니라 이동과 기대수명을 함께 봐야 해석할 수 있습니다.,"Veränderungen der Bevölkerungsstruktur lassen sich nur unter Einbezug von Geburten, Migration und Lebenserwartung deuten.",인구 담론과 제도 책임,c2_demography_accountability_2026_1,1,false,population structure,Noun,"Changes in population structure require considering births, migration, and life expectancy together.",vocab_c2_0229
재생산 부담,jaesaengsan budam,reproduktive Belastung,C2,Nomen,재생산 부담을 개인의 선택으로만 환원하면 돌봄과 고용 조건이 사라집니다.,"Wird reproduktive Belastung auf individuelle Entscheidungen reduziert, verschwinden Betreuungs- und Arbeitsbedingungen aus dem Blick.",인구 담론과 제도 책임,c2_demography_accountability_2026_1,2,false,reproductive burden,Noun,Reducing reproductive burden to personal choice erases care and employment conditions.,vocab_c2_0230
세대 간 형평성,sedae gan hyeongpyeongseong,Generationengerechtigkeit,C2,Nomen,세대 간 형평성은 비용뿐 아니라 결정권과 혜택의 시점도 포함합니다.,"Generationengerechtigkeit umfasst nicht nur Kosten, sondern auch Entscheidungsrechte und den Zeitpunkt von Vorteilen.",인구 담론과 제도 책임,c2_demography_accountability_2026_1,3,false,intergenerational equity,Noun,"Intergenerational equity includes decision rights and the timing of benefits, not only costs.",vocab_c2_0231
정책 효과,jeongchaek hyogwa,Politikwirkung,C2,Nomen,정책 효과를 말하려면 대상 집단과 비교 기준을 먼저 밝혀야 합니다.,"Wer von Politikwirkung spricht, muss Zielgruppe und Vergleichsmaßstab zuerst benennen.",인구 담론과 제도 책임,c2_demography_accountability_2026_1,4,false,policy effect,Noun,Claims about policy effects should first identify the target group and comparison standard.,vocab_c2_0232
인과 추론,ingwa churon,Kausalschluss,C2,Nomen,두 지표가 함께 움직였다는 사실만으로 인과 추론을 확정할 수 없습니다.,Aus der gemeinsamen Entwicklung zweier Indikatoren folgt noch kein gesicherter Kausalschluss.,인구 담론과 제도 책임,c2_demography_accountability_2026_1,5,false,causal inference,Noun,Two indicators moving together does not establish causal inference.,vocab_c2_0233
위기 프레임,wigi peureim,Krisenrahmen,C2,Nomen,‘인구 위기’라는 프레임은 어떤 선택지를 정상으로 보이게 하는지 따져봐야 합니다.,"Beim Rahmen einer ‚Bevölkerungskrise‘ ist zu prüfen, welche Optionen dadurch als normal erscheinen.",인구 담론과 제도 책임,c2_demography_accountability_2026_1,6,false,crisis frame,Noun,We should examine which options a ‘population crisis’ frame makes appear normal.,vocab_c2_0234
책임 주체,chaegim juche,verantwortliche Stelle,C2,Nomen,자동화가 개입해도 설계와 운영의 책임 주체를 분리해 기록해야 합니다.,Auch bei Automatisierung müssen die verantwortlichen Stellen für Entwicklung und Betrieb getrennt dokumentiert werden.,인구 담론과 제도 책임,c2_demography_accountability_2026_1,7,false,responsible actor,Noun,"Even with automation, the responsible actors for design and operation must be documented separately.",vocab_c2_0235
제도적 구제,jedojeok guje,institutioneller Rechtsbehelf,C2,Nomen,오류를 발견한 뒤 실제로 접근할 수 있는 제도적 구제가 필요합니다.,Nach Feststellung eines Fehlers braucht es einen tatsächlich zugänglichen institutionellen Rechtsbehelf.,인구 담론과 제도 책임,c2_demography_accountability_2026_1,8,false,institutional redress,Noun,"Once an error is found, people need institutional redress they can actually access.",vocab_c2_0236
이의 신청,iui sincheong,Einspruchsantrag,C2,Nomen,이의 신청 기한은 통지를 이해한 뒤부터 계산하는 방안을 검토해야 합니다.,"Es sollte geprüft werden, die Frist für einen Einspruchsantrag erst ab verständlicher Mitteilung zu berechnen.",인구 담론과 제도 책임,c2_demography_accountability_2026_1,9,false,appeal request,Noun,The deadline for an appeal request should be considered from the point when notice is understandable.,vocab_c2_0237
자동 제재,jadong jejae,automatische Sanktion,C2,Nomen,자동 제재는 근거와 재검토 경로를 동시에 제시해야 합니다.,Eine automatische Sanktion muss zugleich Begründung und Überprüfungsweg nennen.,인구 담론과 제도 책임,c2_demography_accountability_2026_1,10,true,automated sanction,Noun,An automated sanction should provide both grounds and a review path.,vocab_c2_0238
표집 편향,pyojip pyeonhyang,Auswahlverzerrung,C2,Nomen,표집 편향이 확인되면 결과의 적용 범위를 축소해야 합니다.,"Wird eine Auswahlverzerrung festgestellt, muss der Geltungsbereich der Ergebnisse eingeschränkt werden.",인구 담론과 제도 책임,c2_demography_accountability_2026_1,11,true,selection bias,Noun,"When selection bias is identified, the scope of the findings must be narrowed.",vocab_c2_0239
권력 비대칭,gwollyeok bidaeching,Machtasymmetrie,C2,Nomen,동의 절차가 있어도 권력 비대칭이 크면 거절의 비용을 따로 살펴야 합니다.,Auch bei einem Einwilligungsverfahren müssen bei starker Machtasymmetrie die Kosten einer Ablehnung gesondert betrachtet werden.,인구 담론과 제도 책임,c2_demography_accountability_2026_1,12,true,power asymmetry,Noun,"Even with a consent process, a strong power asymmetry requires examining the cost of refusal.",vocab_c2_0240
