id,level,ko,de,en,field_notes,상태,jin_memo
cloze_a1_0611,a1,"레나 씨, 여기서 사진을 찍어요!","Lena, lass uns hier Fotos machen!","Lena, let's take photos here!",rights: original_clean_room; answer=사진을; topic=Technologie; unit=a1_11_titles_relationships; derived from vocab_a1_0677,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0612,a1,친구를 파티에 초대해요.,Ich lade einen Freund zur Party ein.,I invite a friend to the party.,rights: original_clean_room; answer=초대; topic=Höflichkeit; unit=a1_11_titles_relationships; derived from vocab_a1_0678,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0613,a1,감기에 걸렸어요. 머리가 아파요.,Ich bin erkältet. Mein Kopf tut weh.,I have a cold. My head hurts.,rights: original_clean_room; answer=감기; topic=Körper; unit=a1_04_order_request_object; derived from vocab_a1_0679,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0614,a1,저는 병이 났어요.,Ich bin krank geworden.,I got sick.,rights: original_clean_room; answer=병이; topic=Körper; unit=a1_04_order_request_object; derived from vocab_a1_0680,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0615,a1,저는 의사한테 가요.,Ich gehe zum Arzt.,I go to the doctor.,rights: original_clean_room; answer=의사; topic=Körper; unit=a1_04_order_request_object; derived from vocab_a1_0681,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0616,a1,아버지가 담배를 안 피워요.,Mein Vater raucht nicht.,My father doesn't smoke.,rights: original_clean_room; answer=담배를; topic=Körper; unit=a1_04_order_request_object; derived from vocab_a1_0682,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0617,a1,아버지는 술을 안 마셔요.,Mein Vater trinkt keinen Alkohol.,My father doesn't drink alcohol.,rights: original_clean_room; answer=술을; topic=Körper; unit=a1_04_order_request_object; derived from vocab_a1_0683,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0618,a1,저는 매일 운동해요.,Ich mache jeden Tag Sport.,I exercise every day.,rights: original_clean_room; answer=운동; topic=Körper; unit=a1_04_order_request_object; derived from vocab_a1_0684,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0619,a1,동생은 키가 커요.,Mein jüngeres Geschwister ist groß.,My younger sibling is tall.,rights: original_clean_room; answer=키가; topic=Körper; unit=a1_04_order_request_object; derived from vocab_a1_0685,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0620,a1,저는 잡채를 만들어요.,Ich mache Japchae.,I make japchae.,rights: original_clean_room; answer=잡채를; topic=Essen & Trinken; unit=a1_04_order_request_object; derived from vocab_a1_0686,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0621,a1,이 음식이 맛있어요.,Dieses Essen ist lecker.,This food is delicious.,rights: original_clean_room; answer=음식이; topic=Essen & Trinken; unit=a1_04_order_request_object; derived from vocab_a1_0687,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0622,a1,더워요. 음료수 마실까요?,Es ist heiß. Sollen wir ein Getränk trinken?,It's hot. Shall we drink something?,rights: original_clean_room; answer=음료수; topic=Essen & Trinken; unit=a1_04_order_request_object; derived from vocab_a1_0688,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0623,a1,종업원이 메뉴를 줘요.,Die Bedienung gibt die Speisekarte.,The waiter gives the menu.,rights: original_clean_room; answer=메뉴를; topic=Essen & Trinken; unit=a1_04_order_request_object; derived from vocab_a1_0689,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0624,a1,저는 오렌지를 먹어요.,Ich esse eine Orange.,I eat an orange.,rights: original_clean_room; answer=오렌지를; topic=Essen & Trinken; unit=a1_04_order_request_object; derived from vocab_a1_0690,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0625,a1,방학이 언제예요?,Wann sind die Ferien?,When is the vacation?,rights: original_clean_room; answer=방학이; topic=Bildung; unit=a1_15_first_class_work; derived from vocab_a1_0691,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0626,a1,저는 올해 졸업해요.,Ich mache dieses Jahr meinen Abschluss.,I graduate this year.,rights: original_clean_room; answer=졸업; topic=Bildung; unit=a1_15_first_class_work; derived from vocab_a1_0692,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0627,a1,저는 외국어를 가르쳐요.,Ich unterrichte eine Fremdsprache.,I teach a foreign language.,rights: original_clean_room; answer=외국어를; topic=Bildung; unit=a1_15_first_class_work; derived from vocab_a1_0693,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0628,a1,저는 편의점에서 아르바이트를 해요.,Ich habe einen Nebenjob im Supermarkt.,I have a part-time job at a convenience store.,rights: original_clean_room; answer=아르바이트를; topic=Beruf; unit=a1_15_first_class_work; derived from vocab_a1_0694,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0629,a1,저는 회사 직원이에요.,Ich bin Angestellter einer Firma.,I'm an employee of a company.,rights: original_clean_room; answer=직원이에요; topic=Beruf; unit=a1_15_first_class_work; derived from vocab_a1_0695,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0630,a1,종업원이 친절해요.,Die Bedienung ist freundlich.,The staff is kind.,rights: original_clean_room; answer=종업원이; topic=Beruf; unit=a1_15_first_class_work; derived from vocab_a1_0696,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0631,a1,직원이 안내해요. 저기로 가세요.,Der Angestellte gibt Auskunft. Gehen Sie dorthin.,The employee gives information. Go over there.,rights: original_clean_room; answer=안내; topic=Kommunikation; unit=a1_15_first_class_work; derived from vocab_a1_0697,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0632,a1,교통 카드가 없어요.,Ich habe keine Verkehrskarte.,I don't have a transit card.,rights: original_clean_room; answer=교통; topic=Verkehr; unit=a1_15_first_class_work; derived from vocab_a1_0698,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0633,a1,저는 지금 일을 시작해요.,Ich fange jetzt mit der Arbeit an.,I start work now.,rights: original_clean_room; answer=시작; topic=Zeit; unit=a1_15_first_class_work; derived from vocab_a1_0699,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0634,a1,약속 장소가 어디예요?,Wo ist der Treffpunkt?,Where is the meeting place?,rights: original_clean_room; answer=장소가; topic=Position; unit=a1_15_first_class_work; derived from vocab_a1_0700,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0635,a1,저는 매일 글을 써요.,Ich schreibe jeden Tag.,I write every day.,rights: original_clean_room; answer=글을; topic=Bildung; unit=a1_15_first_class_work; derived from vocab_a1_0701,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0636,a1,친구랑 이야기해요.,Ich unterhalte mich mit einem Freund.,I talk with a friend.,rights: original_clean_room; answer=이야기; topic=Kommunikation; unit=a1_15_first_class_work; derived from vocab_a1_0702,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0637,a1,이 곳에 사람이 많아요.,An diesem Ort sind viele Leute.,There are many people at this place.,rights: original_clean_room; answer=곳; topic=Position; unit=a1_11_titles_relationships; derived from vocab_a1_0703,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0638,a1,이 달에 생일이 있어요.,Diesen Monat ist Geburtstag.,There's a birthday this month.,rights: original_clean_room; answer=달에; topic=Zeit; unit=a1_11_titles_relationships; derived from vocab_a1_0704,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0639,a1,제 동생은 아홉 살이에요.,Mein jüngeres Geschwister ist neun Jahre alt.,My younger sibling is nine years old.,rights: original_clean_room; answer=동생은; topic=Familie; unit=a1_11_titles_relationships; derived from vocab_a1_0705,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0640,a1,책상 밑에 가방이 있어요.,Unter dem Schreibtisch ist eine Tasche.,There's a bag under the desk.,rights: original_clean_room; answer=밑에; topic=Position; unit=a1_11_titles_relationships; derived from vocab_a1_0706,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0641,a1,다음 주가 제 생일이에요.,Nächste Woche ist mein Geburtstag.,Next week is my birthday.,rights: original_clean_room; answer=생일이에요; topic=Familie; unit=a1_11_titles_relationships; derived from vocab_a1_0707,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0642,a1,동생한테 선물을 줘요.,Ich gebe meinem Geschwister ein Geschenk.,I give my sibling a gift.,rights: original_clean_room; answer=선물을; topic=Familie; unit=a1_11_titles_relationships; derived from vocab_a1_0708,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0643,a1,주말에 쇼핑해요.,Ich gehe am Wochenende einkaufen.,I go shopping on the weekend.,rights: original_clean_room; answer=쇼핑; topic=Freizeit; unit=a1_11_titles_relationships; derived from vocab_a1_0709,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0644,a1,올해 한국에 왔어요.,Ich bin dieses Jahr nach Korea gekommen.,I came to Korea this year.,rights: original_clean_room; answer=올해; topic=Zeit; unit=a1_11_titles_relationships; derived from vocab_a1_0710,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0645,a1,요즘 바빠요.,Ich bin heutzutage beschäftigt.,I'm busy these days.,rights: original_clean_room; answer=요즘; topic=Zeit; unit=a1_11_titles_relationships; derived from vocab_a1_0711,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0646,a1,지금 몇 월이에요?,Welcher Monat ist jetzt?,What month is it now?,rights: original_clean_room; answer=월이에요; topic=Zeit; unit=a1_11_titles_relationships; derived from vocab_a1_0712,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0647,a1,잠시 앉아요.,Setzen Sie sich für einen Moment.,Sit for a moment.,rights: original_clean_room; answer=잠시; topic=Zeit; unit=a1_11_titles_relationships; derived from vocab_a1_0713,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
cloze_a1_0648,a1,이번 주에 학교에 가요.,Ich gehe diese Woche zur Schule.,I go to school this week.,rights: original_clean_room; answer=주에; topic=Zeit; unit=a1_11_titles_relationships; derived from vocab_a1_0714,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 28 승인'; 7/63); C3-T3 승격
