id,level,ko,de,en,field_notes,상태,jin_memo
smalltalk_c1_0064,C1,디지털 예약만 제공하면 누구의 접근이 어려워질까요?,"Wessen Zugang wird erschwert, wenn Termine nur digital vergeben werden?",Whose access becomes harder when appointments are digital-only?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c1_0065,C1,정시율 개선이 환승이 잦은 승객에게도 체감됐나요?,Kam die bessere Pünktlichkeit auch bei Fahrgästen mit vielen Umstiegen an?,Did improved punctuality benefit passengers with many transfers?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c1_0066,C1,친환경 표시의 기준과 검증 기관이 공개돼 있나요?,Sind Kriterien und Prüfstelle des Umweltsiegels offengelegt?,Are the criteria and verifier behind the environmental label public?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c1_0067,C1,할인율이 기준 가격을 어떻게 정했는지 설명하나요?,"Wird erklärt, wie der Referenzpreis für den Rabatt festgelegt wurde?",Does it explain how the reference price for the discount was set?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c1_0068,C1,요금제 추천이 사용량보다 판매 수수료의 영향을 받지는 않나요?,Wird die Tarifempfehlung eher vom Verbrauch oder von Verkaufsprovisionen beeinflusst?,Is the plan recommendation driven by usage or sales commissions?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c1_0069,C1,상담 녹음의 보관 기간과 삭제 절차를 안내받았나요?,Wurden Aufbewahrungsdauer und Löschverfahren der Gesprächsaufzeichnung erklärt?,Were you told how long the call recording is kept and how it can be deleted?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c1_0070,C1,재난 대피 안내가 이동이 어려운 사람도 고려했나요?,Berücksichtigt der Evakuierungsplan auch Menschen mit eingeschränkter Mobilität?,Does the evacuation guidance include people with limited mobility?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c1_0071,C1,오경보를 줄이는 것과 경보를 늦추는 위험을 함께 평가했나요?,Wurden weniger Fehlalarme und das Risiko später Warnungen gemeinsam bewertet?,Did the evaluation weigh fewer false alarms against the risk of delayed warnings?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0045,C2,‘기후 적응 성공’이라는 표현은 어떤 손실을 정상 범위로 두나요?,Welche Verluste gelten im Ausdruck erfolgreiche Klimaanpassung als normal?,Which losses are treated as normal in the phrase successful climate adaptation?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0046,C2,위험 지도의 경계가 바뀌면 보상 책임도 함께 바뀌나요?,Ändert sich mit den Grenzen der Risikokarte auch die Entschädigungsverantwortung?,"When risk-map boundaries change, does responsibility for compensation change too?",rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0047,C2,‘자율적 주말 노동’이라는 말에서 거절 비용은 보이나요?,Wird im Ausdruck freiwillige Wochenendarbeit der Preis einer Ablehnung sichtbar?,Does the phrase voluntary weekend work reveal the cost of refusing?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0048,C2,도시의 야간 경제 전략은 소음 비용을 누구에게 넘기나요?,Auf wen verlagert die Strategie für die Nachtökonomie die Lärmkosten?,Onto whom does the night-economy strategy shift noise costs?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0049,C2,‘합리적 가격’은 누구의 소득과 시간 비용을 전제로 하나요?,Wessen Einkommen und Zeitkosten setzt ein angemessener Preis voraus?,Whose income and time costs does an affordable price assume?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0050,C2,지역 음식의 표준화가 다양성을 보존한다는 주장은 성립하나요?,"Trägt die Behauptung, Standardisierung bewahre die Vielfalt regionaler Küche?",Does the claim that standardization preserves regional food diversity hold up?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0051,C2,플랫폼이 ‘발견 가능성’을 제공한다는 말은 추천 권력을 가리지 않나요?,Verdeckt das Versprechen von Entdeckbarkeit die Empfehlungsmacht der Plattform?,Does the promise of discoverability hide the platform's recommendation power?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0052,C2,‘진정한 팬덤’이라는 기준은 어떤 참여를 배제하나요?,Welche Beteiligungsformen schließt der Maßstab eines echten Fandoms aus?,Which forms of participation does the standard of real fandom exclude?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0053,C2,관광지의 ‘수용력’은 주민의 생활권을 포함해 정의됐나요?,Wurde touristische Tragfähigkeit unter Einbeziehung des Lebensraums der Bewohner definiert?,Was tourism capacity defined to include residents' living space?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0054,C2,탄소 상쇄가 이동 감축을 대신할 수 있다는 전제는 타당한가요?,"Ist die Prämisse tragfähig, Kompensation könne weniger Verkehr ersetzen?",Is the premise that offsets can replace travel reduction defensible?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0055,C2,저출생을 ‘국가 경쟁력 위기’로만 부르면 누구의 삶이 수단이 되나요?,"Wessen Leben wird zum Mittel, wenn niedrige Geburtenzahlen nur als Wettbewerbsrisiko gelten?",Whose lives become instruments when low birth rates are framed only as a competitiveness crisis?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0056,C2,돌봄을 가족 책임으로 규정하는 순간 공공 책임은 어떻게 바뀌나요?,"Wie verändert sich öffentliche Verantwortung, sobald Sorge als Familienpflicht definiert wird?",How does public responsibility change when care is defined as a family duty?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0057,C2,건강 앱의 ‘위험군’ 분류는 누가 이의를 제기할 수 있나요?,Wer kann der Risikogruppen-Einstufung einer Gesundheits-App widersprechen?,Who can challenge a health app's high-risk classification?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0058,C2,예방 정책의 비용 효율성은 누구의 고통을 비용으로 계산하나요?,Wessen Belastung wird in der Kosteneffizienz von Prävention als Kosten erfasst?,Whose suffering is counted as a cost in preventive-policy efficiency?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0059,C2,‘잠재력’이라는 면접 기준은 평가자의 닮음 편향을 숨기지 않나요?,Verdeckt das Interviewkriterium Potenzial eine Ähnlichkeitsverzerrung der Bewertenden?,Does the interview criterion potential hide evaluators' similarity bias?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0060,C2,자동 점수를 ‘참고’라고 부르면 책임이 줄어드나요?,Verringert die Bezeichnung als bloßer Hinweis die Verantwortung für einen automatischen Wert?,Does calling an automated score advisory reduce responsibility?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0061,C2,이의 절차가 원래 결정을 내린 부서와 독립돼 있나요?,Ist das Widerspruchsverfahren von der ursprünglich entscheidenden Stelle unabhängig?,Is the appeal process independent of the original decision-maker?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0062,C2,‘감당 가능한 월세’는 어떤 가구의 지출 구조를 표준으로 삼나요?,Welche Haushaltsausgaben gelten als Standard für eine bezahlbare Miete?,Whose household spending pattern defines affordable rent?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0063,C2,진료 우선순위 알고리즘의 오류 책임은 병원과 공급자 중 누구에게 있나요?,Wer trägt Fehlerverantwortung beim Triage-Algorithmus: Klinik oder Anbieter?,Who is accountable for errors in a triage algorithm: the hospital or the vendor?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0064,C2,환자 동의가 치료를 포기하지 않고도 철회 가능한가요?,"Kann die Einwilligung widerrufen werden, ohne auf Behandlung verzichten zu müssen?",Can consent be withdrawn without giving up treatment?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0065,C2,혼잡 요금은 이동 선택권이 적은 사람에게 어떤 부담을 넘기나요?,Welche Last verlagert eine Staugebühr auf Menschen mit wenig Mobilitätswahl?,What burden does congestion pricing shift to people with few transport choices?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0066,C2,자율주행의 ‘안전 개선’은 어떤 비교 기준에서 나온 말인가요?,Auf welchem Vergleichsmaßstab beruht die Aussage mehr Sicherheit durch autonomes Fahren?,What comparison standard supports the claim that autonomous driving improves safety?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0067,C2,개인화 가격을 ‘맞춤 혜택’이라 부르면 차별 가능성이 사라지나요?,"Verschwindet Diskriminierung, wenn personalisierte Preise individuelle Vorteile heißen?",Does discrimination disappear when personalized pricing is called a tailored benefit?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0068,C2,구독 해지를 어렵게 만든 설계는 어디까지 소비자 선택인가요?,Inwiefern ist eine durch Design erschwerte Kündigung noch Verbraucherwahl?,How far is a cancellation made difficult by design still consumer choice?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0069,C2,비상 권한의 종료 조건이 없으면 예외가 어떻게 상시 제도가 되나요?,"Wie wird eine Ausnahme zur Dauereinrichtung, wenn Notstandsbefugnisse kein Endkriterium haben?",How does an exception become permanent when emergency powers lack an end condition?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
smalltalk_c2_0070,C2,자동 경보가 틀렸을 때 누가 설명하고 피해를 시정하나요?,"Wer erklärt und behebt Schäden, wenn ein automatischer Alarm falsch liegt?",Who explains and remedies harm when an automated alert is wrong?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
