id,level,ko,de,en,field_notes,상태,jin_memo
cloze_a1_0495,a1,"레나 씨, 우리 같이 춤을 출까요?","Lena, sollen wir zusammen tanzen?","Lena, shall we dance together?",rights: original_clean_room; answer=춤; topic=Freizeit; unit=a1_11_titles_relationships; derived from vocab_a1_0561,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0496,a1,"마야 씨, 이 노래 정말 좋아요!","Maya, dieses Lied ist wirklich toll!","Maya, this song is really great!",rights: original_clean_room; answer=노래; topic=Freizeit; unit=a1_11_titles_relationships; derived from vocab_a1_0562,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0497,a1,이번 주말에 구경 가요.,Lass uns dieses Wochenende bummeln gehen.,Let's go sightseeing this weekend.,rights: original_clean_room; answer=구경; topic=Freizeit; unit=a1_11_titles_relationships; derived from vocab_a1_0563,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0498,a1,그럼 기숙사에서 탁구 칠까요?,Sollen wir dann im Wohnheim Tischtennis spielen?,"Then, shall we play table tennis in the dorm?",rights: original_clean_room; answer=탁구; topic=Freizeit; unit=a1_11_titles_relationships; derived from vocab_a1_0564,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0499,a1,그럼 점심에 김밥 먹을까요?,"Also, sollen wir zum Mittagessen Gimbap essen?","Then, shall we have gimbap for lunch?",rights: original_clean_room; answer=김밥; topic=Essen & Trinken; unit=a1_04_order_request_object; derived from vocab_a1_0565,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0500,a1,어제 수진 씨하고 떡볶이 먹었어요.,Gestern habe ich mit Sujin Tteokbokki gegessen.,Yesterday I ate tteokbokki with Sujin.,rights: original_clean_room; answer=떡볶이; topic=Essen & Trinken; unit=a1_04_order_request_object; derived from vocab_a1_0566,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0501,a1,"와, 이 김치찌개 정말 맛있어요!","Wow, dieser Kimchi-Eintopf ist wirklich lecker!","Wow, this kimchi stew is really delicious!",rights: original_clean_room; answer=김치찌개; topic=Essen & Trinken; unit=a1_04_order_request_object; derived from vocab_a1_0567,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0502,a1,된장찌개를 좋아하세요?,Mögen Sie Doenjang-Eintopf?,Do you like doenjang stew?,rights: original_clean_room; answer=된장찌개; topic=Essen & Trinken; unit=a1_04_order_request_object; derived from vocab_a1_0568,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0503,a1,삼계탕이 몸에 좋아요.,Samgyetang ist gut für den Körper.,Samgyetang is good for your body.,rights: original_clean_room; answer=삼계탕; topic=Essen & Trinken; unit=a1_04_order_request_object; derived from vocab_a1_0569,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0504,a1,생일에 갈비를 먹어요.,An Geburtstagen isst man Galbi.,We eat galbi on birthdays.,rights: original_clean_room; answer=갈비; topic=Essen & Trinken; unit=a1_04_order_request_object; derived from vocab_a1_0570,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0505,a1,저는 갈비탕을 자주 먹어요.,Ich esse oft Galbitang.,I often eat galbitang.,rights: original_clean_room; answer=갈비탕; topic=Essen & Trinken; unit=a1_04_order_request_object; derived from vocab_a1_0571,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0506,a1,이 참외가 정말 맛있어요.,Diese koreanische Melone ist wirklich lecker.,This Korean melon is really delicious.,rights: original_clean_room; answer=참외; topic=Essen & Trinken; unit=a1_04_order_request_object; derived from vocab_a1_0572,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0507,a1,포도 좀 주세요.,"Etwas Trauben, bitte.","Some grapes, please.",rights: original_clean_room; answer=포도; topic=Essen & Trinken; unit=a1_04_order_request_object; derived from vocab_a1_0573,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0508,a1,할머니가 감을 좋아하세요.,Meine Großmutter mag Kaki.,My grandmother likes persimmons.,rights: original_clean_room; answer=감; topic=Essen & Trinken; unit=a1_04_order_request_object; derived from vocab_a1_0574,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0509,a1,사이다 있어요?,Haben Sie eine Zitronenlimonade?,Do you have a lemon-lime soda?,rights: original_clean_room; answer=사이다; topic=Essen & Trinken; unit=a1_04_order_request_object; derived from vocab_a1_0575,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0510,a1,치킨 하나 더 주세요.,"Noch ein Brathähnchen, bitte.","One more fried chicken, please.",rights: original_clean_room; answer=치킨; topic=Essen & Trinken; unit=a1_04_order_request_object; derived from vocab_a1_0576,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0511,a1,저는 서울에 살아요.,Ich wohne in Seoul.,I live in Seoul.,rights: original_clean_room; answer=서울; topic=Geographie; unit=a1_16_survival_capstone; derived from vocab_a1_0577,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0512,a1,"아, 이번 주말에 부산에 갈까요?","Ach, sollen wir dieses Wochenende nach Busan fahren?","Oh, shall we go to Busan this weekend?",rights: original_clean_room; answer=부산; topic=Geographie; unit=a1_16_survival_capstone; derived from vocab_a1_0578,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0513,a1,인천공항에서 만나요.,Wir treffen uns am Flughafen Incheon.,Let's meet at Incheon Airport.,rights: original_clean_room; answer=인천; topic=Geographie; unit=a1_16_survival_capstone; derived from vocab_a1_0579,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0514,a1,제주도에 가고 싶어요.,Ich möchte nach Jeju fahren.,I want to go to Jeju Island.,rights: original_clean_room; answer=제주도; topic=Geographie; unit=a1_16_survival_capstone; derived from vocab_a1_0580,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0515,a1,"다니엘 씨, 남대문 같이 구경 갈까요?","Daniel, sollen wir uns zusammen Namdaemun ansehen?","Daniel, shall we go see Namdaemun together?",rights: original_clean_room; answer=남대문; topic=Geographie; unit=a1_16_survival_capstone; derived from vocab_a1_0581,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0516,a1,우리 남산에 올라갈까요?,Sollen wir auf den Namsan steigen?,Shall we go up Namsan?,rights: original_clean_room; answer=남산; topic=Geographie; unit=a1_16_survival_capstone; derived from vocab_a1_0582,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0517,a1,동대문에서 옷을 샀어요.,Ich habe in Dongdaemun Kleidung gekauft.,I bought clothes in Dongdaemun.,rights: original_clean_room; answer=동대문; topic=Geographie; unit=a1_16_survival_capstone; derived from vocab_a1_0583,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0518,a1,서점에서 책을 골랐어요.,Ich habe im Buchladen ein Buch ausgesucht.,I picked out a book at the bookstore.,rights: original_clean_room; answer=서점; topic=Alltag; unit=a1_16_survival_capstone; derived from vocab_a1_0584,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0519,a1,이 근처에 커피숍이 있어요?,Gibt es hier in der Nähe ein Café?,Is there a coffee shop near here?,rights: original_clean_room; answer=커피숍; topic=Alltag; unit=a1_16_survival_capstone; derived from vocab_a1_0585,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0520,a1,"레나 씨, 저녁에 영화관에 갈까요?","Lena, sollen wir heute Abend ins Kino gehen?","Lena, shall we go to the movie theater this evening?",rights: original_clean_room; answer=영화관; topic=Freizeit; unit=a1_16_survival_capstone; derived from vocab_a1_0586,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0521,a1,이 근처에 극장이 있어요?,Gibt es hier in der Nähe ein Theater?,Is there a theater near here?,rights: original_clean_room; answer=극장; topic=Freizeit; unit=a1_16_survival_capstone; derived from vocab_a1_0587,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
cloze_a1_0522,a1,저는 목욕탕에 자주 가요.,Ich gehe oft ins öffentliche Bad.,I often go to the public bathhouse.,rights: original_clean_room; answer=목욕탕; topic=Alltag; unit=a1_16_survival_capstone; derived from vocab_a1_0588,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
