id,level,ko,de,en,field_notes,상태,jin_memo
cloze_a1_0752,a1,제 동생은 세 살이에요.,Mein jüngeres Geschwister ist drei Jahre alt.,My younger sibling is three years old.,rights: original_clean_room; answer=세 살이에요; topic=Familie; unit=a1_05_numbers_time; derived from vocab_a1_0818,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a1_0753,a1,"마야 씨, 안녕하세요?","Maya, hallo!","Maya, hello!",rights: original_clean_room; answer=마야 씨; topic=Begrüßung; unit=a1_05_numbers_time; derived from vocab_a1_0819,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a1_0754,a1,저는 빵을 한 쪽 먹었어요.,Ich habe eine Scheibe Brot gegessen.,I ate one slice of bread.,rights: original_clean_room; answer=한 쪽; topic=Essen & Trinken; unit=a1_05_numbers_time; derived from vocab_a1_0820,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a1_0755,a1,제 사무실은 오백 호예요.,Mein Büro ist Zimmer 500.,My office is room 500.,rights: original_clean_room; answer=오백 호예요; topic=Alltag; unit=a1_05_numbers_time; derived from vocab_a1_0821,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a1_0756,a1,이것은 무슨 음식이에요?,Was für ein Essen ist das?,What kind of food is this?,rights: original_clean_room; answer=무슨 음식; topic=Essen & Trinken; unit=a1_05_numbers_time; derived from vocab_a1_0822,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a1_0757,a1,어떤 사람이 저를 찾아요.,Eine bestimmte Person sucht mich.,A certain person is looking for me.,rights: original_clean_room; answer=어떤 사람; topic=Alltag; unit=a1_05_numbers_time; derived from vocab_a1_0823,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a1_0758,a1,저는 여러 나라를 여행했어요.,Ich habe mehrere Länder bereist.,I traveled to several countries.,rights: original_clean_room; answer=여러 나라; topic=Freizeit; unit=a1_05_numbers_time; derived from vocab_a1_0824,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a1_0759,a1,제 아버지는 마흔 살이에요.,Mein Vater ist vierzig Jahre alt.,My father is forty years old.,rights: original_clean_room; answer=마흔 살이에요; topic=Familie; unit=a1_05_numbers_time; derived from vocab_a1_0825,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a1_0760,a1,이 자전거는 백만 원이에요.,Dieses Fahrrad kostet eine Million Won.,This watch is a million won.,rights: original_clean_room; answer=백만 원이에요; topic=Zahlen; unit=a1_05_numbers_time; derived from vocab_a1_0826,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a1_0761,a1,제 형은 서른 살이에요.,Mein älterer Bruder ist dreißig Jahre alt.,My older brother is thirty years old.,rights: original_clean_room; answer=서른 살이에요; topic=Familie; unit=a1_05_numbers_time; derived from vocab_a1_0827,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a1_0762,a1,이 가방은 십만 원이에요.,Diese Tasche kostet hunderttausend Won.,This bag is a hundred thousand won.,rights: original_clean_room; answer=십만 원이에요; topic=Zahlen; unit=a1_05_numbers_time; derived from vocab_a1_0828,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a1_0763,a1,제 할머니는 아흔 살이에요.,Meine Großmutter ist neunzig Jahre alt.,My grandmother is ninety years old.,rights: original_clean_room; answer=아흔 살이에요; topic=Familie; unit=a1_05_numbers_time; derived from vocab_a1_0829,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a1_0764,a1,제 할아버지는 여든 살이에요.,Mein Großvater ist achtzig Jahre alt.,My grandfather is eighty years old.,rights: original_clean_room; answer=여든 살이에요; topic=Familie; unit=a1_05_numbers_time; derived from vocab_a1_0830,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a1_0765,a1,제 선생님은 일흔 살이에요.,Mein Lehrer ist siebzig Jahre alt.,My teacher is seventy years old.,rights: original_clean_room; answer=일흔 살이에요; topic=Bildung; unit=a1_05_numbers_time; derived from vocab_a1_0831,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a1_0766,a1,이 가방은 제 가방이에요.,Diese Tasche ist meine Tasche.,This bag is my bag.,rights: original_clean_room; answer=제 가방이에요; topic=Alltag; unit=a1_16_survival_capstone; derived from vocab_a1_0832,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a1_0767,a1,저는 지금 회의 중이에요.,Ich bin gerade in einer Besprechung.,I'm in a meeting right now.,rights: original_clean_room; answer=회의 중이에요; topic=Beruf; unit=a1_16_survival_capstone; derived from vocab_a1_0833,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a1_0768,a1,이 버스는 구십 번이에요.,Dieser Bus ist Nummer neunzig.,This bus is number ninety.,rights: original_clean_room; answer=구십 번이에요; topic=Zahlen; unit=a1_16_survival_capstone; derived from vocab_a1_0834,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a1_0769,a1,제 동생은 올해 스물이에요.,Mein jüngeres Geschwister ist dieses Jahr zwanzig.,My younger sibling is twenty this year.,rights: original_clean_room; answer=스물이에요; topic=Zahlen; unit=a1_16_survival_capstone; derived from vocab_a1_0835,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a1_0770,a1,이 건물은 팔십 층이에요.,Dieses Gebäude hat achtzig Stockwerke.,This building is eighty floors.,rights: original_clean_room; answer=팔십 층이에요; topic=Zahlen; unit=a1_16_survival_capstone; derived from vocab_a1_0836,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a1_0771,a1,"우리 이따 만날까? 그래, 좋아.","Sollen wir uns später treffen? Ja, klingt gut.","Shall we meet later? Yeah, sounds good.","rights: original_clean_room; answer=그래, 좋아; topic=Freizeit; unit=a1_16_survival_capstone; derived from vocab_a1_0837",approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a1_0772,a1,"미안해요! 아, 괜찮아요.","Entschuldigung! Ach, das ist okay.","Sorry! Oh, it's okay.","rights: original_clean_room; answer=아, 괜찮아요; topic=Alltag; unit=a1_16_survival_capstone; derived from vocab_a1_0838",approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a1_0773,a1,이 빵은 삼천 원이에요.,Dieses Brot kostet dreitausend Won.,This bread is three thousand won.,rights: original_clean_room; answer=삼천 원이에요; topic=Zahlen; unit=a1_16_survival_capstone; derived from vocab_a1_0839,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a1_0774,a1,이 아파트는 억 원이에요.,Diese Wohnung kostet hundert Millionen Won.,This apartment is a hundred million won.,rights: original_clean_room; answer=억 원이에요; topic=Zahlen; unit=a1_05_numbers_time; derived from vocab_a1_0840,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
