id,level,ko,de,en,field_notes,상태,jin_memo
satz_a1_0329,A1,주소를 확인하고 주문 버튼을 눌러요.,Ich prüfe die Adresse und drücke die Bestelltaste.,I check the address and press the order button.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
satz_a1_0330,A1,도착 시간이 바뀌면 연락해 주세요.,"Bitte melden Sie sich, wenn sich die Ankunftszeit ändert.",Please contact me if the arrival time changes.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
satz_a1_0331,A1,도서관에서 한국어 책을 읽어요.,Ich lese ein koreanisches Buch in der Bibliothek.,I read a Korean book at the library.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
satz_a1_0332,A1,이 가방은 싸지만 튼튼해요.,"Diese Tasche ist günstig, aber stabil.",This bag is inexpensive but sturdy.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
satz_a2_0455,A2,금요일 저녁으로 약속을 잡았어요.,Wir haben uns für Freitagabend verabredet.,We made plans for Friday evening.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
satz_a2_0456,A2,비가 와서 일정을 바꿨어요.,Wegen des Regens haben wir den Termin geändert.,We changed the schedule because it rained.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
satz_a2_0457,A2,토요일 오후에 시간이 돼요.,Am Samstagnachmittag habe ich Zeit.,I'm available on Saturday afternoon.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
satz_a2_0458,A2,역 앞을 만날 곳으로 정했어요.,Wir haben den Bahnhofsvorplatz als Treffpunkt gewählt.,We chose the front of the station as our meeting place.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
satz_a2_0459,A2,약속을 잡기 전에 서로 시간을 물어요.,"Bevor wir uns verabreden, fragen wir nach der verfügbaren Zeit.","Before making plans, we ask when each person is available.",rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
satz_a2_0460,A2,친구가 아파서 일정을 바꿨어요.,"Weil meine Freundin krank ist, haben wir den Termin geändert.",We changed the schedule because my friend is sick.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
satz_a2_0461,A2,저녁 여섯 시 이후에 시간이 돼요.,Nach sechs Uhr abends habe ich Zeit.,I'm available after six in the evening.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
satz_a2_0462,A2,비가 오면 실내를 만날 곳으로 정해요.,"Wenn es regnet, wählen wir einen Treffpunkt drinnen.","If it rains, we choose an indoor meeting place.",rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
