id,level,ko,de,en,field_notes,상태,jin_memo
cloze_a1_0306,A1,저는 학생이에요.,Ich bin Studentin.,I am a student.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0307,A1,제 친구는 회사원이에요.,Mein Freund arbeitet in einer Firma.,My friend is an office worker.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0308,A1,오늘은 월요일이에요.,Heute ist Montag.,Today is Monday.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0309,A1,제 성은 박이에요.,Mein Nachname ist Park.,My family name is Park.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0310,A1,누가 수진 씨예요?,Wer ist Sujin?,Who is Sujin?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0311,A1,제가 수진이에요.,Ich bin Sujin.,I'm Sujin.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0312,A1,비가 와요.,Es regnet.,It is raining.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0313,A1,책이 책상 위에 있어요.,Das Buch liegt auf dem Schreibtisch.,The book is on the desk.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0314,A1,커피는 좋아하지만 차는 안 마셔요.,"Kaffee mag ich, aber Tee trinke ich nicht.","I like coffee, but I don't drink tea.",rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0315,A1,이분이 새 선생님이에요.,Diese Person ist die neue Lehrerin.,This person is the new teacher.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0316,A1,죄송하지만 다시 말해 주세요.,"Entschuldigung, bitte sagen Sie es noch einmal.","Sorry, please say that again.",rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0317,A1,조금 천천히 말해 주세요.,Bitte sprechen Sie etwas langsamer.,Please speak a little more slowly.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0318,A1,이 단어는 무슨 뜻이에요?,Was bedeutet dieses Wort?,What does this word mean?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0319,A1,이름을 적어 주세요.,Bitte schreiben Sie den Namen auf.,Please write the name down.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0320,A1,짧은 예문을 하나 보여 주세요.,Bitte zeigen Sie mir einen kurzen Beispielsatz.,Please show me one short example sentence.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0321,A1,이 발음이 맞아요?,Ist diese Aussprache richtig?,Is this pronunciation correct?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0322,A1,여기에서 기다리면 돼요?,Soll ich hier warten?,Should I wait here?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0323,A1,제가 맞게 들었어요?,Habe ich das richtig gehört?,Did I hear that correctly?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0324,A1,주소를 한 번 더 확인해 주세요.,Bitte prüfen Sie die Adresse noch einmal.,Please check the address once more.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0325,A1,카드로 결제할게요.,Ich bezahle mit Karte.,I'll pay by card.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0326,A1,현금도 받아요?,Akzeptieren Sie auch Bargeld?,Do you also accept cash?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0327,A1,영수증을 주세요.,Bitte geben Sie mir den Kassenbon.,Please give me the receipt.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0328,A1,배달비는 얼마예요?,Wie hoch ist die Liefergebühr?,How much is the delivery fee?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0329,A1,주문 전에 주소를 확인해요.,Vor der Bestellung prüfe ich die Adresse.,I check the address before ordering.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0330,A1,도착 시간은 여섯 시예요.,Die Ankunftszeit ist sechs Uhr.,The arrival time is six o'clock.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0331,A1,문 앞에 놓아 주세요.,Bitte stellen Sie es vor die Tür.,Please leave it at the door.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0332,A1,주문 번호를 다시 말해 주세요.,Bitte sagen Sie die Bestellnummer noch einmal.,Please say the order number again.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0333,A1,이 쿠폰을 사용할 수 있어요?,Kann ich diesen Gutschein verwenden?,Can I use this coupon?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0334,A1,결제가 안 돼요.,Die Zahlung funktioniert nicht.,The payment isn't going through.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0335,A1,도서관에서 한국어 책을 읽어요.,Ich lese ein koreanisches Buch in der Bibliothek.,I read a Korean book at the library.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0336,A1,공원에서 친구를 만나요.,Ich treffe einen Freund im Park.,I meet a friend in the park.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0337,A1,저는 한국 음악을 좋아해요.,Ich mag koreanische Musik.,I like Korean music.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0338,A1,이 가방은 너무 비싸요.,Diese Tasche ist zu teuer.,This bag is too expensive.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0339,A1,서점에서 책을 사요.,Ich kaufe ein Buch in der Buchhandlung.,I buy a book at the bookstore.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0340,A1,수업에서 한국어를 들어요.,Im Unterricht höre ich Koreanisch.,I listen to Korean in class.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0341,A1,친구에게 메시지를 써요.,Ich schreibe einem Freund eine Nachricht.,I write a message to a friend.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0342,A1,저는 카페에서 일해요.,Ich arbeite in einem Café.,I work at a cafe.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0343,A1,이 책은 싸고 재미있어요.,Dieses Buch ist günstig und interessant.,This book is inexpensive and interesting.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a1_0344,A1,시험 전에 친구가 화이팅이라고 말해요.,Vor der Prüfung feuert mich ein Freund an.,"Before the test, a friend cheers me on.",rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a2_0268,A2,토요일에 같이 만날까요?,Sollen wir uns am Samstag treffen?,Shall we meet on Saturday?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a2_0269,A2,금요일 저녁으로 약속을 잡았어요.,Wir haben uns für Freitagabend verabredet.,We made plans for Friday evening.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a2_0270,A2,비가 와서 일정을 바꿨어요.,Wegen des Regens haben wir den Termin geändert.,We changed the schedule because it rained.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a2_0271,A2,토요일 오후에 시간이 돼요.,Am Samstagnachmittag habe ich Zeit.,I'm available on Saturday afternoon.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a2_0272,A2,역 앞을 만날 곳으로 정했어요.,Wir haben den Bahnhofsvorplatz als Treffpunkt gewählt.,We chose the front of the station as our meeting place.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a2_0273,A2,시간이 되면 같이 점심을 먹어요.,"Wenn du Zeit hast, essen wir zusammen zu Mittag.","If you have time, let's have lunch together.",rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a2_0274,A2,몇 시가 편해요?,Welche Uhrzeit passt dir?,What time works for you?,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a2_0275,A2,약속 시간보다 십 분 일찍 갈게요.,Ich komme zehn Minuten vor der vereinbarten Zeit.,I'll arrive ten minutes before our meeting time.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a2_0276,A2,급한 일이 생기면 미리 연락해 주세요.,"Bitte melden Sie sich vorher, wenn etwas Dringendes dazwischenkommt.",Please contact me in advance if something urgent comes up.,rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
cloze_a2_0277,A2,이번 주가 어려우면 다음 주는 어때요?,"Wenn diese Woche schwierig ist, wie wäre es nächste Woche?","If this week is difficult, how about next week?",rights: original_clean_room; beyond-humanizer-v2; stable loader contract verified,approved,"Jin full A1-C2 content update and main integration authorization, 2026-08-22"
