id,level,ko,de,en,field_notes,상태,jin_memo
smalltalk_a1_0080,A1,방문 소감 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn Eindruck vom Besuch unbeholfen wirkt?",What do I say if impression of the visit feels awkward?,rights: original; pack: a1_partner_photo_thanks_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_a2_0058,A2,저녁 자리 이야기에서 어디서 오셨어요 어떻게 말해요?,Wie sage ich woher kommen Sie bei Gespraech am Abendessen?,How do I say where are you from during Talk at the family dinner?,rights: original; pack: a2_partner_dinner_talk_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_a2_0059,A2,분위기 파악 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn die Stimmung lesen unbeholfen wirkt?",What do I say if reading the room feels awkward?,rights: original; pack: a2_partner_dinner_talk_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_a2_0060,A2,설날 하루에서 세배하러 가다 어떻게 말해요?,Wie sage ich zur Verbeugung gehen bei Ein Seollal-Tag?,How do I say to go offer New Year bows during A full Seollal day?,rights: original; pack: a2_partner_seollal_day_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_a2_0061,A2,새해 목표 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn Neujahrsvorsatz unbeholfen wirkt?",What do I say if new-year goal feels awkward?,rights: original; pack: a2_partner_seollal_day_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_a2_0062,A2,추석 하루에서 귀성길 어떻게 말해요?,Wie sage ich Heimreiseverkehr bei Ein Chuseok-Tag?,How do I say holiday homebound traffic during A full Chuseok day?,rights: original; pack: a2_partner_chuseok_day_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_a2_0063,A2,추석 연휴 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn Chuseok-Ferien unbeholfen wirkt?",What do I say if Chuseok long weekend feels awkward?,rights: original; pack: a2_partner_chuseok_day_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_a2_0064,A2,형제 장난과 편들기에서 놀리다 어떻게 말해요?,Wie sage ich aufziehen bei Geschwisterscherze?,How do I say to tease during Sibling teasing and backup?,rights: original; pack: a2_partner_sibling_tease_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_a2_0065,A2,반말 실수 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn ein vertraulicher Sprachfehler unbeholfen wirkt?",What do I say if a casual-speech slip feels awkward?,rights: original; pack: a2_partner_sibling_tease_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_a2_0066,A2,하룻밤 묵기에서 손님방 어떻게 말해요?,Wie sage ich Gaestezimmer bei Ueber Nacht bleiben?,How do I say guest room during Staying overnight?,rights: original; pack: a2_partner_overnight_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_a2_0067,A2,잘 주무셨어요 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn haben Sie gut geschlafen unbeholfen wirkt?",What do I say if did you sleep well feels awkward?,rights: original; pack: a2_partner_overnight_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_a2_0068,A2,싸 주시는 반찬에서 싸 주다 어떻게 말해요?,Wie sage ich zum Mitnehmen einpacken bei Eingepackte Reste?,How do I say to pack food to go during Leftovers packed to go?,rights: original; pack: a2_partner_leftover_bags_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_a2_0069,A2,반찬 봉투 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn Beilagenbeutel unbeholfen wirkt?",What do I say if side-dish bag feels awkward?,rights: original; pack: a2_partner_leftover_bags_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_a2_0070,A2,고향집 가는 길에서 고속버스 어떻게 말해요?,Wie sage ich Fernbus bei Fahrt ins Elternhaus?,How do I say express bus during Trip to the hometown house?,rights: original; pack: a2_partner_hometown_trip_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_a2_0071,A2,안부 전화 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn Ankunftsanruf unbeholfen wirkt?",What do I say if safe-arrival call feels awkward?,rights: original; pack: a2_partner_hometown_trip_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_a2_0072,A2,반말과 존댓말 사이에서 반말 전환 어떻게 말해요?,Wie sage ich Wechsel ins Vertraute bei Zwischen Banmal und Hoeflichkeit?,How do I say switch to casual speech during Between casual and honorific speech?,rights: original; pack: a2_partner_banmal_switch_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_a2_0073,A2,반말 연습 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn Banmal-Uebung unbeholfen wirkt?",What do I say if casual-speech practice feels awkward?,rights: original; pack: a2_partner_banmal_switch_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b1_0055,B1,어색한 질문 넘기기에서 결혼 계획 어떻게 말해요?,Wie sage ich Heiratsplaene bei Unangenehme Fragen parieren?,How do I say marriage plans during Deflecting awkward questions?,rights: original; pack: b1_partner_awkward_questions_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b1_0056,B1,다음에 말씀드릴게요 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn dazu sage ich spaeter mehr unbeholfen wirkt?",What do I say if I will tell you more later feels awkward?,rights: original; pack: b1_partner_awkward_questions_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b1_0057,B1,일과 체류 설명에서 취업 비자 어떻게 말해요?,Wie sage ich Arbeitsvisum bei Arbeit und Aufenthalt erklaeren?,How do I say work visa during Explaining work and stay?,rights: original; pack: b1_partner_job_visa_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b1_0058,B1,안정적으로 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn auf stabile Weise unbeholfen wirkt?",What do I say if in a stable way feels awkward?,rights: original; pack: b1_partner_job_visa_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b1_0059,B1,통역하는 연인에서 통역을 맡다 어떻게 말해요?,Wie sage ich das Dolmetschen uebernehmen bei Das uebersetzende Paar?,How do I say to take on interpreting during The partner who interprets?,rights: original; pack: b1_partner_translating_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b1_0060,B1,직접 대답하다 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn selbst antworten unbeholfen wirkt?",What do I say if to answer in person feels awkward?,rights: original; pack: b1_partner_translating_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b1_0061,B1,술상 예절에서 잔을 받다 어떻게 말해요?,Wie sage ich das Glas entgegennehmen bei Manieren am Trinktisch?,How do I say to receive a glass during Manners at the drinking table?,rights: original; pack: b1_partner_drink_table_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b1_0062,B1,자리 피하다 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn den Platz meiden unbeholfen wirkt?",What do I say if to step away from the table feels awkward?,rights: original; pack: b1_partner_drink_table_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b1_0063,B1,잠자리와 방 경계에서 방 배정 어떻게 말해요?,Wie sage ich Zimmerzuteilung bei Schlafplatz und Zimmgrenze?,How do I say room assignment during Sleeping place and room boundaries?,rights: original; pack: b1_partner_sleep_room_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b1_0064,B1,같이 자면 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn wenn wir zusammen schlafen unbeholfen wirkt?",What do I say if if we sleep in the same room feels awkward?,rights: original; pack: b1_partner_sleep_room_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b1_0065,B1,다녀온 뒤 정리에서 방문 후기 어떻게 말해요?,Wie sage ich Besuchsnachlese bei Nach dem Besuch ordnen?,How do I say after-visit recap during Debrief after the visit?,rights: original; pack: b1_partner_after_visit_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b1_0066,B1,다음엔 내가 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn naechstes Mal ich unbeholfen wirkt?",What do I say if next time I will feels awkward?,rights: original; pack: b1_partner_after_visit_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b1_0067,B1,가족 단톡 예절에서 단톡 입장 어떻게 말해요?,Wie sage ich Chatbeitritt bei Manieren im Familienchat?,How do I say joining the group chat during Family group-chat manners?,rights: original; pack: b1_partner_group_chat_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b1_0068,B1,읽은 척 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn so tun als habe man gelesen unbeholfen wirkt?",What do I say if pretending to have read feels awkward?,rights: original; pack: b1_partner_group_chat_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b1_0069,B1,명절 일정 조율에서 양쪽 집 어떻게 말해요?,Wie sage ich beide Elternhaeuser bei Feiertagsplaene abstimmen?,How do I say both family homes during Coordinating holiday plans?,rights: original; pack: b1_partner_holiday_plan_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b1_0070,B1,올해는 못 가요 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn dieses Jahr schaffen wir es nicht unbeholfen wirkt?",What do I say if we cannot go this year feels awkward?,rights: original; pack: b1_partner_holiday_plan_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b2_0083,B2,시댁과 처가 사이에서 시댁 어떻게 말해요?,Wie sage ich Familie des Ehemanns bei Zwischen Schwiegerfamilien?,How do I say husband's family home during Between the two in-law houses?,rights: original; pack: b2_partner_inlaws_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b2_0084,B2,한쪽에만 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn nur zu einer Seite unbeholfen wirkt?",What do I say if to only one side feels awkward?,rights: original; pack: b2_partner_inlaws_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b2_0085,B2,결혼 이야기 다루기에서 상견례 어떻게 말해요?,Wie sage ich formelles Kennenlernen der Eltern bei Heiratsgespraeche fuehren?,How do I say formal meeting of both parents during Handling marriage talk?,rights: original; pack: b2_partner_marriage_talk_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b2_0086,B2,우리가 정할게요 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn wir entscheiden das unbeholfen wirkt?",What do I say if we will decide that feels awkward?,rights: original; pack: b2_partner_marriage_talk_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b2_0087,B2,호칭 함정 피하기에서 호칭 체계 어떻게 말해요?,Wie sage ich Anredesystem bei Anredefallen meiden?,How do I say address-term system during Avoiding address-term traps?,rights: original; pack: b2_partner_honorific_trap_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b2_0088,B2,호칭을 미루다 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn die Anrede aufschieben unbeholfen wirkt?",What do I say if to postpone choosing an address feels awkward?,rights: original; pack: b2_partner_honorific_trap_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b2_0089,B2,차례와 제사 자리에서 제사상 어떻게 말해요?,Wie sage ich Ahnentisch bei Am Ritualtisch?,How do I say ancestral offering table during At the ancestral rite?,rights: original; pack: b2_partner_ancestral_rite_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b2_0090,B2,예를 갖추다 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn die Form wahren unbeholfen wirkt?",What do I say if to keep ritual form feels awkward?,rights: original; pack: b2_partner_ancestral_rite_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b2_0091,B2,가족 돈 이야기에서 용돈 드리다 어떻게 말해요?,Wie sage ich Taschengeld geben bei Geld in der Familie?,How do I say to give pocket money to elders during Money talk in the family?,rights: original; pack: b2_partner_family_money_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b2_0092,B2,액수는 비밀 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn die Summe bleibt privat unbeholfen wirkt?",What do I say if the amount stays private feels awkward?,rights: original; pack: b2_partner_family_money_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b2_0093,B2,명절 노동과 공평에서 전 부침 어떻게 말해요?,Wie sage ich Pfannengerichte braten bei Feiertagsarbeit und Fairness?,How do I say frying holiday pancakes during Holiday labor and fairness?,rights: original; pack: b2_partner_holiday_duty_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b2_0094,B2,노동을 나누다 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn die Arbeit teilen unbeholfen wirkt?",What do I say if to share the labor feels awkward?,rights: original; pack: b2_partner_holiday_duty_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b2_0095,B2,선 긋기와 관계 유지에서 선을 긋다 어떻게 말해요?,Wie sage ich eine Grenze ziehen bei Grenzen setzen und Beziehung halten?,How do I say to draw a line during Setting boundaries while keeping the bond?,rights: original; pack: b2_partner_boundary_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b2_0096,B2,관계를 지키다 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn die Beziehung wahren unbeholfen wirkt?",What do I say if to keep the relationship feels awkward?,rights: original; pack: b2_partner_boundary_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b2_0097,B2,밖에서 가족 소개에서 공식 소개 어떻게 말해요?,Wie sage ich formelle Vorstellung bei Die Familie in der Oeffentlichkeit vorstellen?,How do I say formal introduction during Introducing family in public?,rights: original; pack: b2_partner_public_intro_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_b2_0098,B2,밖에서 예의를 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn in der Oeffentlichkeit die Form unbeholfen wirkt?",What do I say if form in public feels awkward?,rights: original; pack: b2_partner_public_intro_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_c1_0019,C1,가족 말의 프레임에서 우리 며느리 어떻게 말해요?,Wie sage ich unsere Schwiegertochter bei Rahmen der Familiensprache?,How do I say our daughter-in-law during How family language frames us?,rights: original; pack: c1_partner_family_framing_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_c1_0020,C1,자리를 재협상하다 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn den Platz neu verhandeln unbeholfen wirkt?",What do I say if to renegotiate one's place feels awkward?,rights: original; pack: c1_partner_family_framing_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_c1_0021,C1,명절 노동의 분배에서 보이지 않는 일 어떻게 말해요?,Wie sage ich unsichtbare Arbeit bei Verteilung der Festarbeit?,How do I say invisible work during How holiday labor is distributed?,rights: original; pack: c1_partner_holiday_labor_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_c1_0022,C1,공평을 설계하다 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn Fairness entwerfen unbeholfen wirkt?",What do I say if to design fairness feels awkward?,rights: original; pack: c1_partner_holiday_labor_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_c2_0019,C2,시댁 권력과 말에서 의사결정권 어떻게 말해요?,Wie sage ich Entscheidungsrecht bei Macht und Sprache der Schwiegerfamilie?,How do I say decision rights during Power and language among in-laws?,rights: original; pack: c2_partner_inlaw_power_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_c2_0020,C2,자리를 문서화하다 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn den Platz dokumentieren unbeholfen wirkt?",What do I say if to document one's place feels awkward?,rights: original; pack: c2_partner_inlaw_power_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_c2_0021,C2,이름과 기억의 정치에서 이름 호명 어떻게 말해요?,Wie sage ich beim Namen rufen bei Politik von Name und Erinnerung?,How do I say calling by name during The politics of names and memory?,rights: original; pack: c2_partner_name_memory_1,approved,Jin explicit app-integration approval (2026-08-15).
smalltalk_c2_0022,C2,서사를 공유하다 때문에 어색하면 뭐라고 해요?,"Was sage ich, wenn die Erzaehlung teilen unbeholfen wirkt?",What do I say if to share authorship of the story feels awkward?,rights: original; pack: c2_partner_name_memory_1,approved,Jin explicit app-integration approval (2026-08-15).
