id,level,ko,de,en,field_notes,상태,jin_memo
vocab_a1_0264,A1,한복,Hanbok,hanbok,rights: original; pack: a1_partner_seollal_basic_1; canonical sentence derives cloze_a1_0152 and satz_a1_0116,draft,
vocab_a1_0265,A1,새해 복 많이 받으세요,ein gesegnetes neues Jahr,happy new year,rights: original; pack: a1_partner_seollal_basic_1; canonical sentence derives cloze_a1_0153 and satz_a1_0117,draft,
vocab_a1_0266,A1,절하다,sich verbeugen,to bow deeply,rights: original; pack: a1_partner_seollal_basic_1; canonical sentence derives cloze_a1_0154 and satz_a1_0118,draft,
vocab_a1_0267,A1,세배 드리다,die Neujahrsverbeugung darbringen,to offer the New Year bow,rights: original; pack: a1_partner_seollal_basic_1; canonical sentence derives cloze_a1_0155 and satz_a1_0119,draft,
vocab_a1_0268,A1,덕담,Neujahrswunsch,New Year well-wish,rights: original; pack: a1_partner_seollal_basic_1; canonical sentence derives cloze_a1_0156 and satz_a1_0120,draft,
vocab_a1_0269,A1,차례상,Ahnenopfer-Tisch,ancestral rite table,rights: original; pack: a1_partner_seollal_basic_1; canonical sentence derives cloze_a1_0157 and satz_a1_0121,draft,
vocab_a1_0270,A1,세배함,Geldumschlag,money envelope,rights: original; pack: a1_partner_seollal_basic_1; canonical sentence derives cloze_a1_0158 and satz_a1_0122,draft,
vocab_a1_0271,A1,설빔,Neujahrskleidung,New Year clothes,rights: original; pack: a1_partner_seollal_basic_1; canonical sentence derives cloze_a1_0159 and satz_a1_0123,draft,
vocab_a1_0272,A1,추석,"Chuseok, Erntedank","Chuseok, harvest festival",rights: original; pack: a1_partner_chuseok_basic_1; canonical sentence derives cloze_a1_0160 and satz_a1_0124,draft,
vocab_a1_0273,A1,송편,"Songpyeon, Mondreiskuchen",songpyeon rice cake,rights: original; pack: a1_partner_chuseok_basic_1; canonical sentence derives cloze_a1_0161 and satz_a1_0125,draft,
vocab_a1_0274,A1,송편 빚다,Songpyeon formen,to shape songpyeon,rights: original; pack: a1_partner_chuseok_basic_1; canonical sentence derives cloze_a1_0162 and satz_a1_0126,draft,
vocab_a1_0275,A1,귀성,Heimfahrt zum Fest,holiday trip home,rights: original; pack: a1_partner_chuseok_basic_1; canonical sentence derives cloze_a1_0163 and satz_a1_0127,draft,
vocab_a1_0276,A1,성묘,Grabbesuch,visiting family graves,rights: original; pack: a1_partner_chuseok_basic_1; canonical sentence derives cloze_a1_0164 and satz_a1_0128,draft,
vocab_a1_0277,A1,벌초,"Grabpflege, Unkraut jäten",tending the family grave,rights: original; pack: a1_partner_chuseok_basic_1; canonical sentence derives cloze_a1_0165 and satz_a1_0129,draft,
vocab_a1_0278,A1,송편 찌다,Songpyeon dämpfen,to steam songpyeon,rights: original; pack: a1_partner_chuseok_basic_1; canonical sentence derives cloze_a1_0166 and satz_a1_0130,draft,
vocab_a1_0279,A1,햇과일,Obst der neuen Ernte,first fruit of the season,rights: original; pack: a1_partner_chuseok_basic_1; canonical sentence derives cloze_a1_0167 and satz_a1_0131,draft,
vocab_a1_0280,A1,한가위,"Hangawi, anderer Name für Chuseok","Hangawi, another name for Chuseok",rights: original; pack: a1_partner_chuseok_basic_1; canonical sentence derives cloze_a1_0168 and satz_a1_0132,draft,
vocab_a1_0281,A1,송편 잎,Kiefernnadel auf Songpyeon,pine needle on songpyeon,rights: original; pack: a1_partner_chuseok_basic_1; canonical sentence derives cloze_a1_0169 and satz_a1_0133,draft,
vocab_a1_0282,A1,명절 증후군,Festtagserschöpfung,holiday fatigue,rights: original; pack: a1_partner_chuseok_basic_1; canonical sentence derives cloze_a1_0170 and satz_a1_0134,draft,
vocab_a1_0283,A1,차례,Ahnenritual,ancestral memorial rite,rights: original; pack: a1_partner_chuseok_basic_1; canonical sentence derives cloze_a1_0171 and satz_a1_0135,draft,
vocab_a1_0284,A1,처남,"Schwager, Bruder der Frau",wife's brother,rights: original; pack: a1_partner_siblings_hello_1; canonical sentence derives cloze_a1_0172 and satz_a1_0136,draft,
vocab_a1_0285,A1,처제,"Schwägerin, jüngere Schwester der Frau",wife's younger sister,rights: original; pack: a1_partner_siblings_hello_1; canonical sentence derives cloze_a1_0173 and satz_a1_0137,draft,
vocab_a1_0286,A1,시누이,"Schwägerin, Schwester des Mannes",husband's sister,rights: original; pack: a1_partner_siblings_hello_1; canonical sentence derives cloze_a1_0174 and satz_a1_0138,draft,
vocab_a1_0287,A1,시동생,"Schwager, jüngerer Bruder des Mannes",husband's younger brother,rights: original; pack: a1_partner_siblings_hello_1; canonical sentence derives cloze_a1_0175 and satz_a1_0139,draft,
vocab_a1_0288,A1,형부,Ehemann der älteren Schwester,older sister's husband,rights: original; pack: a1_partner_siblings_hello_1; canonical sentence derives cloze_a1_0176 and satz_a1_0140,draft,
vocab_a1_0289,A1,올케,Frau des Bruders,brother's wife,rights: original; pack: a1_partner_siblings_hello_1; canonical sentence derives cloze_a1_0177 and satz_a1_0141,draft,
vocab_a1_0290,A1,막내,das Nesthäkchen,youngest sibling,rights: original; pack: a1_partner_siblings_hello_1; canonical sentence derives cloze_a1_0178 and satz_a1_0142,draft,
vocab_a1_0291,A1,맏이,das älteste Kind,eldest sibling,rights: original; pack: a1_partner_siblings_hello_1; canonical sentence derives cloze_a1_0179 and satz_a1_0143,draft,
vocab_a1_0292,A1,동생이에요,das ist die jüngere Schwester oder der Bruder,this is the younger sibling,rights: original; pack: a1_partner_siblings_hello_1; canonical sentence derives cloze_a1_0180 and satz_a1_0144,draft,
vocab_a1_0293,A1,친해지다,sich anfreunden,to get closer,rights: original; pack: a1_partner_siblings_hello_1; canonical sentence derives cloze_a1_0181 and satz_a1_0145,draft,
vocab_a1_0294,A1,장난,Scherz,teasing,rights: original; pack: a1_partner_siblings_hello_1; canonical sentence derives cloze_a1_0182 and satz_a1_0146,draft,
vocab_a1_0295,A1,단체 사진,Gruppenfoto,group photo,rights: original; pack: a1_partner_siblings_hello_1; canonical sentence derives cloze_a1_0183 and satz_a1_0147,draft,
vocab_a1_0296,A1,인증샷,Beweis-Foto,proof photo,rights: original; pack: a1_partner_photo_thanks_1; canonical sentence derives cloze_a1_0184 and satz_a1_0148,draft,
vocab_a1_0297,A1,가족 앨범,Familienalbum,family album,rights: original; pack: a1_partner_photo_thanks_1; canonical sentence derives cloze_a1_0185 and satz_a1_0149,draft,
vocab_a1_0298,A1,촬영 금지,Fotografierverbot,no photos,rights: original; pack: a1_partner_photo_thanks_1; canonical sentence derives cloze_a1_0186 and satz_a1_0150,draft,
vocab_a1_0299,A1,잘 다녀오겠습니다,ich gehe und komme gut wieder,I will go and come back safely,rights: original; pack: a1_partner_photo_thanks_1; canonical sentence derives cloze_a1_0187 and satz_a1_0151,draft,
vocab_a1_0300,A1,잘 먹었습니다,"es hat geschmeckt, danke",thank you for the meal,rights: original; pack: a1_partner_photo_thanks_1; canonical sentence derives cloze_a1_0188 and satz_a1_0152,draft,
vocab_a1_0301,A1,다음에 또 오세요,kommen Sie wieder,please come again,rights: original; pack: a1_partner_photo_thanks_1; canonical sentence derives cloze_a1_0189 and satz_a1_0153,draft,
vocab_a1_0302,A1,연락드릴게요,ich melde mich,I will be in touch,rights: original; pack: a1_partner_photo_thanks_1; canonical sentence derives cloze_a1_0190 and satz_a1_0154,draft,
vocab_a1_0303,A1,카톡,KakaoTalk,KakaoTalk,rights: original; pack: a1_partner_photo_thanks_1; canonical sentence derives cloze_a1_0191 and satz_a1_0155,draft,
vocab_a1_0304,A1,이모티콘,Emoticon,emoji sticker,rights: original; pack: a1_partner_photo_thanks_1; canonical sentence derives cloze_a1_0192 and satz_a1_0156,draft,
vocab_a1_0305,A1,안부,"Lebenszeichen, Gruß",a greeting check-in,rights: original; pack: a1_partner_photo_thanks_1; canonical sentence derives cloze_a1_0193 and satz_a1_0157,draft,
vocab_a1_0306,A1,사진 전송,Fotos senden,sending photos,rights: original; pack: a1_partner_photo_thanks_1; canonical sentence derives cloze_a1_0194 and satz_a1_0158,draft,
vocab_a1_0307,A1,방문 소감,Eindruck vom Besuch,impression of the visit,rights: original; pack: a1_partner_photo_thanks_1; canonical sentence derives cloze_a1_0195 and satz_a1_0159,draft,
vocab_a2_0269,A2,어디서 오셨어요,woher kommen Sie,where are you from,rights: original; pack: a2_partner_dinner_talk_1; canonical sentence derives cloze_a2_0076 and satz_a2_0039,draft,
vocab_a2_0270,A2,한국어 잘하시네요,Sie sprechen gut Koreanisch,your Korean is good,rights: original; pack: a2_partner_dinner_talk_1; canonical sentence derives cloze_a2_0077 and satz_a2_0040,draft,
vocab_a2_0271,A2,직업이 뭐예요,was sind Sie von Beruf,what do you do,rights: original; pack: a2_partner_dinner_talk_1; canonical sentence derives cloze_a2_0078 and satz_a2_0041,draft,
vocab_a2_0272,A2,언제 왔어요,wann sind Sie gekommen,when did you arrive,rights: original; pack: a2_partner_dinner_talk_1; canonical sentence derives cloze_a2_0079 and satz_a2_0042,draft,
vocab_a2_0273,A2,얼마나 됐어요,wie lange schon,how long has it been,rights: original; pack: a2_partner_dinner_talk_1; canonical sentence derives cloze_a2_0080 and satz_a2_0043,draft,
vocab_a2_0274,A2,소개팅,Vermittlungsdate,a set-up date,rights: original; pack: a2_partner_dinner_talk_1; canonical sentence derives cloze_a2_0081 and satz_a2_0044,draft,
vocab_a2_0275,A2,유창하다,fliessend sein,to be fluent,rights: original; pack: a2_partner_dinner_talk_1; canonical sentence derives cloze_a2_0082 and satz_a2_0045,draft,
vocab_a2_0276,A2,통역 부탁,Dolmetschbitte,asking for interpreting,rights: original; pack: a2_partner_dinner_talk_1; canonical sentence derives cloze_a2_0083 and satz_a2_0046,draft,
vocab_a2_0277,A2,자기소개,Selbstvorstellung,self-introduction,rights: original; pack: a2_partner_dinner_talk_1; canonical sentence derives cloze_a2_0084 and satz_a2_0047,draft,
vocab_a2_0278,A2,고향 이야기,Heimatgeschichte,hometown story,rights: original; pack: a2_partner_dinner_talk_1; canonical sentence derives cloze_a2_0085 and satz_a2_0048,draft,
vocab_a2_0279,A2,음식 취향,Essensvorlieben,food preferences,rights: original; pack: a2_partner_dinner_talk_1; canonical sentence derives cloze_a2_0086 and satz_a2_0049,draft,
vocab_a2_0280,A2,분위기 파악,die Stimmung lesen,reading the room,rights: original; pack: a2_partner_dinner_talk_1; canonical sentence derives cloze_a2_0087 and satz_a2_0050,draft,
vocab_a2_0281,A2,세배하러 가다,zur Verbeugung gehen,to go offer New Year bows,rights: original; pack: a2_partner_seollal_day_1; canonical sentence derives cloze_a2_0088 and satz_a2_0051,draft,
vocab_a2_0282,A2,떡국 먹다,Reiskuchensuppe essen,to eat rice-cake soup,rights: original; pack: a2_partner_seollal_day_1; canonical sentence derives cloze_a2_0089 and satz_a2_0052,draft,
vocab_a2_0283,A2,세뱃돈 사양,Neujahrsgeld ablehnen,declining New Year money,rights: original; pack: a2_partner_seollal_day_1; canonical sentence derives cloze_a2_0090 and satz_a2_0053,draft,
vocab_a2_0284,A2,한복 대여,Hanbok-Verleih,hanbok rental,rights: original; pack: a2_partner_seollal_day_1; canonical sentence derives cloze_a2_0091 and satz_a2_0054,draft,
vocab_a2_0285,A2,세배 순서,Reihenfolge der Verbeugung,bowing order,rights: original; pack: a2_partner_seollal_day_1; canonical sentence derives cloze_a2_0092 and satz_a2_0055,draft,
vocab_a2_0286,A2,복주머니,Gluecksbeutel,lucky pouch,rights: original; pack: a2_partner_seollal_day_1; canonical sentence derives cloze_a2_0093 and satz_a2_0056,draft,
vocab_a2_0287,A2,설날 인사말,Seollal-Grussformel,Seollal greeting line,rights: original; pack: a2_partner_seollal_day_1; canonical sentence derives cloze_a2_0094 and satz_a2_0057,draft,
vocab_a2_0288,A2,세배 영상,Video der Verbeugung,bowing video,rights: original; pack: a2_partner_seollal_day_1; canonical sentence derives cloze_a2_0095 and satz_a2_0058,draft,
vocab_a2_0289,A2,명절 음식,Festtagsessen,holiday food,rights: original; pack: a2_partner_seollal_day_1; canonical sentence derives cloze_a2_0096 and satz_a2_0059,draft,
vocab_a2_0290,A2,전 부치다,jeon braten,to fry Korean pancakes,rights: original; pack: a2_partner_seollal_day_1; canonical sentence derives cloze_a2_0097 and satz_a2_0060,draft,
vocab_a2_0291,A2,세배 연습,Verbeugungsuebung,bow practice,rights: original; pack: a2_partner_seollal_day_1; canonical sentence derives cloze_a2_0098 and satz_a2_0061,draft,
vocab_a2_0292,A2,새해 목표,Neujahrsvorsatz,new-year goal,rights: original; pack: a2_partner_seollal_day_1; canonical sentence derives cloze_a2_0099 and satz_a2_0062,draft,
vocab_a2_0293,A2,귀성길,Heimreiseverkehr,holiday homebound traffic,rights: original; pack: a2_partner_chuseok_day_1; canonical sentence derives cloze_a2_0100 and satz_a2_0063,draft,
vocab_a2_0294,A2,송편 맛,Geschmack der Songpyeon,songpyeon flavor,rights: original; pack: a2_partner_chuseok_day_1; canonical sentence derives cloze_a2_0101 and satz_a2_0064,draft,
vocab_a2_0295,A2,보름달,Vollmond,full moon,rights: original; pack: a2_partner_chuseok_day_1; canonical sentence derives cloze_a2_0102 and satz_a2_0065,draft,
vocab_a2_0296,A2,성묘 옷,Kleidung fuer den Grabbesuch,clothes for the grave visit,rights: original; pack: a2_partner_chuseok_day_1; canonical sentence derives cloze_a2_0103 and satz_a2_0066,draft,
vocab_a2_0297,A2,벌초 장갑,Handschuhe zum Jaeten,weeding gloves,rights: original; pack: a2_partner_chuseok_day_1; canonical sentence derives cloze_a2_0104 and satz_a2_0067,draft,
vocab_a2_0298,A2,차례 음식,Speisen fuer das Ritual,food for the rite,rights: original; pack: a2_partner_chuseok_day_1; canonical sentence derives cloze_a2_0105 and satz_a2_0068,draft,
vocab_a2_0299,A2,송편 만들기,Songpyeon herstellen,making songpyeon,rights: original; pack: a2_partner_chuseok_day_1; canonical sentence derives cloze_a2_0106 and satz_a2_0069,draft,
vocab_a2_0300,A2,명절 인사,Festtagsgruss,holiday greeting,rights: original; pack: a2_partner_chuseok_day_1; canonical sentence derives cloze_a2_0107 and satz_a2_0070,draft,
vocab_a2_0301,A2,고향집,Elternhaus in der Heimat,family home in the hometown,rights: original; pack: a2_partner_chuseok_day_1; canonical sentence derives cloze_a2_0108 and satz_a2_0071,draft,
vocab_a2_0302,A2,친척 방문,Verwandtenbesuch,visiting relatives,rights: original; pack: a2_partner_chuseok_day_1; canonical sentence derives cloze_a2_0109 and satz_a2_0072,draft,
vocab_a2_0303,A2,송편 점,Songpyeon-Orakel,songpyeon fortune,rights: original; pack: a2_partner_chuseok_day_1; canonical sentence derives cloze_a2_0110 and satz_a2_0073,draft,
vocab_a2_0304,A2,추석 연휴,Chuseok-Ferien,Chuseok long weekend,rights: original; pack: a2_partner_chuseok_day_1; canonical sentence derives cloze_a2_0111 and satz_a2_0074,draft,
vocab_a2_0305,A2,놀리다,aufziehen,to tease,rights: original; pack: a2_partner_sibling_tease_1; canonical sentence derives cloze_a2_0112 and satz_a2_0075,draft,
vocab_a2_0306,A2,편들다,Partei ergreifen,to take someone's side,rights: original; pack: a2_partner_sibling_tease_1; canonical sentence derives cloze_a2_0113 and satz_a2_0076,draft,
vocab_a2_0307,A2,별명,Spitzname,nickname,rights: original; pack: a2_partner_sibling_tease_1; canonical sentence derives cloze_a2_0114 and satz_a2_0077,draft,
vocab_a2_0308,A2,게임 한 판,eine Spielrunde,one game round,rights: original; pack: a2_partner_sibling_tease_1; canonical sentence derives cloze_a2_0115 and satz_a2_0078,draft,
vocab_a2_0309,A2,비밀 보장,ein Geheimnis wahren,keeping a secret,rights: original; pack: a2_partner_sibling_tease_1; canonical sentence derives cloze_a2_0116 and satz_a2_0079,draft,
vocab_a2_0310,A2,맞장구,zustimmendes Mitgehen,supportive backchannel,rights: original; pack: a2_partner_sibling_tease_1; canonical sentence derives cloze_a2_0117 and satz_a2_0080,draft,
vocab_a2_0311,A2,통역 눈짓,Augenbitte um Uebersetzung,eye-ask for interpreting,rights: original; pack: a2_partner_sibling_tease_1; canonical sentence derives cloze_a2_0118 and satz_a2_0081,draft,
vocab_a2_0312,A2,같이 웃다,zusammen lachen,to laugh together,rights: original; pack: a2_partner_sibling_tease_1; canonical sentence derives cloze_a2_0119 and satz_a2_0082,draft,
vocab_a2_0313,A2,동생 편,Seite des juengeren Geschwisters,the younger sibling side,rights: original; pack: a2_partner_sibling_tease_1; canonical sentence derives cloze_a2_0120 and satz_a2_0083,draft,
vocab_a2_0314,A2,단톡방,Familienchat,family group chat,rights: original; pack: a2_partner_sibling_tease_1; canonical sentence derives cloze_a2_0121 and satz_a2_0084,draft,
vocab_a2_0315,A2,남은 반찬,uebrig gebliebene Beilagen,leftover side dishes,rights: original; pack: a2_partner_sibling_tease_1; canonical sentence derives cloze_a2_0122 and satz_a2_0085,draft,
vocab_a2_0316,A2,반말 실수,ein vertraulicher Sprachfehler,a casual-speech slip,rights: original; pack: a2_partner_sibling_tease_1; canonical sentence derives cloze_a2_0123 and satz_a2_0086,draft,
vocab_a2_0317,A2,손님방,Gaestezimmer,guest room,rights: original; pack: a2_partner_overnight_1; canonical sentence derives cloze_a2_0124 and satz_a2_0087,draft,
vocab_a2_0318,A2,이불,Bettdecke,blanket,rights: original; pack: a2_partner_overnight_1; canonical sentence derives cloze_a2_0125 and satz_a2_0088,draft,
vocab_a2_0319,A2,세면 도구,Waschzeug,toiletries,rights: original; pack: a2_partner_overnight_1; canonical sentence derives cloze_a2_0126 and satz_a2_0089,draft,
vocab_a2_0320,A2,아침 인사,Morgengruss,morning greeting,rights: original; pack: a2_partner_overnight_1; canonical sentence derives cloze_a2_0127 and satz_a2_0090,draft,
vocab_a2_0321,A2,일찍 일어나다,frueh aufstehen,to get up early,rights: original; pack: a2_partner_overnight_1; canonical sentence derives cloze_a2_0128 and satz_a2_0091,draft,
vocab_a2_0322,A2,화장실 줄,Schlange vor der Toilette,bathroom queue,rights: original; pack: a2_partner_overnight_1; canonical sentence derives cloze_a2_0129 and satz_a2_0092,draft,
vocab_a2_0323,A2,잠옷,Schlafanzug,pajamas,rights: original; pack: a2_partner_overnight_1; canonical sentence derives cloze_a2_0130 and satz_a2_0093,draft,
vocab_a2_0324,A2,코골이,Schnarchen,snoring,rights: original; pack: a2_partner_overnight_1; canonical sentence derives cloze_a2_0131 and satz_a2_0094,draft,
vocab_a2_0325,A2,아침밥,Fruehstueck,breakfast,rights: original; pack: a2_partner_overnight_1; canonical sentence derives cloze_a2_0132 and satz_a2_0095,draft,
vocab_a2_0326,A2,손님 수건,Gaestehandtuch,guest towel,rights: original; pack: a2_partner_overnight_1; canonical sentence derives cloze_a2_0133 and satz_a2_0096,draft,
