id,level,ko,de,en,field_notes,상태,jin_memo
cloze_c1_0188,C1,실효성을 따지려면 비교 집단이 필요합니다.,"Um die Wirksamkeit zu beurteilen, braucht es eine Vergleichsgruppe.",Judging effectiveness requires a comparison group.,rights: original; answer=실효성; topic=Regulierung & Nebenwirkung,draft,
cloze_c1_0189,C1,자율에 맡기는 방안도 같은 기준으로 재 봅니다.,Auch der Weg über Selbstregulierung wird am selben Maßstab gemessen.,The self-regulation option is measured by the same standard.,rights: original; answer=자율; topic=Regulierung & Nebenwirkung,draft,
cloze_c1_0190,C1,완화 이후 이용시간이 어떻게 달라졌는지 봅니다.,"Wir sehen uns an, wie sich die Spielzeit nach der Lockerung verändert hat.",We look at how play time changed after the easing.,rights: original; answer=완화; topic=Regulierung & Nebenwirkung,draft,
cloze_c1_0191,C1,지표를 하나만 쓰면 그림이 좁아집니다.,"Wird nur eine Kennzahl verwendet, wird das Bild eng.",Using a single indicator narrows the picture.,rights: original; answer=지표; topic=Regulierung & Nebenwirkung,draft,
cloze_c1_0192,C1,밤에 몰아서 하는 역효과가 보고됐습니다.,Ein Gegeneffekt mit nächtlichem Nachholen wurde berichtet.,A backfire of cramming play at night has been reported.,rights: original; answer=역효과; topic=Regulierung & Nebenwirkung,draft,
cloze_c1_0193,C1,부모 계정을 쓰는 우회가 흔합니다.,Die Umgehung über Elternkonten ist verbreitet.,Circumvention through a parent's account is common.,rights: original; answer=우회; topic=Regulierung & Nebenwirkung,draft,
cloze_c1_0194,C1,이용시간 산정 방식을 먼저 합의해야 합니다.,Zuerst muss die Berechnung der Spielzeit vereinbart werden.,The way play time is computed has to be agreed first.,rights: original; answer=산정; topic=Regulierung & Nebenwirkung,draft,
cloze_c1_0195,C1,강제 대신 권고로 두면 지키는 비율이 떨어집니다.,Als Empfehlung statt als Pflicht sinkt die Befolgungsquote.,"Left as a recommendation rather than a duty, compliance drops.",rights: original; answer=권고; topic=Regulierung & Nebenwirkung,draft,
cloze_c1_0196,C1,하루 상한을 두되 주말은 따로 봅니다.,"Eine Tagesobergrenze gilt, das Wochenende wird gesondert betrachtet.","A daily cap applies, with weekends looked at separately.",rights: original; answer=상한; topic=Regulierung & Nebenwirkung,draft,
cloze_c1_0197,C1,번역은 오래전부터 무보수로 돌아갔습니다.,Die Übersetzung lief seit Langem als unbezahlte Arbeit.,Translation has long run as unpaid work.,rights: original; answer=무보수; topic=Fanarbeit & Belastung,draft,
cloze_c1_0198,C1,자발성을 이유로 부담을 늘리면 안 됩니다.,"Mit Freiwilligkeit zu begründen, dass die Last steigt, geht nicht.",Voluntariness is no reason to raise the load.,rights: original; answer=자발성; topic=Fanarbeit & Belastung,draft,
cloze_c1_0199,C1,컴백 주간마다 소진을 호소하는 사람이 늘어납니다.,In jeder Comeback-Woche klagen mehr Leute über Erschöpfung.,Every comeback week more people report burnout.,rights: original; answer=소진; topic=Fanarbeit & Belastung,draft,
cloze_c1_0200,C1,헌신을 당연하게 여기면 남는 사람이 없습니다.,"Wird Hingabe als selbstverständlich genommen, bleibt niemand übrig.","If devotion is taken for granted, nobody stays.",rights: original; answer=헌신; topic=Fanarbeit & Belastung,draft,
cloze_c1_0201,C1,분담 표를 만들자 밤샘이 줄었습니다.,Nach einer Aufteilungstabelle gingen die Nachtschichten zurück.,"Once a sharing table existed, the all-nighters fell.",rights: original; answer=분담; topic=Fanarbeit & Belastung,draft,
cloze_c1_0202,C1,고마움만으로 갚는 구조는 착취에 가깝습니다.,"Eine Struktur, die nur mit Dank vergilt, kommt Ausbeutung nahe.",A structure that repays only with thanks comes close to exploitation.,rights: original; answer=착취; topic=Fanarbeit & Belastung,draft,
cloze_c1_0203,C1,행사 직전에 과부하가 한쪽으로 몰립니다.,Kurz vor dem Event ballt sich die Überlastung auf einer Seite.,Just before an event the overload piles onto one side.,rights: original; answer=과부하; topic=Fanarbeit & Belastung,draft,
cloze_c1_0204,C1,위임 없이 한 사람이 계정을 다 맡고 있습니다.,Ohne Delegation betreut eine Person alle Konten.,With no delegation one person runs every account.,rights: original; answer=위임; topic=Fanarbeit & Belastung,draft,
cloze_c1_0205,C1,시험 기간에는 여력이 거의 남지 않습니다.,In der Prüfungszeit bleibt kaum Kapazität übrig.,During exams almost no spare capacity is left.,rights: original; answer=여력; topic=Fanarbeit & Belastung,draft,
cloze_c1_0206,C1,지속성을 기준으로 삼으면 일의 양부터 줄여야 합니다.,"Nimmt man Nachhaltigkeit als Maßstab, muss zuerst die Menge sinken.","With sustainability as the standard, the amount of work has to fall first.",rights: original; answer=지속성; topic=Fanarbeit & Belastung,draft,
cloze_c1_0207,C1,성과물의 권리를 누가 갖는지 정해 두지 않았습니다.,"Wem die Rechte am Arbeitsergebnis gehören, wurde nie festgelegt.",Who owns the rights to the output was never settled.,rights: original; answer=성과물; topic=Fanarbeit & Belastung,draft,
cloze_c1_0208,C1,투표 기간의 동원이 끝나면 사람들이 사라집니다.,"Endet die Mobilisierung der Abstimmungsphase, verschwinden die Leute.","When the voting-period mobilisation ends, people disappear.",rights: original; answer=동원; topic=Fanarbeit & Belastung,draft,
cloze_c1_0209,C1,익명으로 만나는 단계에서는 확인할 수 있는 게 적습니다.,In der Phase der Anonymität lässt sich wenig überprüfen.,At the stage of anonymity there is little that can be checked.,rights: original; answer=익명; topic=Sicherheit & Grenzen,draft,
cloze_c1_0210,C1,신원 확인을 강제하면 쓰기 어려워하는 사람이 생깁니다.,Erzwungene Identitätsprüfung schreckt manche von der Nutzung ab.,Forcing identity checks makes the app hard to use for some people.,rights: original; answer=신원; topic=Sicherheit & Grenzen,draft,
cloze_c1_0211,C1,직장 정보의 노출은 되돌리기 어렵습니다.,Die Preisgabe von Angaben zum Arbeitsplatz lässt sich kaum rückgängig machen.,Exposure of workplace details is hard to undo.,rights: original; answer=노출; topic=Sicherheit & Grenzen,draft,
cloze_c1_0212,C1,첫 대면 장소는 사람이 많은 곳으로 정합니다.,Das erste persönliche Treffen legen wir an einen belebten Ort.,The first meeting in person is set somewhere busy.,rights: original; answer=대면; topic=Sicherheit & Grenzen,draft,
cloze_c1_0213,C1,신고서에 경위를 시간 순서로 적게 합니다.,Im Meldeformular soll der Hergang in zeitlicher Reihenfolge stehen.,The report form asks for the sequence of events in time order.,rights: original; answer=경위; topic=Sicherheit & Grenzen,draft,
cloze_c1_0214,C1,표현의 수위를 단계로 나눠 두면 판단이 빨라집니다.,"Wird der Grad einer Äußerung in Stufen geteilt, geht die Entscheidung schneller.",Splitting the severity level of a message into tiers speeds up the call.,rights: original; answer=수위; topic=Sicherheit & Grenzen,draft,
cloze_c1_0215,C1,차단 전에 완충 단계를 하나 두면 오해가 줄어듭니다.,Eine Pufferstufe vor der Sperrung verringert Missverständnisse.,One buffer step before blocking cuts down misunderstandings.,rights: original; answer=완충; topic=Sicherheit & Grenzen,draft,
cloze_c1_0216,C1,자동 선별이 놓친 신고는 사람이 다시 봅니다.,"Meldungen, die die automatische Vorauswahl übersieht, prüft ein Mensch erneut.",Reports missed by the automatic filtering are reviewed by a person.,rights: original; answer=선별; topic=Sicherheit & Grenzen,draft,
cloze_c1_0217,C1,임계치를 낮추면 억울한 정지가 늘어납니다.,"Wird der Schwellenwert gesenkt, häufen sich ungerechte Sperren.",Lowering the threshold multiplies unfair suspensions.,rights: original; answer=임계치; topic=Sicherheit & Grenzen,draft,
cloze_c1_0218,C1,신고 처리 기한을 화면에 적어 두면 신뢰가 생깁니다.,"Steht die Bearbeitungsfrist für Meldungen auf dem Bildschirm, entsteht Vertrauen.",Putting the handling deadline for reports on screen builds trust.,rights: original; answer=신고; topic=Sicherheit & Grenzen,draft,
cloze_c1_0219,C1,차단한 뒤에도 이전 대화가 남는지 알려 줘야 합니다.,"Es muss klar sein, ob nach der Sperrung alte Nachrichten bleiben.",It has to be clear whether old messages survive blocking.,rights: original; answer=차단; topic=Sicherheit & Grenzen,draft,
cloze_c1_0220,C1,서로의 경계를 먼저 말해 두면 갈등이 줄어듭니다.,"Werden die eigenen Grenzen vorab benannt, sinkt das Konfliktrisiko.",Naming each other's boundaries early lowers conflict.,rights: original; answer=경계; topic=Sicherheit & Grenzen,draft,
cloze_c2_0173,C2,검침기 오작동으로 요금이 세 배 청구됐습니다.,Wegen einer Fehlfunktion des Zählers wurde der dreifache Betrag berechnet.,A meter malfunction billed three times the amount.,rights: original; answer=오작동; topic=Automatisierung & Rechtsweg,draft,
cloze_c2_0174,C2,구제 절차가 접수 확인에 그치면 실효가 없습니다.,"Bleibt das Abhilfeverfahren bei einer Eingangsbestätigung, wirkt es nicht.","If the remedy process stops at an acknowledgement, it has no effect.",rights: original; answer=구제; topic=Automatisierung & Rechtsweg,draft,
cloze_c2_0175,C2,소명 기회를 주지 않은 결정은 다시 봐야 합니다.,Eine Entscheidung ohne Gelegenheit zur Stellungnahme muss neu geprüft werden.,A decision that allowed no statement of grounds has to be reviewed again.,rights: original; answer=소명; topic=Automatisierung & Rechtsweg,draft,
cloze_c2_0176,C2,납부 유예만으로는 원인이 사라지지 않습니다.,Ein Zahlungsaufschub allein beseitigt die Ursache nicht.,A payment deferral alone doesn't remove the cause.,rights: original; answer=유예; topic=Automatisierung & Rechtsweg,draft,
cloze_c2_0177,C2,같은 시스템이 재검토를 맡으면 형식에 불과합니다.,"Prüft dasselbe System erneut, bleibt es eine Formalie.","If the same system handles the re-review, it is only a formality.",rights: original; answer=재검토; topic=Automatisierung & Rechtsweg,draft,
cloze_c2_0178,C2,결과 통보는 3영업일 안에 서면으로 합니다.,Die Mitteilung des Ergebnisses erfolgt binnen drei Werktagen schriftlich.,Notification of the outcome is made in writing within three business days.,rights: original; answer=통보; topic=Automatisierung & Rechtsweg,draft,
cloze_c2_0179,C2,시정 기한을 정하지 않으면 재발을 막지 못합니다.,Ohne Frist zur Behebung lässt sich eine Wiederholung nicht verhindern.,"With no deadline for correction, recurrence isn't prevented.",rights: original; answer=시정; topic=Automatisierung & Rechtsweg,draft,
cloze_c2_0180,C2,입증 책임을 이용자에게만 두는 것은 지나칩니다.,"Die Nachweislast allein den Nutzenden aufzuerlegen, geht zu weit.",Putting the burden of proof only on users goes too far.,rights: original; answer=입증; topic=Automatisierung & Rechtsweg,draft,
cloze_c2_0181,C2,형식적인 이의 창구는 신뢰를 깎습니다.,Ein bloß formaler Beschwerdeweg kostet Vertrauen.,A merely formal appeals desk costs trust.,rights: original; answer=형식적; topic=Automatisierung & Rechtsweg,draft,
cloze_c2_0182,C2,자동 처리의 전제를 공개하면 검증이 가능합니다.,"Werden die Prämissen der automatischen Bearbeitung offengelegt, ist eine Prüfung möglich.",Publishing the premises of automated processing makes review possible.,rights: original; answer=자동 처리; topic=Automatisierung & Rechtsweg,draft,
cloze_c2_0183,C2,불복 사유를 서면으로 남기는 편이 안전합니다.,Die Einspruchsgründe schriftlich festzuhalten ist sicherer.,Recording the grounds of appeal in writing is safer.,rights: original; answer=불복; topic=Automatisierung & Rechtsweg,draft,
cloze_c2_0184,C2,처분 근거를 밝히지 않으면 절차가 무너집니다.,"Nennt man die Grundlage der Maßnahme nicht, bricht das Verfahren zusammen.","If the basis of the measure isn't stated, the process collapses.",rights: original; answer=처분; topic=Automatisierung & Rechtsweg,draft,
cloze_c2_0185,C2,제재 근거를 사후에 붙이는 관행이 문제입니다.,"Problematisch ist die Praxis, die Grundlage der Sanktion nachträglich zu ergänzen.",The practice of attaching the basis for a sanction after the fact is the problem.,rights: original; answer=제재; topic=Sanktion & Rechenschaft,draft,
cloze_c2_0186,C2,적발 기준이 공개되지 않아 다툼이 생깁니다.,"Weil die Kriterien der Aufdeckung nicht offenliegen, entsteht Streit.","Because the detection criteria aren't published, disputes arise.",rights: original; answer=적발; topic=Sanktion & Rechenschaft,draft,
cloze_c2_0187,C2,경미한 위반의 누적을 중대한 위반과 같이 다룹니다.,Die Kumulierung leichter Verstöße wird wie ein schwerer behandelt.,The accumulation of minor breaches is treated like a serious one.,rights: original; answer=누적; topic=Sanktion & Rechenschaft,draft,
cloze_c2_0188,C2,해제 조건을 미리 적어야 예측이 가능합니다.,"Die Bedingungen der Aufhebung müssen vorab feststehen, damit es vorhersehbar bleibt.",The conditions for lifting have to be written in advance to stay predictable.,rights: original; answer=해제; topic=Sanktion & Rechenschaft,draft,
cloze_c2_0189,C2,자의적인 판단이 끼어들 여지를 줄여야 합니다.,Der Spielraum für willkürliche Entscheidungen muss kleiner werden.,The room for arbitrary decisions has to shrink.,rights: original; answer=자의적; topic=Sanktion & Rechenschaft,draft,
cloze_c2_0190,C2,같은 행위에 다른 결과가 나오면 일관성이 깨집니다.,"Führt dieselbe Handlung zu anderen Ergebnissen, bricht die Konsistenz.","If the same act yields different outcomes, consistency breaks.",rights: original; answer=일관성; topic=Sanktion & Rechenschaft,draft,
cloze_c2_0191,C2,처벌의 무게가 비례에 맞는지 따로 봅니다.,"Ob das Gewicht der Strafe der Verhältnismäßigkeit entspricht, prüfen wir gesondert.",Whether the weight of the penalty meets proportionality is checked separately.,rights: original; answer=비례; topic=Sanktion & Rechenschaft,draft,
cloze_c2_0192,C2,항변을 낼 기한이 너무 짧습니다.,Die Frist für eine Einrede ist zu kurz.,The window for filing a defence plea is too short.,rights: original; answer=항변; topic=Sanktion & Rechenschaft,draft,
cloze_c2_0193,C2,오탐이 났을 때 되돌리는 절차가 없습니다.,Für den Fall eines Fehlalarms fehlt ein Verfahren zur Rücknahme.,There is no procedure to reverse a false positive.,rights: original; answer=오탐; topic=Sanktion & Rechenschaft,draft,
cloze_c2_0194,C2,새 기준을 소급 적용하면 신뢰가 무너집니다.,"Wird der neue Maßstab mit Rückwirkung angewandt, bricht das Vertrauen.",Applying the new standard with retroactivity breaks trust.,rights: original; answer=소급; topic=Sanktion & Rechenschaft,draft,
cloze_c2_0195,C2,귀책 사유를 밝히지 않은 정지는 다투기 어렵습니다.,Eine Sperre ohne genannte Zurechnung lässt sich schwer angreifen.,A suspension that states no attributable fault is hard to contest.,rights: original; answer=귀책; topic=Sanktion & Rechenschaft,draft,
cloze_c2_0196,C2,운영자 재량이 넓을수록 기준을 더 적어야 합니다.,"Je weiter das Ermessen der Betreibenden reicht, desto mehr Kriterien braucht es.","The wider the operator's discretion, the more criteria have to be written down.",rights: original; answer=재량; topic=Sanktion & Rechenschaft,draft,
cloze_c2_0197,C2,헤어진 뒤에는 서사가 한쪽으로 정리됩니다.,Nach einer Trennung ordnet sich das Narrativ auf eine Seite.,After a break-up the narrative settles on one side.,rights: original; answer=서사; topic=Narrativ & Perspektive,draft,
cloze_c2_0198,C2,말할 때마다 조금씩 각색이 더해집니다.,Mit jedem Erzählen kommt etwas Ausschmückung dazu.,Each retelling adds a little dramatisation.,rights: original; answer=각색; topic=Narrativ & Perspektive,draft,
cloze_c2_0199,C2,지난 관계의 미화는 다음 선택을 흐립니다.,Die Beschönigung der alten Beziehung trübt die nächste Wahl.,Glossing over the past relationship clouds the next choice.,rights: original; answer=미화; topic=Narrativ & Perspektive,draft,
cloze_c2_0200,C2,통념을 근거로 삼으면 예외가 보이지 않습니다.,"Stützt man sich auf gängige Vorstellungen, bleiben Ausnahmen unsichtbar.",Leaning on received ideas hides the exceptions.,rights: original; answer=통념; topic=Narrativ & Perspektive,draft,
cloze_c2_0201,C2,자기 불안을 상대에게 투사하는 장면이 반복됩니다.,"Die Szene, in der eigene Unsicherheit als Projektion auf das Gegenüber fällt, wiederholt sich.",The scene of turning one's own anxiety into a projection onto the other repeats.,rights: original; answer=투사; topic=Narrativ & Perspektive,draft,
cloze_c2_0202,C2,이야기의 개연성과 사실 여부는 다른 문제입니다.,Die Plausibilität der Geschichte und ihre Faktenlage sind zweierlei.,The plausibility of a story and whether it is true are separate questions.,rights: original; answer=개연성; topic=Narrativ & Perspektive,draft,
cloze_c2_0203,C2,전형에 맞추면 사람이 납작해집니다.,"Wer in eine Typisierung gepresst wird, wird flach.","Forced into a stock type, a person goes flat.",rights: original; answer=전형; topic=Narrativ & Perspektive,draft,
cloze_c2_0204,C2,기억의 재구성은 감정 상태를 따라갑니다.,Die Rekonstruktion der Erinnerung folgt der Gefühlslage.,Reconstruction of memory follows one's emotional state.,rights: original; answer=재구성; topic=Narrativ & Perspektive,draft,
cloze_c2_0205,C2,화자가 누구인지에 따라 같은 장면이 달라집니다.,Je nach Erzählstimme sieht dieselbe Szene anders aus.,Depending on the narrator the same scene looks different.,rights: original; answer=화자; topic=Narrativ & Perspektive,draft,
cloze_c2_0206,C2,요약하는 과정에서 왜곡이 자주 생깁니다.,Beim Zusammenfassen entsteht häufig eine Entstellung.,Distortion often creeps in while summarising.,rights: original; answer=왜곡; topic=Narrativ & Perspektive,draft,
cloze_c2_0207,C2,초반의 이상화가 나중 판단을 어렵게 합니다.,Die frühe Idealisierung erschwert das spätere Urteil.,Early idealisation makes later judgement harder.,rights: original; answer=이상화; topic=Narrativ & Perspektive,draft,
cloze_c2_0208,C2,한 장면만 보고 단정을 내리기는 이릅니다.,"Nach nur einer Szene ein kategorisches Urteil zu fällen, ist verfrüht.",A flat assertion after a single scene is premature.,rights: original; answer=단정; topic=Narrativ & Perspektive,draft,
cloze_c2_0209,C2,팬덤 안의 담론이 바깥 기준을 대신하기도 합니다.,Der Diskurs innerhalb des Fandoms ersetzt mitunter externe Maßstäbe.,Discourse inside the fandom sometimes replaces outside standards.,rights: original; answer=담론; topic=Diskurs & Macht,draft,
cloze_c2_0210,C2,비판이 나오면 결집이 먼저 일어납니다.,"Kommt Kritik auf, setzt zuerst die Mobilisierung ein.","When criticism appears, rallying comes first.",rights: original; answer=결집; topic=Diskurs & Macht,draft,
cloze_c2_0211,C2,다른 의견을 낸 사람의 배제가 빠르게 이뤄집니다.,Der Ausschluss von Abweichenden erfolgt schnell.,Exclusion of those who disagree happens fast.,rights: original; answer=배제; topic=Diskurs & Macht,draft,
cloze_c2_0212,C2,한 번 붙은 낙인은 설명으로 잘 지워지지 않습니다.,Ein einmal angehängtes Stigma lässt sich mit Erklärungen kaum tilgen.,A stigma once attached is hard to erase with explanations.,rights: original; answer=낙인; topic=Diskurs & Macht,draft,
cloze_c2_0213,C2,규모를 근거로 삼는 정당화는 오래가지 못합니다.,Eine Rechtfertigung über die schiere Größe hält nicht lange.,Justification by sheer numbers doesn't last.,rights: original; answer=정당화; topic=Diskurs & Macht,draft,
cloze_c2_0214,C2,오래 활동한 순서가 위계로 굳어졌습니다.,Die Dauer der Aktivität hat sich zu einer Hierarchie verfestigt.,Seniority of activity has hardened into a hierarchy.,rights: original; answer=위계; topic=Diskurs & Macht,draft,
cloze_c2_0215,C2,반박이 없는 자리에서는 동조가 의견처럼 보입니다.,"Wo kein Widerspruch fällt, sieht Mitgehen wie eine Meinung aus.","Where nothing is contested, going along looks like an opinion.",rights: original; answer=동조; topic=Diskurs & Macht,draft,
cloze_c2_0216,C2,같은 발화라도 누가 했느냐로 무게가 달라집니다.,Dieselbe Äußerung wiegt je nach sprechender Person anders.,The same utterance carries different weight depending on who said it.,rights: original; answer=발화; topic=Diskurs & Macht,draft,
cloze_c2_0217,C2,짧은 문장의 함의를 두고 며칠씩 다툽니다.,Über die Implikation eines kurzen Satzes wird tagelang gestritten.,The implication of one short sentence is argued over for days.,rights: original; answer=함의; topic=Diskurs & Macht,draft,
cloze_c2_0218,C2,안팎에 다른 잣대를 대면 설득력이 사라집니다.,"Wer nach innen und außen verschiedene Maßstäbe anlegt, verliert an Überzeugungskraft.",Applying different yardsticks inside and outside destroys credibility.,rights: original; answer=잣대; topic=Diskurs & Macht,draft,
cloze_c2_0219,C2,특정인을 향한 호명이 시작되면 대화가 멈춥니다.,"Beginnt die namentliche Benennung einer bestimmten Person, endet das Gespräch.","Once calling out a specific person by name starts, the conversation stops.",rights: original; answer=호명; topic=Diskurs & Macht,draft,
cloze_c2_0220,C2,목소리의 우세가 사실 확인을 대신하지는 않습니다.,Das Übergewicht der lauten Stimmen ersetzt keine Faktenprüfung.,Dominance of the loudest voices doesn't replace checking the facts.,rights: original; answer=우세; topic=Diskurs & Macht,draft,
