id,level,ko,de,en,field_notes,상태,jin_memo
cloze_b1_0078,B1,팀장님이 부재중이셔서 메일로 보고드렸어요.,"Da die Teamleitung abwesend war, habe ich per E-Mail Bericht erstattet.","Since the team leader was unavailable, I sent a report by email.",vocabId=vocab_b1_0270; headword=부재중; answer=부재중이셔서; topic=Arbeitskoordination & Termine; source=canonical vocab example verbatim; options=회의 중이셔서|출장 중이셔서|휴가 중이셔서; context=leave report by email for absent team leader,approved,Jin explicit app-integration approval (2026-08-15).
cloze_b1_0079,B1,일정 변경에 협조해 주셔서 감사합니다.,"Vielen Dank, dass Sie bei der Terminänderung mitgewirkt haben.",Thank you for cooperating with the schedule change.,vocabId=vocab_b1_0271; headword=협조하다; answer=협조해; topic=Arbeitskoordination & Termine; source=canonical vocab example verbatim; options=이해해|참여해|응답해; context=thank counterpart for schedule-change cooperation,approved,Jin explicit app-integration approval (2026-08-15).
cloze_b2_0070,B2,접수된 민원에 대해 담당 부서가 검토를 시작했습니다.,Die zuständige Abteilung hat mit der Prüfung der eingereichten Beschwerde begonnen.,The responsible department has begun reviewing the complaint that was filed.,vocabId=vocab_b2_0217; headword=민원; answer=민원; topic=Formelle Beschwerde & Abhilfe; source=canonical vocab example verbatim; options=이의 제기|서면 답변|조치; context=department begins formal complaint review,approved,Jin explicit app-integration approval (2026-08-15).
cloze_b2_0071,B2,제품의 결함이 확인되면 즉시 교환 절차를 안내해 드리겠습니다.,"Wenn ein Produktmangel bestätigt wird, informieren wir Sie unverzüglich über das Umtauschverfahren.","If a product defect is confirmed, we will promptly explain the exchange procedure.",vocabId=vocab_b2_0218; headword=결함; answer=결함; topic=Formelle Beschwerde & Abhilfe; source=canonical vocab example verbatim; options=오류|손상|불편; context=confirmed defect and exchange process,approved,Jin explicit app-integration approval (2026-08-15).
cloze_b2_0072,B2,불편을 드린 점에 대해 적절한 보상 방안을 검토하겠습니다.,Wir werden angemessene Möglichkeiten der Entschädigung für die entstandenen Unannehmlichkeiten prüfen.,We will review appropriate compensation options for the inconvenience caused.,vocabId=vocab_b2_0219; headword=보상; answer=보상; topic=Formelle Beschwerde & Abhilfe; source=canonical vocab example verbatim; options=처리|시정|접수; context=review compensation for inconvenience,approved,Jin explicit app-integration approval (2026-08-15).
cloze_b2_0073,B2,같은 문제가 반복되지 않도록 절차상의 문제를 시정하겠습니다.,"Wir werden die Probleme im Verfahren beheben, damit sich dasselbe Problem nicht wiederholt.",We will correct the procedural issues so that the same problem does not recur.,vocabId=vocab_b2_0220; headword=시정하다; answer=시정하겠습니다; topic=Formelle Beschwerde & Abhilfe; source=canonical vocab example verbatim; options=보완하겠습니다|처리하겠습니다|접수하겠습니다; context=correct procedure to prevent recurrence,approved,Jin explicit app-integration approval (2026-08-15).
cloze_b2_0074,B2,재발을 막기 위해 원인을 분석하고 개선안을 마련했습니다.,"Um ein erneutes Auftreten zu verhindern, haben wir die Ursache analysiert und Verbesserungsmaßnahmen ausgearbeitet.","To prevent recurrence, we analyzed the cause and prepared improvement measures.",vocabId=vocab_b2_0221; headword=재발; answer=재발; topic=Formelle Beschwerde & Abhilfe; source=canonical vocab example verbatim; options=결함|보상|민원; context=cause analysis and prevention plan,approved,Jin explicit app-integration approval (2026-08-15).
cloze_b2_0075,B2,제출하신 이의 제기는 어제 공식적으로 접수했습니다.,Wir haben Ihren eingereichten Einspruch gestern offiziell entgegengenommen.,We officially received your submitted objection yesterday.,vocabId=vocab_b2_0222; headword=접수하다; answer=접수했습니다; topic=Formelle Beschwerde & Abhilfe; source=canonical vocab example verbatim; options=처리했습니다|시정했습니다|보완했습니다; context=official receipt of an appeal,approved,Jin explicit app-integration approval (2026-08-15).
cloze_b2_0076,B2,담당 부서에서 관련 서류를 검토한 뒤 민원을 처리할 예정입니다.,"Die zuständige Abteilung wird die Beschwerde bearbeiten, nachdem sie die relevanten Unterlagen geprüft hat.",The responsible department will process the complaint after reviewing the relevant documents.,vocabId=vocab_b2_0223; headword=처리하다; answer=처리할; topic=Formelle Beschwerde & Abhilfe; source=canonical vocab example verbatim; options=보완할|시정할|접수할; context=process complaint after document review,approved,Jin explicit app-integration approval (2026-08-15).
cloze_b2_0077,B2,담당 부서에서 확인한 뒤 서면으로 답변드리겠습니다.,Nach Prüfung durch die zuständige Abteilung werden wir Ihnen schriftlich antworten.,"After the responsible department has reviewed the matter, we will respond to you in writing.",vocabId=vocab_b2_0224; headword=담당 부서; answer=담당 부서; topic=Formelle Beschwerde & Abhilfe; source=canonical vocab example verbatim; options=고객 센터|접수 창구|관리 부서; context=responsible department supplies written reply,approved,Jin explicit app-integration approval (2026-08-15).
cloze_b2_0078,B2,결과에 대한 이의 제기는 안내된 기한 안에 제출해 주시기 바랍니다.,Bitte reichen Sie einen Einspruch gegen das Ergebnis innerhalb der angegebenen Frist ein.,Please submit any objection to the result within the stated deadline.,vocabId=vocab_b2_0225; headword=이의 제기; answer=이의 제기; topic=Formelle Beschwerde & Abhilfe; source=canonical vocab example verbatim; options=서면 답변|보상 신청|결함 신고; context=appeal submission within stated deadline,approved,Jin explicit app-integration approval (2026-08-15).
cloze_b2_0079,B2,검토가 끝나는 대로 서면 답변을 보내드리겠습니다.,"Sobald die Prüfung abgeschlossen ist, senden wir Ihnen eine schriftliche Antwort.","As soon as the review is complete, we will send you a written response.",vocabId=vocab_b2_0226; headword=서면 답변; answer=서면 답변; topic=Formelle Beschwerde & Abhilfe; source=canonical vocab example verbatim; options=보상 방안|처리 결과|시정 조치; context=send written response once review completes,approved,Jin explicit app-integration approval (2026-08-15).
cloze_b2_0080,B2,확인된 결함에 대해 필요한 조치를 이미 취했습니다.,Wir haben bereits die notwendigen Maßnahmen hinsichtlich des bestätigten Mangels ergriffen.,We have already taken the necessary action regarding the confirmed defect.,vocabId=vocab_b2_0227; headword=조치; answer=조치; topic=Formelle Beschwerde & Abhilfe; source=canonical vocab example verbatim; options=절차|방법|대응; context=completed corrective action for confirmed defect,approved,Jin explicit app-integration approval (2026-08-15).
cloze_b2_0081,B2,누락된 내용을 보완한 뒤 다시 제출해 주시기 바랍니다.,Bitte ergänzen Sie die fehlenden Angaben und reichen Sie die Unterlagen anschließend erneut ein.,Please supplement the missing information and then submit the documents again.,vocabId=vocab_b2_0228; headword=보완하다; answer=보완한; topic=Formelle Beschwerde & Abhilfe; source=canonical vocab example verbatim; options=접수한|처리한|검토한; context=complete missing information before resubmission,approved,Jin explicit app-integration approval (2026-08-15).
