id,level,ko,de,en,field_notes,상태,jin_memo
satz_a1_0084,A1,백화점 상품권은 실용적이지만 차가워 보일 수 있어요.,"Ein Kaufhausgutschein ist praktisch, kann aber kühl wirken.",A department-store voucher is practical but can feel cold.,rights: original; pack: a1_partner_first_gift_1; canonical sentence derives cloze_a1_0120 and satz_a1_0084,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0085,A1,꽃다발은 예쁘지만 버스에서 힘들어요.,"Ein Blumenstrauß ist schön, aber im Bus anstrengend.",A bouquet is pretty but hard to carry on the bus.,rights: original; pack: a1_partner_first_gift_1; canonical sentence derives cloze_a1_0121 and satz_a1_0085,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0086,A1,돌아갈 때 답례로 반찬을 주셨어요.,Beim Gehen gaben sie als Gegengeschenk Beilagen mit.,When I left they gave side dishes as a return gift.,rights: original; pack: a1_partner_first_gift_1; canonical sentence derives cloze_a1_0122 and satz_a1_0086,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0087,A1,선물 뒤에 짧은 감사 인사를 꼭 해요.,Nach dem Geschenk mache ich unbedingt einen kurzen Dankesgruß.,After the gift I always give a short thank-you.,rights: original; pack: a1_partner_first_gift_1; canonical sentence derives cloze_a1_0123 and satz_a1_0087,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0088,A1,현관에서 신발을 벗고 잠시 멈췄어요.,In der Diele zog ich die Schuhe aus und blieb kurz stehen.,I took off my shoes in the entryway and paused.,rights: original; pack: a1_partner_house_entry_1; canonical sentence derives cloze_a1_0124 and satz_a1_0088,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0089,A1,손님 슬리퍼가 왼쪽 짝만 남았어요.,Von den Gästeslippern war nur der linke übrig.,Only the left guest slipper was left.,rights: original; pack: a1_partner_house_entry_1; canonical sentence derives cloze_a1_0125 and satz_a1_0089,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0090,A1,앉으세요 하셨는데 어디가 제 자리인지 몰랐어요.,"Sie sagten setzen Sie sich bitte, aber ich wusste nicht, welcher Platz meiner ist.","They said please sit, but I did not know which seat was mine.",rights: original; pack: a1_partner_house_entry_1; canonical sentence derives cloze_a1_0126 and satz_a1_0090,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0091,A1,윗목은 어른 자리라서 현우가 눈을 깜빡였어요.,"Der innere Sitzplatz ist für Ältere, deshalb blinzelte Hyunwoo.","The inner seat is for elders, so Hyunwoo blinked at me.",rights: original; pack: a1_partner_house_entry_1; canonical sentence derives cloze_a1_0127 and satz_a1_0091,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0092,A1,저는 아랫목에 앉는 게 안전해요.,Für mich ist der Platz näher zur Tür sicherer.,The seat nearer the door is safer for me.,rights: original; pack: a1_partner_house_entry_1; canonical sentence derives cloze_a1_0128 and satz_a1_0092,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0093,A1,바닥에 앉으니 무릎이 먼저 아팠어요.,"Als ich auf dem Boden saß, taten zuerst die Knie weh.","When I sat on the floor, my knees hurt first.",rights: original; pack: a1_partner_house_entry_1; canonical sentence derives cloze_a1_0129 and satz_a1_0093,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0094,A1,방석을 밀어 주시는데 감사하다고 했어요.,"Sie schoben mir ein Sitzkissen hin, und ich sagte danke.","They slid a floor cushion over, and I said thank you.",rights: original; pack: a1_partner_house_entry_1; canonical sentence derives cloze_a1_0130 and satz_a1_0094,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0095,A1,물 드세요 하시자마자 컵을 두 손으로 받았어요.,"Kaum sagten sie trinken Sie etwas, nahm ich die Tasse mit beiden Händen.","As soon as they said please have water, I took the cup with both hands.",rights: original; pack: a1_partner_house_entry_1; canonical sentence derives cloze_a1_0131 and satz_a1_0095,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0096,A1,밥 전에 손 씻기 화장실이 어디인지 물었어요.,"Vor dem Essen fragte ich, wo man sich die Hände wäscht.",Before the meal I asked where to wash my hands.,rights: original; pack: a1_partner_house_entry_1; canonical sentence derives cloze_a1_0132 and satz_a1_0096,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0097,A1,화장실 문을 열고 손님 슬리퍼를 또 찾았어요.,Ich öffnete die Toilettentür und suchte wieder nach Gästeslippern.,I opened the bathroom door and looked for guest slippers again.,rights: original; pack: a1_partner_house_entry_1; canonical sentence derives cloze_a1_0133 and satz_a1_0097,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0098,A1,할아버지가 주무셔서 조용히 했어요.,"Der Großvater schlief, deshalb war ich leise.","Grandfather was sleeping, so I kept quiet.",rights: original; pack: a1_partner_house_entry_1; canonical sentence derives cloze_a1_0134 and satz_a1_0098,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0099,A1,집들이 예절은 현우가 차에 타기 전에 알려 줬어요.,Die Besuchsmanieren erklärte Hyunwoo noch vor der Autofahrt.,Hyunwoo explained house-visit manners before we got in the car.,rights: original; pack: a1_partner_house_entry_1; canonical sentence derives cloze_a1_0135 and satz_a1_0099,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0100,A1,진지 드세요 하니까 숟가락을 집었어요.,"Als sie die ehrenvolle Mahlzeit anboten, nahm ich den Löffel.","When they offered the meal, I picked up the spoon.",rights: original; pack: a1_partner_table_basic_1; canonical sentence derives cloze_a1_0136 and satz_a1_0100,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0101,A1,수저가 두 벌이라 어느 게 제 것인지 봤어요.,"Es gab zwei Garnituren Löffel und Stäbchen, also schaute ich, welche meine sind.","There were two sets of spoon and chopsticks, so I checked which were mine.",rights: original; pack: a1_partner_table_basic_1; canonical sentence derives cloze_a1_0137 and satz_a1_0101,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0102,A1,밑반찬이 열 가지라서 눈이 커졌어요.,"Es gab zehn Grundbeilagen, da wurden meine Augen groß.","There were ten basic side dishes, so my eyes got wide.",rights: original; pack: a1_partner_table_basic_1; canonical sentence derives cloze_a1_0138 and satz_a1_0102,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0103,A1,더 드세요를 세 번 듣고 수저를 다시 들었어요.,Nach dreimal essen Sie noch mehr hob ich die Stäbchen wieder.,"After hearing please eat more three times, I picked up the utensils again.",rights: original; pack: a1_partner_table_basic_1; canonical sentence derives cloze_a1_0139 and satz_a1_0103,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0104,A1,배불러요라고 했는데도 과일이 나왔어요.,"Ich sagte ich bin satt, und trotzdem kam Obst.","I said I am full, and fruit still came out.",rights: original; pack: a1_partner_table_basic_1; canonical sentence derives cloze_a1_0140 and satz_a1_0104,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0105,A1,맛있어요를 매 접시마다 말하니 현우가 웃었어요.,"Bei jedem Teller sagte ich, dass es schmeckt, und Hyunwoo hat gelacht.","I kept saying it was tasty, and Hyunwoo laughed.",rights: original; pack: a1_partner_table_basic_1; canonical sentence derives cloze_a1_0141 and satz_a1_0105,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0106,A1,집밥이 식당보다 반찬이 많아요.,Hausmannskost hat mehr Beilagen als ein Restaurant.,Home cooking has more side dishes than a restaurant.,rights: original; pack: a1_partner_table_basic_1; canonical sentence derives cloze_a1_0142 and satz_a1_0106,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0107,A1,국물을 소리 없이 떠먹으려고 집중했어요.,"Ich konzentrierte mich, die Brühe ohne Geräusch zu löffeln.",I focused on spooning the broth without noise.,rights: original; pack: a1_partner_table_basic_1; canonical sentence derives cloze_a1_0143 and satz_a1_0107,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0108,A1,젓가락질이 흔들려서 콩나물을 놓쳤어요.,"Meine Stäbchenhaltung wackelte, und ich verlor die Sojasprossen.","My chopstick grip wobbled, and I dropped the bean sprouts.",rights: original; pack: a1_partner_table_basic_1; canonical sentence derives cloze_a1_0144 and satz_a1_0108,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0109,A1,앞접시에 먼저 조금 덜었어요.,Auf den kleinen Essteller habe ich zuerst etwas genommen.,I put a little on the individual plate first.,rights: original; pack: a1_partner_table_basic_1; canonical sentence derives cloze_a1_0145 and satz_a1_0109,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0110,A1,이야기를 들을 때는 수저 놓고 고개를 끄덕였어요.,Beim Zuhören legte ich das Besteck hin und nickte.,While listening I put the utensils down and nodded.,rights: original; pack: a1_partner_table_basic_1; canonical sentence derives cloze_a1_0146 and satz_a1_0110,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0111,A1,설거지를 돕겠다고 일어섰더니 앉으라고 하셨어요.,"Ich stand auf, um beim Abwasch zu helfen, und sollte wieder sitzen.",I stood up to help with dishes and was told to sit back down.,rights: original; pack: a1_partner_table_basic_1; canonical sentence derives cloze_a1_0147 and satz_a1_0111,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0112,A1,설날 아침에 한복을 빌려 입었어요.,Am Seollal-Morgen habe ich Hanbok ausgeliehen.,On Seollal morning I borrowed a hanbok.,rights: original; pack: a1_partner_seollal_basic_1; canonical sentence derives cloze_a1_0148 and satz_a1_0112,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0113,A1,세배 각도를 현우가 거실에서 연습시켜 줬어요.,Hyunwoo hat den Winkel der Neujahrsverbeugung im Wohnzimmer geübt.,Hyunwoo had me practice the New Year bow in the living room.,rights: original; pack: a1_partner_seollal_basic_1; canonical sentence derives cloze_a1_0149 and satz_a1_0113,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0114,A1,떡국 한 그릇을 비우니 나이 농담이 나왔어요.,Nach einer Schüssel Reiskuchen-Suppe kamen Scherze über das Alter.,"After one bowl of rice-cake soup, age jokes started.",rights: original; pack: a1_partner_seollal_basic_1; canonical sentence derives cloze_a1_0150 and satz_a1_0114,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0115,A1,세뱃돈을 받으니 얼굴이 빨개졌어요.,"Als ich Neujahrsgeld bekam, wurde ich rot.",I blushed when I received New Year money.,rights: original; pack: a1_partner_seollal_basic_1; canonical sentence derives cloze_a1_0151 and satz_a1_0115,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0116,A1,한복 고름을 앞에서 매다가 현우 엄마가 도와주셨어요.,"Als ich die Hanbok-Schleife vorne band, half Hyunwoos Mutter.",Hyunwoo's mom helped when I tied the hanbok ribbon in front.,rights: original; pack: a1_partner_seollal_basic_1; canonical sentence derives cloze_a1_0152 and satz_a1_0116,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0117,A1,새해 복 많이 받으세요를 세 번 연습하고 들어갔어요.,Ich übte ein gesegnetes neues Jahr dreimal und ging hinein.,I practiced happy new year three times and then went in.,rights: original; pack: a1_partner_seollal_basic_1; canonical sentence derives cloze_a1_0153 and satz_a1_0117,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0118,A1,절하는 타이밍을 놓쳐서 한 박자 늦게 했어요.,Ich verpasste den Moment zum Verbeugen und war einen Schlag zu spät.,I missed the bow timing and was one beat late.,rights: original; pack: a1_partner_seollal_basic_1; canonical sentence derives cloze_a1_0154 and satz_a1_0118,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0119,A1,어른께 세배 드리고 일어나니 무릎이 하얘졌어요.,Nach der Verbeugung vor den Älteren wurden meine Knie weiß.,"After offering the New Year bow, my knees went white.",rights: original; pack: a1_partner_seollal_basic_1; canonical sentence derives cloze_a1_0155 and satz_a1_0119,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0120,A1,덕담을 들으니 독일어로 뭐라고 할지 생각이 멈췄어요.,Beim Neujahrswunsch blieb mein Deutsch stehen.,"When I heard the well-wish, my German froze.",rights: original; pack: a1_partner_seollal_basic_1; canonical sentence derives cloze_a1_0156 and satz_a1_0120,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0121,A1,차례상 앞에서는 사진을 찍지 말라고 했어요.,Vor dem Ahnenopfer-Tisch sollte ich nicht fotografieren.,They told me not to take photos in front of the rite table.,rights: original; pack: a1_partner_seollal_basic_1; canonical sentence derives cloze_a1_0157 and satz_a1_0121,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0122,A1,세배함이 얇아서 두 손으로 더 조심히 받았어요.,"Der Umschlag war dünn, also nahm ich ihn noch vorsichtiger mit beiden Händen.","The envelope was thin, so I received it even more carefully with both hands.",rights: original; pack: a1_partner_seollal_basic_1; canonical sentence derives cloze_a1_0158 and satz_a1_0122,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0123,A1,설빔으로 한복 대신 단정한 니트를 골랐어요.,Als Neujahrskleidung wählte ich statt Hanbok einen schlichten Pullover.,For New Year clothes I chose a neat sweater instead of hanbok.,rights: original; pack: a1_partner_seollal_basic_1; canonical sentence derives cloze_a1_0159 and satz_a1_0123,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0124,A1,추석에는 고속도로가 주차장이에요.,An Chuseok ist die Autobahn ein Parkplatz.,At Chuseok the highway is a parking lot.,rights: original; pack: a1_partner_chuseok_basic_1; canonical sentence derives cloze_a1_0160 and satz_a1_0124,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0125,A1,송편 속이 달아서 하나만 더 집었어요.,"Die Füllung der Songpyeon war süß, also nahm ich noch eines.","The songpyeon filling was sweet, so I took one more.",rights: original; pack: a1_partner_chuseok_basic_1; canonical sentence derives cloze_a1_0161 and satz_a1_0125,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0126,A1,송편 빚다가 만두처럼 커졌어요.,Beim Formen wurden sie so groß wie Teigtaschen.,While shaping songpyeon they grew as big as dumplings.,rights: original; pack: a1_partner_chuseok_basic_1; canonical sentence derives cloze_a1_0162 and satz_a1_0126,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0127,A1,귀성 기차를 예매하려고 알람을 다섯 개 맞췄어요.,"Für die Heimfahrt stellte ich fünf Wecker, um Tickets zu kaufen.",I set five alarms to book the holiday train home.,rights: original; pack: a1_partner_chuseok_basic_1; canonical sentence derives cloze_a1_0163 and satz_a1_0127,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0128,A1,성묘 갈 때 편한 신발을 신으라고 했어요.,Zum Grabbesuch sollte ich bequeme Schuhe anziehen.,They told me to wear comfortable shoes for the grave visit.,rights: original; pack: a1_partner_chuseok_basic_1; canonical sentence derives cloze_a1_0164 and satz_a1_0128,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0129,A1,벌초는 산에 올라가서 풀을 깎는 일이에요.,"Grabpflege heißt, den Berg hinaufzusteigen und Gras zu schneiden.",Tending the grave means climbing the hill and cutting grass.,rights: original; pack: a1_partner_chuseok_basic_1; canonical sentence derives cloze_a1_0165 and satz_a1_0129,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0130,A1,송편 찌는 김에 부엌이 하얘졌어요.,Beim Dämpfen der Songpyeon wurde die Küche weiß.,Steam from the songpyeon turned the kitchen white.,rights: original; pack: a1_partner_chuseok_basic_1; canonical sentence derives cloze_a1_0166 and satz_a1_0130,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0131,A1,햇과일을 차례상에 먼저 올렸어요.,Das Obst der neuen Ernte kam zuerst auf den Tisch.,The first fruit of the season went on the rite table first.,rights: original; pack: a1_partner_chuseok_basic_1; canonical sentence derives cloze_a1_0167 and satz_a1_0131,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0132,A1,한가위에는 보름달이 크다고 아이들이 말했어요.,"An Hangawi sagten die Kinder, der Vollmond sei groß.",At Hangawi the children said the full moon is huge.,rights: original; pack: a1_partner_chuseok_basic_1; canonical sentence derives cloze_a1_0168 and satz_a1_0132,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0133,A1,송편 잎을 떼고 먹으라고 손짓하셨어요.,"Sie winkten, die Kiefernnadel vor dem Essen abzunehmen.",They gestured to take the pine needle off before eating.,rights: original; pack: a1_partner_chuseok_basic_1; canonical sentence derives cloze_a1_0169 and satz_a1_0133,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0134,A1,명절 증후군은 차 안에서 이미 시작됐어요.,Die Festtagserschöpfung begann schon im Auto.,Holiday fatigue started already in the car.,rights: original; pack: a1_partner_chuseok_basic_1; canonical sentence derives cloze_a1_0170 and satz_a1_0134,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0135,A1,차례 전에는 웃음소리를 줄였어요.,Vor dem Ahnenritual senkte ich das Lachen.,Before the rite I lowered my laughter.,rights: original; pack: a1_partner_chuseok_basic_1; canonical sentence derives cloze_a1_0171 and satz_a1_0135,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0136,A1,처남이 엘리베이터에서 먼저 손을 흔들었어요.,Der Schwager winkte zuerst im Aufzug.,My wife's brother waved first in the elevator.,rights: original; pack: a1_partner_siblings_hello_1; canonical sentence derives cloze_a1_0172 and satz_a1_0136,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0137,A1,처제가 독일어를 한 마디 해서 분위기가 풀렸어요.,"Die jüngere Schwester sagte ein deutsches Wort, und die Stimmung lockerte sich.","The younger sister said one German word, and the mood eased.",rights: original; pack: a1_partner_siblings_hello_1; canonical sentence derives cloze_a1_0173 and satz_a1_0137,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0138,A1,시누이가 옷걸이를 찾아 줬어요.,Die Schwägerin fand den Kleiderbügel für mich.,My husband's sister found a hanger for me.,rights: original; pack: a1_partner_siblings_hello_1; canonical sentence derives cloze_a1_0174 and satz_a1_0138,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0139,A1,시동생이 게임을 하자고 해서 현우가 말렸어요.,"Der jüngere Schwager wollte spielen, aber Hyunwoo hielt ihn zurück.","The younger brother wanted to play a game, but Hyunwoo stopped him.",rights: original; pack: a1_partner_siblings_hello_1; canonical sentence derives cloze_a1_0175 and satz_a1_0139,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0140,A1,형부가 맥주를 권해서 반만 받았어요.,"Der Schwager bot Bier an, ich nahm nur die Hälfte.",The older sister's husband offered beer; I took only half.,rights: original; pack: a1_partner_siblings_hello_1; canonical sentence derives cloze_a1_0176 and satz_a1_0140,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0141,A1,올케가 주방에서 눈짓으로 물컵을 가리켰어요.,Die Schwägerin zeigte in der Küche mit den Augen auf das Wasserglas.,My brother's wife pointed at the water glass with her eyes.,rights: original; pack: a1_partner_siblings_hello_1; canonical sentence derives cloze_a1_0177 and satz_a1_0141,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0142,A1,막내가 사진을 찍어 주겠다고 뛰어왔어요.,Das Nesthäkchen rannte her und wollte ein Foto machen.,The youngest ran over and offered to take a photo.,rights: original; pack: a1_partner_siblings_hello_1; canonical sentence derives cloze_a1_0178 and satz_a1_0142,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0143,A1,맏이가 자리 배치를 조용히 정했어요.,Das älteste Kind regelte leise die Sitzordnung.,The eldest quietly set the seating.,rights: original; pack: a1_partner_siblings_hello_1; canonical sentence derives cloze_a1_0179 and satz_a1_0143,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0144,A1,동생이에요라고 소개하니 악수를 할지 고민했어요.,"Bei das ist die jüngere Schwester überlegte ich, ob ich die Hand gebe.","When they said this is the younger sibling, I wondered whether to shake hands.",rights: original; pack: a1_partner_siblings_hello_1; canonical sentence derives cloze_a1_0180 and satz_a1_0144,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0145,A1,게임 한 판 하니 금방 친해졌어요.,Nach einer Spielrunde wurden wir schnell vertrauter.,After one game we got closer quickly.,rights: original; pack: a1_partner_siblings_hello_1; canonical sentence derives cloze_a1_0181 and satz_a1_0145,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0146,A1,장난으로 제 발음을 따라 해서 같이 웃었어요.,"Im Scherz ahmten sie meine Aussprache nach, und wir lachten.","They teased my pronunciation, and we laughed together.",rights: original; pack: a1_partner_siblings_hello_1; canonical sentence derives cloze_a1_0182 and satz_a1_0146,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0147,A1,단체 사진에서 제가 제일 뒤에 서 있어요.,Auf dem Gruppenfoto stehe ich ganz hinten.,In the group photo I am standing at the very back.,rights: original; pack: a1_partner_siblings_hello_1; canonical sentence derives cloze_a1_0183 and satz_a1_0147,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0148,A1,인증샷은 올리지 말라고 현우가 먼저 말했어요.,"Hyunwoo sagte zuerst, das Beweis-Foto nicht hochzuladen.",Hyunwoo said first not to post the proof photo.,rights: original; pack: a1_partner_photo_thanks_1; canonical sentence derives cloze_a1_0184 and satz_a1_0148,approved,Jin explicit app-integration approval (2026-08-15).
satz_a1_0149,A1,가족 앨범에서 현우 교복 사진을 봤어요.,Im Familienalbum sah ich Hyunwoos Schuluniform.,I saw Hyunwoo's school uniform in the family album.,rights: original; pack: a1_partner_photo_thanks_1; canonical sentence derives cloze_a1_0185 and satz_a1_0149,approved,Jin explicit app-integration approval (2026-08-15).
