id,level,ko,de,en,field_notes,상태,jin_memo
vocab_a2_0588,A2,우동,Udon-Nudeln,udon,rights: original_clean_room; pack=a2_food_3; order=9; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0589,A2,오이,Gurke,cucumber,rights: original_clean_room; pack=a2_food_3; order=10; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0590,A2,끓다,kochen (sieden),to boil,rights: original_clean_room; pack=a2_food_3; order=11; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0591,A2,썰다,schneiden (in Scheiben),"to slice, to cut",rights: original_clean_room; pack=a2_food_3; order=12; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0592,A2,블라우스,Bluse,blouse,rights: original_clean_room; pack=a2_clothing_1; order=1; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0593,A2,스웨터,Pullover,sweater,rights: original_clean_room; pack=a2_clothing_1; order=2; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0594,A2,스카프,Schal,scarf,rights: original_clean_room; pack=a2_clothing_1; order=3; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0595,A2,속옷,Unterwäsche,underwear,rights: original_clean_room; pack=a2_clothing_1; order=4; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0596,A2,수영복,Badeanzug,swimsuit,rights: original_clean_room; pack=a2_clothing_1; order=5; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0597,A2,와이셔츠,Hemd,dress shirt,rights: original_clean_room; pack=a2_clothing_1; order=6; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0598,A2,청바지,Jeans,jeans,rights: original_clean_room; pack=a2_clothing_1; order=7; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0599,A2,옷장,Kleiderschrank,"wardrobe, closet",rights: original_clean_room; pack=a2_clothing_1; order=8; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0600,A2,목걸이,Halskette,necklace,rights: original_clean_room; pack=a2_clothing_1; order=9; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0601,A2,화장품,Kosmetik,cosmetics,rights: original_clean_room; pack=a2_clothing_1; order=10; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0602,A2,까맣다,schwarz sein,to be black,rights: original_clean_room; pack=a2_clothing_1; order=11; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0603,A2,하얗다,weiß sein,to be white,rights: original_clean_room; pack=a2_clothing_1; order=12; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0604,A2,관광객,Tourist,tourist,rights: original_clean_room; pack=a2_travel_1; order=1; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0605,A2,관광지,Touristenort,tourist spot,rights: original_clean_room; pack=a2_travel_1; order=2; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0606,A2,여행지,Reiseziel,travel destination,rights: original_clean_room; pack=a2_travel_1; order=3; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0607,A2,해외,Ausland,abroad,rights: original_clean_room; pack=a2_travel_1; order=4; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0608,A2,해외여행,Auslandsreise,overseas trip,rights: original_clean_room; pack=a2_travel_1; order=5; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0609,A2,국내,Inland,domestic,rights: original_clean_room; pack=a2_travel_1; order=6; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0610,A2,국제,international,international,rights: original_clean_room; pack=a2_travel_1; order=7; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0611,A2,기차역,Bahnhof,train station,rights: original_clean_room; pack=a2_travel_1; order=8; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0612,A2,기차표,Zugticket,train ticket,rights: original_clean_room; pack=a2_travel_1; order=9; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0613,A2,항공권,Flugticket,plane ticket,rights: original_clean_room; pack=a2_travel_1; order=10; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0614,A2,예매,Vorbestellung,advance booking,rights: original_clean_room; pack=a2_travel_1; order=11; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0615,A2,떠나다,abreisen,"to depart, to leave",rights: original_clean_room; pack=a2_travel_1; order=12; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0616,A2,고등학교,Oberschule,high school,rights: original_clean_room; pack=a2_school_1; order=1; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0617,A2,중학교,Mittelschule,middle school,rights: original_clean_room; pack=a2_school_1; order=2; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0618,A2,초등학교,Grundschule,elementary school,rights: original_clean_room; pack=a2_school_1; order=3; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0619,A2,초등학생,Grundschüler,elementary school student,rights: original_clean_room; pack=a2_school_1; order=4; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0620,A2,대학원,Graduiertenschule,graduate school,rights: original_clean_room; pack=a2_school_1; order=5; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0621,A2,학기,Semester,semester,rights: original_clean_room; pack=a2_school_1; order=6; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0622,A2,학원,"private Bildungseinrichtung, Akademie","private institute, academy",rights: original_clean_room; pack=a2_school_1; order=7; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0623,A2,유치원,Kindergarten,kindergarten,rights: original_clean_room; pack=a2_school_1; order=8; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0624,A2,청소년,Jugendliche(r),"teenager, youth",rights: original_clean_room; pack=a2_school_1; order=9; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0625,A2,교사,Lehrer/in,teacher,rights: original_clean_room; pack=a2_school_1; order=10; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0626,A2,결석,Abwesenheit,absence,rights: original_clean_room; pack=a2_school_1; order=11; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0627,A2,그만두다,"aufhören, kündigen",to quit,rights: original_clean_room; pack=a2_school_1; order=12; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0628,A2,믿다,"glauben, vertrauen","to believe, to trust",rights: original_clean_room; pack=a2_daily_actions_1; order=1; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0629,A2,참다,"aushalten, sich zurückhalten","to endure, to hold back",rights: original_clean_room; pack=a2_daily_actions_1; order=2; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0630,A2,잊다,vergessen,to forget,rights: original_clean_room; pack=a2_daily_actions_1; order=3; boss=false; C3 Batch 32 A2 reinforcement,pending,
vocab_a2_0631,A2,흔들다,"schütteln, winken","to shake, to wave",rights: original_clean_room; pack=a2_daily_actions_1; order=4; boss=false; C3 Batch 32 A2 reinforcement,pending,
