id,level,ko,de,en,field_notes,상태,jin_memo
vocab_a2_0498,A2,비다,frei sein (Zeit); leer sein,to be free (time); to be empty,rights: original_clean_room; pack=a2_plans_proposals_1; order=8; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_a2_0499,A2,가능하다,möglich sein,to be possible,rights: original_clean_room; pack=a2_plans_proposals_1; order=9; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_a2_0500,A2,휴일,freier Tag; Feiertag,"day off, holiday",rights: original_clean_room; pack=a2_plans_proposals_1; order=10; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_a2_0501,A2,하늘색,Hellblau,sky blue,rights: original_clean_room; pack=a2_descriptions_2; order=8; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_a2_0502,A2,진하다,"kräftig, dunkel (Farbe); stark (Kaffee)",to be dark (color); to be strong (coffee),rights: original_clean_room; pack=a2_descriptions_2; order=9; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_a2_0503,A2,두껍다,dick,to be thick,rights: original_clean_room; pack=a2_descriptions_2; order=10; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_b1_0480,B1,부담,Belastung; Druck,burden; pressure,rights: original_clean_room; pack=b1_work_softening_1; order=5; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_b1_0481,B1,협조,"Mitwirkung, Kooperation",cooperation,rights: original_clean_room; pack=b1_work_softening_1; order=6; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_b1_0482,B1,출근,Arbeitsbeginn; zur Arbeit gehen,going to work,rights: original_clean_room; pack=b1_work_softening_1; order=7; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_b1_0483,B1,퇴근,Feierabend,leaving work,rights: original_clean_room; pack=b1_work_softening_1; order=8; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_b1_0484,B1,격려하다,ermutigen,to encourage,rights: original_clean_room; pack=b1_emotions_relations_2; order=8; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_b1_0485,B1,위로하다,trösten,to comfort,rights: original_clean_room; pack=b1_emotions_relations_2; order=9; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_b1_0486,B1,존중하다,respektieren,to respect,rights: original_clean_room; pack=b1_emotions_relations_2; order=10; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_b1_0487,B1,감정,"Gefühl, Emotion","emotion, feeling",rights: original_clean_room; pack=b1_emotions_relations_3; order=8; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_b1_0488,B1,오해,Missverständnis,misunderstanding,rights: original_clean_room; pack=b1_emotions_relations_3; order=9; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_b1_0489,B1,화해하다,sich versöhnen,"to make up, to reconcile",rights: original_clean_room; pack=b1_emotions_relations_3; order=10; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_b2_0647,B2,개념,"Begriff, Konzept",concept,rights: original_clean_room; pack=b2_abstract_concepts_1; order=13; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_b2_0648,B2,요소,"Element, Faktor","element, factor",rights: original_clean_room; pack=b2_abstract_concepts_1; order=14; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_b2_0649,B2,원리,Prinzip,principle,rights: original_clean_room; pack=b2_abstract_concepts_1; order=15; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_b2_0650,B2,가치,Wert,value,rights: original_clean_room; pack=b2_abstract_concepts_1; order=16; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_b2_0651,B2,본질,"Wesen, Kern",essence,rights: original_clean_room; pack=b2_abstract_concepts_1; order=17; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_b2_0652,B2,특징,"Merkmal, Besonderheit","feature, characteristic",rights: original_clean_room; pack=b2_abstract_concepts_1; order=18; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_b2_0653,B2,학문,Wissenschaft; akademisches Fach,"scholarship, academic study",rights: original_clean_room; pack=b2_education; order=7; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_b2_0654,B2,강의,Vorlesung,lecture,rights: original_clean_room; pack=b2_education; order=8; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_b2_0655,B2,지식,Wissen,knowledge,rights: original_clean_room; pack=b2_education; order=9; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_b2_0656,B2,과제,Aufgabe; Hausarbeit (Uni),assignment,rights: original_clean_room; pack=b2_education; order=10; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
vocab_b2_0657,B2,성과,"Ergebnis, Leistung","result, achievement",rights: original_clean_room; pack=b2_education; order=11; boss=false; seed: NIKL 등급 목록(KOGL 1유형) 표제어 선택만; 소형 팩(<8단어) 보충,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
