id,level,ko,de,en,field_notes,상태,jin_memo
cloze_a1_0392,a1,사전에서 단어를 찾아요.,Ich schlage das Wort im Wörterbuch nach.,I look the word up in the dictionary.,answer=사전; topic=다시 묻기; unit=a1_08_clarify_repair; derived from vocab_a1_0458,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0284,a2,저는 지금 대학교 이 학년이에요.,Ich bin jetzt im zweiten Studienjahr.,I'm in my second year of university now.,answer=학년; topic=Bildung; unit=a2_06_study_work; derived from vocab_a2_0477,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0285,a2,수업 후에 꼭 복습을 해요.,Nach dem Unterricht wiederhole ich den Stoff auf jeden Fall.,I always review after class.,answer=복습; topic=Bildung; unit=a2_06_study_work; derived from vocab_a2_0478,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0286,a2,내일 수업 예습은 벌써 끝냈어요.,Die Vorbereitung für den Unterricht morgen habe ich schon fertig.,I've already finished preparing for tomorrow's class.,answer=예습; topic=Bildung; unit=a2_06_study_work; derived from vocab_a2_0479,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0287,a2,국이 좀 식었네요.,Die Suppe ist etwas kalt geworden.,The soup has gotten a bit cold.,answer=식었네요; topic=Essen & Trinken; unit=a2_05_delivery_services; derived from vocab_a2_0480,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0288,a2,접시 하나만 더 주세요.,Bitte noch einen Teller.,"One more plate, please.",answer=접시; topic=Essen & Trinken; unit=a2_05_delivery_services; derived from vocab_a2_0481,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0289,a2,커피에 설탕은 안 넣어요.,In den Kaffee tue ich keinen Zucker.,I don't put sugar in my coffee.,answer=설탕; topic=Essen & Trinken; unit=a2_05_delivery_services; derived from vocab_a2_0482,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0290,a2,물을 끓여서 차를 마셔요.,Ich koche Wasser und trinke Tee.,I boil water and drink tea.,answer=끓여서; topic=Essen & Trinken; unit=a2_05_delivery_services; derived from vocab_a2_0483,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0291,a2,고기를 먼저 볶으세요.,Braten Sie zuerst das Fleisch an.,Stir-fry the meat first.,answer=볶으세요; topic=Essen & Trinken; unit=a2_05_delivery_services; derived from vocab_a2_0484,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0292,a2,생선은 굽는 게 제일 맛있어요.,Fisch schmeckt gegrillt am besten.,Fish tastes best grilled.,answer=굽는; topic=Essen & Trinken; unit=a2_05_delivery_services; derived from vocab_a2_0485,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0293,a2,퇴근하고 마트에 들를게요.,Nach der Arbeit gehe ich noch kurz in den Supermarkt.,I'll stop by the supermarket after work.,answer=마트; topic=Einkaufen; unit=a2_05_delivery_services; derived from vocab_a2_0486,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0294,a2,이 상자에 다 넣어 주세요.,Bitte legen Sie alles in diesen Karton.,Please put everything in this box.,answer=상자; topic=Einkaufen; unit=a2_05_delivery_services; derived from vocab_a2_0487,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0295,a2,디자인은 예쁘지만 좀 비싸요.,"Das Design ist schön, aber etwas teuer.","The design is pretty, but it's a bit pricey.",answer=디자인; topic=Einkaufen; unit=a2_05_delivery_services; derived from vocab_a2_0488,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0296,a2,여름이라서 반바지를 샀어요.,"Weil Sommer ist, habe ich eine kurze Hose gekauft.","Since it's summer, I bought shorts.",answer=반바지; topic=Einkaufen; unit=a2_05_delivery_services; derived from vocab_a2_0489,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0297,a2,단추가 하나 떨어졌어요.,Ein Knopf ist abgegangen.,A button has come off.,answer=단추; topic=Einkaufen; unit=a2_05_delivery_services; derived from vocab_a2_0490,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0298,a2,모양은 마음에 들지만 색이 별로예요.,"Die Form gefällt mir, aber die Farbe nicht so.","I like the shape, but the color isn't great.",answer=모양; topic=Einkaufen; unit=a2_05_delivery_services; derived from vocab_a2_0491,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0299,a2,주말에 혼자 있으니까 심심해요.,"Am Wochenende bin ich allein, deshalb ist mir langweilig.","I'm alone on the weekend, so I'm bored.",answer=심심해요; topic=Gefühle; unit=a2_04_feelings_health; derived from vocab_a2_0492,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0300,a2,이 신발은 정말 편해요.,Diese Schuhe sind wirklich bequem.,These shoes are really comfortable.,answer=편해요; topic=Gefühle; unit=a2_04_feelings_health; derived from vocab_a2_0493,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0301,a2,오늘 하루가 정말 즐거워요.,Der Tag heute ist wirklich schön.,Today is really enjoyable.,answer=즐거워요; topic=Gefühle; unit=a2_04_feelings_health; derived from vocab_a2_0494,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0302,a2,이번 주말에 약속 있어요?,Hast du am Wochenende schon etwas vor?,Do you have plans this weekend?,answer=약속; topic=약속과 일정; unit=a2_02_plans_proposals; derived from vocab_a2_0495,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0303,a2,방학 계획은 세웠어요?,Hast du schon Pläne für die Ferien gemacht?,Have you made plans for the vacation?,answer=계획; topic=약속과 일정; unit=a2_02_plans_proposals; derived from vocab_a2_0496,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0304,a2,시간표를 보고 시간을 정해요.,Wir schauen auf den Stundenplan und legen die Zeit fest.,Let's check the timetable and set a time.,answer=시간표; topic=약속과 일정; unit=a2_02_plans_proposals; derived from vocab_a2_0497,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0305,a2,목요일 오후는 시간이 비어요.,Donnerstagnachmittag habe ich Zeit.,Thursday afternoon I'm free.,answer=비어요; topic=약속과 일정; unit=a2_02_plans_proposals; derived from vocab_a2_0498,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0306,a2,다음 주로 바꾸는 것도 가능해요.,Man kann es auch auf nächste Woche verschieben.,Changing it to next week is also possible.,answer=가능해요; topic=약속과 일정; unit=a2_02_plans_proposals; derived from vocab_a2_0499,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0307,a2,휴일에는 보통 늦게 일어나요.,An freien Tagen stehe ich meistens spät auf.,On days off I usually get up late.,answer=휴일; topic=약속과 일정; unit=a2_02_plans_proposals; derived from vocab_a2_0500,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0308,a2,하늘색 셔츠가 잘 어울려요.,Das hellblaue Hemd steht dir gut.,The light blue shirt suits you.,answer=하늘색; topic=Beschreibung; unit=a2_01_haeyo_transition; derived from vocab_a2_0501,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0309,a2,커피가 너무 진해요.,Der Kaffee ist zu stark.,The coffee is too strong.,answer=진해요; topic=Beschreibung; unit=a2_01_haeyo_transition; derived from vocab_a2_0502,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_a2_0310,a2,코트가 두껍고 따뜻해요.,Der Mantel ist dick und warm.,The coat is thick and warm.,answer=두껍고; topic=Beschreibung; unit=a2_01_haeyo_transition; derived from vocab_a2_0503,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_b1_0282,b1,부담 갖지 말고 편하게 말씀해 주세요.,"Fühlen Sie sich nicht unter Druck gesetzt, sprechen Sie ganz offen.",Please don't feel pressured; speak freely.,answer=부담; topic=직장 소통; unit=b1_03_work_softening; derived from vocab_b1_0480,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_b1_0283,b1,일정 조정에 협조해 주셔서 감사합니다.,"Danke, dass Sie bei der Terminabstimmung mitgeholfen haben.",Thank you for cooperating with the schedule change.,answer=협조; topic=직장 소통; unit=b1_03_work_softening; derived from vocab_b1_0481,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_b1_0284,b1,내일은 출근이 조금 늦을 것 같아요.,Morgen komme ich wahrscheinlich etwas später zur Arbeit.,I'll probably be a little late to work tomorrow.,answer=출근; topic=직장 소통; unit=b1_03_work_softening; derived from vocab_b1_0482,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_b1_0285,b1,퇴근 전에 보고서를 보낼게요.,Vor Feierabend schicke ich den Bericht.,I'll send the report before I leave work.,answer=퇴근; topic=직장 소통; unit=b1_03_work_softening; derived from vocab_b1_0483,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_b1_0286,b1,힘들 때마다 친구가 저를 격려해 줬어요.,"Immer wenn es schwer war, hat mich meine Freundin ermutigt.","Whenever things were hard, my friend encouraged me.",answer=격려해; topic=Beziehungen; unit=b1_04_relationships; derived from vocab_b1_0484,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_b1_0287,b1,슬퍼하는 친구를 위로했어요.,Ich habe meinen traurigen Freund getröstet.,I comforted my sad friend.,answer=위로했어요; topic=Beziehungen; unit=b1_04_relationships; derived from vocab_b1_0485,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_b1_0288,b1,서로의 의견을 존중하는 게 중요해요.,"Es ist wichtig, die Meinung des anderen zu respektieren.",It's important to respect each other's opinions.,answer=존중하는; topic=Beziehungen; unit=b1_04_relationships; derived from vocab_b1_0486,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_b1_0289,b1,제 감정을 말로 표현하기가 어려워요.,"Es fällt mir schwer, meine Gefühle in Worte zu fassen.",It's hard for me to put my feelings into words.,answer=감정; topic=Beziehungen; unit=b1_04_relationships; derived from vocab_b1_0487,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_b1_0290,b1,서로 오해가 있었던 것 같아요.,"Ich glaube, wir hatten ein Missverständnis.",I think there was a misunderstanding between us.,answer=오해; topic=Beziehungen; unit=b1_04_relationships; derived from vocab_b1_0488,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_b1_0291,b1,싸운 다음 날 바로 화해했어요.,Am Tag nach dem Streit haben wir uns gleich versöhnt.,We made up the day right after the fight.,answer=화해했어요; topic=Beziehungen; unit=b1_04_relationships; derived from vocab_b1_0489,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_b2_0392,b2,이 개념은 예를 들어 설명하는 편이 이해하기 쉬워요.,"Diesen Begriff versteht man leichter, wenn man ihn mit Beispielen erklärt.",This concept is easier to understand when explained with examples.,answer=개념; topic=Abstrakte Begriffe; unit=b2_02_professional_opinion; derived from vocab_b2_0647,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_b2_0393,b2,성공에는 운도 중요한 요소예요.,Auch Glück ist ein wichtiger Faktor für den Erfolg.,Luck is also an important factor in success.,answer=요소; topic=Abstrakte Begriffe; unit=b2_02_professional_opinion; derived from vocab_b2_0648,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_b2_0394,b2,원리를 알면 응용은 어렵지 않아요.,"Wenn man das Prinzip versteht, ist die Anwendung nicht schwer.","Once you know the principle, applying it isn't hard.",answer=원리; topic=Abstrakte Begriffe; unit=b2_02_professional_opinion; derived from vocab_b2_0649,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_b2_0395,b2,이 일의 가치는 돈으로 따질 수 없어요.,Der Wert dieser Arbeit lässt sich nicht in Geld messen.,The value of this work can't be measured in money.,answer=가치; topic=Abstrakte Begriffe; unit=b2_02_professional_opinion; derived from vocab_b2_0650,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_b2_0396,b2,문제의 본질을 먼저 파악해야 해요.,Man muss zuerst den Kern des Problems erfassen.,You have to grasp the essence of the problem first.,answer=본질; topic=Abstrakte Begriffe; unit=b2_02_professional_opinion; derived from vocab_b2_0651,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_b2_0397,b2,이 제품의 가장 큰 특징은 가벼운 무게예요.,Das größte Merkmal dieses Produkts ist sein geringes Gewicht.,This product's biggest feature is its light weight.,answer=특징; topic=Abstrakte Begriffe; unit=b2_02_professional_opinion; derived from vocab_b2_0652,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_b2_0398,b2,학문의 길은 끝이 없는 것 같아요.,Der Weg der Wissenschaft scheint kein Ende zu haben.,The path of scholarship seems to have no end.,answer=학문; topic=Bildung; unit=b2_02_professional_opinion; derived from vocab_b2_0653,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_b2_0399,b2,그 교수님 강의는 항상 자리가 없어요.,In der Vorlesung von diesem Professor sind die Plätze immer voll.,That professor's lectures are always full.,answer=강의; topic=Bildung; unit=b2_02_professional_opinion; derived from vocab_b2_0654,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_b2_0400,b2,지식보다 경험이 더 중요할 때도 있어요.,Manchmal ist Erfahrung wichtiger als Wissen.,Sometimes experience matters more than knowledge.,answer=지식; topic=Bildung; unit=b2_02_professional_opinion; derived from vocab_b2_0655,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_b2_0401,b2,이번 학기 과제는 팀으로 진행해요.,Die Hausarbeit in diesem Semester machen wir im Team.,This semester's assignment is done in teams.,answer=과제; topic=Bildung; unit=b2_02_professional_opinion; derived from vocab_b2_0656,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
cloze_b2_0402,b2,일 년 동안의 연구 성과를 발표했어요.,Ich habe die Forschungsergebnisse eines Jahres vorgestellt.,I presented the results of a year's research.,answer=성과; topic=Bildung; unit=b2_02_professional_opinion; derived from vocab_b2_0657,approved,Fable 직독 승인 2026-09-09 (PR-L3a Batch 24 보충); Jin 10% 표본 대기
