id,level,ko,de,en,field_notes,상태,jin_memo
cloze_b2_0372,B2,짧은 영상의 조회수가 실제 행사 참여를 자동으로 보장하지는 않아요.,Viele Aufrufe eines Kurzvideos garantieren nicht automatisch echte Teilnahme.,High short-form views do not automatically guarantee participation at the event.,rights: original_clean_room; answer=실제 행사 참여; topic_route=Lesen & Reaktionen; scenario=b2_kpop_local_festival_program,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
cloze_b2_0373,B2,팬 자원봉사자의 시간과 역할을 미리 나눠야 활동이 지속됩니다.,"Freiwillige Fanarbeit bleibt tragbar, wenn Zeit und Rollen vorher verteilt werden.",Fan volunteering stays sustainable when time and roles are divided in advance.,rights: original_clean_room; answer=시간과 역할; topic_route=Lesen & Reaktionen; scenario=b2_kpop_local_festival_program,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
cloze_c1_0221,C1,신규 계약을 따로 보는 한편 소득 대비 부담도 비교해야 합니다.,"Neuverträge sind gesondert zu betrachten, während zugleich die Belastung im Verhältnis zum Einkommen verglichen werden muss.",We should examine new leases separately while also comparing the burden with income.,rights: original_clean_room; answer=보는 한편; topic_route=Zugänglichkeit & Teilhabe; scenario=c1_moving_rent_relief_roundtable,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
cloze_c1_0222,C1,같은 월세라도 에너지 비용에 따라 실제 부담은 달라집니다.,Auch bei gleicher Kaltmiete verändert sich die tatsächliche Belastung mit den Energiekosten.,"Even at the same base rent, the real burden changes with energy costs.",rights: original_clean_room; answer=실제 부담; topic_route=Zugänglichkeit & Teilhabe; scenario=c1_moving_rent_relief_roundtable,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
cloze_c1_0223,C1,지원 효과와 신청 과정의 행정 부담을 함께 평가해야 합니다.,Förderwirkung und Verwaltungsaufwand des Antrags müssen gemeinsam bewertet werden.,The effect of support and the administrative burden of applying must be evaluated together.,rights: original_clean_room; answer=행정 부담; topic_route=Zugänglichkeit & Teilhabe; scenario=c1_moving_rent_relief_roundtable,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
cloze_c1_0224,C1,직무별 표본이 작다는 점을 감안하면 결론을 유보해야 합니다.,Angesichts der kleinen Stichproben je Beruf sollte das Urteil zurückgestellt werden.,"Taking the small samples by job type into account, the conclusion should be deferred.",rights: original_clean_room; answer=감안하면; topic_route=Forschung & Evidenz; scenario=c1_work_ai_hiring_pilot_review,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
cloze_c1_0225,C1,처리 시간이 줄어든 사실과 공정성은 별도의 지표로 검증해야 합니다.,Kürzere Bearbeitungszeit und Fairness müssen mit getrennten Indikatoren geprüft werden.,Reduced processing time and fairness need separate measures.,rights: original_clean_room; answer=별도의 지표; topic_route=Forschung & Evidenz; scenario=c1_work_ai_hiring_pilot_review,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
cloze_c1_0226,C1,재검토가 결과를 바꾼 비율을 공개해야 절차를 평가할 수 있습니다.,Erst mit der Quote geänderter Ergebnisse lässt sich das Prüfverfahren bewerten.,The review process can only be evaluated if the rate of changed outcomes is disclosed.,rights: original_clean_room; answer=결과를 바꾼 비율; topic_route=Forschung & Evidenz; scenario=c1_work_ai_hiring_pilot_review,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
cloze_c1_0227,C1,입국 인원이 늘었다고 해서 인력 부족이 해소된 것은 아닙니다.,"Mehr Einreisen bedeuten nicht automatisch, dass der Arbeitskräftemangel gelöst ist.",More arrivals do not automatically mean the workforce shortage is solved.,rights: original_clean_room; answer=늘었다고 해서; topic_route=Nachhaltige Entscheidungen vor Ort; scenario=c1_daily_migration_demography_policy_forum,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
cloze_c1_0228,C1,자격 인정과 주거 지원이 늦으면 기존 경력을 활용하기 어렵습니다.,Bei später Anerkennung und Wohnhilfe lässt sich vorhandene Erfahrung schwer nutzen.,"When recognition and housing support are delayed, existing experience is hard to use.",rights: original_clean_room; answer=기존 경력; topic_route=Nachhaltige Entscheidungen vor Ort; scenario=c1_daily_migration_demography_policy_forum,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
cloze_c1_0229,C1,지역별 일자리와 지원 역량을 함께 봐야 정착 계획이 현실적입니다.,Erst mit regionalen Stellen und Unterstützungskapazitäten wird ein Ankommensplan realistisch.,A settlement plan is realistic only when regional jobs and support capacity are considered together.,rights: original_clean_room; answer=지원 역량; topic_route=Nachhaltige Entscheidungen vor Ort; scenario=c1_daily_migration_demography_policy_forum,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
cloze_c1_0230,C1,추천 알고리즘이 노출을 좌우하는 마당에 조회수만으로 선호를 단정하기 어렵습니다.,"Da Empfehlungsalgorithmen die Sichtbarkeit prägen, lässt sich Vorliebe nicht aus Aufrufen allein ableiten.","Given that recommendation algorithms shape exposure, views alone cannot establish preference.",rights: original_clean_room; answer=좌우하는 마당에; topic_route=Fanarbeit & Belastung; scenario=c1_kpop_platform_localization_review,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
cloze_c1_0231,C1,팬의 자막 기여를 무료 홍보로만 계산하면 노동과 책임이 보이지 않습니다.,"Wird Fan-Untertitelarbeit nur als kostenlose Werbung gezählt, verschwinden Arbeit und Verantwortung.","When fan subtitle work is counted only as free promotion, labor and responsibility disappear.",rights: original_clean_room; answer=노동과 책임; topic_route=Fanarbeit & Belastung; scenario=c1_kpop_platform_localization_review,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
cloze_c1_0232,C1,확산의 크기와 지속 가능한 참여는 서로 다른 지표가 필요합니다.,Reichweite und nachhaltige Beteiligung brauchen unterschiedliche Kennzahlen.,Scale of reach and sustainable participation need different indicators.,rights: original_clean_room; answer=서로 다른 지표; topic_route=Fanarbeit & Belastung; scenario=c1_kpop_platform_localization_review,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
cloze_c2_0221,C2,감당 가능한 주거라 함은 기본생활을 압박하지 않는 상태를 뜻합니다.,"Bezahlbares Wohnen ist als Zustand definiert, der den Grundbedarf nicht verdrängt.",Affordable housing is defined as a condition that does not crowd out basic needs.,rights: original_clean_room; answer=주거라 함은; topic_route=Framinganalyse; scenario=c2_moving_affordability_definition_hearing,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
cloze_c2_0222,C2,기존 계약의 평균은 새로 집을 구하는 사람의 호가를 대신하지 못합니다.,Der Durchschnitt bestehender Verträge ersetzt nicht die Angebotsmieten für Wohnungssuchende.,The average for existing leases cannot stand in for asking rents faced by home seekers.,rights: original_clean_room; answer=새로 집을 구하는 사람; topic_route=Framinganalyse; scenario=c2_moving_affordability_definition_hearing,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
cloze_c2_0223,C2,소득 구간별 부담의 분포를 공개해야 평균이 가리는 차이가 드러납니다.,"Erst die Belastungsverteilung nach Einkommen zeigt, welche Unterschiede der Mittelwert verdeckt.",Publishing the burden distribution by income reveals differences hidden by the average.,rights: original_clean_room; answer=부담의 분포; topic_route=Framinganalyse; scenario=c2_moving_affordability_definition_hearing,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
cloze_c2_0224,C2,평균 정확도가 높다고 치더라도 이의 제기 경로는 보장해야 합니다.,Selbst unter der Annahme hoher Durchschnittsgenauigkeit muss ein Einspruchsweg bestehen.,"Even assuming high average accuracy, an appeal route must be guaranteed.",rights: original_clean_room; answer=높다고 치더라도; topic_route=Technikethik & Verantwortung; scenario=c2_work_ai_accountability_board,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
cloze_c2_0225,C2,회사와 공급업체의 분업이 책임의 공백이 되어서는 안 됩니다.,Die Arbeitsteilung zwischen Unternehmen und Anbieter darf keine Verantwortungslücke schaffen.,The division of labor between company and vendor must not create an accountability gap.,rights: original_clean_room; answer=책임의 공백; topic_route=Technikethik & Verantwortung; scenario=c2_work_ai_accountability_board,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
cloze_c2_0226,C2,사람의 검토자는 자동 결과를 뒤집은 근거를 기록해야 합니다.,Menschliche Prüfende müssen die Begründung für eine Abweichung vom automatischen Ergebnis dokumentieren.,Human reviewers must record why they overrode an automated result.,rights: original_clean_room; answer=뒤집은 근거; topic_route=Technikethik & Verantwortung; scenario=c2_work_ai_accountability_board,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
cloze_c2_0227,C2,취업률 하나는 노동시장 편입의 일부 지표에 불과합니다.,Die Beschäftigungsquote ist nichts weiter als ein Teilindikator der Arbeitsmarktteilhabe.,Employment rate is nothing more than one partial measure of labor-market participation.,"rights: original_clean_room; answer=지표에 불과합니다; topic_route=Sprache, Deutung & Macht; scenario=c2_daily_integration_metric_editorial",approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
cloze_c2_0228,C2,서로 다른 법적 조건의 집단을 한 표에서 비교하면 한계를 밝혀야 합니다.,"Wer Gruppen mit unterschiedlichen Rechtsbedingungen in einer Tabelle vergleicht, muss die Grenzen nennen.","If groups with different legal conditions are compared in one table, the limits must be stated.","rights: original_clean_room; answer=한계를; topic_route=Sprache, Deutung & Macht; scenario=c2_daily_integration_metric_editorial",approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
cloze_c2_0229,C2,정책의 성과를 말할 때 당사자의 선택과 장기 정착도 주어로 세워야 합니다.,Bei politischen Erfolgen müssen auch Entscheidungen und langfristiges Ankommen der Betroffenen zum Subjekt werden.,"When describing policy success, the choices and long-term settlement of the people concerned must also become the subject.","rights: original_clean_room; answer=당사자의 선택; topic_route=Sprache, Deutung & Macht; scenario=c2_daily_integration_metric_editorial",approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
cloze_c2_0230,C2,상호 번역을 전제로 현지 재해석의 의미를 논의해야 합니다.,Lokale Neuinterpretation sollte unter der Voraussetzung wechselseitiger Übersetzung diskutiert werden.,Local reinterpretation should be discussed on the premise of mutual translation.,rights: original_clean_room; answer=번역을 전제로; topic_route=Diskurs & Macht; scenario=c2_kpop_authenticity_platform_panel,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
cloze_c2_0231,C2,‘진짜 팬’이라는 말은 비용과 언어 능력을 참여 자격처럼 만들 수 있습니다.,Der Ausdruck ‚echter Fan‘ kann Geld und Sprachvermögen zu Zugangsvoraussetzungen machen.,The phrase 'real fan' can turn money and language ability into conditions for belonging.,rights: original_clean_room; answer=참여 자격; topic_route=Diskurs & Macht; scenario=c2_kpop_authenticity_platform_panel,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
cloze_c2_0232,C2,추천 권력과 수익 배분을 묻지 않으면 진정성 논쟁은 관계를 가립니다.,Ohne Fragen nach Empfehlungsmacht und Erlösverteilung verdeckt die Authentizitätsdebatte die Beziehungen.,"Without questions about recommendation power and revenue distribution, the authenticity debate hides the relationships.",rights: original_clean_room; answer=추천 권력; topic_route=Diskurs & Macht; scenario=c2_kpop_authenticity_platform_panel,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
