id,level,ko,de,en,field_notes,상태,jin_memo
c2_aesthetic_word_without_equivalent,C2,한 단어를 문단으로 풀어야 합니다,Ein Wort muss zu einem Absatz werden,One word has to become a paragraph,rights: original; shelf=c2_aesthetic; grammar=N와/과 무관하게; gap answer=리듬과 무관하게,approved,
c2_aesthetic_translator_editor_dispute,C2,설득력이 있다고 치더라도 원문을 지울 수는 없습니다,"Selbst wenn es überzeugend klingt, darf man das Original nicht tilgen","Even granting it sounds convincing, the original can't be erased",rights: original; shelf=c2_aesthetic; grammar=A/V-는다고 치더라도; gap answer=선호한다고 치더라도,approved,
c2_limitation_notice_delay_appeal_window,C2,기한은 이미 지났습니까,Ist die Frist bereits abgelaufen?,Has the deadline already passed?,rights: original; shelf=c2_limitation; grammar=A/V-는다고 치더라도; gap answer=했다고 치더라도,approved,
c2_limitation_extension_premise_error_proof,C2,연장의 조건을 먼저 정합니다,Zuerst wird die Bedingung für die Verlängerung geklärt,"First, the condition for the extension is set",rights: original; shelf=c2_limitation; grammar=N을/를 전제로; gap answer=전제로,approved,
c2_limitation_define_accrual_date,C2,기산일이라 함은 언제입니까,Was genau ist der Fristbeginn?,What exactly counts as the start date?,rights: original; shelf=c2_limitation; grammar=N이라 함은; gap answer=기산일이라 함은,approved,
c2_limitation_ex_officio_review_path,C2,남은 길은 이것뿐입니다,Nur dieser Weg bleibt noch offen,This is the only path left,rights: original; shelf=c2_limitation; grammar=N와/과 무관하게; gap answer=소멸과 무관하게,approved,
c2_jurisdiction_neither_claims_authority,C2,이 건은 저희 소관이 아닙니다,Das fällt nicht in unseren Zuständigkeitsbereich,This isn't within our jurisdiction,rights: original; shelf=c2_jurisdiction; grammar=V-(으)ㄹ지언정; gap answer=모호할지언정,approved,
c2_jurisdiction_provisional_ruling_no_authority,C2,그 결정은 임시 조치에 불과합니다,Diese Entscheidung ist nur eine vorläufige Maßnahme,That decision is nothing more than a provisional measure,rights: original; shelf=c2_jurisdiction; grammar=N에 불과하다; gap answer=불과합니다,approved,
c2_jurisdiction_cross_border_premise,C2,거주지를 전제로 관할을 정합니다,Die Zuständigkeit wird auf Grundlage des Wohnsitzes festgelegt,Jurisdiction is set on the premise of residence,rights: original; shelf=c2_jurisdiction; grammar=N을/를 전제로; gap answer=전제로,approved,
c2_jurisdiction_even_if_authorized_escalate,C2,권한이 있다고 치더라도 이관해야 합니다,"Selbst wenn eine Befugnis bestünde, muss weitergeleitet werden","Even assuming there's authority, it still needs to be escalated",rights: original; shelf=c2_jurisdiction; grammar=A/V-는다고 치더라도; gap answer=있다고 치더라도,approved,
c2_representation_fan_rep_mandate_defined,C2,대표라 함은 위임받은 사람입니다,Ein Vertreter ist jemand mit Mandat,A representative is someone with a mandate,rights: original; shelf=c2_representation; grammar=N이라 함은; gap answer=대표라 함은,approved,
c2_representation_minority_view_regardless,C2,표결과 무관하게 남겨야 합니다,Unabhängig vom Abstimmungsergebnis muss es festgehalten werden,It has to be recorded regardless of the vote,rights: original; shelf=c2_representation; grammar=N와/과 무관하게; gap answer=와 무관하게,approved,
c2_representation_press_quote_not_official,C2,그 발언은 개인 소감에 불과합니다,Diese Aussage war nur ein persönlicher Eindruck,That remark was nothing more than a personal impression,rights: original; shelf=c2_representation; grammar=N에 불과하다; gap answer=에 불과합니다,approved,
c2_representation_spokesperson_handover_concession,C2,자리에서 물러날지언정 원칙은 넘기지 않습니다,"Ich trete vom Amt zurück, doch die Grundsätze gebe ich nicht ab","I'll step down from the role, but I won't hand over the principles",rights: original; shelf=c2_representation; grammar=V-(으)ㄹ지언정; gap answer=물러날지언정,approved,
