id,level,ko,de,en,field_notes,상태,jin_memo
smalltalk_b2_0113,B2,임대료 인상률만 보면 실제 주거 부담을 알 수 있을까요?,Zeigt die Mieterhöhung allein die tatsächliche Wohnbelastung?,Does the rent increase alone show the actual housing burden?,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
smalltalk_b2_0114,B2,공공 주택 대기 기간은 지역마다 비교할 수 있나요?,Lassen sich Wartezeiten für öffentlichen Wohnraum regional vergleichen?,Can public-housing waiting times be compared across regions?,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
smalltalk_b2_0115,B2,공급 부족만으로 월세 상승을 설명해도 될까요?,Lässt sich der Mietanstieg allein mit Angebotsmangel erklären?,Can rising rent be explained by supply shortage alone?,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
smalltalk_b2_0116,B2,노동력 부족 대책이 채용 확대에만 집중돼 있나요?,Konzentriert sich die Antwort auf Arbeitskräftemangel nur auf mehr Anwerbung?,Does the response to labor shortages focus only on more recruitment?,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
smalltalk_b2_0117,B2,사회 통합을 언어 시험 점수로만 평가할 수 있을까요?,Lässt sich gesellschaftliche Teilhabe nur über Sprachtestergebnisse bewerten?,Can social inclusion be judged only by language-test scores?,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
smalltalk_b2_0118,B2,온라인 신청이 오히려 접근 장벽이 되는 사람도 있을까요?,Kann ein Online-Antrag für manche Menschen selbst zur Zugangshürde werden?,Can an online application itself become an access barrier for some people?,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
smalltalk_c1_0072,C1,AI로 만든 콘텐츠라는 표시만 있으면 충분할까요?,"Reicht die Kennzeichnung, dass ein Inhalt mit KI erstellt wurde?",Is a label saying content was made with AI enough?,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
smalltalk_c1_0073,C1,인간 감독이 실제 결정권을 갖고 있나요?,Hat die menschliche Aufsicht tatsächlich Entscheidungsbefugnis?,Does human oversight have real decision-making authority?,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
smalltalk_c1_0074,C1,알고리즘 편향을 결과 비율만으로 찾을 수 있을까요?,Lässt sich algorithmische Verzerrung allein an Ergebnisquoten erkennen?,Can algorithmic bias be detected from outcome rates alone?,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
smalltalk_c1_0075,C1,설명 가능성은 누구에게 설명되는지를 포함하나요?,"Umfasst Erklärbarkeit auch, für wen die Erklärung bestimmt ist?",Does explainability include who the explanation is for?,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
smalltalk_c1_0076,C1,팬 번역의 무급 기여를 어떻게 기록해야 할까요?,Wie sollte unbezahlte Fan-Übersetzungsarbeit dokumentiert werden?,How should unpaid fan translation work be documented?,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
smalltalk_c1_0077,C1,K-컬처 현지화에서 문화적 맥락이 어디서 빠지나요?,Wo geht bei der Lokalisierung von K-Kultur kultureller Kontext verloren?,Where does cultural context get lost in K-culture localization?,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
smalltalk_c2_0071,C2,저출산 담론이 개인의 가치관만을 원인으로 제시하나요?,Stellt der Diskurs über niedrige Geburtenraten individuelle Werte als einzige Ursache dar?,Does low-birth-rate discourse present individual values as the sole cause?,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
smalltalk_c2_0072,C2,세대 간 형평성을 비용 분담으로만 정의해도 될까요?,Darf Generationengerechtigkeit nur als Kostenteilung definiert werden?,Should intergenerational equity be defined only as cost sharing?,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
smalltalk_c2_0073,C2,정책 효과와 단순한 시기적 동시성을 구분했나요?,Wurde Politikwirkung von bloßer zeitlicher Gleichzeitigkeit getrennt?,Was the policy effect separated from mere timing?,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
smalltalk_c2_0074,C2,자동 제재에 이의 제기 경로가 실제로 열려 있나요?,Ist bei einer automatischen Sanktion tatsächlich ein Einspruchsweg offen?,Is there a real appeal path for an automated sanction?,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
smalltalk_c2_0075,C2,담론 프레임이 책임 소재를 개인에게 옮기고 있나요?,Verschiebt der diskursive Rahmen Verantwortung auf Einzelne?,Does the discourse frame shift responsibility onto individuals?,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
smalltalk_c2_0076,C2,동의가 있어도 권력 비대칭 때문에 거절하기 어려운가요?,Ist eine Ablehnung trotz Einwilligungsverfahren wegen Machtasymmetrie schwierig?,Can power asymmetry make refusal difficult even when consent is requested?,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
