id,level,ko,de,en,field_notes,상태,jin_memo
cloze_c1_0247,C1,출처 표시가 있어도 제작 과정까지 자동으로 설명되지는 않습니다.,Eine Quellenkennzeichnung erklärt nicht automatisch den gesamten Herstellungsprozess.,Source labeling does not automatically explain the full production process.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
cloze_c1_0248,C1,알고리즘 편향은 학습 데이터와 운영 기준을 함께 봐야 드러납니다.,"Algorithmische Verzerrung wird erst sichtbar, wenn Trainingsdaten und Einsatzkriterien gemeinsam geprüft werden.",Algorithmic bias becomes visible when training data and deployment criteria are examined together.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
cloze_c1_0249,C1,설명 가능성은 기술 문서의 길이가 아니라 이의 제기에 쓸 수 있는 정보로 평가해야 합니다.,"Erklärbarkeit sollte nicht an der Länge technischer Dokumente, sondern an nutzbaren Informationen für Einwände gemessen werden.","Explainability should be judged by information people can use to challenge a decision, not by document length.","rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
cloze_c1_0250,C1,인간 감독이 형식적인 확인 절차에 그치지 않도록 권한을 분명히 해야 합니다.,"Damit menschliche Aufsicht nicht zur Formalität wird, müssen ihre Befugnisse klar sein.",Human oversight needs clear authority so that it does not become a formality.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
cloze_c2_0245,C2,인구 구조의 변화는 출생뿐 아니라 이동과 기대수명을 함께 봐야 해석할 수 있습니다.,"Veränderungen der Bevölkerungsstruktur lassen sich nur unter Einbezug von Geburten, Migration und Lebenserwartung deuten.","Changes in population structure require considering births, migration, and life expectancy together.","rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
cloze_c2_0246,C2,재생산 부담을 개인의 선택으로만 환원하면 돌봄과 고용 조건이 사라집니다.,"Wird reproduktive Belastung auf individuelle Entscheidungen reduziert, verschwinden Betreuungs- und Arbeitsbedingungen aus dem Blick.",Reducing reproductive burden to personal choice erases care and employment conditions.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
cloze_c2_0247,C2,세대 간 형평성은 비용뿐 아니라 결정권과 혜택의 시점도 포함합니다.,"Generationengerechtigkeit umfasst nicht nur Kosten, sondern auch Entscheidungsrechte und den Zeitpunkt von Vorteilen.","Intergenerational equity includes decision rights and the timing of benefits, not only costs.","rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
cloze_c2_0248,C2,정책 효과를 말하려면 대상 집단과 비교 기준을 먼저 밝혀야 합니다.,"Wer von Politikwirkung spricht, muss Zielgruppe und Vergleichsmaßstab zuerst benennen.",Claims about policy effects should first identify the target group and comparison standard.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
cloze_c2_0249,C2,두 지표가 함께 움직였다는 사실만으로 인과 추론을 확정할 수 없습니다.,Aus der gemeinsamen Entwicklung zweier Indikatoren folgt noch kein gesicherter Kausalschluss.,Two indicators moving together does not establish causal inference.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
cloze_c2_0250,C2,자동화가 개입해도 설계와 운영의 책임 주체를 분리해 기록해야 합니다.,Auch bei Automatisierung müssen die verantwortlichen Stellen für Entwicklung und Betrieb getrennt dokumentiert werden.,"Even with automation, the responsible actors for design and operation must be documented separately.","rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
