id,level,ko,de,en,field_notes,상태,jin_memo
cloze_a2_0321,a2,운동하기 전에 옷을 갈아입어요.,"Bevor ich Sport mache, ziehe ich mich um.",I change clothes before exercising.,rights: original_clean_room; answer=갈아입어요; topic=Alltag; unit=a2_01_haeyo_transition; derived from vocab_a2_0514,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0322,a2,"크리스티안 씨, 무슨 걱정 있어요? 제가 도와줄게요.","Christian, haben Sie irgendwelche Sorgen? Ich helfe Ihnen.","Christian, do you have any worries? I'll help you.",rights: original_clean_room; answer=걱정; topic=Gefühle; unit=a2_04_feelings_health; derived from vocab_a2_0515,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0323,a2,차가 너무 막혀서 짜증이 났어요.,"Der Stau war so schlimm, dass ich genervt war.",The traffic was so bad that I got annoyed.,rights: original_clean_room; answer=짜증이; topic=Gefühle; unit=a2_04_feelings_health; derived from vocab_a2_0516,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0324,a2,"수진아, 화내지 말고 얘기 좀 해 줘.","Sujin, werd nicht wütend, sag mir einfach, was los ist.","Sujin, don't get angry, just tell me what's up.",rights: original_clean_room; answer=화내지; topic=Gefühle; unit=a2_04_feelings_health; derived from vocab_a2_0517,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0325,a2,"준아, 나 정말 깜짝 놀랐어!","Jun, ich habe mich total erschreckt!","Jun, I was totally startled!",rights: original_clean_room; answer=깜짝; topic=Gefühle; unit=a2_04_feelings_health; derived from vocab_a2_0518,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0326,a2,합격 소식에 부모님이 정말 기뻐하셨어요.,Meine Eltern haben sich über die Erfolgsnachricht sehr gefreut.,My parents were really pleased about the news that I passed.,rights: original_clean_room; answer=기뻐하셨어요; topic=Gefühle; unit=a2_04_feelings_health; derived from vocab_a2_0519,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0327,a2,강아지가 아파서 아이가 많이 슬퍼했어요.,"Der Hund war krank, deshalb war das Kind sehr traurig.","The dog was sick, so the child was very sad.",rights: original_clean_room; answer=슬퍼했어요; topic=Gefühle; unit=a2_04_feelings_health; derived from vocab_a2_0520,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0328,a2,이 방법은 정말 간단해요.,Diese Methode ist wirklich einfach.,This method is really simple.,rights: original_clean_room; answer=간단해요; topic=Beschreibung; unit=a2_01_haeyo_transition; derived from vocab_a2_0521,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0329,a2,제 동생은 성격이 정말 착해요.,Meine kleine Schwester hat wirklich einen guten Charakter.,My little sibling has a really kind personality.,rights: original_clean_room; answer=착해요; topic=Beschreibung; unit=a2_01_haeyo_transition; derived from vocab_a2_0522,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0330,a2,"대박, 수진 씨 정말 똑똑하네요!","Wahnsinn, Sujin, Sie sind wirklich klug!","Wow, Sujin, you're really smart!",rights: original_clean_room; answer=똑똑하네요; topic=Beschreibung; unit=a2_01_haeyo_transition; derived from vocab_a2_0523,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0331,a2,비 오는 날은 외출이 귀찮아요.,"An Regentagen ist es mühsam, rauszugehen.","On rainy days, going out is a hassle.",rights: original_clean_room; answer=귀찮아요; topic=Beschreibung; unit=a2_01_haeyo_transition; derived from vocab_a2_0524,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0332,a2,오늘은 이 정도면 충분해요.,Für heute reicht das so aus.,This much is enough for today.,rights: original_clean_room; answer=충분해요; topic=Beschreibung; unit=a2_01_haeyo_transition; derived from vocab_a2_0525,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0333,a2,이 가방은 오래됐지만 아직 튼튼해요.,"Diese Tasche ist zwar alt, aber immer noch stabil.","This bag is old, but it's still sturdy.",rights: original_clean_room; answer=튼튼해요; topic=Beschreibung; unit=a2_01_haeyo_transition; derived from vocab_a2_0526,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0334,a2,여름에는 보통 장마가 시작돼요.,Im Sommer beginnt normalerweise die Regenzeit.,The monsoon usually starts in summer.,rights: original_clean_room; answer=장마가; topic=Wetter; unit=a2_03_chat_relationships; derived from vocab_a2_0527,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0335,a2,오늘 아침에 안개가 많이 꼈어요.,Heute Morgen lag dichter Nebel.,There was a lot of fog this morning.,rights: original_clean_room; answer=안개가; topic=Wetter; unit=a2_03_chat_relationships; derived from vocab_a2_0528,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0336,a2,이번 주말에 태풍이 올 거예요.,Dieses Wochenende kommt ein Taifun.,A typhoon is coming this weekend.,rights: original_clean_room; answer=태풍이; topic=Wetter; unit=a2_03_chat_relationships; derived from vocab_a2_0529,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0337,a2,엘리베이터가 고장 나서 계단으로 올라갔어요.,"Der Aufzug war kaputt, deshalb bin ich die Treppe hochgegangen.","The elevator was broken, so I went up the stairs.",rights: original_clean_room; answer=계단으로; topic=Wohnen; unit=a2_08_home_money; derived from vocab_a2_0530,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0338,a2,마당에 나무를 심었어요.,Ich habe im Garten einen Baum gepflanzt.,I planted a tree in the yard.,rights: original_clean_room; answer=마당에; topic=Wohnen; unit=a2_08_home_money; derived from vocab_a2_0531,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0339,a2,벽에 가족사진을 걸었어요.,Ich habe ein Familienfoto an die Wand gehängt.,I hung a family photo on the wall.,rights: original_clean_room; answer=벽에; topic=Wohnen; unit=a2_08_home_money; derived from vocab_a2_0532,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0340,a2,아버지랑 강으로 낚시를 갔어요.,Ich bin mit meinem Vater zum Angeln an den Fluss gefahren.,I went fishing at the river with my father.,rights: original_clean_room; answer=낚시를; topic=Freizeit; unit=a2_04_feelings_health; derived from vocab_a2_0533,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0341,a2,"레나 씨, 저랑 배드민턴 칠래요?","Lena, wollen Sie mit mir Badminton spielen?","Lena, do you want to play badminton with me?",rights: original_clean_room; answer=배드민턴; topic=Freizeit; unit=a2_04_feelings_health; derived from vocab_a2_0534,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0342,a2,아이들이 학교에서 오면 간식을 줘요.,"Wenn die Kinder von der Schule kommen, gebe ich ihnen einen Snack.","When the kids come home from school, I give them a snack.",rights: original_clean_room; answer=간식을; topic=Essen & Trinken; unit=a2_05_delivery_services; derived from vocab_a2_0535,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0343,a2,요리하기 전에 재료부터 준비해요.,"Bevor ich koche, bereite ich zuerst die Zutaten vor.","Before cooking, I prepare the ingredients first.",rights: original_clean_room; answer=재료부터; topic=Essen & Trinken; unit=a2_05_delivery_services; derived from vocab_a2_0536,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0344,a2,이 국에 간장을 좀 더 넣으세요.,Geben Sie noch etwas mehr Sojasoße in diese Suppe.,Put a bit more soy sauce in this soup.,rights: original_clean_room; answer=간장을; topic=Essen & Trinken; unit=a2_05_delivery_services; derived from vocab_a2_0537,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0345,a2,프라이팬에 기름을 먼저 넣어요.,Zuerst gibt man Öl in die Pfanne.,"First, you put oil in the pan.",rights: original_clean_room; answer=기름을; topic=Essen & Trinken; unit=a2_05_delivery_services; derived from vocab_a2_0538,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0346,a2,주문한 택배가 오늘 도착했어요.,Das bestellte Paket ist heute angekommen.,The parcel I ordered arrived today.,rights: original_clean_room; answer=택배가; topic=Einkaufen; unit=a2_05_delivery_services; derived from vocab_a2_0539,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0347,a2,이 상품은 지금 세 개 남았어요.,Von dieser Ware sind jetzt noch drei Stück übrig.,There are only three of this product left now.,rights: original_clean_room; answer=상품은; topic=Einkaufen; unit=a2_05_delivery_services; derived from vocab_a2_0540,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0348,a2,"저기요, 계산 좀 해 주세요.","Entschuldigung, machen Sie das bitte fertig.","Excuse me, could you total it up, please.",rights: original_clean_room; answer=계산; topic=Einkaufen; unit=a2_05_delivery_services; derived from vocab_a2_0541,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0349,a2,주문이 잘못 들어간 것 같아요.,"Es scheint, dass die Bestellung falsch aufgenommen wurde.",It seems the order was entered wrong.,rights: original_clean_room; answer=주문이; topic=Einkaufen; unit=a2_05_delivery_services; derived from vocab_a2_0542,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0350,a2,올해 딸이 초등학교에 입학했어요.,Meine Tochter wurde dieses Jahr eingeschult.,My daughter started elementary school this year.,rights: original_clean_room; answer=입학했어요; topic=Bildung; unit=a2_06_study_work; derived from vocab_a2_0543,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0351,a2,이 수업은 출석이 정말 중요해요.,Bei diesem Kurs ist die Anwesenheit wirklich wichtig.,Attendance is really important in this class.,rights: original_clean_room; answer=출석이; topic=Bildung; unit=a2_06_study_work; derived from vocab_a2_0544,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0352,a2,매달 조금씩 저금을 해요.,Ich spare jeden Monat ein bisschen.,I save a little bit every month.,rights: original_clean_room; answer=저금을; topic=Geld; unit=a2_08_home_money; derived from vocab_a2_0545,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0353,a2,이번 달 전화 요금이 많이 나왔어요.,Die Telefonrechnung ist diesen Monat sehr hoch ausgefallen.,This month's phone bill came out really high.,rights: original_clean_room; answer=요금이; topic=Geld; unit=a2_08_home_money; derived from vocab_a2_0546,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0354,a2,이 섬에는 사람이 많이 안 살아요.,Auf dieser Insel leben nicht viele Menschen.,Not many people live on this island.,rights: original_clean_room; answer=섬에는; topic=Natur & Draußen; unit=a2_03_chat_relationships; derived from vocab_a2_0547,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0355,a2,호수 주변을 산책했어요.,Ich bin um den See herum spazieren gegangen.,I took a walk around the lake.,rights: original_clean_room; answer=호수; topic=Natur & Draußen; unit=a2_03_chat_relationships; derived from vocab_a2_0548,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0356,a2,오늘 저녁에 고모도 오시기로 했어요.,Heute Abend kommt auch meine Tante (väterlicherseits) dazu.,My aunt is also coming to dinner tonight.,rights: original_clean_room; answer=고모도; topic=Partnerschaft & koreanische Familie; unit=a2_03_chat_relationships; derived from vocab_a2_0549,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0357,a2,삼촌이 맛있는 걸 많이 사 주셨어요.,Mein Onkel hat mir viele leckere Sachen gekauft.,My uncle bought me a lot of delicious things.,rights: original_clean_room; answer=삼촌이; topic=Partnerschaft & koreanische Familie; unit=a2_03_chat_relationships; derived from vocab_a2_0550,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0358,a2,설날에는 이모 댁에도 가요.,An Seollal besuchen wir auch das Haus meiner Tante (mütterlicherseits).,"On Seollal, we also visit my aunt's house.",rights: original_clean_room; answer=이모; topic=Partnerschaft & koreanische Familie; unit=a2_03_chat_relationships; derived from vocab_a2_0551,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0359,a2,이번 명절에는 가족이 다 모여요.,Zu diesem Feiertag kommt die ganze Familie zusammen.,The whole family is gathering for this holiday.,rights: original_clean_room; answer=명절에는; topic=Partnerschaft & koreanische Familie; unit=a2_03_chat_relationships; derived from vocab_a2_0552,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0360,a2,추석에 조카들을 오랜만에 만났어요.,An Chuseok habe ich meine Neffen und Nichten nach langer Zeit wiedergesehen.,I saw my nieces and nephews again at Chuseok after a long time.,rights: original_clean_room; answer=조카들을; topic=Partnerschaft & koreanische Familie; unit=a2_03_chat_relationships; derived from vocab_a2_0553,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0361,a2,고향 이웃들은 다 저를 알아봐요.,Die Nachbarn in meiner Heimatstadt erkennen mich alle.,The neighbors in my hometown all recognize me.,rights: original_clean_room; answer=이웃들은; topic=Partnerschaft & koreanische Familie; unit=a2_03_chat_relationships; derived from vocab_a2_0554,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0362,a2,비가 와서 약속을 취소했어요.,"Es hat geregnet, deshalb habe ich die Verabredung abgesagt.","It rained, so I cancelled the appointment.",rights: original_clean_room; answer=취소했어요; topic=약속과 일정; unit=a2_02_plans_proposals; derived from vocab_a2_0555,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0363,a2,회의실을 미리 잡아 놓을게요.,Ich reserviere den Besprechungsraum schon im Voraus.,I'll reserve the meeting room in advance.,rights: original_clean_room; answer=잡아; topic=약속과 일정; unit=a2_02_plans_proposals; derived from vocab_a2_0556,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0364,a2,안드레아 씨는 이 직장에서 오래 일하셨어요?,"Andrea, arbeiten Sie schon lange an diesem Arbeitsplatz?","Andrea, have you been working at this workplace for a long time?",rights: original_clean_room; answer=직장에서; topic=Beruf; unit=a2_06_study_work; derived from vocab_a2_0557,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0365,a2,여기서 전철로 세 정거장이에요.,Von hier sind es drei Stationen mit der U-Bahn.,It's three stops from here by subway.,rights: original_clean_room; answer=전철로; topic=Verkehr; unit=a2_07_travel_repair; derived from vocab_a2_0558,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0366,a2,휴대폰에서 이상한 소리가 나요.,Aus meinem Handy kommt ein komisches Geräusch.,A strange sound is coming from my phone.,rights: original_clean_room; answer=소리가; topic=Technologie; unit=a2_04_feelings_health; derived from vocab_a2_0559,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0367,a2,제 삼촌은 공무원이에요.,Mein Onkel ist Beamter.,My uncle is a civil servant.,rights: original_clean_room; answer=공무원이에요; topic=Menschen & Berufe; unit=a2_06_study_work; derived from vocab_a2_0560,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0368,a2,두통이 심해서 약국에 왔어요.,"Ich habe starke Kopfschmerzen, deshalb bin ich in die Apotheke gekommen.","I have a bad headache, so I came to the pharmacy.",rights: original_clean_room; answer=두통이; topic=Apotheke; unit=a2_04_feelings_health; derived from vocab_a2_0561,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0369,a2,휴대폰을 집에 두고 나왔어요.,Ich habe mein Handy zu Hause liegen lassen.,I left my phone at home.,rights: original_clean_room; answer=휴대폰을; topic=Kommunikation; unit=a2_03_chat_relationships; derived from vocab_a2_0562,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0370,a2,"다니엘 씨, 메시지 보냈는데 확인했어요?","Daniel, ich habe dir eine Nachricht geschickt, hast du sie gesehen?","Daniel, I sent you a message, did you check it?",rights: original_clean_room; answer=메시지; topic=Kommunikation; unit=a2_03_chat_relationships; derived from vocab_a2_0563,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0371,a2,책상 위에 메모를 남겨 놨어요.,Ich habe eine Notiz auf dem Schreibtisch hinterlassen.,I left a note on the desk.,rights: original_clean_room; answer=메모를; topic=Kommunikation; unit=a2_03_chat_relationships; derived from vocab_a2_0564,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0372,a2,현아 씨한테 답장이 아직도 안 왔어요.,Von Hyuna ist immer noch keine Antwort gekommen.,I still haven't gotten a reply from Hyuna.,rights: original_clean_room; answer=답장이; topic=Kommunikation; unit=a2_03_chat_relationships; derived from vocab_a2_0565,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0373,a2,연락처 좀 남겨 주시겠어요?,Könnten Sie mir bitte Ihre Kontaktdaten hinterlassen?,"Could you leave your contact information, please?",rights: original_clean_room; answer=연락처; topic=Kommunikation; unit=a2_03_chat_relationships; derived from vocab_a2_0566,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
cloze_a2_0374,a2,죄송한데 전화를 좀 끊을게요.,"Entschuldigung, aber ich muss jetzt auflegen.","Sorry, but I need to hang up now.",rights: original_clean_room; answer=끊을게요; topic=Kommunikation; unit=a2_03_chat_relationships; derived from vocab_a2_0567,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 30·31 표본 승인'; 7/62 (30) · 7/64 (31)); C3-T5 승격
