id,level,ko,de,en,field_notes,상태,jin_memo
satz_b1_0470,B1,마감 전에 필요한 서류를 모두 제출했어요.,Ich habe alle erforderlichen Unterlagen vor Ablauf der Frist eingereicht.,I submitted all required documents before the deadline.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
satz_b1_0471,B1,첫 근무 전에 안전 교육을 이수해야 해요.,Vor dem ersten Arbeitstag muss ich die Sicherheitsschulung abschließen.,I need to complete the safety training before my first shift.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
satz_b1_0472,B1,휴가 전에 업무 인수인계 내용을 문서로 남겼어요.,Vor dem Urlaub habe ich die Arbeitsübergabe schriftlich festgehalten.,I documented the work handover before taking leave.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
satz_b1_0473,B1,돌봄 일정 때문에 유연 근무가 가능한지 물었어요.,Wegen meiner Betreuungszeiten habe ich nach flexibler Arbeit gefragt.,I asked about flexible work because of my care schedule.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
satz_b1_0474,B1,팀과 돌봄 시간을 공유하고 회의 시간을 조정했어요.,Ich habe meine Betreuungszeiten im Team genannt und den Besprechungstermin abgestimmt.,I shared my care hours with the team and adjusted the meeting time.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
satz_b2_0544,B2,공급 부족만으로 지역별 임대료 차이를 모두 설명하기는 어렵습니다.,Alle regionalen Mietunterschiede lassen sich nicht allein mit Angebotsmangel erklären.,Supply shortage alone cannot explain every regional difference in rent.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
satz_b2_0545,B2,공공 주택의 입주 기준과 대기 기간을 공개해야 합니다.,Die Zugangskriterien und Wartezeiten für öffentlichen Wohnraum sollten veröffentlicht werden.,Eligibility rules and waiting times for public housing should be public.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
satz_b2_0546,B2,이주 배경이 있다는 이유만으로 지원이 필요하다고 단정할 수 없습니다.,Aus einer Migrationsgeschichte allein lässt sich kein Unterstützungsbedarf ableiten.,A migration background alone does not establish a need for support.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
satz_b2_0547,B2,노동력 부족 대책에는 채용뿐 아니라 근무 조건 개선도 포함돼야 합니다.,Maßnahmen gegen Arbeitskräftemangel sollten neben Anwerbung auch bessere Arbeitsbedingungen umfassen.,Responses to labor shortages should include better working conditions as well as recruitment.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
satz_b2_0548,B2,사회 통합을 개인의 언어 능력만으로 평가해서는 안 됩니다.,Gesellschaftliche Teilhabe darf nicht allein an individuellen Sprachkenntnissen gemessen werden.,Social inclusion should not be judged only by an individual's language skills.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
satz_b2_0549,B2,복잡한 신청 절차가 새로운 접근 장벽이 될 수 있습니다.,Ein kompliziertes Antragsverfahren kann zu einer neuen Zugangshürde werden.,A complicated application process can become a new access barrier.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
satz_c1_0247,C1,데이터 대표성이 낮으면 전체 집단에 대한 결론을 제한해야 합니다.,Bei geringer Repräsentativität der Daten müssen Aussagen über die Gesamtgruppe begrenzt werden.,"When data representativeness is low, claims about the whole population must be limited.","rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
satz_c1_0248,C1,자동화된 판단 뒤에도 책임 있는 담당자에게 질문할 수 있어야 합니다.,Auch nach einer automatisierten Entscheidung muss eine verantwortliche Person ansprechbar sein.,People should still be able to question an accountable person after an automated decision.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
satz_c1_0249,C1,팬의 무급 기여를 홍보 성과로만 계산하면 부담이 가려집니다.,"Wenn unbezahlte Beiträge von Fans nur als Reichweitenerfolg zählen, bleibt ihre Belastung unsichtbar.",Treating fans' unpaid contributions only as reach hides the burden involved.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
satz_c1_0250,C1,해외 팬의 번역 노동에는 시간과 맥락 판단이 함께 들어갑니다.,In die Übersetzungsarbeit internationaler Fans fließen Zeit und Kontextentscheidungen ein.,International fans' translation labor involves both time and contextual judgment.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
satz_c1_0251,C1,문화적 맥락을 지우면 같은 표현도 다른 의미로 유통될 수 있습니다.,Ohne kulturellen Kontext kann derselbe Ausdruck mit anderer Bedeutung zirkulieren.,"Without cultural context, the same expression can circulate with a different meaning.","rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
satz_c1_0252,C1,수익 배분 기준을 공개해야 참여자가 자신의 몫을 판단할 수 있습니다.,Nur mit offengelegten Kriterien der Erlösverteilung können Beteiligte ihren Anteil beurteilen.,Participants can assess their share only when revenue-sharing criteria are public.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
satz_c2_0247,C2,자동화가 개입해도 설계와 운영의 책임 주체를 분리해 기록해야 합니다.,Auch bei Automatisierung müssen die verantwortlichen Stellen für Entwicklung und Betrieb getrennt dokumentiert werden.,"Even with automation, the responsible actors for design and operation must be documented separately.","rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
satz_c2_0248,C2,오류를 발견한 뒤 실제로 접근할 수 있는 제도적 구제가 필요합니다.,Nach Feststellung eines Fehlers braucht es einen tatsächlich zugänglichen institutionellen Rechtsbehelf.,"Once an error is found, people need institutional redress they can actually access.","rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
satz_c2_0249,C2,이의 신청 기한은 통지를 이해한 뒤부터 계산하는 방안을 검토해야 합니다.,"Es sollte geprüft werden, die Frist für einen Einspruchsantrag erst ab verständlicher Mitteilung zu berechnen.",The deadline for an appeal request should be considered from the point when notice is understandable.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
satz_c2_0250,C2,자동 제재는 근거와 재검토 경로를 동시에 제시해야 합니다.,Eine automatische Sanktion muss zugleich Begründung und Überprüfungsweg nennen.,An automated sanction should provide both grounds and a review path.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
satz_c2_0251,C2,표집 편향이 확인되면 결과의 적용 범위를 축소해야 합니다.,"Wird eine Auswahlverzerrung festgestellt, muss der Geltungsbereich der Ergebnisse eingeschränkt werden.","When selection bias is identified, the scope of the findings must be narrowed.","rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
satz_c2_0252,C2,동의 절차가 있어도 권력 비대칭이 크면 거절의 비용을 따로 살펴야 합니다.,Auch bei einem Einwilligungsverfahren müssen bei starker Machtasymmetrie die Kosten einer Ablehnung gesondert betrachtet werden.,"Even with a consent process, a strong power asymmetry requires examining the cost of refusal.","rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
