id,level,ko,de,en,field_notes,상태,jin_memo
pronunciation_c1_0011,C1,입국 인원이 늘었다고 해서 인력 부족이 해소된 것은 아닙니다.,"Mehr Einreisen bedeuten nicht automatisch, dass der Arbeitskräftemangel gelöst ist.",More arrivals do not automatically mean the workforce shortage is solved.,rights: original_clean_room; focus=관찰과 잘못된 결론 분리; scenario=c1_daily_migration_demography_policy_forum; tts=not_generated,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
pronunciation_c1_0012,C1,자격 인정과 주거 지원이 늦으면 기존 경력을 활용하기 어렵습니다.,Bei später Anerkennung und Wohnhilfe lässt sich vorhandene Erfahrung schwer nutzen.,"When recognition and housing support are delayed, existing experience is hard to use.",rights: original_clean_room; focus=조건절 뒤 논리적 초점; scenario=c1_daily_migration_demography_policy_forum; tts=not_generated,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
pronunciation_c1_0013,C1,지역별 일자리와 지원 역량을 함께 봐야 정착 계획이 현실적입니다.,Erst mit regionalen Stellen und Unterstützungskapazitäten wird ein Ankommensplan realistisch.,A settlement plan is realistic only when regional jobs and support capacity are considered together.,rights: original_clean_room; focus=복합 명사구의 경계; scenario=c1_daily_migration_demography_policy_forum; tts=not_generated,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
pronunciation_c1_0014,C1,추천 알고리즘이 노출을 좌우하는 마당에 조회수만으로 선호를 단정하기 어렵습니다.,"Da Empfehlungsalgorithmen die Sichtbarkeit prägen, lässt sich Vorliebe nicht aus Aufrufen allein ableiten.","Given that recommendation algorithms shape exposure, views alone cannot establish preference.",rights: original_clean_room; focus=상황 전제와 판단의 긴 호흡; scenario=c1_kpop_platform_localization_review; tts=not_generated,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
pronunciation_c1_0015,C1,팬의 자막 기여를 무료 홍보로만 계산하면 노동과 책임이 보이지 않습니다.,"Wird Fan-Untertitelarbeit nur als kostenlose Werbung gezählt, verschwinden Arbeit und Verantwortung.","When fan subtitle work is counted only as free promotion, labor and responsibility disappear.",rights: original_clean_room; focus=대조되는 평가어 강조; scenario=c1_kpop_platform_localization_review; tts=not_generated,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
pronunciation_c1_0016,C1,확산의 크기와 지속 가능한 참여는 서로 다른 지표가 필요합니다.,Reichweite und nachhaltige Beteiligung brauchen unterschiedliche Kennzahlen.,Scale of reach and sustainable participation need different indicators.,rights: original_clean_room; focus=추상 명사구를 또렷하게 읽기; scenario=c1_kpop_platform_localization_review; tts=not_generated,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
pronunciation_c2_0005,C2,감당 가능한 주거라 함은 기본생활을 압박하지 않는 상태를 뜻합니다.,"Bezahlbares Wohnen ist als Zustand definiert, der den Grundbedarf nicht verdrängt.",Affordable housing is defined as a condition that does not crowd out basic needs.,rights: original_clean_room; focus=제도적 정의의 장중한 끊기; scenario=c2_moving_affordability_definition_hearing; tts=not_generated,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
pronunciation_c2_0006,C2,기존 계약의 평균은 새로 집을 구하는 사람의 호가를 대신하지 못합니다.,Der Durchschnitt bestehender Verträge ersetzt nicht die Angebotsmieten für Wohnungssuchende.,The average for existing leases cannot stand in for asking rents faced by home seekers.,rights: original_clean_room; focus=긴 관형절의 정보 중심; scenario=c2_moving_affordability_definition_hearing; tts=not_generated,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
pronunciation_c2_0007,C2,소득 구간별 부담의 분포를 공개해야 평균이 가리는 차이가 드러납니다.,"Erst die Belastungsverteilung nach Einkommen zeigt, welche Unterschiede der Mittelwert verdeckt.",Publishing the burden distribution by income reveals differences hidden by the average.,rights: original_clean_room; focus=논증 문장의 단계적 상승; scenario=c2_moving_affordability_definition_hearing; tts=not_generated,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
pronunciation_c2_0008,C2,평균 정확도가 높다고 치더라도 이의 제기 경로는 보장해야 합니다.,Selbst unter der Annahme hoher Durchschnittsgenauigkeit muss ein Einspruchsweg bestehen.,"Even assuming high average accuracy, an appeal route must be guaranteed.",rights: original_clean_room; focus=가정적 양보 뒤 원칙 강조; scenario=c2_work_ai_accountability_board; tts=not_generated,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
pronunciation_c2_0009,C2,회사와 공급업체의 분업이 책임의 공백이 되어서는 안 됩니다.,Die Arbeitsteilung zwischen Unternehmen und Anbieter darf keine Verantwortungslücke schaffen.,The division of labor between company and vendor must not create an accountability gap.,rights: original_clean_room; focus=추상 명사구의 연속 받침; scenario=c2_work_ai_accountability_board; tts=not_generated,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
pronunciation_c2_0010,C2,사람의 검토자는 자동 결과를 뒤집은 근거를 기록해야 합니다.,Menschliche Prüfende müssen die Begründung für eine Abweichung vom automatischen Ergebnis dokumentieren.,Human reviewers must record why they overrode an automated result.,rights: original_clean_room; focus=관형절과 목적어의 경계; scenario=c2_work_ai_accountability_board; tts=not_generated,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
pronunciation_c2_0011,C2,취업률 하나는 노동시장 편입의 일부 지표에 불과합니다.,Die Beschäftigungsquote ist nichts weiter als ein Teilindikator der Arbeitsmarktteilhabe.,Employment rate is nothing more than one partial measure of labor-market participation.,rights: original_clean_room; focus=축소 평가의 단호한 마무리; scenario=c2_daily_integration_metric_editorial; tts=not_generated,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
pronunciation_c2_0012,C2,서로 다른 법적 조건의 집단을 한 표에서 비교하면 한계를 밝혀야 합니다.,"Wer Gruppen mit unterschiedlichen Rechtsbedingungen in einer Tabelle vergleicht, muss die Grenzen nennen.","If groups with different legal conditions are compared in one table, the limits must be stated.",rights: original_clean_room; focus=조건과 의무의 논리적 끊기; scenario=c2_daily_integration_metric_editorial; tts=not_generated,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
pronunciation_c2_0013,C2,정책의 성과를 말할 때 당사자의 선택과 장기 정착도 주어로 세워야 합니다.,Bei politischen Erfolgen müssen auch Entscheidungen und langfristiges Ankommen der Betroffenen zum Subjekt werden.,"When describing policy success, the choices and long-term settlement of the people concerned must also become the subject.",rights: original_clean_room; focus=추상 주어의 호흡과 강조; scenario=c2_daily_integration_metric_editorial; tts=not_generated,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
pronunciation_c2_0014,C2,상호 번역을 전제로 현지 재해석의 의미를 논의해야 합니다.,Lokale Neuinterpretation sollte unter der Voraussetzung wechselseitiger Übersetzung diskutiert werden.,Local reinterpretation should be discussed on the premise of mutual translation.,rights: original_clean_room; focus=전제 구절 뒤 논점 제시; scenario=c2_kpop_authenticity_platform_panel; tts=not_generated,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
pronunciation_c2_0015,C2,‘진짜 팬’이라는 말은 비용과 언어 능력을 참여 자격처럼 만들 수 있습니다.,Der Ausdruck ‚echter Fan‘ kann Geld und Sprachvermögen zu Zugangsvoraussetzungen machen.,The phrase 'real fan' can turn money and language ability into conditions for belonging.,rights: original_clean_room; focus=인용어와 비판적 거리 두기; scenario=c2_kpop_authenticity_platform_panel; tts=not_generated,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
pronunciation_c2_0016,C2,추천 권력과 수익 배분을 묻지 않으면 진정성 논쟁은 관계를 가립니다.,Ohne Fragen nach Empfehlungsmacht und Erlösverteilung verdeckt die Authentizitätsdebatte die Beziehungen.,"Without questions about recommendation power and revenue distribution, the authenticity debate hides the relationships.",rights: original_clean_room; focus=조건절 뒤 비판적 결론; scenario=c2_kpop_authenticity_platform_panel; tts=not_generated,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
