id,level,ko,de,en,field_notes,상태,jin_memo
smalltalk_c1_0035,C1,AI 도입 뒤에 빨라진 것 말고 누가 더 자주 빠지는지도 봤어요?,"Wurde nach der KI-Einführung außer dem Tempo auch geprüft, wer häufiger ausscheidet?","After AI was introduced, did they check who gets filtered out more often, not just speed?",rights: original_clean_room; sourceSeedId=seed_batch17_c1_work_ai; canonicalScenarioId=c1_work_ai_hiring_pilot_review; category=work_study,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
smalltalk_c1_0036,C1,AI를 썼다는 사실보다 설명과 재검토가 실제로 가능한지가 더 중요해요.,"Wichtiger als der bloße KI-Einsatz ist, ob Erklärung und Nachprüfung praktisch möglich sind.",What matters more than the fact AI was used is whether explanation and review actually work.,rights: original_clean_room; sourceSeedId=seed_batch17_c1_work_ai; canonicalScenarioId=c1_work_ai_hiring_pilot_review; category=work_study,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
smalltalk_c1_0037,C1,인력이 부족한 지역에 자격 인정 상담도 같이 있어요?,Gibt es in Regionen mit Arbeitskräftemangel auch Beratung zur Anerkennung?,Do regions with labor shortages also offer qualification-recognition advice?,rights: original_clean_room; sourceSeedId=seed_batch17_c1_migration_demography; canonicalScenarioId=c1_daily_migration_demography_policy_forum; category=daily,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
smalltalk_c1_0038,C1,사람을 ‘부족한 인력을 채우는 수단’으로만 말하면 오래 머물 이유를 놓쳐요.,"Wer Menschen nur als Mittel gegen Personalmangel beschreibt, übersieht Gründe für langfristiges Bleiben.",Describing people only as a way to fill labor gaps misses what makes them stay.,rights: original_clean_room; sourceSeedId=seed_batch17_c1_migration_demography; canonicalScenarioId=c1_daily_migration_demography_policy_forum; category=daily,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
smalltalk_c1_0039,C1,해외 팬이 만든 자막은 누가 검토하고 얼마나 자주 고쳐요?,Wer prüft fanerstellte Untertitel im Ausland und wie oft werden sie korrigiert?,"Who reviews overseas fan-made subtitles, and how often are they corrected?",rights: original_clean_room; sourceSeedId=seed_batch17_c1_k_culture; canonicalScenarioId=c1_kpop_platform_localization_review; category=kpop,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
smalltalk_c1_0040,C1,조회수가 높아도 추천 화면에 오래 노출됐다면 선호와는 구분해야 해요.,"Hohe Aufrufe müssen von Vorliebe getrennt werden, wenn der Inhalt lange empfohlen wurde.",High views need to be separated from preference if the content was heavily recommended.,rights: original_clean_room; sourceSeedId=seed_batch17_c1_k_culture; canonicalScenarioId=c1_kpop_platform_localization_review; category=kpop,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
smalltalk_c2_0033,C2,‘월세가 안정됐다’는 문장에서 기존 계약과 신규 계약을 나눴어요?,Trennt der Satz ‚Die Mieten sind stabil‘ zwischen bestehenden und neuen Verträgen?,Does the statement 'rents are stable' separate existing from new leases?,rights: original_clean_room; sourceSeedId=seed_batch17_c2_housing; canonicalScenarioId=c2_moving_affordability_definition_hearing; category=mood,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
smalltalk_c2_0034,C2,‘감당 가능’이라는 말은 기준선을 숨기면 정책 구호에 머물러요.,"‚Bezahlbar‘ bleibt eine Parole, wenn die Schwelle verborgen ist.",'Affordable' remains a slogan if its threshold is hidden.,rights: original_clean_room; sourceSeedId=seed_batch17_c2_housing; canonicalScenarioId=c2_moving_affordability_definition_hearing; category=mood,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
smalltalk_c2_0035,C2,AI가 틀렸을 때 회사와 공급업체 중 누가 답해야 해요?,Wer muss bei einem KI-Fehler antworten: das Unternehmen oder der Anbieter?,"When AI gets it wrong, who has to answer: the company or the vendor?",rights: original_clean_room; sourceSeedId=seed_batch17_c2_work_ai; canonicalScenarioId=c2_work_ai_accountability_board; category=daily,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
smalltalk_c2_0036,C2,평균 정확도는 피해를 본 한 사람의 구제 가능성을 말해 주지 않아요.,"Durchschnittsgenauigkeit sagt nichts darüber, ob eine betroffene Person Abhilfe erhält.",Average accuracy says nothing about whether one affected person can obtain redress.,rights: original_clean_room; sourceSeedId=seed_batch17_c2_work_ai; canonicalScenarioId=c2_work_ai_accountability_board; category=daily,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
smalltalk_c2_0037,C2,그 기사에서 ‘통합 성공’을 무엇으로 측정했어요?,Woran misst der Artikel ‚gelungene Integration‘?,How does the article measure 'successful integration'?,rights: original_clean_room; sourceSeedId=seed_batch17_c2_migration_demography; canonicalScenarioId=c2_daily_integration_metric_editorial; category=work_study,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
smalltalk_c2_0038,C2,사람을 인력 부족의 해답으로만 쓰면 선택권과 생활 조건이 문장에서 사라져요.,"Wer Menschen nur als Antwort auf Personalmangel beschreibt, löscht Wahlmöglichkeiten und Lebensbedingungen aus dem Satz.","When people are described only as the answer to labor shortages, their choices and living conditions vanish from the sentence.",rights: original_clean_room; sourceSeedId=seed_batch17_c2_migration_demography; canonicalScenarioId=c2_daily_integration_metric_editorial; category=work_study,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
smalltalk_c2_0039,C2,그 발표에서 ‘진짜 팬’의 기준을 누가 정했어요?,"Wer legt in dem Vortrag fest, was ein ‚echter Fan‘ ist?",Who sets the standard for a 'real fan' in that talk?,rights: original_clean_room; sourceSeedId=seed_batch17_c2_k_culture; canonicalScenarioId=c2_kpop_authenticity_platform_panel; category=kpop,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
smalltalk_c2_0040,C2,현지 재해석을 변형이라고만 부르면 문화가 오가는 과정을 한쪽에서만 보게 돼요.,"Wer lokale Neuinterpretation nur ‚Verfälschung‘ nennt, betrachtet kulturellen Austausch einseitig.",Calling local reinterpretation merely a distortion makes cultural exchange one-sided.,rights: original_clean_room; sourceSeedId=seed_batch17_c2_k_culture; canonicalScenarioId=c2_kpop_authenticity_platform_panel; category=kpop,approved,Jin explicit Batch 17 v2 app-integration approval (2026-08-22).
