id,level,ko,de,en,field_notes,상태,jin_memo
vocab_a1_0479,A1,예,ja (formell),yes (formal),rights: original_clean_room; pack=a1_greetings_2; order=9; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0480,A1,글쎄요,Na ja... (unsicher),well... (hedging),rights: original_clean_room; pack=a1_greetings_2; order=10; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0481,A1,와,Wow!,wow,rights: original_clean_room; pack=a1_greetings_2; order=11; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0482,A1,음,Hm...,hmm,rights: original_clean_room; pack=a1_greetings_2; order=12; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0483,A1,다,"alle(s), ganz","all, entirely",rights: original_clean_room; pack=a1_daily_4; order=9; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0484,A1,좀,"ein bisschen, bitte","a bit, please",rights: original_clean_room; pack=a1_daily_4; order=10; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0485,A1,꼭,"unbedingt, bestimmt","surely, without fail",rights: original_clean_room; pack=a1_daily_4; order=11; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0486,A1,함께,zusammen,together,rights: original_clean_room; pack=a1_daily_4; order=12; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0487,A1,물건,"Ding, Sache, Ware","item, thing",rights: original_clean_room; pack=a1_payment_delivery_1; order=9; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0488,A1,값,Preis,price,rights: original_clean_room; pack=a1_payment_delivery_1; order=10; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0489,A1,필요,"Bedarf, Notwendigkeit","need, necessity",rights: original_clean_room; pack=a1_payment_delivery_1; order=11; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0490,A1,가게,"Laden, Geschäft","shop, store",rights: original_clean_room; pack=a1_payment_delivery_1; order=12; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0491,A1,인사,"Gruß, Begrüßung",greeting,rights: original_clean_room; pack=a1_greetings_1; order=10; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0492,A1,축하,Glückwunsch,congratulations,rights: original_clean_room; pack=a1_greetings_1; order=11; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0493,A1,여보세요,Hallo? (am Telefon),hello (on the phone),rights: original_clean_room; pack=a1_greetings_1; order=12; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0494,A1,안경,Brille,glasses,rights: original_clean_room; pack=a1_daily_1; order=10; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0495,A1,모자,"Hut, Mütze",hat,rights: original_clean_room; pack=a1_daily_1; order=11; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0496,A1,신발,Schuhe,shoes,rights: original_clean_room; pack=a1_daily_1; order=12; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0497,A1,할머니,Oma,grandmother,rights: original_clean_room; pack=a1_family_1; order=10; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0498,A1,할아버지,Opa,grandfather,rights: original_clean_room; pack=a1_family_1; order=11; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0499,A1,부모님,Eltern,parents,rights: original_clean_room; pack=a1_family_1; order=12; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0500,A1,아이스크림,"Eis, Eiscreme",ice cream,rights: original_clean_room; pack=a1_food_1; order=10; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0501,A1,초콜릿,Schokolade,chocolate,rights: original_clean_room; pack=a1_food_1; order=11; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0502,A1,주스,Saft,juice,rights: original_clean_room; pack=a1_food_1; order=12; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0503,A1,낮,Tag(eszeit),daytime,rights: original_clean_room; pack=a1_time_1; order=10; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0504,A1,날,Tag,day,rights: original_clean_room; pack=a1_time_1; order=11; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0505,A1,날짜,Datum,date,rights: original_clean_room; pack=a1_time_1; order=12; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0506,A1,딸,Tochter,daughter,rights: original_clean_room; pack=a1_family_2; order=10; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0507,A1,돕다,helfen,to help,rights: original_clean_room; pack=a1_family_2; order=11; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0508,A1,도와주다,"(jmdm.) helfen, einen Gefallen tun","to help (someone), to do a favor",rights: original_clean_room; pack=a1_family_2; order=12; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0509,A1,가지다,"haben, besitzen","to have, to own",rights: original_clean_room; pack=a1_daily_2; order=10; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0510,A1,끝나다,"enden, zu Ende sein","to end, to finish",rights: original_clean_room; pack=a1_daily_2; order=11; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0511,A1,다니다,"(regelmäßig) besuchen, gehen","to attend, to go regularly",rights: original_clean_room; pack=a1_daily_2; order=12; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0512,A1,고르다,(aus)wählen,"to choose, to pick",rights: original_clean_room; pack=a1_misc_2; order=10; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0513,A1,빌리다,"leihen, ausleihen","to borrow, to rent",rights: original_clean_room; pack=a1_misc_2; order=11; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0514,A1,팔다,verkaufen,to sell,rights: original_clean_room; pack=a1_misc_2; order=12; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0515,A1,이십,zwanzig,twenty,rights: original_clean_room; pack=a1_numbers_1; order=10; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0516,A1,삼십,dreißig,thirty,rights: original_clean_room; pack=a1_numbers_1; order=11; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0517,A1,사십,vierzig,forty,rights: original_clean_room; pack=a1_numbers_1; order=12; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0518,A1,오십,fünfzig,fifty,rights: original_clean_room; pack=a1_numbers_2; order=10; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0519,A1,육십,sechzig,sixty,rights: original_clean_room; pack=a1_numbers_2; order=11; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0520,A1,칠십,siebzig,seventy,rights: original_clean_room; pack=a1_numbers_2; order=12; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0521,A1,목,"Hals, Nacken","neck, throat",rights: original_clean_room; pack=a1_body; order=11; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
vocab_a1_0522,A1,얼굴,Gesicht,face,rights: original_clean_room; pack=a1_body; order=12; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 25 A1 reinforcement,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable R8 재검토 반영 2026-09-15"
