id,level,ko,de,en,field_notes,상태,jin_memo
vocab_a1_0725,A1,추다,tanzen,to dance,rights: original_clean_room; pack=a1_verbs_daily_1; order=11; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0726,A1,치다,(Tennis) spielen,to play (tennis),rights: original_clean_room; pack=a1_verbs_daily_1; order=12; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0727,A1,다녀오다,(hin und zurück) gehen,to go and come back,rights: original_clean_room; pack=a1_verbs_daily_2; order=1; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0728,A1,돌아가다,zurückgehen,to go back,rights: original_clean_room; pack=a1_verbs_daily_2; order=2; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0729,A1,돌아오다,zurückkommen,to come back,rights: original_clean_room; pack=a1_verbs_daily_2; order=3; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0730,A1,들어가다,hineingehen,to enter,rights: original_clean_room; pack=a1_verbs_daily_2; order=4; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0731,A1,들어오다,hereinkommen,to come in,rights: original_clean_room; pack=a1_verbs_daily_2; order=5; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0732,A1,올라가다,hinaufgehen,to go up,rights: original_clean_room; pack=a1_verbs_daily_2; order=6; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0733,A1,불다,wehen,to blow (wind),rights: original_clean_room; pack=a1_verbs_daily_2; order=7; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0734,A1,울다,weinen,to cry,rights: original_clean_room; pack=a1_verbs_daily_2; order=8; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0735,A1,잘하다,gut können,to be good at,rights: original_clean_room; pack=a1_verbs_daily_2; order=9; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0736,A1,지나다,vergehen,to pass (time),rights: original_clean_room; pack=a1_verbs_daily_2; order=10; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0737,A1,지내다,(die Zeit) verbringen,"to get along, to be doing",rights: original_clean_room; pack=a1_verbs_daily_2; order=11; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0738,A1,피우다,rauchen,to smoke,rights: original_clean_room; pack=a1_verbs_daily_2; order=12; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0739,A1,못하다,nicht gut können,to be bad at,rights: original_clean_room; pack=a1_verbs_daily_3; order=1; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0740,A1,알리다,mitteilen,to inform,rights: original_clean_room; pack=a1_verbs_daily_3; order=2; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0741,A1,찾아보다,"nachschlagen, suchen","to look up, to search for",rights: original_clean_room; pack=a1_verbs_daily_3; order=3; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0742,A1,춤추다,tanzen,to dance,rights: original_clean_room; pack=a1_verbs_daily_3; order=4; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0743,A1,같다,gleich sein,to be the same,rights: original_clean_room; pack=a1_adjectives_1; order=1; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0744,A1,고맙다,dankbar sein,to be thankful,rights: original_clean_room; pack=a1_adjectives_1; order=2; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0745,A1,고프다,hungrig sein,to be hungry,rights: original_clean_room; pack=a1_adjectives_1; order=3; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0746,A1,괜찮다,in Ordnung sein,to be okay,rights: original_clean_room; pack=a1_adjectives_1; order=4; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0747,A1,그렇다,so sein,to be so,rights: original_clean_room; pack=a1_adjectives_1; order=5; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0748,A1,깨끗하다,sauber sein,to be clean,rights: original_clean_room; pack=a1_adjectives_1; order=6; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0749,A1,나쁘다,schlecht sein,to be bad,rights: original_clean_room; pack=a1_adjectives_1; order=7; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0750,A1,낮다,niedrig sein,to be low,rights: original_clean_room; pack=a1_adjectives_1; order=8; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0751,A1,높다,hoch sein,to be high,rights: original_clean_room; pack=a1_adjectives_1; order=9; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0752,A1,다르다,anders sein,to be different,rights: original_clean_room; pack=a1_adjectives_1; order=10; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0753,A1,따뜻하다,warm sein,to be warm,rights: original_clean_room; pack=a1_adjectives_1; order=11; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0754,A1,맑다,klar sein,to be clear,rights: original_clean_room; pack=a1_adjectives_1; order=12; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0755,A1,멋있다,cool sein,to be cool,rights: original_clean_room; pack=a1_adjectives_2; order=1; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0756,A1,반갑다,sich freuen (über eine Begegnung),to be glad (to meet),rights: original_clean_room; pack=a1_adjectives_2; order=2; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0757,A1,시원하다,erfrischend sein,to be refreshing,rights: original_clean_room; pack=a1_adjectives_2; order=3; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0758,A1,싫다,nicht mögen,to dislike,rights: original_clean_room; pack=a1_adjectives_2; order=4; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0759,A1,아니다,nicht sein,to not be,rights: original_clean_room; pack=a1_adjectives_2; order=5; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0760,A1,아름답다,schön sein,to be beautiful,rights: original_clean_room; pack=a1_adjectives_2; order=6; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0761,A1,어떻다,wie sein,to be how,rights: original_clean_room; pack=a1_adjectives_2; order=7; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0762,A1,재미없다,langweilig sein,to be boring,rights: original_clean_room; pack=a1_adjectives_2; order=8; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0763,A1,적다,wenig sein,to be few,rights: original_clean_room; pack=a1_adjectives_2; order=9; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0764,A1,친하다,eng befreundet sein,to be close (friends),rights: original_clean_room; pack=a1_adjectives_2; order=10; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0765,A1,특별하다,besonders sein,to be special,rights: original_clean_room; pack=a1_adjectives_2; order=11; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0766,A1,한가하다,frei sein (Zeit),to be free (time),rights: original_clean_room; pack=a1_adjectives_2; order=12; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0767,A1,가운데,Mitte,middle,rights: original_clean_room; pack=a1_misc_3; order=1; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0768,A1,계속,"weiter, ununterbrochen",continuously,rights: original_clean_room; pack=a1_misc_3; order=2; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0769,A1,말,"Wort, Rede","word, speech",rights: original_clean_room; pack=a1_misc_3; order=3; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0770,A1,먼저,zuerst,first,rights: original_clean_room; pack=a1_misc_3; order=4; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0771,A1,모두,alle,"all, everyone",rights: original_clean_room; pack=a1_misc_3; order=5; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0772,A1,영,null,zero,rights: original_clean_room; pack=a1_misc_3; order=6; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0773,A1,전,vor(her),before,rights: original_clean_room; pack=a1_misc_3; order=7; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0774,A1,제일,am meisten,the most,rights: original_clean_room; pack=a1_misc_3; order=8; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0775,A1,주일,Woche,week,rights: original_clean_room; pack=a1_misc_3; order=9; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0776,A1,천만,zehn Millionen,ten million,rights: original_clean_room; pack=a1_misc_3; order=10; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0777,A1,흐리다,bewölkt sein,to be cloudy,rights: original_clean_room; pack=a1_misc_3; order=11; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
vocab_a1_0778,A1,힘들다,anstrengend sein,"to be hard, to be tiring",rights: original_clean_room; pack=a1_misc_3; order=12; boss=false; seed: NIKL 2017 kiiq grade-1 headword selection (KOGL 1유형); C3 Batch 29 A1 reinforcement,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
