id,level,ko,de,en,field_notes,상태,jin_memo
vocab_a1_0233,A1,무처방,rezeptfrei,over the counter,rights: original; pack: a1_pharmacy_ask_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0234,A1,파스,Schmerzpflaster,pain relief patch,rights: original; pack: a1_pharmacy_ask_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0235,A1,제산제,Antazidum,antacid,rights: original; pack: a1_pharmacy_ask_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0236,A1,늦잠,Ausschlafen,sleeping in,rights: original; pack: a1_weekend_promise_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0237,A1,약속 시간,Terminzeit,meeting time,rights: original; pack: a1_weekend_promise_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0238,A1,약속 장소,Treffpunkt,meeting place,rights: original; pack: a1_weekend_promise_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0239,A1,취소하다,absagen,to cancel,rights: original; pack: a1_weekend_promise_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0240,A1,미리 연락,vorher Bescheid sagen,advance notice,rights: original; pack: a1_weekend_promise_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0241,A1,시간 맞추다,die Zeit abstimmen,to match the time,rights: original; pack: a1_weekend_promise_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0242,A1,다음에 봐요,bis zum nächsten Mal,see you next time,rights: original; pack: a1_weekend_promise_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0243,A1,바로 갈게요,ich komme gleich,I'll come right away,rights: original; pack: a1_weekend_promise_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0244,A1,주말 계획,Wochenendplan,weekend plan,rights: original; pack: a1_weekend_promise_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0245,A1,늦을 것 같다,wahrscheinlich zu spät,looks like I'll be late,rights: original; pack: a1_weekend_promise_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0246,A1,같이 걷다,zusammen gehen,to walk together,rights: original; pack: a1_weekend_promise_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0247,A1,먼저 가다,schon vorausgehen,to go ahead first,rights: original; pack: a1_weekend_promise_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0248,A1,초인종,Klingel,doorbell,rights: original; pack: a1_neighbors_hall_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0249,A1,복도,Flur,hallway,rights: original; pack: a1_neighbors_hall_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0250,A1,이웃집,Nachbarwohnung,neighbor's place,rights: original; pack: a1_neighbors_hall_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0251,A1,층수,Stockwerk,floor number,rights: original; pack: a1_neighbors_hall_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0252,A1,분리배출,getrennte Entsorgung,sorted disposal,rights: original; pack: a1_neighbors_hall_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0253,A1,문패,Namensschild,door nameplate,rights: original; pack: a1_neighbors_hall_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0254,A1,공동현관,Hauseingang,shared entrance,rights: original; pack: a1_neighbors_hall_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0255,A1,층간소음,Lärm zwischen den Etagen,noise between floors,rights: original; pack: a1_neighbors_hall_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0256,A1,택배함,Paketkasten,parcel locker,rights: original; pack: a1_neighbors_hall_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0257,A1,공지문,Aushang,notice,rights: original; pack: a1_neighbors_hall_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0258,A1,무단주차,unerlaubtes Parken,unauthorized parking,rights: original; pack: a1_neighbors_hall_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0259,A1,이웃 인사,Nachbarsgruß,neighbor greeting,rights: original; pack: a1_neighbors_hall_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0260,A1,필통,Federmäppchen,pencil case,rights: original; pack: a1_school_supplies_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0261,A1,지우개,Radiergummi,eraser,rights: original; pack: a1_school_supplies_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0262,A1,가위,Schere,scissors,rights: original; pack: a1_school_supplies_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0263,A1,자,Lineal,ruler,rights: original; pack: a1_school_supplies_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0264,A1,색연필,Buntstift,colored pencil,rights: original; pack: a1_school_supplies_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0265,A1,연습장,Schreibheft,practice notebook,rights: original; pack: a1_school_supplies_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0266,A1,준비물,Mitbringsel,things to bring,rights: original; pack: a1_school_supplies_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0267,A1,제출하다,abgeben,to submit,rights: original; pack: a1_school_supplies_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0268,A1,화이트보드,Whiteboard,whiteboard,rights: original; pack: a1_school_supplies_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0269,A1,자리표,Platzkarte,seat card,rights: original; pack: a1_school_supplies_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0270,A1,필기하다,mitschreiben,to take notes,rights: original; pack: a1_school_supplies_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0271,A1,준비됐나요,sind Sie bereit,are you ready,rights: original; pack: a1_school_supplies_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0272,A1,환승,Umsteigen,transfer,rights: original; pack: a1_subway_card_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0273,A1,출구,Ausgang,exit,rights: original; pack: a1_subway_card_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0274,A1,승강장,Bahnsteig,platform,rights: original; pack: a1_subway_card_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0275,A1,막차,letzter Zug,last train,rights: original; pack: a1_subway_card_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0276,A1,하차,Aussteigen,getting off,rights: original; pack: a1_subway_card_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0277,A1,승차,Einsteigen,boarding,rights: original; pack: a1_subway_card_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0278,A1,정기권,Zeitkarte,pass,rights: original; pack: a1_subway_card_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0279,A1,개찰구,Sperre,ticket gate,rights: original; pack: a1_subway_card_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0280,A1,노선도,Linienplan,line map,rights: original; pack: a1_subway_card_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0281,A1,도착 안내,Ansage,arrival announcement,rights: original; pack: a1_subway_card_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0282,A1,카드 잔액,Kartenguthaben,card balance,rights: original; pack: a1_subway_card_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0283,A1,내리는 문,Ausstiegstür,exit door,rights: original; pack: a1_subway_card_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0284,A1,겉옷,Überzieher,outer layer,rights: original; pack: a1_weather_layer_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0285,A1,미세먼지,Feinstaub,fine dust,rights: original; pack: a1_weather_layer_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0286,A1,일기예보,Wetterbericht,weather forecast,rights: original; pack: a1_weather_layer_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0287,A1,우비,Regenjacke,rain jacket,rights: original; pack: a1_weather_layer_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0288,A1,얇은 옷,leichte Kleidung,light clothes,rights: original; pack: a1_weather_layer_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0289,A1,두꺼운 옷,dicke Kleidung,thick clothes,rights: original; pack: a1_weather_layer_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0290,A1,일교차,Tag-Nacht-Unterschied,day-night gap,rights: original; pack: a1_weather_layer_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0291,A1,습하다,schwül,humid,rights: original; pack: a1_weather_layer_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0292,A1,쌀쌀하다,kühl,chilly,rights: original; pack: a1_weather_layer_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0293,A1,맑음,heiter,clear skies,rights: original; pack: a1_weather_layer_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0294,A1,소나기,Schauer,shower,rights: original; pack: a1_weather_layer_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0295,A1,겹쳐 입다,in Lagen tragen,to layer clothes,rights: original; pack: a1_weather_layer_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0296,A1,죄송하다,leidtun,to be sorry,rights: original; pack: a1_sorry_thanks_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0297,A1,감사하다,dankbar sein,to be grateful,rights: original; pack: a1_sorry_thanks_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0298,A1,실례하다,stören,to excuse oneself,rights: original; pack: a1_sorry_thanks_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0299,A1,양해,Verständnis,understanding,rights: original; pack: a1_sorry_thanks_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0300,A1,부탁하다,bitten,to ask a favor,rights: original; pack: a1_sorry_thanks_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0301,A1,문제없어요,kein Problem,no problem,rights: original; pack: a1_sorry_thanks_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0302,A1,제가 더요,ich habe zu danken,I should thank you,rights: original; pack: a1_sorry_thanks_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0303,A1,잠깐만요,einen Moment,just a moment,rights: original; pack: a1_sorry_thanks_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0304,A1,다시 말하다,noch einmal sagen,to say again,rights: original; pack: a1_sorry_thanks_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0305,A1,천천히 말하다,langsam sprechen,to speak slowly,rights: original; pack: a1_sorry_thanks_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0306,A1,정말 감사해요,vielen Dank,thank you so much,rights: original; pack: a1_sorry_thanks_1; canonical sentence derives matching cloze/satz,draft,
vocab_a1_0307,A1,정말 죄송해요,es tut mir sehr leid,I am very sorry,rights: original; pack: a1_sorry_thanks_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0269,A2,요금제,Tarif,rate plan,rights: original; pack: a2_phone_plan_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0270,A2,데이터량,Datenvolumen,data allowance,rights: original; pack: a2_phone_plan_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0271,A2,무제한,unbegrenzt,unlimited,rights: original; pack: a2_phone_plan_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0272,A2,약정,Vertragslaufzeit,contract term,rights: original; pack: a2_phone_plan_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0273,A2,위약금,Vertragsstrafe,early-termination fee,rights: original; pack: a2_phone_plan_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0274,A2,로밍,Roaming,roaming,rights: original; pack: a2_phone_plan_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0275,A2,부가서비스,Zusatzdienst,add-on service,rights: original; pack: a2_phone_plan_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0276,A2,청구서,Rechnung,bill,rights: original; pack: a2_phone_plan_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0277,A2,자동이체,Lastschrift,auto debit,rights: original; pack: a2_phone_plan_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0278,A2,고객센터,Kundencenter,customer center,rights: original; pack: a2_phone_plan_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0279,A2,개통하다,freischalten,to activate a line,rights: original; pack: a2_phone_plan_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0280,A2,데이터 충전,Datenaufladung,data top-up,rights: original; pack: a2_phone_plan_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0281,A2,이체하다,überweisen,to transfer,rights: original; pack: a2_bank_counter_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0282,A2,인증서,Zertifikat,certificate,rights: original; pack: a2_bank_counter_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0283,A2,보안카드,Sicherheitskarte,security card,rights: original; pack: a2_bank_counter_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0284,A2,대기번호,Wartenummer,queue number,rights: original; pack: a2_bank_counter_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0285,A2,한도,Limit,limit,rights: original; pack: a2_bank_counter_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0286,A2,창구직원,Schalterkraft,counter staff,rights: original; pack: a2_bank_counter_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0287,A2,통장정리,Kontoauszug,passbook update,rights: original; pack: a2_bank_counter_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0288,A2,인감,Namensstempel,name seal,rights: original; pack: a2_bank_counter_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0289,A2,비밀번호 재설정,Passwort zurücksetzen,password reset,rights: original; pack: a2_bank_counter_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0290,A2,창구 마감,Schalterschluss,counter closing,rights: original; pack: a2_bank_counter_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0291,A2,입금 확인,Eingangsbestätigung,deposit confirmation,rights: original; pack: a2_bank_counter_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0292,A2,출금 한도,Abhebungslimit,withdrawal limit,rights: original; pack: a2_bank_counter_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0293,A2,헬스장,Fitnessstudio,gym,rights: original; pack: a2_gym_class_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0294,A2,운동복,Sportkleidung,workout clothes,rights: original; pack: a2_gym_class_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0295,A2,러닝머신,Laufband,treadmill,rights: original; pack: a2_gym_class_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0296,A2,스트레칭,Dehnung,stretching,rights: original; pack: a2_gym_class_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0297,A2,횟수,Wiederholungen,reps,rights: original; pack: a2_gym_class_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0298,A2,세트,Satz,set,rights: original; pack: a2_gym_class_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0299,A2,트레이너,Trainer,trainer,rights: original; pack: a2_gym_class_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0300,A2,락커,Spind,locker,rights: original; pack: a2_gym_class_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0301,A2,회원권,Mitgliedschaft,membership,rights: original; pack: a2_gym_class_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0302,A2,준비운동,Aufwärmen,warm-up,rights: original; pack: a2_gym_class_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0303,A2,근력,Kraft,strength,rights: original; pack: a2_gym_class_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0304,A2,유산소,Ausdauer,cardio,rights: original; pack: a2_gym_class_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0305,A2,미용실,Friseursalon,hair salon,rights: original; pack: a2_salon_visit_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0306,A2,커트,Schnitt,haircut,rights: original; pack: a2_salon_visit_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0307,A2,염색,Färbung,dye,rights: original; pack: a2_salon_visit_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0308,A2,펌,Dauerwelle,perm,rights: original; pack: a2_salon_visit_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0309,A2,앞머리,Pony,bangs,rights: original; pack: a2_salon_visit_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0310,A2,드라이,Föhnen,blow-dry,rights: original; pack: a2_salon_visit_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0311,A2,스타일리스트,Stylist,stylist,rights: original; pack: a2_salon_visit_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0312,A2,예약금,Anzahlung,booking deposit,rights: original; pack: a2_salon_visit_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0313,A2,샴푸,Shampoo,shampoo,rights: original; pack: a2_salon_visit_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0314,A2,트리트먼트,Kur,treatment,rights: original; pack: a2_salon_visit_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0315,A2,옆머리,Seitenhaar,side hair,rights: original; pack: a2_salon_visit_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0316,A2,손질,Pflege,grooming,rights: original; pack: a2_salon_visit_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0317,A2,관리사무소,Hausverwaltung,management office,rights: original; pack: a2_apt_rules_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0318,A2,입주민,Bewohner,resident,rights: original; pack: a2_apt_rules_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0319,A2,주차스티커,Parkaufkleber,parking sticker,rights: original; pack: a2_apt_rules_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0320,A2,음식물 봉투,Biotüte,food-waste bag,rights: original; pack: a2_apt_rules_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0321,A2,야간소음,Nachtlärm,night noise,rights: original; pack: a2_apt_rules_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0322,A2,현관문,Wohnungstür,front door,rights: original; pack: a2_apt_rules_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0323,A2,방문증,Besucherausweis,visitor pass,rights: original; pack: a2_apt_rules_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0324,A2,재활용실,Wertstoffraum,recycling room,rights: original; pack: a2_apt_rules_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0325,A2,대형폐기,Sperrmüll,bulk waste,rights: original; pack: a2_apt_rules_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0326,A2,순찰,Rundgang,patrol,rights: original; pack: a2_apt_rules_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0327,A2,위반,Verstoß,violation,rights: original; pack: a2_apt_rules_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0328,A2,입주자 회의,Bewohnerversammlung,residents' meeting,rights: original; pack: a2_apt_rules_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0329,A2,시급,Stundenlohn,hourly wage,rights: original; pack: a2_part_time_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0330,A2,근무표,Dienstplan,shift schedule,rights: original; pack: a2_part_time_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0331,A2,야간수당,Nachtzuschlag,night bonus,rights: original; pack: a2_part_time_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0332,A2,휴게시간,Pause,break time,rights: original; pack: a2_part_time_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0333,A2,인수인계,Übergabe,handover,rights: original; pack: a2_part_time_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0334,A2,알바생,Aushilfe,part-timer,rights: original; pack: a2_part_time_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0335,A2,주휴수당,Wochenruhegeld,weekly rest pay,rights: original; pack: a2_part_time_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0336,A2,근로계약,Arbeitsvertrag,work contract,rights: original; pack: a2_part_time_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0337,A2,교대,Schichtwechsel,shift change,rights: original; pack: a2_part_time_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0338,A2,점장,Filialleitung,store manager,rights: original; pack: a2_part_time_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0339,A2,마감하다,abschließen,to close up,rights: original; pack: a2_part_time_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0340,A2,시급 명세서,Lohnzettel,wage slip,rights: original; pack: a2_part_time_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0341,A2,분실물,Fundsache,lost item,rights: original; pack: a2_lost_found_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0342,A2,습득하다,finden,to find and keep,rights: original; pack: a2_lost_found_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0343,A2,보관함,Aufbewahrung,holding desk,rights: original; pack: a2_lost_found_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0344,A2,신분증,Ausweis,ID card,rights: original; pack: a2_lost_found_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0345,A2,찾아가다,abholen,to pick up,rights: original; pack: a2_lost_found_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0346,A2,신고하다,melden,to report,rights: original; pack: a2_lost_found_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0347,A2,안내데스크,Infoschalter,information desk,rights: original; pack: a2_lost_found_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0348,A2,소지품,Habseligkeiten,belongings,rights: original; pack: a2_lost_found_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0349,A2,라벨,Etikett,label,rights: original; pack: a2_lost_found_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0350,A2,수령인,Abholer,recipient,rights: original; pack: a2_lost_found_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0351,A2,보관기간,Aufbewahrungsfrist,holding period,rights: original; pack: a2_lost_found_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0352,A2,확인서,Bestätigung,confirmation slip,rights: original; pack: a2_lost_found_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0353,A2,축제,Fest,festival,rights: original; pack: a2_festival_booth_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0354,A2,부스,Stand,booth,rights: original; pack: a2_festival_booth_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0355,A2,체험하다,ausprobieren,to try out,rights: original; pack: a2_festival_booth_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0356,A2,줄서다,anstehen,to queue,rights: original; pack: a2_festival_booth_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0357,A2,안내원,Betreuer,guide,rights: original; pack: a2_festival_booth_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0358,A2,무료시식,Kostprobe,free tasting,rights: original; pack: a2_festival_booth_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0359,A2,홍보물,Flyer,flyer,rights: original; pack: a2_festival_booth_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0360,A2,스탬프,Stempel,stamp,rights: original; pack: a2_festival_booth_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0361,A2,운영시간,Öffnungszeit,opening hours,rights: original; pack: a2_festival_booth_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0362,A2,현장접수,Vor-Ort-Anmeldung,on-site signup,rights: original; pack: a2_festival_booth_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0363,A2,자원봉사자,Ehrenamtliche,volunteer,rights: original; pack: a2_festival_booth_1; canonical sentence derives matching cloze/satz,draft,
vocab_a2_0364,A2,체험권,Mitmachkarte,activity ticket,rights: original; pack: a2_festival_booth_1; canonical sentence derives matching cloze/satz,draft,
vocab_b1_0272,B1,참조,in Kopie,cc,rights: original; pack: b1_workplace_mail_1; canonical sentence derives matching cloze/satz,draft,
vocab_b1_0273,B1,숨은참조,Blindkopie,bcc,rights: original; pack: b1_workplace_mail_1; canonical sentence derives matching cloze/satz,draft,
vocab_b1_0274,B1,회신 기한,Antwortfrist,reply deadline,rights: original; pack: b1_workplace_mail_1; canonical sentence derives matching cloze/satz,draft,
vocab_b1_0275,B1,첨부 누락,fehlender Anhang,missing attachment,rights: original; pack: b1_workplace_mail_1; canonical sentence derives matching cloze/satz,draft,
vocab_b1_0276,B1,전달하다,weiterleiten,to forward,rights: original; pack: b1_workplace_mail_1; canonical sentence derives matching cloze/satz,draft,
vocab_b1_0277,B1,정정 메일,Korrekturmail,correction email,rights: original; pack: b1_workplace_mail_1; canonical sentence derives matching cloze/satz,draft,
vocab_b1_0278,B1,읽음 확인,Lesebestätigung,read receipt,rights: original; pack: b1_workplace_mail_1; canonical sentence derives matching cloze/satz,draft,
