id,level,ko,de,en,field_notes,상태,jin_memo
smalltalk_a2_0084,a2,너무 오래 서 있어서 발바닥이 너무 아파.,"Ich habe so lange gestanden, dass mir die Fußsohlen richtig wehtun.",I've been standing so long that the soles of my feet really hurt.,rights: original; scene: tired_feet; model triad QA: MODEL_QA_PASS; Keeps the specific image 발바닥 rather than flattening it to generic tiredness.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_a2_0085,a2,나 당이 당겨. 뭐 좀 달달한 거 마실까?,Ich brauche gerade etwas Süßes. Wollen wir etwas Süßes trinken?,I'm craving sugar. Want to get something sweet to drink?,"rights: original; scene: sugar_craving; model triad QA: MODEL_QA_PASS; 당이 당기다 is retained as a common spoken expression, not translated word for word.",approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_a2_0086,a2,나 살짝 출출한데 감자튀김 사 먹을까?,Ich habe ein bisschen Hunger. Wollen wir uns Pommes holen?,I'm a little hungry. Want to get some fries?,rights: original; scene: light_hunger; model triad QA: MODEL_QA_PASS; 출출하다 conveys light hunger; DE and EN use natural independent wording.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_a2_0087,a2,"넌 케첩파야, 마요파야?",Bist du Team Ketchup oder Team Mayo?,Are you team ketchup or team mayo?,"rights: original; scene: sauce_preference; model triad QA: MODEL_QA_PASS; 마요 is an intentional conversational clipping, not a spelling error.",approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_a2_0088,a2,"인형 탈을 쓴 직원, 이 더운 날에 정말 힘들겠다.",Die Person im Kostüm muss es bei dieser Hitze echt schwer haben.,The person in that costume must be having a hard time in this heat.,rights: original; scene: mascot_worker; model triad QA: MODEL_QA_PASS; Refers to the worker respectfully as a person rather than reducing them to the costume.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_a2_0089,a2,"와, 저기 봐봐. 너무 귀여워! 같이 사진 찍을까?","Wow, schau mal da. Wie süß! Wollen wir zusammen ein Foto machen?","Wow, look over there. So cute! Want to take a picture together?",rights: original; scene: mascot_photo; model triad QA: MODEL_QA_PASS; Corrects the chat spelling 봐바 to standard 봐봐 and keeps the spontaneous rhythm.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_a2_0090,a2,나 바지가 다 젖었어. 그래도 금방 마를 거야.,Meine Hose ist völlig nass. Aber sie wird bestimmt schnell trocknen.,My pants are completely soaked. But they'll dry soon.,rights: original; scene: soaked_clothes; model triad QA: MODEL_QA_PASS; Physical consequence is vivid but the response stays light and practical.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_a2_0091,a2,후룸라이드는 얼마나 젖을지 몰라서 더 두근거려!,"Bei der Wasserbahn weiß man nie, wie nass man wird. Das macht es noch aufregender!",You never know how wet you'll get on the flume ride. That makes it even more exciting!,rights: original; scene: flume_anticipation; model triad QA: MODEL_QA_PASS; Korean uses 후룸라이드; German naturally uses Wasserbahn as in the user's trip.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_a2_0092,a2,여자 화장실은 오늘도 줄이 기네.,Vor der Damentoilette ist heute auch wieder eine lange Schlange.,There's a long line for the women's restroom again today.,rights: original; scene: restroom_queue; model triad QA: MODEL_QA_PASS; 오늘도 scopes the observation to this visit and avoids a universal claim about all women's restrooms.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_a2_0093,a2,다행히 줄이 금방 빠져서 빨리 탈 수 있었어.,"Zum Glück ging die Schlange schnell voran, sodass wir bald fahren konnten.","Luckily, the line moved quickly, so we got on fast.",rights: original; scene: fast_queue; model triad QA: MODEL_QA_PASS; Retains the natural queue idiom 줄이 빠지다 and explains it independently in DE/EN.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_b1_0079,b1,"와, 오늘 날씨가 정말 좋다. 딱 놀이공원에 오기 좋은 날이야!","Wow, das Wetter ist heute wirklich schön. Perfekt für einen Tag im Freizeitpark!","Wow, the weather is so nice today. It's the perfect day for an amusement park!",rights: original; scene: perfect_weather; model triad QA: MODEL_QA_PASS; Keeps the user's emphatic rhythm while avoiding duplicate filler words.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_b1_0080,b1,확실히 평일에 오니까 덜 붐비고 좋은 것 같아.,Unter der Woche ist es hier eindeutig weniger voll. Das gefällt mir.,"It definitely feels less crowded on a weekday, which is nice.","rights: original; scene: weekday_crowds; model triad QA: MODEL_QA_PASS; 장난 아니다 is rendered by intensity, not literally as 'not a joke'.",approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_b1_0081,b1,"아, 우비를 가져왔어야 했는데. 이 정도로 젖을 줄은 몰랐어.","Ach, ich hätte einen Regenponcho mitbringen sollen. Ich wusste nicht, dass wir so nass werden würden.","Ah, I should've brought a rain poncho. I didn't know we'd get this wet.",rights: original; scene: forgotten_raincoat; model triad QA: MODEL_QA_PASS; Uses 우비 rather than a generic jacket because the scene is a water ride.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_b1_0082,b1,난 롤러코스터가 올라갈 때 나는 탁탁탁탁 소리가 너무 좋아.,"Ich liebe dieses Klack-klack-klack, wenn die Achterbahn hochfährt.",I love that click-clack-click sound when the roller coaster climbs.,rights: original; scene: lift_hill_sound; model triad QA: MODEL_QA_PASS; Onomatopoeia is retained as a signature detail and localized by function rather than sound count.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_b1_0083,b1,"360도 회전을 두 번 하는데, 생각보다 훨씬 무서웠어. 진짜 죽는 줄 알았어.","Das Fahrgeschäft hat zwei volle 360-Grad-Drehungen gemacht und war viel gruseliger als gedacht. Ich dachte wirklich, ich sterbe.",The ride spun all the way around twice and was way scarier than I expected. I honestly thought I was going to die.,"rights: original; scene: double_inversion; model triad QA: MODEL_QA_PASS; 죽는 줄 알았다 is clearly post-ride hyperbole, not a literal danger report.",approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_b1_0084,b1,소리를 너무 크게 질러서 목이 다 아파.,"Ich habe so laut geschrien, dass mir jetzt der Hals wehtut.",I screamed so loudly that my throat hurts now.,rights: original; scene: sore_throat; model triad QA: MODEL_QA_PASS; Keeps the humorous consequence without inserting typed laughter into TTS text.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_b1_0085,b1,너무 무서워서 안전바를 꽉 잡을 수밖에 없었어.,"Es war so gruselig, dass ich gar nicht anders konnte, als mich am Sicherheitsbügel festzuklammern.",It was so scary that I couldn't help gripping the safety bar tightly.,"rights: original; scene: safety_bar; model triad QA: MODEL_QA_PASS; Safety bar behavior is framed as the speaker's reaction, not universal ride guidance.",approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_b1_0086,b1,"안전 안내에 따라 손을 들어도 되는 롤러코스터에서는, 손을 위로 번쩍 들면 나는 것 같은 느낌이 들어서 더 재미있어. 당연히 더 무섭긴 하지만.","Wenn die Sicherheitsregeln es erlauben, fühlt es sich mit hochgerissenen Händen fast so an, als würde man fliegen. Das macht mehr Spaß, auch wenn es natürlich gruseliger ist.","On roller coasters where the safety rules allow it, raising your hands makes you feel like you're flying. It's more fun, though of course it's scarier too.",rights: original; scene: hands_up; model triad QA: MODEL_QA_PASS; Explicitly defers to ride-specific safety instructions before describing the user's experience.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_b1_0087,b1,"와, 우리 사진 진짜 웃기게 찍혔다. 나는 표정이 너무 이상해.","Wow, unser Foto ist wirklich lustig geworden. Ich mache darauf ein total komisches Gesicht.","Wow, our ride photo came out so funny. My expression looks ridiculous.",rights: original; scene: ride_photo; model triad QA: MODEL_QA_PASS; 이상해 carries humorous self-consciousness without repeating 'ugly' as objective fact.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_b1_0088,b1,"와, 대박. 생각했던 것보다 훨씬 재미있었어!","Wow, unglaublich. Das hat viel mehr Spaß gemacht, als ich gedacht hatte!","Wow, that was amazing. It was way more fun than I expected!",rights: original; scene: better_than_expected; model triad QA: MODEL_QA_PASS; 대박 is kept as spoken excitement and translated independently in DE/EN.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_b2_0119,b2,"나는 유령의 집에 가고 싶었는데, 네가 무서운 걸 보면 소름이 돋아서 싫다고 했잖아. 그래서 결국 못 갔지.","Ich wollte ins Geisterhaus, aber du hast ja gesagt, dass du von gruseligen Sachen Gänsehaut bekommst und nicht hineingehen willst. Deshalb sind wir am Ende nicht gegangen.","I wanted to go into the haunted house, but you said scary things give you goosebumps and you didn't want to go. So we ended up skipping it.",rights: original; scene: haunted_house_compromise; model triad QA: MODEL_QA_PASS; Generic couple lane for A; the later B scenario may assign this exchange to Sujin and Christian by name.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_b2_0120,b2,생각보다 훨씬 무서웠어. 다리가 후들거리고 조금 어지럽네. 나 벌써 늙었나 봐. 그래도 한 번 더 탈까?,"Das war viel gruseliger als gedacht. Meine Knie zittern, und mir ist ein bisschen schwindelig. Bin ich etwa schon alt? Wollen wir trotzdem noch einmal fahren?","That was way scarier than I expected. My legs are shaking, and I'm a little dizzy. Am I getting old already? Want to ride it again anyway?",rights: original; scene: shaky_legs; model triad QA: MODEL_QA_PASS; The reply does not normalize riding again while dizzy; it pauses for a wellbeing check.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_b2_0121,b2,"앞이 더 무서울 것 같기는 한데, 대신 시야는 더 좋지 않을까?","Vorne ist es wahrscheinlich gruseliger, aber dafür hat man doch eine bessere Sicht, oder?","The front probably feels scarier, but wouldn't the view be better?","rights: original; scene: front_or_back_tradeoff; model triad QA: MODEL_QA_PASS; Treats 'front is scarier' as a speaker prediction, not a universal ride fact.",approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_b2_0122,b2,"후룸라이드는 물을 얼마나 맞을지 알 수 없어서, 출발하기 전부터 심장이 쫄깃해.","Bei der Wasserbahn weiß man nie, wie nass man wird. Schon vor dem Start bin ich deshalb total angespannt.","You never know how soaked you'll get on the flume ride, so my heart starts pounding before we even set off.",rights: original; scene: flume_uncertainty; model triad QA: MODEL_QA_PASS; 심장이 쫄깃하다 is localized by bodily effect rather than translated literally.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_b2_0123,b2,"안녕하세요. 제가 방금 전까지 밖에서 커피를 마셨는데, 혹시 갈색 지갑이 분실물로 들어온 게 있나요? 지갑이 없어져서요.",Guten Tag. Ich habe bis eben draußen Kaffee getrunken. Ist vielleicht ein braunes Portemonnaie bei Ihnen als Fundsache abgegeben worden? Ich kann meines nicht finden.,Hello. I was drinking coffee outside until just now. Has a brown wallet perhaps been handed in here? I can't find mine.,rights: original; scene: lost_wallet_report; model triad QA: MODEL_QA_PASS; Service lane with Korean haeyo and German Sie; asks only whether a described item has been handed in and does not claim a venue-specific procedure.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_b2_0124,b2,아직 들어온 분실물은 없는데요. 공원 안내 데스크에 한번 문의해 보시겠어요?,Bei uns wurde bisher nichts abgegeben. Möchten Sie einmal bei der Information des Parks nachfragen?,Nothing has been turned in here yet. Would you like to ask at the park information desk?,rights: original; scene: lost_property_referral; model triad QA: MODEL_QA_PASS; Uses a generic park information desk as an optional next contact and avoids asserting a venue-specific lost-property route.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_b2_0125,b2,출발하기 전에 주머니 다 확인했어? 안내문에 휴대폰이나 동전 같은 물건은 보관함에 넣으라고 쓰여 있어.,"Hast du vor dem Start alle Taschen kontrolliert? Auf dem Schild steht, dass Dinge wie Handys oder Münzen ins Schließfach gehören.",Did you check all your pockets before we set off? The sign says items like phones and coins should go in the locker.,rights: original; scene: pocket_check; model triad QA: MODEL_QA_PASS; Scene Lock: the locker instruction comes from the visible sign at this specific ride.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_b2_0126,b2,"여기는 옆에 물품 보관함이 있네. 머리띠는 거기에 넣고, 안경은 어떻게 해야 하는지 직원한테 물어보자. 날아갈 수도 있잖아. 알겠지?","Hier gibt es direkt daneben ein Schließfach. Leg dein Haarband hinein, und fragen wir das Personal, was du mit deiner Brille machen sollst. Sie könnte sonst wegfliegen. Alles klar?","There's a locker right beside this ride. Put your headband in there, and let's ask a staff member what to do with your glasses. They could fly off. Got it?",rights: original; scene: headband_and_glasses; model triad QA: MODEL_QA_PASS; Does not prescribe holding glasses; it defers to posted or staff guidance for this ride.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_b2_0127,b2,맞아. 오늘 소리를 마음껏 질렀더니 스트레스가 다 풀린 것 같아. 그런데 목은 아파.,"Stimmt. Heute konnte ich nach Herzenslust schreien, und jetzt fühlt es sich an, als wäre der ganze Stress weg. Aber mein Hals tut weh.","Exactly. I screamed as much as I wanted today, and it feels like all my stress is gone. But my throat hurts.","rights: original; scene: stress_release; model triad QA: MODEL_QA_PASS; Humor comes from the trade-off in the follow-up, not typed laughter.",approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_b2_0128,b2,"사진은 정말 웃기지만, 나는 너무 못생기게 나온 것 같아서 뽑고 싶지는 않아.","Das Foto ist wirklich witzig, aber ich finde, dass ich darauf so unvorteilhaft aussehe, dass ich es lieber nicht ausdrucken möchte.","The photo is really funny, but I think I look so bad in it that I'd rather not get a print.",rights: original; scene: declining_photo_print; model triad QA: MODEL_QA_PASS; Preserves the user's reluctance without making the partner pressure them to purchase.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_c1_0078,c1,"어, 뭐야. 오늘은 이 놀이기구를 운행하지 않나 봐. 이거 꼭 타고 싶었는데 아쉽다.","Oh, was ist denn los? Anscheinend ist diese Attraktion heute außer Betrieb. Ich wollte unbedingt damit fahren. Schade.","Oh, what? It looks like this ride isn't operating today. I really wanted to go on it. That's a shame.",rights: original; scene: ride_not_operating; model triad QA: MODEL_QA_PASS; -나 봐 remains epistemically weaker than a confirmed closure in both translations.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_c1_0079,c1,"괜찮아. 오늘 못 탄 건 아쉽지만, 다음에 올 이유가 하나 생긴 셈 치자.","Ist schon okay. Es ist zwar schade, dass wir heute nicht fahren konnten, aber sehen wir es einfach so: Jetzt haben wir einen Grund mehr, wiederzukommen.","It's okay. Missing it today is disappointing, but let's call it one more reason to come back.",rights: original; scene: reason_to_return; model triad QA: MODEL_QA_PASS; The line does not erase disappointment; 아쉽지만 keeps the concession visible.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_c1_0080,c1,여기 크리스마스 마켓도 진짜 예쁘대. 겨울에 다시 와 볼래?,Der Weihnachtsmarkt hier soll wirklich wunderschön sein. Wollen wir im Winter noch einmal herkommen?,I hear the Christmas market here is really beautiful. Want to come back in winter?,rights: original; scene: christmas_market_hearsay; model triad QA: MODEL_QA_PASS; DE soll and EN I hear preserve reported information instead of asserting it as verified fact.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_c1_0081,c1,"오, 좋아. 그러면 그때 또 츄러스를 먹을 수 있겠군.","Aha, sehr gut. Dann kann ich also wieder Churros essen.","Oh, perfect. So that means I get to have churros again.",rights: original; scene: churros_again; model triad QA: MODEL_QA_PASS; DE and EN favor natural playful realization over literally formal-sounding morphology.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_c1_0082,c1,저기 바닥에 동전이 꽤 떨어져 있네. 저걸 다 모으면 직원들 커피값은 나오겠는데? 물론 농담이야.,"Da liegen ganz schön viele Münzen auf dem Boden. Wenn man die alle sammeln würde, käme wohl genug für den Kaffee des Personals zusammen. Natürlich nur ein Witz.","There are quite a few coins on the ground. If you gathered them all, there might be enough to buy the staff coffee. I'm kidding, of course.",rights: original; scene: coins_on_the_ground; model triad QA: MODEL_QA_PASS; Frames coffee as a hypothetical joke and avoids claiming that employees take dropped money.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_c1_0083,c1,"앞자리는 시야가 탁 트여서 더 무서울 것 같기도 하고, 오히려 상황이 잘 보여서 덜 무서울 것 같기도 해.","In der ersten Reihe ist die Sicht völlig frei. Das könnte es gruseliger machen oder sogar weniger gruselig, weil man alles kommen sieht.","The front row has a completely open view. That might make it scarier, or less scary because you can see everything coming.",rights: original; scene: front_row_ambiguity; model triad QA: MODEL_QA_PASS; Does not present a universal front-versus-back hierarchy as fact.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_c1_0084,c1,"후룸라이드는 얼마나 젖을지 모른다는 점 때문에, 기다리는 동안부터 긴장감이 점점 커지는 것 같아.","Bei der Wasserbahn baut sich die Spannung schon beim Warten auf, gerade weil man nicht weiß, wie nass man wird.","The suspense of the flume ride starts building while you wait, precisely because you don't know how wet you'll get.",rights: original; scene: suspense_while_waiting; model triad QA: MODEL_QA_PASS; Keeps suspense tied to the speaker's perception rather than making a technical ride claim.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_c1_0085,c1,놀이공원에서는 평소보다 훨씬 큰 소리로 웃고 소리쳐도 자연스럽잖아. 그래서 스트레스가 풀리는 건지도 모르겠어.,"In einem Freizeitpark ist es ganz normal, viel lauter zu lachen und zu schreien als sonst. Vielleicht wird man gerade deshalb seinen Stress los.","At an amusement park, it feels natural to laugh and scream much louder than usual. Maybe that's why it relieves stress.",rights: original; scene: social_permission_to_scream; model triad QA: MODEL_QA_PASS; Reflective but still anchored in the couple's concrete day.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_c1_0086,c1,"사진이 예쁘게 나오지는 않았지만, 꾸미지 않은 우리 표정이 그대로 찍혀서 오히려 더 기억에 남을 것 같아.","Das Foto ist zwar nicht besonders schmeichelhaft, aber gerade weil unsere ungestellten Gesichter darauf zu sehen sind, bleibt es uns wahrscheinlich besser in Erinnerung.","The photo isn't flattering, but because it captured our unguarded expressions, I think it'll actually be more memorable.",rights: original; scene: unguarded_photo; model triad QA: MODEL_QA_PASS; Distinguishes aesthetic judgment from emotional value across all three languages.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_c1_0087,c1,"조금 어지럽다고 바로 나이 탓을 하는 걸 보니, 내가 놀란 걸 인정하기 싫은가 봐.","Dass ich den Schwindel sofort aufs Alter schiebe, heißt wohl, dass ich nicht zugeben will, wie sehr mich die Fahrt erschreckt hat.",The fact that I blame my age as soon as I feel dizzy probably means I don't want to admit how much the ride scared me.,rights: original; scene: age_excuse; model triad QA: MODEL_QA_PASS; The wellbeing follow-up keeps self-mockery from dismissing actual dizziness.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_c2_0077,c2,곰곰이 생각해 보니까 사람들이 왜 놀이공원에 오는 걸 좋아하는지 알 것 같아. 여기는 웃음이 가득하잖아. 다들 설레고 신나 보이고.,"Wenn ich so darüber nachdenke, glaube ich zu verstehen, warum Menschen so gern in Freizeitparks kommen. Hier ist überall Lachen, und alle wirken erwartungsvoll und ausgelassen.","The more I think about it, the more I understand why people love coming to amusement parks. The place is full of laughter, and everyone looks excited and happy.",rights: original; scene: why_people_return; model triad QA: MODEL_QA_PASS; Preserves the user's reflective insight and the concrete images of laughter and anticipation.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_c2_0078,c2,생각해 보면 사람들은 놀이기구만 타러 오는 게 아닌 것 같아. 잠깐이라도 평소와 다른 사람이 되어 볼 수 있어서 오는 건 아닐까?,"Vielleicht kommen die Leute gar nicht nur wegen der Fahrgeschäfte. Kommen sie nicht auch, weil sie hier für eine Weile jemand anderes sein dürfen als im Alltag?","Maybe people don't come just for the rides. Could it also be because, for a little while, they get to be someone different from their everyday selves?",rights: original; scene: different_self_for_a_while; model triad QA: MODEL_QA_PASS; Advanced reflection remains turn-taking dialogue through a real reply and a personal alternative question.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_c2_0079,c2,한 사람이 비명을 지르고 웃기 시작하면 주변 사람들까지 따라 웃게 되잖아. 그런 감정의 전염이 이 공간을 특별하게 만드는 것 같아.,"Sobald eine Person schreit und zu lachen beginnt, lachen die Menschen ringsum oft mit. Vielleicht ist es gerade diese ansteckende Stimmung, die diesen Ort besonders macht.","Once one person screams and starts laughing, the people around them often laugh too. I think that emotional contagion is part of what makes this place special.","rights: original; scene: contagious_laughter; model triad QA: MODEL_QA_PASS; 감정의 전염 is advanced vocabulary, but the surrounding scream-and-laugh scene keeps it learnable.",approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_c2_0080,c2,"무서운 줄 알면서도 다시 타고 싶은 걸 보면, 우리는 공포 자체보다 공포가 지나간 뒤의 해방감을 즐기는지도 모르겠어.","Dass wir trotz der Angst noch einmal fahren wollen, deutet vielleicht darauf hin, dass wir weniger die Angst selbst genießen als die Erleichterung danach.",The fact that we want to ride again despite knowing it's scary may mean we enjoy the release afterward more than the fear itself.,rights: original; scene: fear_and_release; model triad QA: MODEL_QA_PASS; Avoids diagnosing all visitors; the claim stays within the couple's shared response.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_c2_0081,c2,"롤러코스터의 탁탁탁탁 소리가 좋은 건, 아직 아무 일도 일어나지 않았는데 곧 무언가 시작될 거라는 예감이 그 안에 들어 있어서인 것 같아.","Vielleicht mag ich das Klack-klack-klack der Achterbahn so sehr, weil darin schon die Ahnung steckt, dass gleich etwas beginnt, obwohl noch gar nichts passiert ist.","Maybe I love the roller coaster's click-clack-click because it carries the feeling that something is about to begin, even though nothing has happened yet.",rights: original; scene: sound_of_anticipation; model triad QA: MODEL_QA_PASS; Elevates the user's beloved sound into C2 reflection without losing its onomatopoeic texture.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_c2_0082,c2,후룸라이드에서는 얼마나 젖을지 모른다는 불확실성이 불편함이 아니라 기대감으로 바뀌잖아. 일상에서도 모든 불확실성을 그렇게 받아들일 수 있다면 좋을 텐데.,"Bei der Wasserbahn wird aus der unangenehmen Unsicherheit darüber, wie nass man wird, plötzlich Vorfreude. Schön wäre es, wenn wir auch im Alltag jede Unsicherheit so annehmen könnten.","On a flume ride, not knowing how wet you'll get turns uncertainty from discomfort into anticipation. I wish we could welcome every uncertainty in everyday life that way.","rights: original; scene: uncertainty_as_excitement; model triad QA: MODEL_QA_PASS; The everyday-life analogy is presented as a wish, not simplistic life advice.",approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
smalltalk_c2_0083,c2,"내가 유령의 집을 포기한 게 아쉽기는 하지만, 네가 싫어하는 걸 억지로 같이 하는 것보다 서로 즐길 수 있는 걸 고르는 게 데이트에는 더 중요한 것 같아.","Ich finde es zwar schade, dass ich auf das Geisterhaus verzichtet habe. Aber für ein Date ist es wohl wichtiger, etwas zu wählen, das wir beide genießen, als dich zu etwas zu drängen, das du nicht magst.","I'm disappointed that I gave up the haunted house, but on a date, choosing something we can both enjoy feels more important than pushing you into something you dislike.",rights: original; scene: date_compromise; model triad QA: MODEL_QA_PASS; Makes the romantic-partner relationship explicit through mutual enjoyment and permission to refuse.,approved,Jin explicitly requested live promotion of the Theme Park Date pack on 2026-08-30.
