id,level,ko,de,en,field_notes,상태,jin_memo
satz_a1_0541,a1,오늘 하루 정말 피곤해요.,Heute bin ich den ganzen Tag wirklich müde.,I'm really tired all day today.,rights: original_clean_room; vocabKo=하루; unit=a1_05_numbers_time; source vocab_a1_0626,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
satz_a1_0542,a1,잠시 후에 만나요.,Wir sehen uns in einem Moment.,See you in a moment.,rights: original_clean_room; vocabKo=후; unit=a1_05_numbers_time; source vocab_a1_0627,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
satz_a1_0543,a1,개가 몇 마리 있어요?,Wie viele Hunde gibt es?,How many dogs are there?,rights: original_clean_room; vocabKo=개; unit=a1_16_survival_capstone; source vocab_a1_0628,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
satz_a1_0544,a1,고양이가 몇 마리예요?,Wie viele Katzen sind es?,How many cats are there?,rights: original_clean_room; vocabKo=고양이; unit=a1_16_survival_capstone; source vocab_a1_0629,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
satz_a1_0545,a1,꽃에 물을 줘요.,Ich gieße die Blumen.,I water the flowers.,rights: original_clean_room; vocabKo=꽃; unit=a1_16_survival_capstone; source vocab_a1_0630,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
satz_a1_0546,a1,나무 밑에 앉아요.,Ich setze mich unter den Baum.,I sit under the tree.,rights: original_clean_room; vocabKo=나무; unit=a1_16_survival_capstone; source vocab_a1_0631,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
satz_a1_0547,a1,저는 주말에 산에 올라가요.,Ich steige am Wochenende auf den Berg.,I climb the mountain on weekends.,rights: original_clean_room; vocabKo=산; unit=a1_16_survival_capstone; source vocab_a1_0632,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
satz_a1_0548,a1,저는 바다에서 수영해요.,Ich schwimme im Meer.,I swim in the sea.,rights: original_clean_room; vocabKo=바다; unit=a1_16_survival_capstone; source vocab_a1_0633,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
satz_a1_0549,a1,오늘 비가 와요.,Heute regnet es.,It's raining today.,rights: original_clean_room; vocabKo=비; unit=a1_16_survival_capstone; source vocab_a1_0634,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
satz_a1_0550,a1,산에 불이 났어요.,Auf dem Berg ist ein Feuer ausgebrochen.,A fire broke out on the mountain.,rights: original_clean_room; vocabKo=불; unit=a1_16_survival_capstone; source vocab_a1_0635,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
satz_a1_0551,a1,아기가 자요.,Das Baby schläft.,The baby is sleeping.,rights: original_clean_room; vocabKo=아기; unit=a1_16_survival_capstone; source vocab_a1_0636,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
satz_a1_0552,a1,저 아이는 학생이에요.,Dieses Kind ist ein Schüler.,That child is a student.,rights: original_clean_room; vocabKo=아이; unit=a1_16_survival_capstone; source vocab_a1_0637,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
satz_a1_0553,a1,저 남자는 누구예요?,Wer ist dieser Mann?,Who is that man?,rights: original_clean_room; vocabKo=남자; unit=a1_16_survival_capstone; source vocab_a1_0638,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
satz_a1_0554,a1,저 여자는 제 친구예요.,Diese Frau ist meine Freundin.,That woman is my friend.,rights: original_clean_room; vocabKo=여자; unit=a1_16_survival_capstone; source vocab_a1_0639,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
satz_a1_0555,a1,오늘 기분이 좋아요.,Ich bin heute guter Stimmung.,I'm in a good mood today.,rights: original_clean_room; vocabKo=기분; unit=a1_11_titles_relationships; source vocab_a1_0640,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
satz_a1_0556,a1,오늘 마음이 아파요.,Mein Herz tut heute weh.,My heart aches today.,rights: original_clean_room; vocabKo=마음; unit=a1_11_titles_relationships; source vocab_a1_0641,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
satz_a1_0557,a1,저는 수진 씨를 사랑해요.,Ich liebe Sujin.,I love Sujin.,rights: original_clean_room; vocabKo=사랑; unit=a1_11_titles_relationships; source vocab_a1_0642,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
satz_a1_0558,a1,저는 오늘 정말 피곤해요.,Ich bin heute wirklich müde.,I'm really tired today.,rights: original_clean_room; vocabKo=피곤; unit=a1_11_titles_relationships; source vocab_a1_0643,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
satz_a1_0559,a1,정말 감사해요.,Ich bin wirklich dankbar.,I'm really grateful.,rights: original_clean_room; vocabKo=감사; unit=a1_11_titles_relationships; source vocab_a1_0644,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
satz_a1_0560,a1,"미안해요, 늦었어요.","Entschuldigung, ich bin zu spät.","Sorry, I'm late.",rights: original_clean_room; vocabKo=미안; unit=a1_11_titles_relationships; source vocab_a1_0645,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
satz_a1_0561,a1,선생님이 정말 친절해요.,Der Lehrer ist wirklich freundlich.,The teacher is really kind.,rights: original_clean_room; vocabKo=친절; unit=a1_11_titles_relationships; source vocab_a1_0646,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
satz_a1_0562,a1,실례합니다. 화장실이 어디예요?,Entschuldigung. Wo ist die Toilette?,Excuse me. Where is the restroom?,rights: original_clean_room; vocabKo=실례; unit=a1_11_titles_relationships; source vocab_a1_0647,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
satz_a1_0563,a1,그 가수는 정말 유명해요.,Dieser Sänger ist wirklich berühmt.,That singer is really famous.,rights: original_clean_room; vocabKo=유명; unit=a1_11_titles_relationships; source vocab_a1_0648,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
satz_a1_0564,a1,제가 대답해요.,Ich antworte.,I'll answer.,rights: original_clean_room; vocabKo=대답; unit=a1_11_titles_relationships; source vocab_a1_0649,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
satz_a1_0565,a1,친구를 소개해요.,Ich stelle einen Freund vor.,I'm introducing a friend.,rights: original_clean_room; vocabKo=소개; unit=a1_11_titles_relationships; source vocab_a1_0650,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
satz_a1_0566,a1,제가 천천히 설명해요.,Ich erkläre langsam.,I'll explain slowly.,rights: original_clean_room; vocabKo=설명; unit=a1_11_titles_relationships; source vocab_a1_0651,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/63 rows (Batch 27); Batch 26 approved together, 7/66 rows); C3-T3 승격"
