id,level,ko,de,en,field_notes,상태,jin_memo
cloze_a1_0428,a1,저는 안경을 써요.,Ich trage eine Brille.,I wear glasses.,rights: original_clean_room; answer=안경; topic=Alltag; unit=a1_12_daily_negation; derived from vocab_a1_0494,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0429,a1,오늘 모자를 썼어요.,Heute habe ich eine Mütze getragen.,Today I wore a hat.,rights: original_clean_room; answer=모자; topic=Alltag; unit=a1_12_daily_negation; derived from vocab_a1_0495,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0430,a1,신발이 아주 작아요.,Die Schuhe sind sehr klein.,The shoes are very small.,rights: original_clean_room; answer=신발; topic=Alltag; unit=a1_12_daily_negation; derived from vocab_a1_0496,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0431,a1,할머니가 저를 사랑하세요.,Meine Oma liebt mich.,My grandmother loves me.,rights: original_clean_room; answer=할머니; topic=Familie; unit=a1_11_titles_relationships; derived from vocab_a1_0497,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0432,a1,할아버지는 신문을 읽으세요.,Mein Opa liest Zeitung.,My grandfather reads the newspaper.,rights: original_clean_room; answer=할아버지; topic=Familie; unit=a1_11_titles_relationships; derived from vocab_a1_0498,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0433,a1,부모님이 이번 주에 오세요.,Meine Eltern kommen diese Woche.,My parents are coming this week.,rights: original_clean_room; answer=부모님; topic=Familie; unit=a1_11_titles_relationships; derived from vocab_a1_0499,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0434,a1,저는 아이스크림을 자주 먹어요.,Ich esse oft Eis.,I eat ice cream often.,rights: original_clean_room; answer=아이스크림; topic=Essen & Trinken; unit=a1_04_order_request_object; derived from vocab_a1_0500,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0435,a1,저는 초콜릿을 정말 좋아해요.,Ich mag Schokolade wirklich.,I really like chocolate.,rights: original_clean_room; answer=초콜릿; topic=Essen & Trinken; unit=a1_04_order_request_object; derived from vocab_a1_0501,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0436,a1,오렌지 주스가 맛있어요.,Orangensaft ist lecker.,Orange juice is delicious.,rights: original_clean_room; answer=주스; topic=Essen & Trinken; unit=a1_04_order_request_object; derived from vocab_a1_0502,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0437,a1,낮에 친구를 만나요.,Ich treffe tagsüber einen Freund.,I meet a friend during the day.,rights: original_clean_room; answer=낮에; topic=Zeit; unit=a1_05_numbers_time; derived from vocab_a1_0503,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0438,a1,오늘은 아주 좋은 날이에요.,Heute ist ein sehr guter Tag.,Today is a very good day.,rights: original_clean_room; answer=날이에요; topic=Zeit; unit=a1_05_numbers_time; derived from vocab_a1_0504,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0439,a1,오늘 날짜가 며칠이에요?,Welches Datum ist heute?,What's today's date?,rights: original_clean_room; answer=날짜; topic=Zeit; unit=a1_05_numbers_time; derived from vocab_a1_0505,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0440,a1,제 딸은 다섯 살이에요.,Meine Tochter ist fünf Jahre alt.,My daughter is five years old.,rights: original_clean_room; answer=딸은; topic=Familie; unit=a1_11_titles_relationships; derived from vocab_a1_0506,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0441,a1,저는 친구를 도와요.,Ich helfe meinem Freund.,I help my friend.,rights: original_clean_room; answer=도와요; topic=Beziehungen; unit=a1_11_titles_relationships; derived from vocab_a1_0507,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0442,a1,언니가 저를 도와줘요.,Meine große Schwester hilft mir.,My older sister helps me.,rights: original_clean_room; answer=도와줘요; topic=Beziehungen; unit=a1_11_titles_relationships; derived from vocab_a1_0508,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0443,a1,저는 책을 가지고 있어요.,Ich habe ein Buch dabei.,I have a book with me.,rights: original_clean_room; answer=가지고; topic=Alltag; unit=a1_12_daily_negation; derived from vocab_a1_0509,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0444,a1,수업이 세 시에 끝나요.,Der Unterricht endet um drei Uhr.,Class ends at three o'clock.,rights: original_clean_room; answer=끝나요; topic=Alltag; unit=a1_12_daily_negation; derived from vocab_a1_0510,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0445,a1,저는 매일 학교에 다녀요.,Ich gehe jeden Tag zur Schule.,I go to school every day.,rights: original_clean_room; answer=다녀요; topic=Alltag; unit=a1_12_daily_negation; derived from vocab_a1_0511,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0446,a1,저는 이 옷을 골랐어요.,Ich habe diese Kleidung ausgewählt.,I chose these clothes.,rights: original_clean_room; answer=골랐어요; topic=Einkaufen; unit=a1_16_survival_capstone; derived from vocab_a1_0512,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0447,a1,저는 친구한테 책을 빌려요.,Ich leihe mir ein Buch von meinem Freund.,I borrow a book from my friend.,rights: original_clean_room; answer=빌려요; topic=Einkaufen; unit=a1_16_survival_capstone; derived from vocab_a1_0513,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0448,a1,이 가게는 과일을 팔아요.,Dieser Laden verkauft Obst.,This shop sells fruit.,rights: original_clean_room; answer=팔아요; topic=Einkaufen; unit=a1_16_survival_capstone; derived from vocab_a1_0514,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0449,a1,이 버스는 이십 번이에요.,Dieser Bus hat die Nummer zwanzig.,This bus is number twenty.,rights: original_clean_room; answer=이십; topic=Zahlen; unit=a1_05_numbers_time; derived from vocab_a1_0515,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0450,a1,제 방은 삼십 호예요.,Mein Zimmer ist Nummer dreißig.,My room is number thirty.,rights: original_clean_room; answer=삼십; topic=Zahlen; unit=a1_05_numbers_time; derived from vocab_a1_0516,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0451,a1,우리 학교에는 학생이 사십 명 있어요.,An unserer Schule gibt es vierzig Schüler.,There are forty students at our school.,rights: original_clean_room; answer=사십; topic=Zahlen; unit=a1_05_numbers_time; derived from vocab_a1_0517,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0452,a1,이 학교에는 선생님이 오십 명 있어요.,An dieser Schule gibt es fünfzig Lehrer.,This school has fifty teachers.,rights: original_clean_room; answer=오십; topic=Zahlen; unit=a1_05_numbers_time; derived from vocab_a1_0518,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0453,a1,제 방은 육십 층에 있어요.,Mein Zimmer ist im sechzigsten Stock.,My room is on the sixtieth floor.,rights: original_clean_room; answer=육십; topic=Zahlen; unit=a1_05_numbers_time; derived from vocab_a1_0519,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0454,a1,이 버스는 칠십 번이에요.,Dieser Bus hat die Nummer siebzig.,This bus is number seventy.,rights: original_clean_room; answer=칠십; topic=Zahlen; unit=a1_05_numbers_time; derived from vocab_a1_0520,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0455,a1,제 목이 길어요.,Mein Hals ist lang.,My neck is long.,rights: original_clean_room; answer=목이; topic=Körper; unit=a1_10_health_safety; derived from vocab_a1_0521,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
cloze_a1_0456,a1,제 얼굴이 작아요.,Mein Gesicht ist klein.,My face is small.,rights: original_clean_room; answer=얼굴; topic=Körper; unit=a1_10_health_safety; derived from vocab_a1_0522,approved,"Jin 승인 2026-09-15 (owner chat: 'batch_25_a1_jin_sample 승인'; 7/64 표본); C3-T2 승격, Fable 배분어 위생 재선정"
