id,level,ko,de,en,field_notes,상태,jin_memo
satz_a1_0448,a1,음... 제 생일이 오월이에요.,Ähm... mein Geburtstag ist im Mai.,Um... my birthday is in May.,rights: original_clean_room; vocabKo=오월; unit=a1_05_numbers_time; source vocab_a1_0533,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0449,a1,유월에 할머니 댁에 가요.,Im Juni besuche ich meine Großmutter.,I visit my grandmother's place in June.,rights: original_clean_room; vocabKo=유월; unit=a1_05_numbers_time; source vocab_a1_0534,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0450,a1,칠월에 수영하러 가요.,Im Juli gehe ich schwimmen.,I go swimming in July.,rights: original_clean_room; vocabKo=칠월; unit=a1_05_numbers_time; source vocab_a1_0535,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0451,a1,팔월에 방학이 제일 길어요.,Im August ist die Ferienzeit am längsten.,The vacation is longest in August.,rights: original_clean_room; vocabKo=팔월; unit=a1_05_numbers_time; source vocab_a1_0536,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0452,a1,구월에 학교에 다시 가요.,Im September gehe ich wieder zur Schule.,I go back to school in September.,rights: original_clean_room; vocabKo=구월; unit=a1_05_numbers_time; source vocab_a1_0537,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0453,a1,시월에 등산하러 가요.,Im Oktober gehe ich wandern.,I go hiking in October.,rights: original_clean_room; vocabKo=시월; unit=a1_05_numbers_time; source vocab_a1_0538,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0454,a1,십일월에 뭐 해요?,Was machen Sie im November?,What do you do in November?,rights: original_clean_room; vocabKo=십일월; unit=a1_05_numbers_time; source vocab_a1_0539,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0455,a1,십이월에 파티가 있어요.,Im Dezember gibt es eine Party.,There's a party in December.,rights: original_clean_room; vocabKo=십이월; unit=a1_05_numbers_time; source vocab_a1_0540,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0456,a1,"마야 씨, 저는 일본을 찍고 싶어요!","Maya, ich möchte Japan filmen!","Maya, I want to film Japan!",rights: original_clean_room; vocabKo=일본; unit=a1_02_self_intro_identity; source vocab_a1_0541,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0457,a1,중국 사람이세요?,Sind Sie aus China?,Are you from China?,rights: original_clean_room; vocabKo=중국; unit=a1_02_self_intro_identity; source vocab_a1_0542,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0458,a1,영국에서 오셨어요?,Kommen Sie aus England?,Are you from England?,rights: original_clean_room; vocabKo=영국; unit=a1_02_self_intro_identity; source vocab_a1_0543,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0459,a1,프랑스에서 살고 싶어요.,Ich möchte in Frankreich leben.,I want to live in France.,rights: original_clean_room; vocabKo=프랑스; unit=a1_02_self_intro_identity; source vocab_a1_0544,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0460,a1,러시아에서 오셨어요?,Kommen Sie aus Russland?,Are you from Russia?,rights: original_clean_room; vocabKo=러시아; unit=a1_02_self_intro_identity; source vocab_a1_0545,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0461,a1,캐나다에 친구가 있어요.,Ich habe einen Freund in Kanada.,I have a friend in Canada.,rights: original_clean_room; vocabKo=캐나다; unit=a1_02_self_intro_identity; source vocab_a1_0546,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0462,a1,태국 사람을 알아요?,Kennen Sie jemanden aus Thailand?,Do you know anyone from Thailand?,rights: original_clean_room; vocabKo=태국; unit=a1_02_self_intro_identity; source vocab_a1_0547,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0463,a1,베트남에 가고 싶어요.,Ich möchte nach Vietnam fahren.,I want to go to Vietnam.,rights: original_clean_room; vocabKo=베트남; unit=a1_02_self_intro_identity; source vocab_a1_0548,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0464,a1,몽골에 친구가 살아요.,Ein Freund von mir lebt in der Mongolei.,A friend of mine lives in Mongolia.,rights: original_clean_room; vocabKo=몽골; unit=a1_02_self_intro_identity; source vocab_a1_0549,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0465,a1,말레이시아에서 오셨어요?,Kommen Sie aus Malaysia?,Are you from Malaysia?,rights: original_clean_room; vocabKo=말레이시아; unit=a1_02_self_intro_identity; source vocab_a1_0550,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0466,a1,인도네시아는 어디에 있어요?,Wo liegt Indonesien?,Where is Indonesia?,rights: original_clean_room; vocabKo=인도네시아; unit=a1_02_self_intro_identity; source vocab_a1_0551,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0467,a1,외국 생활이 어때요?,Wie ist das Leben im Ausland?,How is life abroad?,rights: original_clean_room; vocabKo=외국; unit=a1_02_self_intro_identity; source vocab_a1_0552,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0468,a1,저는 축구를 잘해요.,Ich bin gut im Fußball.,I'm good at soccer.,rights: original_clean_room; vocabKo=축구; unit=a1_11_titles_relationships; source vocab_a1_0553,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0469,a1,야구 좋아하세요?,Mögen Sie Baseball?,Do you like baseball?,rights: original_clean_room; vocabKo=야구; unit=a1_11_titles_relationships; source vocab_a1_0554,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0470,a1,"음, 주말에 농구 할까요?","Hmm, sollen wir am Wochenende Basketball spielen?","Hmm, shall we play basketball this weekend?",rights: original_clean_room; vocabKo=농구; unit=a1_11_titles_relationships; source vocab_a1_0555,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0471,a1,"마야 씨, 저는 테니스를 못하지만 괜찮아요.","Maya, ich kann nicht gut Tennis spielen, aber das ist okay.","Maya, I'm not good at tennis, but that's okay.",rights: original_clean_room; vocabKo=테니스; unit=a1_11_titles_relationships; source vocab_a1_0556,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0472,a1,"수진 씨, 저녁에 수영하러 갈까요?","Sujin, sollen wir heute Abend schwimmen gehen?","Sujin, shall we go swimming this evening?",rights: original_clean_room; vocabKo=수영; unit=a1_11_titles_relationships; source vocab_a1_0557,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0473,a1,오늘 스키 타러 가요.,Ich gehe heute Ski fahren.,I'm going skiing today.,rights: original_clean_room; vocabKo=스키; unit=a1_11_titles_relationships; source vocab_a1_0558,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0474,a1,"현아 씨, 저는 주말에 등산을 합니다.","Hyuna, ich gehe am Wochenende wandern.","Hyuna, I go hiking on weekends.",rights: original_clean_room; vocabKo=등산; unit=a1_11_titles_relationships; source vocab_a1_0559,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0475,a1,"수진 씨, 왜 산책을 좋아해요?","Sujin, warum magst du Spaziergänge?","Sujin, why do you like walks?",rights: original_clean_room; vocabKo=산책; unit=a1_11_titles_relationships; source vocab_a1_0560,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0476,a1,"레나 씨, 우리 같이 춤을 출까요?","Lena, sollen wir zusammen tanzen?","Lena, shall we dance together?",rights: original_clean_room; vocabKo=춤; unit=a1_11_titles_relationships; source vocab_a1_0561,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0477,a1,"마야 씨, 이 노래 정말 좋아요!","Maya, dieses Lied ist wirklich toll!","Maya, this song is really great!",rights: original_clean_room; vocabKo=노래; unit=a1_11_titles_relationships; source vocab_a1_0562,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0478,a1,이번 주말에 구경 가요.,Lass uns dieses Wochenende bummeln gehen.,Let's go sightseeing this weekend.,rights: original_clean_room; vocabKo=구경; unit=a1_11_titles_relationships; source vocab_a1_0563,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0479,a1,그럼 기숙사에서 탁구 칠까요?,Sollen wir dann im Wohnheim Tischtennis spielen?,"Then, shall we play table tennis in the dorm?",rights: original_clean_room; vocabKo=탁구; unit=a1_11_titles_relationships; source vocab_a1_0564,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0480,a1,그럼 점심에 김밥 먹을까요?,"Also, sollen wir zum Mittagessen Gimbap essen?","Then, shall we have gimbap for lunch?",rights: original_clean_room; vocabKo=김밥; unit=a1_04_order_request_object; source vocab_a1_0565,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0481,a1,어제 수진 씨하고 떡볶이 먹었어요.,Gestern habe ich mit Sujin Tteokbokki gegessen.,Yesterday I ate tteokbokki with Sujin.,rights: original_clean_room; vocabKo=떡볶이; unit=a1_04_order_request_object; source vocab_a1_0566,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0482,a1,"와, 이 김치찌개 정말 맛있어요!","Wow, dieser Kimchi-Eintopf ist wirklich lecker!","Wow, this kimchi stew is really delicious!",rights: original_clean_room; vocabKo=김치찌개; unit=a1_04_order_request_object; source vocab_a1_0567,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0483,a1,된장찌개를 좋아하세요?,Mögen Sie Doenjang-Eintopf?,Do you like doenjang stew?,rights: original_clean_room; vocabKo=된장찌개; unit=a1_04_order_request_object; source vocab_a1_0568,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0484,a1,삼계탕이 몸에 좋아요.,Samgyetang ist gut für den Körper.,Samgyetang is good for your body.,rights: original_clean_room; vocabKo=삼계탕; unit=a1_04_order_request_object; source vocab_a1_0569,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0485,a1,생일에 갈비를 먹어요.,An Geburtstagen isst man Galbi.,We eat galbi on birthdays.,rights: original_clean_room; vocabKo=갈비; unit=a1_04_order_request_object; source vocab_a1_0570,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0486,a1,저는 갈비탕을 자주 먹어요.,Ich esse oft Galbitang.,I often eat galbitang.,rights: original_clean_room; vocabKo=갈비탕; unit=a1_04_order_request_object; source vocab_a1_0571,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0487,a1,이 참외가 정말 맛있어요.,Diese koreanische Melone ist wirklich lecker.,This Korean melon is really delicious.,rights: original_clean_room; vocabKo=참외; unit=a1_04_order_request_object; source vocab_a1_0572,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0488,a1,포도 좀 주세요.,"Etwas Trauben, bitte.","Some grapes, please.",rights: original_clean_room; vocabKo=포도; unit=a1_04_order_request_object; source vocab_a1_0573,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0489,a1,할머니가 감을 좋아하세요.,Meine Großmutter mag Kaki.,My grandmother likes persimmons.,rights: original_clean_room; vocabKo=감; unit=a1_04_order_request_object; source vocab_a1_0574,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0490,a1,사이다 있어요?,Haben Sie eine Zitronenlimonade?,Do you have a lemon-lime soda?,rights: original_clean_room; vocabKo=사이다; unit=a1_04_order_request_object; source vocab_a1_0575,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0491,a1,치킨 하나 더 주세요.,"Noch ein Brathähnchen, bitte.","One more fried chicken, please.",rights: original_clean_room; vocabKo=치킨; unit=a1_04_order_request_object; source vocab_a1_0576,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0492,a1,저는 서울에 살아요.,Ich wohne in Seoul.,I live in Seoul.,rights: original_clean_room; vocabKo=서울; unit=a1_16_survival_capstone; source vocab_a1_0577,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0493,a1,"아, 이번 주말에 부산에 갈까요?","Ach, sollen wir dieses Wochenende nach Busan fahren?","Oh, shall we go to Busan this weekend?",rights: original_clean_room; vocabKo=부산; unit=a1_16_survival_capstone; source vocab_a1_0578,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0494,a1,인천공항에서 만나요.,Wir treffen uns am Flughafen Incheon.,Let's meet at Incheon Airport.,rights: original_clean_room; vocabKo=인천; unit=a1_16_survival_capstone; source vocab_a1_0579,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0495,a1,제주도에 가고 싶어요.,Ich möchte nach Jeju fahren.,I want to go to Jeju Island.,rights: original_clean_room; vocabKo=제주도; unit=a1_16_survival_capstone; source vocab_a1_0580,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0496,a1,"다니엘 씨, 남대문 같이 구경 갈까요?","Daniel, sollen wir uns zusammen Namdaemun ansehen?","Daniel, shall we go see Namdaemun together?",rights: original_clean_room; vocabKo=남대문; unit=a1_16_survival_capstone; source vocab_a1_0581,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0497,a1,우리 남산에 올라갈까요?,Sollen wir auf den Namsan steigen?,Shall we go up Namsan?,rights: original_clean_room; vocabKo=남산; unit=a1_16_survival_capstone; source vocab_a1_0582,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0498,a1,동대문에서 옷을 샀어요.,Ich habe in Dongdaemun Kleidung gekauft.,I bought clothes in Dongdaemun.,rights: original_clean_room; vocabKo=동대문; unit=a1_16_survival_capstone; source vocab_a1_0583,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0499,a1,서점에서 책을 골랐어요.,Ich habe im Buchladen ein Buch ausgesucht.,I picked out a book at the bookstore.,rights: original_clean_room; vocabKo=서점; unit=a1_16_survival_capstone; source vocab_a1_0584,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0500,a1,이 근처에 커피숍이 있어요?,Gibt es hier in der Nähe ein Café?,Is there a coffee shop near here?,rights: original_clean_room; vocabKo=커피숍; unit=a1_16_survival_capstone; source vocab_a1_0585,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0501,a1,"레나 씨, 저녁에 영화관에 갈까요?","Lena, sollen wir heute Abend ins Kino gehen?","Lena, shall we go to the movie theater this evening?",rights: original_clean_room; vocabKo=영화관; unit=a1_16_survival_capstone; source vocab_a1_0586,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0502,a1,이 근처에 극장이 있어요?,Gibt es hier in der Nähe ein Theater?,Is there a theater near here?,rights: original_clean_room; vocabKo=극장; unit=a1_16_survival_capstone; source vocab_a1_0587,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
satz_a1_0503,a1,저는 목욕탕에 자주 가요.,Ich gehe oft ins öffentliche Bad.,I often go to the public bathhouse.,rights: original_clean_room; vocabKo=목욕탕; unit=a1_16_survival_capstone; source vocab_a1_0588,approved,"Jin 승인 2026-09-16 (owner chat: 'Batch 26·27 승인'; 7/66 rows (Batch 26); Batch 27 approved together, 7/63 rows); C3-T3 승격"
