id,level,ko,de,en,field_notes,상태,jin_memo
cloze_a2_0457,a2,이가 아파서 치과에 예약을 했어요.,"Ich hatte Zahnschmerzen, deshalb habe ich einen Termin beim Zahnarzt gemacht.","I had a toothache, so I made an appointment at the dentist.",rights: original_clean_room; answer=치과에; topic=Gesundheit; unit=(assigned at promotion); derived from vocab_a2_0650,pending,
cloze_a2_0458,a2,약을 먹고 푹 쉬면 감기가 빨리 나아요.,"Wenn man Medizin nimmt und sich richtig ausruht, geht die Erkältung schnell vorbei.","If you take medicine and rest well, the cold gets better quickly.",rights: original_clean_room; answer=나아요; topic=Gesundheit; unit=(assigned at promotion); derived from vocab_a2_0651,pending,
cloze_a2_0459,a2,시험 전에는 항상 긴장이 돼요.,Vor Prüfungen bin ich immer nervös.,"Before exams, I always get nervous.",rights: original_clean_room; answer=긴장이; topic=Gefühle; unit=(assigned at promotion); derived from vocab_a2_0652,pending,
cloze_a2_0460,a2,"수진 씨, 먼저 자신을 믿으세요.","Sujin, glaub zuerst an dich selbst.","Sujin, believe in yourself first.",rights: original_clean_room; answer=자신을; topic=Gefühle; unit=(assigned at promotion); derived from vocab_a2_0653,pending,
cloze_a2_0461,a2,혼자 외국에서 살면 불안을 느낄 때가 있어요.,"Wenn man allein im Ausland lebt, fühlt man manchmal Unruhe.","When you live alone abroad, there are times you feel uneasy.",rights: original_clean_room; answer=불안을; topic=Gefühle; unit=(assigned at promotion); derived from vocab_a2_0654,pending,
cloze_a2_0462,a2,새로 산 소파가 정말 편안해요.,Das neu gekaufte Sofa ist wirklich bequem.,The newly bought sofa is really comfortable.,rights: original_clean_room; answer=편안해요; topic=Gefühle; unit=(assigned at promotion); derived from vocab_a2_0655,pending,
cloze_a2_0463,a2,가족과 함께 있을 때 행복을 느껴요.,"Wenn ich mit meiner Familie zusammen bin, fühle ich Glück.","When I'm with my family, I feel happiness.",rights: original_clean_room; answer=행복을; topic=Gefühle; unit=(assigned at promotion); derived from vocab_a2_0656,pending,
cloze_a2_0464,a2,동생이 제 일기를 봐서 화가 났어요.,"Mein jüngeres Geschwister hat mein Tagebuch gelesen, deshalb war ich wütend.","My younger sibling read my diary, so I got angry.",rights: original_clean_room; answer=화가; topic=Gefühle; unit=(assigned at promotion); derived from vocab_a2_0657,pending,
cloze_a2_0465,a2,그 영화를 보고 눈물을 많이 흘렸어요.,Bei dem Film habe ich viele Tränen vergossen.,I shed a lot of tears watching that movie.,rights: original_clean_room; answer=눈물을; topic=Gefühle; unit=(assigned at promotion); derived from vocab_a2_0658,pending,
cloze_a2_0466,a2,그 사진을 보면 웃음이 나요.,"Wenn ich das Foto sehe, muss ich lachen.","When I see that photo, I laugh.",rights: original_clean_room; answer=웃음이; topic=Gefühle; unit=(assigned at promotion); derived from vocab_a2_0659,pending,
cloze_a2_0467,a2,다니엘 씨는 농담을 정말 잘해요.,Daniel kann wirklich gut Witze machen.,Daniel is really good at jokes.,rights: original_clean_room; answer=농담을; topic=Gefühle; unit=(assigned at promotion); derived from vocab_a2_0660,pending,
cloze_a2_0468,a2,"현아 씨, 이건 우리 둘만의 비밀이에요.","Hyuna, das ist ein Geheimnis nur zwischen uns beiden.","Hyuna, this is a secret just between the two of us.",rights: original_clean_room; answer=비밀이에요; topic=Gefühle; unit=(assigned at promotion); derived from vocab_a2_0661,pending,
cloze_a2_0469,a2,선생님한테 칭찬을 들어서 기분이 좋아요.,"Ich habe von der Lehrerin ein Lob bekommen, deshalb bin ich gut gelaunt.","I got praise from my teacher, so I feel good.",rights: original_clean_room; answer=칭찬을; topic=Gefühle; unit=(assigned at promotion); derived from vocab_a2_0662,pending,
cloze_a2_0470,a2,준은 엄마한테 거짓말을 안 해요.,Jun lügt seine Mama nicht an.,Jun doesn't lie to his mom.,rights: original_clean_room; answer=거짓말을; topic=Gefühle; unit=(assigned at promotion); derived from vocab_a2_0663,pending,
cloze_a2_0471,a2,사거리에서 왼쪽으로 가면 은행이 있어요.,"Wenn Sie an der Kreuzung nach links gehen, ist dort eine Bank.","If you turn left at the intersection, there is a bank.",rights: original_clean_room; answer=사거리에서; topic=Verkehr; unit=(assigned at promotion); derived from vocab_a2_0664,pending,
cloze_a2_0472,a2,길이 넓어서 육교로 건너갔어요.,"Die Straße ist breit, deshalb bin ich über die Fußgängerbrücke gegangen.","The road is wide, so I crossed by the pedestrian overpass.",rights: original_clean_room; answer=육교로; topic=Verkehr; unit=(assigned at promotion); derived from vocab_a2_0665,pending,
cloze_a2_0473,a2,비가 올 때는 지하도로 다녀요.,"Wenn es regnet, gehe ich durch die Unterführung.","When it rains, I go through the underpass.",rights: original_clean_room; answer=지하도로; topic=Verkehr; unit=(assigned at promotion); derived from vocab_a2_0666,pending,
cloze_a2_0474,a2,신호가 바뀌면 길을 건너요.,"Wenn die Ampel umschaltet, gehe ich über die Straße.","When the signal changes, I cross the street.",rights: original_clean_room; answer=신호가; topic=Verkehr; unit=(assigned at promotion); derived from vocab_a2_0667,pending,
cloze_a2_0475,a2,다음 정거장에서 내려서 왼쪽으로 가세요.,Steigen Sie an der nächsten Haltestelle aus und gehen Sie nach links.,Get off at the next stop and go left.,rights: original_clean_room; answer=정거장에서; topic=Verkehr; unit=(assigned at promotion); derived from vocab_a2_0668,pending,
cloze_a2_0476,a2,주차장에 자리가 없어서 다시 나왔어요.,"Auf dem Parkplatz war kein Platz frei, deshalb bin ich wieder herausgefahren.","There was no space in the parking lot, so I came back out.",rights: original_clean_room; answer=주차장에; topic=Verkehr; unit=(assigned at promotion); derived from vocab_a2_0669,pending,
cloze_a2_0477,a2,신호를 보고 길을 건넜어요.,Ich habe auf die Ampel geschaut und die Straße überquert.,I looked at the signal and crossed the street.,rights: original_clean_room; answer=건넜어요; topic=Verkehr; unit=(assigned at promotion); derived from vocab_a2_0670,pending,
cloze_a2_0478,a2,이 방향으로 가면 역이 나와요.,"Wenn Sie in diese Richtung gehen, kommen Sie zum Bahnhof.","If you go in this direction, you'll come to the station.",rights: original_clean_room; answer=방향으로; topic=Verkehr; unit=(assigned at promotion); derived from vocab_a2_0671,pending,
cloze_a2_0479,a2,버스를 반대 방향으로 잘못 탔어요.,Ich habe versehentlich den Bus in die falsche Richtung genommen.,I mistakenly took the bus in the opposite direction.,rights: original_clean_room; answer=반대; topic=Verkehr; unit=(assigned at promotion); derived from vocab_a2_0672,pending,
cloze_a2_0480,a2,아침에 해는 동쪽에서 떠요.,Morgens geht die Sonne im Osten auf.,"In the morning, the sun rises in the east.",rights: original_clean_room; answer=동쪽에서; topic=Verkehr; unit=(assigned at promotion); derived from vocab_a2_0673,pending,
cloze_a2_0481,a2,저녁에 서쪽 하늘이 빨개요.,Am Abend ist der Himmel im Westen rot.,"In the evening, the western sky is red.",rights: original_clean_room; answer=서쪽; topic=Verkehr; unit=(assigned at promotion); derived from vocab_a2_0674,pending,
cloze_a2_0482,a2,이 카페는 위치가 정말 좋아요.,Dieses Café hat eine wirklich gute Lage.,This cafe has a really good location.,rights: original_clean_room; answer=위치가; topic=Verkehr; unit=(assigned at promotion); derived from vocab_a2_0675,pending,
cloze_a2_0483,a2,"안드레아 씨, 저희 팀 부장은 회의를 짧게 해요.","Andrea, unser Abteilungsleiter hält die Besprechungen kurz.","Andrea, our team's department head keeps meetings short.",rights: original_clean_room; answer=부장은; topic=Beruf; unit=(assigned at promotion); derived from vocab_a2_0676,pending,
cloze_a2_0484,a2,회사 선배가 점심을 사 줬어요.,"Ein Teammitglied, das schon länger in der Firma ist, hat mir das Mittagessen bezahlt.",A senior colleague bought me lunch.,rights: original_clean_room; answer=선배가; topic=Beruf; unit=(assigned at promotion); derived from vocab_a2_0677,pending,
cloze_a2_0485,a2,새로 온 후배에게 일을 가르쳐 줬어요.,Ich habe dem neuen jüngeren Kollegen die Arbeit gezeigt.,I taught the new junior colleague the work.,rights: original_clean_room; answer=후배에게; topic=Beruf; unit=(assigned at promotion); derived from vocab_a2_0678,pending,
cloze_a2_0486,a2,우리 팀은 매주 월요일에 회의를 해요.,Unser Team hat jeden Montag eine Besprechung.,Our team has a meeting every Monday.,rights: original_clean_room; answer=팀은; topic=Beruf; unit=(assigned at promotion); derived from vocab_a2_0679,pending,
cloze_a2_0487,a2,졸업하고 바로 은행에 취직을 했어요.,Nach dem Abschluss habe ich sofort eine Stelle bei einer Bank bekommen.,"Right after graduating, I got a job at a bank.",rights: original_clean_room; answer=취직을; topic=Beruf; unit=(assigned at promotion); derived from vocab_a2_0680,pending,
cloze_a2_0488,a2,저는 지하철로 출퇴근을 해요.,Ich pendle mit der U-Bahn zur Arbeit.,I commute by subway.,rights: original_clean_room; answer=출퇴근을; topic=Beruf; unit=(assigned at promotion); derived from vocab_a2_0681,pending,
cloze_a2_0489,a2,"크리스티안, 우리 휴게실에서 커피 마실래?","Christian, wollen wir im Pausenraum einen Kaffee trinken?","Christian, shall we have coffee in the break room?",rights: original_clean_room; answer=휴게실에서; topic=Beruf; unit=(assigned at promotion); derived from vocab_a2_0682,pending,
cloze_a2_0490,a2,일을 급하게 해서 실수를 했어요.,Ich habe die Arbeit zu hastig gemacht und einen Fehler gemacht.,I did the work in a hurry and made a mistake.,rights: original_clean_room; answer=실수를; topic=Beruf; unit=(assigned at promotion); derived from vocab_a2_0683,pending,
cloze_a2_0491,a2,버스가 늦게 와서 회사에 지각을 했어요.,"Der Bus kam spät, deshalb bin ich zu spät zur Arbeit gekommen.","The bus came late, so I was late for work.",rights: original_clean_room; answer=지각을; topic=Beruf; unit=(assigned at promotion); derived from vocab_a2_0684,pending,
cloze_a2_0492,a2,회사 규칙은 꼭 지켜 주세요.,Halten Sie sich bitte unbedingt an die Firmenregeln.,Please make sure to follow the company rules.,rights: original_clean_room; answer=규칙은; topic=Beruf; unit=(assigned at promotion); derived from vocab_a2_0685,pending,
cloze_a2_0493,a2,노력을 많이 하면 한국어가 빨리 늘어요.,"Wenn man sich viel Mühe gibt, wird das eigene Koreanisch schnell besser.","If you put in a lot of effort, your Korean improves quickly.",rights: original_clean_room; answer=노력을; topic=Beruf; unit=(assigned at promotion); derived from vocab_a2_0686,pending,
cloze_a2_0494,a2,수진 씨 계산은 항상 정확해요.,Sujins Berechnungen sind immer genau.,Sujin's calculations are always accurate.,rights: original_clean_room; answer=정확해요; topic=Beruf; unit=(assigned at promotion); derived from vocab_a2_0687,pending,
cloze_a2_0495,a2,"다니엘 씨, 공연이 끝나면 박수를 크게 쳐 주세요.","Daniel, klatsch nach der Aufführung bitte laut.","Daniel, when the performance ends, please clap loudly.",rights: original_clean_room; answer=박수를; topic=Freizeit; unit=(assigned at promotion); derived from vocab_a2_0688,pending,
cloze_a2_0496,a2,"우리 크리스티안, 이 자리에 앉아요.","Christian, mein Junge, setz dich hier auf diesen Platz.","Christian, dear, sit here in this seat.",rights: original_clean_room; answer=자리에; topic=Freizeit; unit=(assigned at promotion); derived from vocab_a2_0689,pending,
cloze_a2_0497,a2,표를 사러 새벽부터 줄을 섰어요.,"Um Karten zu kaufen, habe ich mich schon im Morgengrauen in die Schlange gestellt.",I stood in line from dawn to buy tickets.,rights: original_clean_room; answer=줄을; topic=Freizeit; unit=(assigned at promotion); derived from vocab_a2_0690,pending,
cloze_a2_0498,a2,행사 준비가 있어서 새벽에 일어났어요.,"Ich hatte Vorbereitungen für die Veranstaltung, deshalb bin ich im Morgengrauen aufgestanden.","I had event preparations, so I got up at dawn.",rights: original_clean_room; answer=새벽에; topic=Freizeit; unit=(assigned at promotion); derived from vocab_a2_0691,pending,
cloze_a2_0499,a2,"레나 씨, 매표소 앞에서 만나요.","Lena, wir treffen uns vor dem Ticketschalter.","Lena, let's meet in front of the ticket office.",rights: original_clean_room; answer=매표소; topic=Freizeit; unit=(assigned at promotion); derived from vocab_a2_0692,pending,
cloze_a2_0500,a2,"대박, 우리 팀이 대회에서 이겼어요!","Wahnsinn, unser Team hat beim Wettbewerb gewonnen!","Wow, our team won the competition!",rights: original_clean_room; answer=대회에서; topic=Freizeit; unit=(assigned at promotion); derived from vocab_a2_0693,pending,
cloze_a2_0501,a2,주말에 회사 행사에 가족을 데려갔어요.,Am Wochenende habe ich meine Familie zur Firmenveranstaltung mitgenommen.,"On the weekend, I took my family to the company event.",rights: original_clean_room; answer=행사에; topic=Freizeit; unit=(assigned at promotion); derived from vocab_a2_0694,pending,
cloze_a2_0502,a2,"마야 씨, 결혼식 초대장을 받았어요?","Maya, hast du die Einladung zur Hochzeit bekommen?","Maya, did you get the wedding invitation?",rights: original_clean_room; answer=초대장을; topic=Freizeit; unit=(assigned at promotion); derived from vocab_a2_0695,pending,
