id,level,ko,de,en,field_notes,상태,jin_memo
vocab_a1_0426,A1,출구 번호를 다시 확인해요.,Ich prüfe die Ausgangsnummer noch einmal.,I check the exit number again.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_a1_0427,A1,입구는 건물 오른쪽에 있어요.,Der Eingang ist rechts am Gebäude.,The entrance is on the right side of the building.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_a2_0465,A2,선납금이 필요한지 계약 전에 물어봤어요.,"Vor Vertragsabschluss habe ich gefragt, ob eine Vorauszahlung nötig ist.",I asked whether an advance payment was required before signing.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_a2_0466,A2,월세 납부일은 매달 말이에요.,Der Zahlungstermin für die Miete ist jeweils am Monatsende.,The rent payment is due at the end of each month.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_a2_0467,A2,관리비 내역에 인터넷이 포함돼요?,Ist Internet in der Aufstellung der Nebenkosten enthalten?,Is internet included in the maintenance-fee breakdown?,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_a2_0468,A2,서명한 뒤에 계약서 사본을 받아요.,Nach der Unterschrift erhalte ich eine Vertragskopie.,I receive a copy of the contract after signing.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_a2_0469,A2,수리 문제를 임대인에게 알렸어요.,Ich habe die vermietende Person über das Reparaturproblem informiert.,I told the lessor about the repair problem.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_a2_0470,A2,부동산 중개를 통해 방 세 개를 봤어요.,Über eine Immobilienvermittlung habe ich drei Zimmer besichtigt.,I viewed three rooms through a real estate brokerage.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_a2_0471,A2,공과금 내역에서 전기와 가스 요금을 확인해요.,In der Kostenaufstellung prüfe ich Strom und Gas.,I check electricity and gas in the utility-bill breakdown.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_a2_0472,A2,이사 날짜를 다음 토요일로 정했어요.,Wir haben den Umzug auf nächsten Samstag gelegt.,We set the moving date for next Saturday.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_a2_0473,A2,회사 근처에서 방을 구하고 있어요.,Ich suche ein Zimmer in der Nähe der Firma.,I'm looking for a room near work.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_a2_0474,A2,오늘 저녁에 방을 보러 가요.,Heute Abend besichtige ich ein Zimmer.,I'm going to view a room this evening.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_a2_0475,A2,이 방에는 세탁기 옵션이 있어요.,In diesem Zimmer ist eine Waschmaschine vorhanden.,This room includes a washing machine.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_a2_0476,A2,계약 전에 반려동물이 가능한지 물어봤어요.,"Vor dem Vertrag habe ich gefragt, ob Haustiere erlaubt sind.",I asked whether pets were allowed before signing.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_b1_0468,B1,채용 공고에서 근무 시간과 업무를 확인했어요.,In der Stellenanzeige habe ich Arbeitszeit und Aufgaben geprüft.,I checked the hours and duties in the job posting.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_b1_0469,B1,지원 자격에 필요한 경력이 적혀 있어요.,In den Bewerbungsvoraussetzungen steht die nötige Berufserfahrung.,The required experience is listed in the eligibility requirements.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_b1_0470,B1,관련 경력을 자기소개서에 구체적으로 썼어요.,Ich habe die einschlägige Berufserfahrung im Anschreiben konkret beschrieben.,I described my relevant experience clearly in the cover letter.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_b1_0471,B1,면접 일정이 바뀌어서 새 시간을 확인했어요.,"Der Vorstellungstermin wurde geändert, deshalb habe ich die neue Zeit bestätigt.","The interview schedule changed, so I confirmed the new time.","rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_b1_0472,B1,계약 전에 급여와 휴가 같은 근무 조건을 물었어요.,Vor Vertragsabschluss habe ich nach Arbeitsbedingungen wie Gehalt und Urlaub gefragt.,"Before signing, I asked about working conditions such as pay and leave.","rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_b1_0473,B1,수습 기간의 평가 기준을 미리 확인했어요.,Ich habe die Bewertungskriterien für die Probezeit vorab geklärt.,I checked the probation assessment criteria in advance.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_b1_0474,B1,담당자에게 업무와 체류 자격의 관계를 문의했어요.,"Ich habe die zuständige Stelle gefragt, wie die Tätigkeit mit meinem Aufenthaltsstatus zusammenhängt.",I asked the responsible office how the job relates to my residence status.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_b1_0475,B1,마감 전에 필요한 서류를 모두 제출했어요.,Ich habe alle erforderlichen Unterlagen vor Ablauf der Frist eingereicht.,I submitted all required documents before the deadline.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_b1_0476,B1,첫 근무 전에 안전 교육을 이수해야 해요.,Vor dem ersten Arbeitstag muss ich die Sicherheitsschulung abschließen.,I need to complete the safety training before my first shift.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_b1_0477,B1,휴가 전에 업무 인수인계 내용을 문서로 남겼어요.,Vor dem Urlaub habe ich die Arbeitsübergabe schriftlich festgehalten.,I documented the work handover before taking leave.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_b1_0478,B1,돌봄 일정 때문에 유연 근무가 가능한지 물었어요.,Wegen meiner Betreuungszeiten habe ich nach flexibler Arbeit gefragt.,I asked about flexible work because of my care schedule.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_b1_0479,B1,팀과 돌봄 시간을 공유하고 회의 시간을 조정했어요.,Ich habe meine Betreuungszeiten im Team genannt und den Besprechungstermin abgestimmt.,I shared my care hours with the team and adjusted the meeting time.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_b2_0635,B2,주거비가 소득에서 차지하는 비중을 따로 살펴봤습니다.,Wir haben den Anteil der Wohnkosten am Einkommen gesondert betrachtet.,We examined the share of income spent on housing separately.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_b2_0636,B2,임대료 인상 통지에 계산 근거가 빠져 있었습니다.,In der Mitteilung zur Mieterhöhung fehlte die Berechnungsgrundlage.,The rent increase notice did not include the basis for the calculation.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_b2_0637,B2,물가를 반영하면 실질 소득의 변화가 다르게 보입니다.,Unter Berücksichtigung der Preise zeigt sich die Entwicklung des Realeinkommens anders.,"Once prices are considered, the change in real income looks different.","rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_b2_0638,B2,물가 상승이 모든 가구에 같은 부담을 주는 것은 아닙니다.,Preissteigerungen belasten nicht alle Haushalte gleich.,Price inflation does not burden every household equally.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_b2_0639,B2,교통비까지 포함하니 월 생활비가 예상보다 컸습니다.,Mit den Fahrtkosten lagen die monatlichen Lebenshaltungskosten über der Schätzung.,"Once transport was included, the monthly cost of living was higher than expected.","rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_b2_0640,B2,임대차 계약의 수리 책임 조항을 함께 확인했습니다.,Wir haben die Klausel zur Reparaturpflicht im Mietvertrag gemeinsam geprüft.,We reviewed the repair-responsibility clause in the lease agreement together.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_b2_0641,B2,공급 부족만으로 지역별 임대료 차이를 모두 설명하기는 어렵습니다.,Alle regionalen Mietunterschiede lassen sich nicht allein mit Angebotsmangel erklären.,Supply shortage alone cannot explain every regional difference in rent.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_b2_0642,B2,공공 주택의 입주 기준과 대기 기간을 공개해야 합니다.,Die Zugangskriterien und Wartezeiten für öffentlichen Wohnraum sollten veröffentlicht werden.,Eligibility rules and waiting times for public housing should be public.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_b2_0643,B2,이주 배경이 있다는 이유만으로 지원이 필요하다고 단정할 수 없습니다.,Aus einer Migrationsgeschichte allein lässt sich kein Unterstützungsbedarf ableiten.,A migration background alone does not establish a need for support.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_b2_0644,B2,노동력 부족 대책에는 채용뿐 아니라 근무 조건 개선도 포함돼야 합니다.,Maßnahmen gegen Arbeitskräftemangel sollten neben Anwerbung auch bessere Arbeitsbedingungen umfassen.,Responses to labor shortages should include better working conditions as well as recruitment.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_b2_0645,B2,사회 통합을 개인의 언어 능력만으로 평가해서는 안 됩니다.,Gesellschaftliche Teilhabe darf nicht allein an individuellen Sprachkenntnissen gemessen werden.,Social inclusion should not be judged only by an individual's language skills.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_b2_0646,B2,복잡한 신청 절차가 새로운 접근 장벽이 될 수 있습니다.,Ein kompliziertes Antragsverfahren kann zu einer neuen Zugangshürde werden.,A complicated application process can become a new access barrier.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_c1_0229,C1,투명성 의무가 실제 이용자의 이해로 이어지는지 점검해야 합니다.,"Es ist zu prüfen, ob die Transparenzpflicht tatsächlich zum Verständnis der Nutzenden beiträgt.",We need to check whether the transparency obligation actually helps users understand.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_c1_0230,C1,합성 콘텐츠에는 사람이 판단할 수 있는 표시가 필요합니다.,"Synthetische Inhalte brauchen eine Kennzeichnung, die Menschen einordnen können.",Synthetic content needs labeling that people can interpret.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_c1_0231,C1,출처 표시가 있어도 제작 과정까지 자동으로 설명되지는 않습니다.,Eine Quellenkennzeichnung erklärt nicht automatisch den gesamten Herstellungsprozess.,Source labeling does not automatically explain the full production process.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_c1_0232,C1,알고리즘 편향은 학습 데이터와 운영 기준을 함께 봐야 드러납니다.,"Algorithmische Verzerrung wird erst sichtbar, wenn Trainingsdaten und Einsatzkriterien gemeinsam geprüft werden.",Algorithmic bias becomes visible when training data and deployment criteria are examined together.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_c1_0233,C1,설명 가능성은 기술 문서의 길이가 아니라 이의 제기에 쓸 수 있는 정보로 평가해야 합니다.,"Erklärbarkeit sollte nicht an der Länge technischer Dokumente, sondern an nutzbaren Informationen für Einwände gemessen werden.","Explainability should be judged by information people can use to challenge a decision, not by document length.","rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_c1_0234,C1,인간 감독이 형식적인 확인 절차에 그치지 않도록 권한을 분명히 해야 합니다.,"Damit menschliche Aufsicht nicht zur Formalität wird, müssen ihre Befugnisse klar sein.",Human oversight needs clear authority so that it does not become a formality.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_c1_0235,C1,데이터 대표성이 낮으면 전체 집단에 대한 결론을 제한해야 합니다.,Bei geringer Repräsentativität der Daten müssen Aussagen über die Gesamtgruppe begrenzt werden.,"When data representativeness is low, claims about the whole population must be limited.","rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_c1_0236,C1,자동화된 판단 뒤에도 책임 있는 담당자에게 질문할 수 있어야 합니다.,Auch nach einer automatisierten Entscheidung muss eine verantwortliche Person ansprechbar sein.,People should still be able to question an accountable person after an automated decision.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_c1_0237,C1,팬의 무급 기여를 홍보 성과로만 계산하면 부담이 가려집니다.,"Wenn unbezahlte Beiträge von Fans nur als Reichweitenerfolg zählen, bleibt ihre Belastung unsichtbar.",Treating fans' unpaid contributions only as reach hides the burden involved.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_c1_0238,C1,해외 팬의 번역 노동에는 시간과 맥락 판단이 함께 들어갑니다.,In die Übersetzungsarbeit internationaler Fans fließen Zeit und Kontextentscheidungen ein.,International fans' translation labor involves both time and contextual judgment.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_c1_0239,C1,문화적 맥락을 지우면 같은 표현도 다른 의미로 유통될 수 있습니다.,Ohne kulturellen Kontext kann derselbe Ausdruck mit anderer Bedeutung zirkulieren.,"Without cultural context, the same expression can circulate with a different meaning.","rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_c1_0240,C1,수익 배분 기준을 공개해야 참여자가 자신의 몫을 판단할 수 있습니다.,Nur mit offengelegten Kriterien der Erlösverteilung können Beteiligte ihren Anteil beurteilen.,Participants can assess their share only when revenue-sharing criteria are public.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_c2_0229,C2,인구 구조의 변화는 출생뿐 아니라 이동과 기대수명을 함께 봐야 해석할 수 있습니다.,"Veränderungen der Bevölkerungsstruktur lassen sich nur unter Einbezug von Geburten, Migration und Lebenserwartung deuten.","Changes in population structure require considering births, migration, and life expectancy together.","rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_c2_0230,C2,재생산 부담을 개인의 선택으로만 환원하면 돌봄과 고용 조건이 사라집니다.,"Wird reproduktive Belastung auf individuelle Entscheidungen reduziert, verschwinden Betreuungs- und Arbeitsbedingungen aus dem Blick.",Reducing reproductive burden to personal choice erases care and employment conditions.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_c2_0231,C2,세대 간 형평성은 비용뿐 아니라 결정권과 혜택의 시점도 포함합니다.,"Generationengerechtigkeit umfasst nicht nur Kosten, sondern auch Entscheidungsrechte und den Zeitpunkt von Vorteilen.","Intergenerational equity includes decision rights and the timing of benefits, not only costs.","rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_c2_0232,C2,정책 효과를 말하려면 대상 집단과 비교 기준을 먼저 밝혀야 합니다.,"Wer von Politikwirkung spricht, muss Zielgruppe und Vergleichsmaßstab zuerst benennen.",Claims about policy effects should first identify the target group and comparison standard.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_c2_0233,C2,두 지표가 함께 움직였다는 사실만으로 인과 추론을 확정할 수 없습니다.,Aus der gemeinsamen Entwicklung zweier Indikatoren folgt noch kein gesicherter Kausalschluss.,Two indicators moving together does not establish causal inference.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
vocab_c2_0234,C2,‘인구 위기’라는 프레임은 어떤 선택지를 정상으로 보이게 하는지 따져봐야 합니다.,"Beim Rahmen einer ‚Bevölkerungskrise‘ ist zu prüfen, welche Optionen dadurch als normal erscheinen.",We should examine which options a ‘population crisis’ frame makes appear normal.,"rights: original_clean_room; beyond-humanizer-v2; stable ID, CEFR function, translation event and loader route verified",approved,Jin authorized the complete A1-C2 content update and live integration on 2026-08-22; clean-room and Beyond automated QA passed; independent native-quality review remains required before any native-quality claim.
