id,level,ko,de,en,field_notes,상태,jin_memo
satz_a2_0646,a2,혼자 외국에서 살면 불안을 느낄 때가 있어요.,"Wenn man allein im Ausland lebt, fühlt man manchmal Unruhe.","When you live alone abroad, there are times you feel uneasy.",rights: original_clean_room; vocabKo=불안; topic=Gefühle; unit=(assigned at promotion); source vocab_a2_0654,pending,
satz_a2_0647,a2,새로 산 소파가 정말 편안해요.,Das neu gekaufte Sofa ist wirklich bequem.,The newly bought sofa is really comfortable.,rights: original_clean_room; vocabKo=편안; topic=Gefühle; unit=(assigned at promotion); source vocab_a2_0655,pending,
satz_a2_0648,a2,가족과 함께 있을 때 행복을 느껴요.,"Wenn ich mit meiner Familie zusammen bin, fühle ich Glück.","When I'm with my family, I feel happiness.",rights: original_clean_room; vocabKo=행복; topic=Gefühle; unit=(assigned at promotion); source vocab_a2_0656,pending,
satz_a2_0649,a2,동생이 제 일기를 봐서 화가 났어요.,"Mein jüngeres Geschwister hat mein Tagebuch gelesen, deshalb war ich wütend.","My younger sibling read my diary, so I got angry.",rights: original_clean_room; vocabKo=화; topic=Gefühle; unit=(assigned at promotion); source vocab_a2_0657,pending,
satz_a2_0650,a2,그 영화를 보고 눈물을 많이 흘렸어요.,Bei dem Film habe ich viele Tränen vergossen.,I shed a lot of tears watching that movie.,rights: original_clean_room; vocabKo=눈물; topic=Gefühle; unit=(assigned at promotion); source vocab_a2_0658,pending,
satz_a2_0651,a2,그 사진을 보면 웃음이 나요.,"Wenn ich das Foto sehe, muss ich lachen.","When I see that photo, I laugh.",rights: original_clean_room; vocabKo=웃음; topic=Gefühle; unit=(assigned at promotion); source vocab_a2_0659,pending,
satz_a2_0652,a2,다니엘 씨는 농담을 정말 잘해요.,Daniel kann wirklich gut Witze machen.,Daniel is really good at jokes.,rights: original_clean_room; vocabKo=농담; topic=Gefühle; unit=(assigned at promotion); source vocab_a2_0660,pending,
satz_a2_0653,a2,"현아 씨, 이건 우리 둘만의 비밀이에요.","Hyuna, das ist ein Geheimnis nur zwischen uns beiden.","Hyuna, this is a secret just between the two of us.",rights: original_clean_room; vocabKo=비밀; topic=Gefühle; unit=(assigned at promotion); source vocab_a2_0661,pending,
satz_a2_0654,a2,선생님한테 칭찬을 들어서 기분이 좋아요.,"Ich habe von der Lehrerin ein Lob bekommen, deshalb bin ich gut gelaunt.","I got praise from my teacher, so I feel good.",rights: original_clean_room; vocabKo=칭찬; topic=Gefühle; unit=(assigned at promotion); source vocab_a2_0662,pending,
satz_a2_0655,a2,준은 엄마한테 거짓말을 안 해요.,Jun lügt seine Mama nicht an.,Jun doesn't lie to his mom.,rights: original_clean_room; vocabKo=거짓말; topic=Gefühle; unit=(assigned at promotion); source vocab_a2_0663,pending,
satz_a2_0656,a2,사거리에서 왼쪽으로 가면 은행이 있어요.,"Wenn Sie an der Kreuzung nach links gehen, ist dort eine Bank.","If you turn left at the intersection, there is a bank.",rights: original_clean_room; vocabKo=사거리; topic=Verkehr; unit=(assigned at promotion); source vocab_a2_0664,pending,
satz_a2_0657,a2,길이 넓어서 육교로 건너갔어요.,"Die Straße ist breit, deshalb bin ich über die Fußgängerbrücke gegangen.","The road is wide, so I crossed by the pedestrian overpass.",rights: original_clean_room; vocabKo=육교; topic=Verkehr; unit=(assigned at promotion); source vocab_a2_0665,pending,
satz_a2_0658,a2,비가 올 때는 지하도로 다녀요.,"Wenn es regnet, gehe ich durch die Unterführung.","When it rains, I go through the underpass.",rights: original_clean_room; vocabKo=지하도; topic=Verkehr; unit=(assigned at promotion); source vocab_a2_0666,pending,
satz_a2_0659,a2,신호가 바뀌면 길을 건너요.,"Wenn die Ampel umschaltet, gehe ich über die Straße.","When the signal changes, I cross the street.",rights: original_clean_room; vocabKo=신호; topic=Verkehr; unit=(assigned at promotion); source vocab_a2_0667,pending,
satz_a2_0660,a2,다음 정거장에서 내려서 왼쪽으로 가세요.,Steigen Sie an der nächsten Haltestelle aus und gehen Sie nach links.,Get off at the next stop and go left.,rights: original_clean_room; vocabKo=정거장; topic=Verkehr; unit=(assigned at promotion); source vocab_a2_0668,pending,
satz_a2_0661,a2,주차장에 자리가 없어서 다시 나왔어요.,"Auf dem Parkplatz war kein Platz frei, deshalb bin ich wieder herausgefahren.","There was no space in the parking lot, so I came back out.",rights: original_clean_room; vocabKo=주차장; topic=Verkehr; unit=(assigned at promotion); source vocab_a2_0669,pending,
satz_a2_0662,a2,신호를 보고 길을 건넜어요.,Ich habe auf die Ampel geschaut und die Straße überquert.,I looked at the signal and crossed the street.,rights: original_clean_room; vocabKo=건너다; topic=Verkehr; unit=(assigned at promotion); source vocab_a2_0670,pending,
satz_a2_0663,a2,이 방향으로 가면 역이 나와요.,"Wenn Sie in diese Richtung gehen, kommen Sie zum Bahnhof.","If you go in this direction, you'll come to the station.",rights: original_clean_room; vocabKo=방향; topic=Verkehr; unit=(assigned at promotion); source vocab_a2_0671,pending,
satz_a2_0664,a2,버스를 반대 방향으로 잘못 탔어요.,Ich habe versehentlich den Bus in die falsche Richtung genommen.,I mistakenly took the bus in the opposite direction.,rights: original_clean_room; vocabKo=반대; topic=Verkehr; unit=(assigned at promotion); source vocab_a2_0672,pending,
satz_a2_0665,a2,아침에 해는 동쪽에서 떠요.,Morgens geht die Sonne im Osten auf.,"In the morning, the sun rises in the east.",rights: original_clean_room; vocabKo=동쪽; topic=Verkehr; unit=(assigned at promotion); source vocab_a2_0673,pending,
satz_a2_0666,a2,저녁에 서쪽 하늘이 빨개요.,Am Abend ist der Himmel im Westen rot.,"In the evening, the western sky is red.",rights: original_clean_room; vocabKo=서쪽; topic=Verkehr; unit=(assigned at promotion); source vocab_a2_0674,pending,
satz_a2_0667,a2,이 카페는 위치가 정말 좋아요.,Dieses Café hat eine wirklich gute Lage.,This cafe has a really good location.,rights: original_clean_room; vocabKo=위치; topic=Verkehr; unit=(assigned at promotion); source vocab_a2_0675,pending,
satz_a2_0668,a2,"안드레아 씨, 저희 팀 부장은 회의를 짧게 해요.","Andrea, unser Abteilungsleiter hält die Besprechungen kurz.","Andrea, our team's department head keeps meetings short.",rights: original_clean_room; vocabKo=부장; topic=Beruf; unit=(assigned at promotion); source vocab_a2_0676,pending,
satz_a2_0669,a2,회사 선배가 점심을 사 줬어요.,"Ein Teammitglied, das schon länger in der Firma ist, hat mir das Mittagessen bezahlt.",A senior colleague bought me lunch.,rights: original_clean_room; vocabKo=선배; topic=Beruf; unit=(assigned at promotion); source vocab_a2_0677,pending,
satz_a2_0670,a2,새로 온 후배에게 일을 가르쳐 줬어요.,Ich habe dem neuen jüngeren Kollegen die Arbeit gezeigt.,I taught the new junior colleague the work.,rights: original_clean_room; vocabKo=후배; topic=Beruf; unit=(assigned at promotion); source vocab_a2_0678,pending,
satz_a2_0671,a2,우리 팀은 매주 월요일에 회의를 해요.,Unser Team hat jeden Montag eine Besprechung.,Our team has a meeting every Monday.,rights: original_clean_room; vocabKo=팀; topic=Beruf; unit=(assigned at promotion); source vocab_a2_0679,pending,
satz_a2_0672,a2,졸업하고 바로 은행에 취직을 했어요.,Nach dem Abschluss habe ich sofort eine Stelle bei einer Bank bekommen.,"Right after graduating, I got a job at a bank.",rights: original_clean_room; vocabKo=취직; topic=Beruf; unit=(assigned at promotion); source vocab_a2_0680,pending,
satz_a2_0673,a2,저는 지하철로 출퇴근을 해요.,Ich pendle mit der U-Bahn zur Arbeit.,I commute by subway.,rights: original_clean_room; vocabKo=출퇴근; topic=Beruf; unit=(assigned at promotion); source vocab_a2_0681,pending,
satz_a2_0674,a2,"크리스티안, 우리 휴게실에서 커피 마실래?","Christian, wollen wir im Pausenraum einen Kaffee trinken?","Christian, shall we have coffee in the break room?",rights: original_clean_room; vocabKo=휴게실; topic=Beruf; unit=(assigned at promotion); source vocab_a2_0682,pending,
satz_a2_0675,a2,일을 급하게 해서 실수를 했어요.,Ich habe die Arbeit zu hastig gemacht und einen Fehler gemacht.,I did the work in a hurry and made a mistake.,rights: original_clean_room; vocabKo=실수; topic=Beruf; unit=(assigned at promotion); source vocab_a2_0683,pending,
satz_a2_0676,a2,버스가 늦게 와서 회사에 지각을 했어요.,"Der Bus kam spät, deshalb bin ich zu spät zur Arbeit gekommen.","The bus came late, so I was late for work.",rights: original_clean_room; vocabKo=지각; topic=Beruf; unit=(assigned at promotion); source vocab_a2_0684,pending,
satz_a2_0677,a2,회사 규칙은 꼭 지켜 주세요.,Halten Sie sich bitte unbedingt an die Firmenregeln.,Please make sure to follow the company rules.,rights: original_clean_room; vocabKo=규칙; topic=Beruf; unit=(assigned at promotion); source vocab_a2_0685,pending,
satz_a2_0678,a2,노력을 많이 하면 한국어가 빨리 늘어요.,"Wenn man sich viel Mühe gibt, wird das eigene Koreanisch schnell besser.","If you put in a lot of effort, your Korean improves quickly.",rights: original_clean_room; vocabKo=노력; topic=Beruf; unit=(assigned at promotion); source vocab_a2_0686,pending,
satz_a2_0679,a2,수진 씨 계산은 항상 정확해요.,Sujins Berechnungen sind immer genau.,Sujin's calculations are always accurate.,rights: original_clean_room; vocabKo=정확; topic=Beruf; unit=(assigned at promotion); source vocab_a2_0687,pending,
satz_a2_0680,a2,"다니엘 씨, 공연이 끝나면 박수를 크게 쳐 주세요.","Daniel, klatsch nach der Aufführung bitte laut.","Daniel, when the performance ends, please clap loudly.",rights: original_clean_room; vocabKo=박수; topic=Freizeit; unit=(assigned at promotion); source vocab_a2_0688,pending,
satz_a2_0681,a2,"우리 크리스티안, 이 자리에 앉아요.","Christian, mein Junge, setz dich hier auf diesen Platz.","Christian, dear, sit here in this seat.",rights: original_clean_room; vocabKo=자리; topic=Freizeit; unit=(assigned at promotion); source vocab_a2_0689,pending,
satz_a2_0682,a2,표를 사러 새벽부터 줄을 섰어요.,"Um Karten zu kaufen, habe ich mich schon im Morgengrauen in die Schlange gestellt.",I stood in line from dawn to buy tickets.,rights: original_clean_room; vocabKo=줄; topic=Freizeit; unit=(assigned at promotion); source vocab_a2_0690,pending,
satz_a2_0683,a2,행사 준비가 있어서 새벽에 일어났어요.,"Ich hatte Vorbereitungen für die Veranstaltung, deshalb bin ich im Morgengrauen aufgestanden.","I had event preparations, so I got up at dawn.",rights: original_clean_room; vocabKo=새벽; topic=Freizeit; unit=(assigned at promotion); source vocab_a2_0691,pending,
satz_a2_0684,a2,"레나 씨, 매표소 앞에서 만나요.","Lena, wir treffen uns vor dem Ticketschalter.","Lena, let's meet in front of the ticket office.",rights: original_clean_room; vocabKo=매표소; topic=Freizeit; unit=(assigned at promotion); source vocab_a2_0692,pending,
satz_a2_0685,a2,"대박, 우리 팀이 대회에서 이겼어요!","Wahnsinn, unser Team hat beim Wettbewerb gewonnen!","Wow, our team won the competition!",rights: original_clean_room; vocabKo=대회; topic=Freizeit; unit=(assigned at promotion); source vocab_a2_0693,pending,
satz_a2_0686,a2,주말에 회사 행사에 가족을 데려갔어요.,Am Wochenende habe ich meine Familie zur Firmenveranstaltung mitgenommen.,"On the weekend, I took my family to the company event.",rights: original_clean_room; vocabKo=행사; topic=Freizeit; unit=(assigned at promotion); source vocab_a2_0694,pending,
satz_a2_0687,a2,"마야 씨, 결혼식 초대장을 받았어요?","Maya, hast du die Einladung zur Hochzeit bekommen?","Maya, did you get the wedding invitation?",rights: original_clean_room; vocabKo=초대장; topic=Freizeit; unit=(assigned at promotion); source vocab_a2_0695,pending,
