id,level,ko,de,en,field_notes,상태,jin_memo
satz_a2_0584,a2,면접이라서 하얀 블라우스를 입었어요.,"Weil es ein Vorstellungsgespräch war, habe ich eine weiße Bluse angezogen.","It was a job interview, so I wore a white blouse.",rights: original_clean_room; vocabKo=블라우스; topic=Kleidung; unit=(assigned at promotion); source vocab_a2_0592,pending,
satz_a2_0585,a2,날씨가 추워져서 스웨터를 꺼냈어요.,"Das Wetter ist kälter geworden, deshalb habe ich den Pullover herausgeholt.","The weather got cold, so I took out my sweater.",rights: original_clean_room; vocabKo=스웨터; topic=Kleidung; unit=(assigned at promotion); source vocab_a2_0593,pending,
satz_a2_0586,a2,"다니엘 씨, 저 오늘 노란 스카프를 맸어요.","Daniel, ich habe heute einen gelben Schal gebunden.","Daniel, I tied on a yellow scarf today.",rights: original_clean_room; vocabKo=스카프; topic=Kleidung; unit=(assigned at promotion); source vocab_a2_0594,pending,
satz_a2_0587,a2,여행 가방에 속옷부터 넣었어요.,Ich habe zuerst die Unterwäsche in den Koffer gelegt.,I put underwear into the suitcase first.,rights: original_clean_room; vocabKo=속옷; topic=Kleidung; unit=(assigned at promotion); source vocab_a2_0595,pending,
satz_a2_0588,a2,바다에 가서 수영복으로 갈아입었어요.,Ich bin ans Meer gefahren und habe mich in den Badeanzug umgezogen.,I went to the sea and changed into my swimsuit.,rights: original_clean_room; vocabKo=수영복; topic=Kleidung; unit=(assigned at promotion); source vocab_a2_0596,pending,
satz_a2_0589,a2,회사에 다닐 때는 매일 와이셔츠를 입어요.,"Wenn ich zur Arbeit gehe, trage ich jeden Tag ein Hemd.","When I go to work, I wear a dress shirt every day.",rights: original_clean_room; vocabKo=와이셔츠; topic=Kleidung; unit=(assigned at promotion); source vocab_a2_0597,pending,
satz_a2_0590,a2,"크리스티안, 나 청바지를 입고 공원 갈래!","Christian, ich will mit Jeans in den Park gehen!","Christian, I want to go to the park in jeans!",rights: original_clean_room; vocabKo=청바지; topic=Kleidung; unit=(assigned at promotion); source vocab_a2_0598,pending,
satz_a2_0591,a2,이 옷을 옷장 안에 넣었어요.,Ich habe diese Kleidung in den Kleiderschrank gelegt.,I put these clothes inside the wardrobe.,rights: original_clean_room; vocabKo=옷장; topic=Kleidung; unit=(assigned at promotion); source vocab_a2_0599,pending,
satz_a2_0592,a2,생일 선물로 목걸이를 받았어요.,Ich habe zum Geburtstag eine Halskette bekommen.,I got a necklace as a birthday present.,rights: original_clean_room; vocabKo=목걸이; topic=Kleidung; unit=(assigned at promotion); source vocab_a2_0600,pending,
satz_a2_0593,a2,"마야 씨, 저는 화장품을 별로 안 써요.","Maya, ich benutze nicht besonders viel Kosmetik.","Maya, I don't use much cosmetics.",rights: original_clean_room; vocabKo=화장품; topic=Kleidung; unit=(assigned at promotion); source vocab_a2_0601,pending,
satz_a2_0594,a2,제 여행 가방은 까매요.,Mein Koffer ist schwarz.,My suitcase is black.,rights: original_clean_room; vocabKo=까맣다; topic=Kleidung; unit=(assigned at promotion); source vocab_a2_0602,pending,
satz_a2_0595,a2,눈이 와서 온 세상이 하얘요.,"Es hat geschneit, deshalb ist die ganze Welt weiß.","It snowed, so the whole world is white.",rights: original_clean_room; vocabKo=하얗다; topic=Kleidung; unit=(assigned at promotion); source vocab_a2_0603,pending,
satz_a2_0596,a2,이 거리에는 관광객이 사진을 많이 찍어요.,Auf dieser Straße machen Touristen viele Fotos.,Tourists take a lot of photos on this street.,rights: original_clean_room; vocabKo=관광객; topic=Reisen; unit=(assigned at promotion); source vocab_a2_0604,pending,
satz_a2_0597,a2,여기가 이 도시에서 제일 인기 있는 관광지예요.,Das hier ist der beliebteste Touristenort dieser Stadt.,This is the most popular tourist spot in this city.,rights: original_clean_room; vocabKo=관광지; topic=Reisen; unit=(assigned at promotion); source vocab_a2_0605,pending,
satz_a2_0598,a2,이번 여행지는 제주도로 정했어요.,Als Reiseziel haben wir diesmal Jeju-do gewählt.,We decided on Jeju Island as our travel destination this time.,rights: original_clean_room; vocabKo=여행지; topic=Reisen; unit=(assigned at promotion); source vocab_a2_0606,pending,
satz_a2_0599,a2,다음 휴가에는 해외로 나가고 싶어요.,Im nächsten Urlaub möchte ich ins Ausland fahren.,I want to go abroad during my next vacation.,rights: original_clean_room; vocabKo=해외; topic=Reisen; unit=(assigned at promotion); source vocab_a2_0607,pending,
satz_a2_0600,a2,이번 여름에 처음으로 해외여행을 가요.,Diesen Sommer mache ich zum ersten Mal eine Auslandsreise.,"This summer, I'm going on an overseas trip for the first time.",rights: original_clean_room; vocabKo=해외여행; topic=Reisen; unit=(assigned at promotion); source vocab_a2_0608,pending,
satz_a2_0601,a2,이번에는 국내 여행지를 먼저 알아봤어요.,Diesmal habe ich zuerst nach Reisezielen im Inland gesucht.,"This time, I looked into domestic travel spots first.",rights: original_clean_room; vocabKo=국내; topic=Reisen; unit=(assigned at promotion); source vocab_a2_0609,pending,
satz_a2_0602,a2,"수진 씨, 저는 국제 학교에서 일해요.","Sujin, ich arbeite an einer internationalen Schule.","Sujin, I work at an international school.",rights: original_clean_room; vocabKo=국제; topic=Reisen; unit=(assigned at promotion); source vocab_a2_0610,pending,
satz_a2_0603,a2,기차역까지 택시로 십 분쯤 걸려요.,Bis zum Bahnhof braucht man mit dem Taxi etwa zehn Minuten.,It takes about ten minutes by taxi to the train station.,rights: original_clean_room; vocabKo=기차역; topic=Reisen; unit=(assigned at promotion); source vocab_a2_0611,pending,
satz_a2_0604,a2,기차표가 없어서 기차를 못 탔어요.,"Ich hatte kein Zugticket, deshalb konnte ich den Zug nicht nehmen.","I didn't have a train ticket, so I couldn't take the train.",rights: original_clean_room; vocabKo=기차표; topic=Reisen; unit=(assigned at promotion); source vocab_a2_0612,pending,
satz_a2_0605,a2,항공권을 미리 예매했어요.,Ich habe das Flugticket im Voraus gebucht.,I booked the plane ticket in advance.,rights: original_clean_room; vocabKo=항공권; topic=Reisen; unit=(assigned at promotion); source vocab_a2_0613,pending,
satz_a2_0606,a2,그 공연은 예매가 벌써 끝났어요.,Die Vorbestellung für diese Aufführung ist schon vorbei.,Advance booking for that show is already over.,rights: original_clean_room; vocabKo=예매; topic=Reisen; unit=(assigned at promotion); source vocab_a2_0614,pending,
satz_a2_0607,a2,내일 아침 일찍 여행을 떠나요.,Ich reise morgen früh ab.,I'm leaving on a trip early tomorrow morning.,rights: original_clean_room; vocabKo=떠나다; topic=Reisen; unit=(assigned at promotion); source vocab_a2_0615,pending,
satz_a2_0608,a2,저는 고등학교 때 농구를 했어요.,In der Oberschule habe ich Basketball gespielt.,I played basketball when I was in high school.,rights: original_clean_room; vocabKo=고등학교; topic=Bildung; unit=(assigned at promotion); source vocab_a2_0616,pending,
satz_a2_0609,a2,"레나 씨, 제 동생은 중학교에 다녀요.","Lena, mein jüngeres Geschwister geht auf die Mittelschule.","Lena, my younger sibling goes to middle school.",rights: original_clean_room; vocabKo=중학교; topic=Bildung; unit=(assigned at promotion); source vocab_a2_0617,pending,
satz_a2_0610,a2,이 아이는 올해 초등학교에 입학했어요.,Dieses Kind ist dieses Jahr in die Grundschule eingeschult worden.,This child started elementary school this year.,rights: original_clean_room; vocabKo=초등학교; topic=Bildung; unit=(assigned at promotion); source vocab_a2_0618,pending,
satz_a2_0611,a2,"크리스티안, 나 초등학생이야. 3학년!","Christian, ich bin Grundschüler. Dritte Klasse!","Christian, I'm an elementary school student. Third grade!",rights: original_clean_room; vocabKo=초등학생; topic=Bildung; unit=(assigned at promotion); source vocab_a2_0619,pending,
satz_a2_0612,a2,"수진 씨, 저는 대학원에서 도시 문화를 공부해요.","Sujin, ich studiere an der Graduiertenschule Stadtkultur.","Sujin, I study urban culture in graduate school.",rights: original_clean_room; vocabKo=대학원; topic=Bildung; unit=(assigned at promotion); source vocab_a2_0620,pending,
satz_a2_0613,a2,다음 학기에는 한국어 수업을 더 들을 거예요.,Im nächsten Semester werde ich mehr Koreanischkurse belegen.,"Next semester, I'm going to take more Korean classes.",rights: original_clean_room; vocabKo=학기; topic=Bildung; unit=(assigned at promotion); source vocab_a2_0621,pending,
satz_a2_0614,a2,저녁마다 태권도 학원에 가요.,Jeden Abend gehe ich zur Taekwondo-Schule.,"Every evening, I go to a taekwondo academy.",rights: original_clean_room; vocabKo=학원; topic=Bildung; unit=(assigned at promotion); source vocab_a2_0622,pending,
satz_a2_0615,a2,이 동네에는 유치원이 새로 생겼어요.,In dieser Nachbarschaft ist neu ein Kindergarten entstanden.,A kindergarten newly opened in this neighborhood.,rights: original_clean_room; vocabKo=유치원; topic=Bildung; unit=(assigned at promotion); source vocab_a2_0623,pending,
satz_a2_0616,a2,이 도서관은 청소년에게 인기가 많아요.,Diese Bibliothek ist bei Jugendlichen sehr beliebt.,This library is very popular among teenagers.,rights: original_clean_room; vocabKo=청소년; topic=Bildung; unit=(assigned at promotion); source vocab_a2_0624,pending,
satz_a2_0617,a2,"현아 씨, 제 친구는 초등학교 교사예요.","Hyuna, meine Freundin ist Grundschullehrerin.","Hyuna, my friend is an elementary school teacher.",rights: original_clean_room; vocabKo=교사; topic=Bildung; unit=(assigned at promotion); source vocab_a2_0625,pending,
satz_a2_0618,a2,감기에 걸려서 학교에 결석을 했어요.,Ich habe mich erkältet und war deshalb in der Schule abwesend.,"I caught a cold, so I was absent from school.",rights: original_clean_room; vocabKo=결석; topic=Bildung; unit=(assigned at promotion); source vocab_a2_0626,pending,
satz_a2_0619,a2,다리를 다쳐서 태권도 학원을 그만뒀어요.,"Ich habe mir das Bein verletzt, deshalb habe ich die Taekwondo-Schule aufgegeben.","I hurt my leg, so I quit the taekwondo academy.",rights: original_clean_room; vocabKo=그만두다; topic=Bildung; unit=(assigned at promotion); source vocab_a2_0627,pending,
satz_a2_0620,a2,나는 크리스티안을 믿어.,Ich vertraue Christian.,I trust Christian.,rights: original_clean_room; vocabKo=믿다; topic=Alltag; unit=(assigned at promotion); source vocab_a2_0628,pending,
satz_a2_0621,a2,슬펐지만 눈물을 참았어요.,"Ich war traurig, aber ich habe meine Tränen zurückgehalten.","I was sad, but I held back my tears.",rights: original_clean_room; vocabKo=참다; topic=Alltag; unit=(assigned at promotion); source vocab_a2_0629,pending,
satz_a2_0622,a2,우산을 가져가는 걸 잊었어요.,"Ich habe vergessen, den Regenschirm mitzunehmen.",I forgot to bring my umbrella.,rights: original_clean_room; vocabKo=잊다; topic=Alltag; unit=(assigned at promotion); source vocab_a2_0630,pending,
satz_a2_0623,a2,저는 수진 씨를 보고 손을 흔들었어요.,Ich habe Sujin gesehen und mit der Hand gewinkt.,I saw Sujin and waved my hand.,rights: original_clean_room; vocabKo=흔들다; topic=Alltag; unit=(assigned at promotion); source vocab_a2_0631,pending,
