id,level,ko,de,en,field_notes,상태,jin_memo
a1_rain_jacket,A1,우비,Regenjacke,Rain jacket,rights: original; independently authored dialog and quests,draft,
a1_excuse_pass,A1,실례하고 지나기,"Entschuldigung, vorbei","Excuse me, passing",rights: original; independently authored dialog and quests,draft,
a1_ask_again,A1,다시 말하기,Noch einmal sagen,Say it again,rights: original; independently authored dialog and quests,draft,
a1_meet_station,A1,역 앞 약속,Treffen vor dem Bahnhof,Meet in front of the station,rights: original; independently authored dialog and quests,draft,
a1_cancel_walk,A1,산책 취소,Spaziergang absagen,Cancel the walk,rights: original; independently authored dialog and quests,draft,
a1_floor_number,A1,층수 확인,Stockwerk prüfen,Check the floor,rights: original; independently authored dialog and quests,draft,
a1_locker_key,A1,락커 열쇠,Spindschlüssel,Locker key,rights: original; independently authored dialog and quests,draft,
a1_bus_late,A1,버스 지연,Busverspätung,Bus delay,rights: original; independently authored dialog and quests,draft,
a1_water_shop,A1,물 사기,Wasser kaufen,Buy water,rights: original; independently authored dialog and quests,draft,
a1_tea_order,A1,차 주문,Tee bestellen,Order tea,rights: original; independently authored dialog and quests,draft,
a1_taxi_address,A1,택시 주소,Taxi-Adresse,Taxi address,rights: original; independently authored dialog and quests,draft,
a1_hotel_key,A1,호텔 열쇠,Hotelschlüssel,Hotel key,rights: original; independently authored dialog and quests,draft,
a1_market_bag,A1,장바구니,Markttasche,Market bag,rights: original; independently authored dialog and quests,draft,
a1_airport_cart,A1,공항 카트,Flughafenwagen,Airport cart,rights: original; independently authored dialog and quests,draft,
a1_rice_shop,A1,김밥 가게,Kimbap-Laden,Kimbap shop,rights: original; independently authored dialog and quests,draft,
a1_direction_left,A1,왼쪽 골목,Linke Gasse,Left alley,rights: original; independently authored dialog and quests,draft,
a1_office_print,A1,사무실 인쇄,Bürodruck,Office print,rights: original; independently authored dialog and quests,draft,
a1_cafe_wifi,A1,카페 와이파이,Cafe-WLAN,Cafe wifi,rights: original; independently authored dialog and quests,draft,
a1_station_rest,A1,역 화장실,Bahnhofstoilette,Station restroom,rights: original; independently authored dialog and quests,draft,
a1_home_light,A1,현관 불,Licht im Flur,Hall light,rights: original; independently authored dialog and quests,draft,
a1_pharmacy_hours,A1,약국 문 닫는 시간,Apothekenschluss,Pharmacy closing,rights: original; independently authored dialog and quests,draft,
a2_phone_plan,A2,요금제 바꾸기,Tarif wechseln,Change a plan,rights: original; independently authored dialog and quests,draft,
a2_data_roam,A2,로밍 신청,Roaming beantragen,Apply for roaming,rights: original; independently authored dialog and quests,draft,
a2_bank_number,A2,대기번호,Wartenummer,Queue number,rights: original; independently authored dialog and quests,draft,
a2_transfer_limit,A2,이체 한도,Überweisungslimit,Transfer limit,rights: original; independently authored dialog and quests,draft,
a2_gym_lock,A2,락커 맡기기,Spind abgeben,Leave a locker,rights: original; independently authored dialog and quests,draft,
a2_stretch_start,A2,준비운동,Aufwärmen,Warm-up,rights: original; independently authored dialog and quests,draft,
a2_salon_cut,A2,커트 길이,Schnittlänge,Cut length,rights: original; independently authored dialog and quests,draft,
a2_dye_dark,A2,염색 농도,Färbung,Dye darkness,rights: original; independently authored dialog and quests,draft,
a2_apt_sticker,A2,주차 스티커,Parkaufkleber,Parking sticker,rights: original; independently authored dialog and quests,draft,
a2_food_bag,A2,음식물 봉투,Biotüte,Food-waste bag,rights: original; independently authored dialog and quests,draft,
a2_shift_table,A2,근무표,Dienstplan,Shift table,rights: original; independently authored dialog and quests,draft,
a2_night_pay,A2,야간수당,Nachtzuschlag,Night bonus,rights: original; independently authored dialog and quests,draft,
a2_lost_wallet,A2,지갑 분실,Geldbörse verloren,Lost wallet,rights: original; independently authored dialog and quests,draft,
a2_found_umbrella,A2,우산 습득,Schirm gefunden,Found umbrella,rights: original; independently authored dialog and quests,draft,
a2_festival_stamp,A2,축제 스탬프,Feststempel,Festival stamp,rights: original; independently authored dialog and quests,draft,
a2_booth_line,A2,부스 줄,Standschlange,Booth line,rights: original; independently authored dialog and quests,draft,
a2_bill_high,A2,청구서 확인,Rechnung prüfen,Check a bill,rights: original; independently authored dialog and quests,draft,
a2_auto_debit,A2,자동이체,Lastschrift,Auto debit,rights: original; independently authored dialog and quests,draft,
a2_hair_time,A2,미용실 시간,Friseurtermin,Salon time,rights: original; independently authored dialog and quests,draft,
a2_quiet_ten,A2,야간소음,Nachtlärm,Night noise,rights: original; independently authored dialog and quests,draft,
a2_handover_note,A2,인수인계,Übergabe,Handover,rights: original; independently authored dialog and quests,draft,
a2_id_pickup,A2,신분증 찾기,Ausweis abholen,Pick up ID,rights: original; independently authored dialog and quests,draft,
a2_volunteer_vest,A2,안전 조끼,Warnweste,Safety vest,rights: original; independently authored dialog and quests,draft,
a2_tea_taste,A2,무료시식,Kostprobe,Free tasting,rights: original; independently authored dialog and quests,draft,
a2_contract_read,A2,근로계약,Arbeitsvertrag,Work contract,rights: original; independently authored dialog and quests,draft,
a2_recycle_box,A2,재활용실,Wertstoffraum,Recycling room,rights: original; independently authored dialog and quests,draft,
a2_card_balance,A2,카드 잔액,Kartenguthaben,Card balance,rights: original; independently authored dialog and quests,draft,
a2_rain_cancel,A2,비로 취소,Regenabsage,Rain cancel,rights: original; independently authored dialog and quests,draft,
a2_guest_pass,A2,방문증,Besucherausweis,Visitor pass,rights: original; independently authored dialog and quests,draft,
a2_manager_leave,A2,점장에게 휴가,Urlaub bei der Filialleitung,Leave with the store manager,rights: original; independently authored dialog and quests,draft,
a2_label_phone,A2,라벨 번호,Nummer auf dem Etikett,Number on the label,rights: original; independently authored dialog and quests,draft,
a2_hours_six,A2,운영시간,Öffnungszeit,Opening hours,rights: original; independently authored dialog and quests,draft,
a2_seat_hold,A2,자리 잡기,Plätze sichern,Hold seats,rights: original; independently authored dialog and quests,draft,
a2_water_set,A2,세트 사이 물,Wasser zwischen Sätzen,Water between sets,rights: original; independently authored dialog and quests,draft,
a2_front_desk,A2,프론트 문의,Rezeption,Front desk,rights: original; independently authored dialog and quests,draft,
a2_taxi_wait,A2,택시 대기,Taxi warten,Taxi wait,rights: original; independently authored dialog and quests,draft,
a2_airport_sim,A2,공항 유심,Flughafen-SIM,Airport SIM,rights: original; independently authored dialog and quests,draft,
a2_market_change,A2,거스름 확인,Wechselgeld,Check change,rights: original; independently authored dialog and quests,draft,
a2_restaurant_split,A2,더치페이,Getrennt zahlen,Split the bill,rights: original; independently authored dialog and quests,draft,
a2_direction_bus,A2,버스 정류장,Bushaltestelle,Bus stop,rights: original; independently authored dialog and quests,draft,
a2_convenience_copy,A2,편의점 복사,Kopie im Laden,Copy at the store,rights: original; independently authored dialog and quests,draft,
a2_cafe_plug,A2,카페 콘센트,Steckdose,Cafe outlet,rights: original; independently authored dialog and quests,draft,
a2_hotel_late,A2,늦은 체크인,Später Check-in,Late check-in,rights: original; independently authored dialog and quests,draft,
a2_office_badge,A2,출입증,Ausweisbadge,Office badge,rights: original; independently authored dialog and quests,draft,
a2_station_lost,A2,역 보관함,Bahnhofsaufbewahrung,Station holding desk,rights: original; independently authored dialog and quests,draft,
b1_mail_cc,B1,참조만 넣기,Nur in Kopie,Cc only,rights: original; independently authored dialog and quests,draft,
b1_missing_file,B1,첨부 누락,Fehlender Anhang,Missing attachment,rights: original; independently authored dialog and quests,draft,
b1_quiet_exam,B1,시험 주 소음,Ruhe in der Prüfungswoche,Exam-week quiet,rights: original; independently authored dialog and quests,draft,
b1_bill_split,B1,공과금 정산,Nebenkosten teilen,Split utilities,rights: original; independently authored dialog and quests,draft,
b1_claim_same_day,B1,당일 사고 접수,Schaden am selben Tag,Same-day claim,rights: original; independently authored dialog and quests,draft,
b1_deductible,B1,자기부담금,Selbstbeteiligung,Deductible,rights: original; independently authored dialog and quests,draft,
b1_civil_ticket,B1,민원실 번호,Nummer im Bürgerbüro,Civil-desk number,rights: original; independently authored dialog and quests,draft,
b1_extra_paper,B1,보완 요청,Nachforderung,Extra paper,rights: original; independently authored dialog and quests,draft,
b1_volunteer_gap,B1,결원 메우기,Ausfall ersetzen,Cover a gap,rights: original; independently authored dialog and quests,draft,
b1_parent_slot,B1,면담 시간,Sprechzeit,Meeting slot,rights: original; independently authored dialog and quests,draft,
b1_repair_photo,B1,고장 사진,Fotobeleg,Fault photo,rights: original; independently authored dialog and quests,draft,
b1_return_visit,B1,재방문,Zweitbesuch,Return visit,rights: original; independently authored dialog and quests,draft,
b1_typhoon_change,B1,태풍 일정,Taifunänderung,Typhoon change,rights: original; independently authored dialog and quests,draft,
b1_refund_rule,B1,환불 규정,Erstattungsregel,Refund rule,rights: original; independently authored dialog and quests,draft,
b1_followup_mail,B1,후속 메일,Folgmail,Follow-up mail,rights: original; independently authored dialog and quests,draft,
b1_guest_notice,B1,손님 사전 알림,Gästeankündigung,Guest notice,rights: original; independently authored dialog and quests,draft,
b1_scan_note,B1,진단서 스캔,Attest scannen,Scan a note,rights: original; independently authored dialog and quests,draft,
b1_proxy_form,B1,대리 신청,Vertretungsantrag,Proxy application,rights: original; independently authored dialog and quests,draft,
b1_safety_vest,B1,봉사 조끼,Ehrenamtsweste,Volunteer vest,rights: original; independently authored dialog and quests,draft,
b1_school_letter,B1,가정 통신,Elternbrief,School letter,rights: original; independently authored dialog and quests,draft,
b1_quote_change,B1,견적 변경,Kostenvoranschlag,Quote change,rights: original; independently authored dialog and quests,draft,
b1_waitlist,B1,확정 대기,Warteliste,Waitlist,rights: original; independently authored dialog and quests,draft,
b1_intranet_form,B1,내부망 양식,Intranetformular,Intranet form,rights: original; independently authored dialog and quests,draft,
b1_laundry_turn,B1,빨래 순서,Waschreihenfolge,Laundry turn,rights: original; independently authored dialog and quests,draft,
b1_warranty_week,B1,무상 기간,Garantiezeit,Warranty week,rights: original; independently authored dialog and quests,draft,
b1_connecting,B1,연결편,Anschluss,Connection,rights: original; independently authored dialog and quests,draft,
b1_case_status,B1,민원 번호 조회,Vorgangsstand,Case status,rights: original; independently authored dialog and quests,draft,
b1_pickup_delay,B1,하원 지연,Späte Abholung,Late pickup,rights: original; independently authored dialog and quests,draft,
b1_hotel_shift,B1,숙소 이월,Übernachtung verschieben,Shift a stay,rights: original; independently authored dialog and quests,draft,
b1_taxi_receipt,B1,택시 영수증,Taxibeleg,Taxi receipt,rights: original; independently authored dialog and quests,draft,
b1_market_claim,B1,시장 교환,Marktumtausch,Market exchange,rights: original; independently authored dialog and quests,draft,
b1_cafe_invoice,B1,카페 영수증,Caferechnung,Cafe receipt,rights: original; independently authored dialog and quests,draft,
b2_review_three,B2,성과 세 줄,Drei Zeilen Leistung,Three lines of work,rights: original; independently authored dialog and quests,draft,
b2_self_fail,B2,실패한 시도,Gescheiterter Versuch,Failed attempt,rights: original; independently authored dialog and quests,draft,
b2_certified_mail,B2,내용증명,Einschreiben mit Inhalt,Content-certified mail,rights: original; independently authored dialog and quests,draft,
b2_restore_scope,B2,원상복구 범위,Rückbauumfang,Restoration scope,rights: original; independently authored dialog and quests,draft,
b2_source_check,B2,원문 대조,Quellenabgleich,Source check,rights: original; independently authored dialog and quests,draft,
b2_hold_share,B2,공유 보류,Teilestopp,Hold before sharing,rights: original; independently authored dialog and quests,draft,
b2_agenda_swap,B2,안건 순서,Tagesordnung,Agenda order,rights: original; independently authored dialog and quests,draft,
b2_quorum_wait,B2,정족 미달,Keine Beschlussfähigkeit,No quorum,rights: original; independently authored dialog and quests,draft,
b2_must_have,B2,핵심 조건,Kernbedingung,Must-have,rights: original; independently authored dialog and quests,draft,
b2_time_box,B2,시간 상자,Zeitfenster,Time box,rights: original; independently authored dialog and quests,draft,
b2_one_pager,B2,한 장 요약,Einseiter,One-pager,rights: original; independently authored dialog and quests,draft,
b2_assumption,B2,가정 명시,Annahme nennen,State the assumption,rights: original; independently authored dialog and quests,draft,
b2_next_level,B2,상위 담당,Nächste Ebene,Next level,rights: original; independently authored dialog and quests,draft,
b2_case_id,B2,사건 번호,Fallnummer,Case id,rights: original; independently authored dialog and quests,draft,
b2_limit_line,B2,한계 문장,Grenzsatz,Limitation line,rights: original; independently authored dialog and quests,draft,
b2_chart_axes,B2,도표 축,Diagrammachsen,Chart axes,rights: original; independently authored dialog and quests,draft,
b2_minutes_draft,B2,회의 기록문,Protokollentwurf,Minutes draft,rights: original; independently authored dialog and quests,draft,
b2_evidence_date,B2,증거 사진 날짜,Datum auf dem Foto,Date on the photo,rights: original; independently authored dialog and quests,draft,
b2_selective_edit,B2,선택 편집,Auswahlmontage,Selective edit,rights: original; independently authored dialog and quests,draft,
b2_public_question,B2,공개 질의,Öffentliche Nachfrage,Public question,rights: original; independently authored dialog and quests,draft,
b2_counter_offer,B2,대안 제시,Gegenvorschlag,Counter-offer,rights: original; independently authored dialog and quests,draft,
b2_metric_clear,B2,측정 지표,Messgröße,Clear metric,rights: original; independently authored dialog and quests,draft,
b2_on_site,B2,현장 확인,Vor-Ort-Prüfung,On-site check,rights: original; independently authored dialog and quests,draft,
b2_cross_check,B2,교차 확인,Gegenprobe,Cross-check,rights: original; independently authored dialog and quests,draft,
b2_vacate_short,B2,짧은 퇴거 통보,Kurze Räumung,Short vacate notice,rights: original; independently authored dialog and quests,draft,
b2_read_receipt,B2,읽음 확인,Lesebestätigung,Read receipt,rights: original; independently authored dialog and quests,draft,
b2_airport_reseat,B2,좌석 재배정,Neuzuweisung,Reseating,rights: original; independently authored dialog and quests,draft,
b2_hotel_clause,B2,분쟁 조항,Streitklausel,Dispute clause,rights: original; independently authored dialog and quests,draft,
b2_taxi_escalate,B2,택시 항의,Taxi-Eskalation,Taxi escalation,rights: original; independently authored dialog and quests,draft,
b2_market_source,B2,시장 소문,Marktgerücht,Market rumor,rights: original; independently authored dialog and quests,draft,
b2_cafe_brief,B2,카페 브리프,Cafe-Kurzlage,Cafe brief,rights: original; independently authored dialog and quests,draft,
b2_station_hold,B2,역에서 보류,Halt am Bahnhof,Hold at the station,rights: original; independently authored dialog and quests,draft,
b2_pharmacy_claim,B2,약국 서류,Apothekenbeleg,Pharmacy paper,rights: original; independently authored dialog and quests,draft,
b2_restaurant_note,B2,식당 메모,Restaurantnotiz,Restaurant note,rights: original; independently authored dialog and quests,draft,
b2_direction_risk,B2,우회 위험,Umwegrisiko,Detour risk,rights: original; independently authored dialog and quests,draft,
b2_convenience_scan,B2,편의점 스캔,Scan im Laden,Store scan,rights: original; independently authored dialog and quests,draft,
c1_uncertainty,C1,불확실성 구간,Unsicherheitsspanne,Uncertainty range,rights: original; independently authored dialog and quests,draft,
c1_sample_bias,C1,표본 편향,Stichprobenverzerrung,Sample bias,rights: original; independently authored dialog and quests,draft,
c1_briefing_number,C1,브리핑 숫자,Lagezahl,Briefing number,rights: original; independently authored dialog and quests,draft,
c1_question_window,C1,질의 시간,Nachfragfenster,Question window,rights: original; independently authored dialog and quests,draft,
c1_leading_item,C1,문항 유도,Suggestivfrage,Leading item,rights: original; independently authored dialog and quests,draft,
c1_relative_risk,C1,상대 위험,Relatives Risiko,Relative risk,rights: original; independently authored dialog and quests,draft,
c1_access_time,C1,접근 비용,Zugangskosten,Access cost,rights: original; independently authored dialog and quests,draft,
c1_speaking_slot,C1,발언 할당,Redequote,Speaking allotment,rights: original; independently authored dialog and quests,draft,
c2_discourse_premise,C2,담론 전제,Diskursprämisse,Discourse premise,rights: original; independently authored dialog and quests,draft,
c2_passive_hide,C2,수동 은폐,Passivverdeckung,Passive concealment,rights: original; independently authored dialog and quests,draft,
c2_mandate_edge,C2,위임 범위,Zuständigkeitsgrenze,Authority limit,rights: original; independently authored dialog and quests,draft,
c2_archive_gap,C2,기록 공백,Archivlücke,Archive gap,rights: original; independently authored dialog and quests,draft,
c2_appeal_bot,C2,챗봇 이의,Chatbot-Einspruch,Chatbot appeal,rights: original; independently authored dialog and quests,draft,
c2_trace_log,C2,추적 로그,Prüfprotokoll,Trace log,rights: original; independently authored dialog and quests,draft,
c2_withdraw_deep,C2,숨은 철회,Versteckter Widerruf,Buried withdrawal,rights: original; independently authored dialog and quests,draft,
c2_uneven_impact,C2,차등 영향,Ungleiche Wirkung,Uneven impact,rights: original; independently authored dialog and quests,draft,
