id,level,ko,de,en,field_notes,상태,jin_memo
cloze_b2_0374,B2,계약서의 월세만 보지 말고 총주거비를 먼저 계산해 봅시다.,"Schauen wir nicht nur auf die Kaltmiete, sondern berechnen wir zuerst die gesamten Wohnkosten.",Let's not look only at the base rent; let's calculate the total housing costs first.,rights: original_clean_room; answer=총주거비; topic=Gesellschaft & Alltag 2026; derived=1:1,approved,Jin explicit app-integration approval (2026-08-22).
cloze_c1_0238,C1,오류를 줄이는 보완책 없이 자동 선별의 속도만 강조해서는 안 됩니다.,Ohne eine Ausgleichsmaßnahme gegen Fehler darf nicht nur die Geschwindigkeit der automatisierten Auswahl betont werden.,We should not emphasize the speed of automated screening without a mitigation measure for errors.,rights: original_clean_room; answer=보완책; topic=Gesellschaft im Wandel; derived=1:1,approved,Jin explicit app-integration approval (2026-08-22).
cloze_c1_0239,C1,일자리 수요와 지역의 정착 역량을 같은 계획에서 검토해야 합니다.,Arbeitskräftenachfrage und regionale Aufnahmekapazität müssen im selben Plan geprüft werden.,Labor demand and local settlement capacity need to be considered in the same plan.,rights: original_clean_room; answer=정착 역량; topic=Gesellschaft im Wandel; derived=1:1,approved,Jin explicit app-integration approval (2026-08-22).
cloze_c1_0240,C1,신청 자격이 있어도 안내가 복잡하면 제도 접근성이 낮습니다.,"Auch bei bestehendem Anspruch bleibt die Zugänglichkeit des Systems gering, wenn die Informationen zu kompliziert sind.",Even eligible people face low system accessibility when the guidance is too complicated.,rights: original_clean_room; answer=제도 접근성; topic=Gesellschaft im Wandel; derived=1:1,approved,Jin explicit app-integration approval (2026-08-22).
cloze_c1_0241,C1,교대 근무 가정의 돌봄 공백은 취업 지속성에 직접 영향을 줍니다.,Eine Betreuungslücke in Schichtarbeiterfamilien wirkt sich direkt auf die Beschäftigungsdauer aus.,A care gap in shift-working families directly affects job retention.,rights: original_clean_room; answer=돌봄 공백; topic=Gesellschaft im Wandel; derived=1:1,approved,Jin explicit app-integration approval (2026-08-22).
cloze_c1_0242,C1,추천 편향이 크면 조회수가 실제 선호보다 노출 구조를 더 많이 반영합니다.,Bei starker Empfehlungsverzerrung spiegeln Aufrufzahlen eher die Sichtbarkeitsstruktur als tatsächliche Vorlieben.,"With strong recommendation bias, view counts reflect the exposure system more than actual preference.",rights: original_clean_room; answer=추천 편향; topic=Gesellschaft im Wandel; derived=1:1,approved,Jin explicit app-integration approval (2026-08-22).
cloze_c1_0243,C1,팬 자막을 무급 노동으로만 남겨 두면 품질과 지속성이 함께 약해집니다.,"Bleiben Fanuntertitel ausschließlich unbezahlte Arbeit, leiden Qualität und Nachhaltigkeit zugleich.","When fan subtitles remain unpaid labor, both quality and sustainability suffer.",rights: original_clean_room; answer=무급 노동; topic=Gesellschaft im Wandel; derived=1:1,approved,Jin explicit app-integration approval (2026-08-22).
cloze_c1_0244,C1,말장난은 직역보다 배경을 짧게 덧붙이는 맥락 번역이 더 정확할 때가 있습니다.,Bei Wortspielen ist eine Kontextübersetzung mit knapper Erklärung manchmal genauer als eine wörtliche Übertragung.,"For wordplay, contextual translation with a short explanation can be more accurate than a literal rendering.",rights: original_clean_room; answer=맥락 번역; topic=Gesellschaft im Wandel; derived=1:1,approved,Jin explicit app-integration approval (2026-08-22).
cloze_c2_0233,C2,집값 문제를 개인의 선택으로만 제시하는 담론 프레임은 제도 조건을 가립니다.,"Ein Diskursrahmen, der Wohnkosten nur als individuelle Entscheidung darstellt, verdeckt institutionelle Bedingungen.",A discourse frame that treats housing costs only as personal choice hides institutional conditions.,"rights: original_clean_room; answer=담론 프레임; topic=Diskurs, Macht & Verantwortung; derived=1:1",approved,Jin explicit app-integration approval (2026-08-22).
cloze_c2_0234,C2,주거 정책의 실패를 세입자에게 돌리는 책임 귀속이 타당한지 따져야 합니다.,"Es ist zu prüfen, ob die Verantwortungszuweisung an Mietende für das Scheitern der Wohnungspolitik tragfähig ist.",We need to question whether attributing responsibility for housing-policy failure to tenants is justified.,"rights: original_clean_room; answer=책임 귀속; topic=Diskurs, Macht & Verantwortung; derived=1:1",approved,Jin explicit app-integration approval (2026-08-22).
cloze_c2_0235,C2,감당 가능한 집이라는 표현의 숨은 전제는 가구마다 다를 수 있습니다.,Die verdeckte Prämisse hinter dem Ausdruck bezahlbarer Wohnraum kann je nach Haushalt variieren.,The hidden premise behind the phrase affordable housing can differ by household.,"rights: original_clean_room; answer=숨은 전제; topic=Diskurs, Macht & Verantwortung; derived=1:1",approved,Jin explicit app-integration approval (2026-08-22).
cloze_c2_0236,C2,보조 도구와 자동 결정의 정의의 경계를 분명히 해야 책임도 나눌 수 있습니다.,Erst klare Grenzen einer Definition zwischen Hilfsmittel und automatischer Entscheidung ermöglichen eine sinnvolle Verantwortungsverteilung.,Responsibility can be allocated only when the boundaries of a definition between support tools and automated decisions are clear.,"rights: original_clean_room; answer=정의의 경계; topic=Diskurs, Macht & Verantwortung; derived=1:1",approved,Jin explicit app-integration approval (2026-08-22).
cloze_c2_0237,C2,결과가 빨라도 설명과 이의 제기가 막혀 있으면 절차의 정당성이 약합니다.,"Auch ein schnelles Ergebnis hat geringe Verfahrenslegitimität, wenn Erklärung und Widerspruch versperrt sind.",Even a fast result lacks procedural legitimacy when explanation and appeal are blocked.,"rights: original_clean_room; answer=절차의 정당성; topic=Diskurs, Macht & Verantwortung; derived=1:1",approved,Jin explicit app-integration approval (2026-08-22).
cloze_c2_0238,C2,이의 절차가 형식적으로만 존재하는지 실제로 결정을 바꿀 수 있는지 확인해야 합니다.,"Es muss geprüft werden, ob das Widerspruchsverfahren nur formal besteht oder Entscheidungen tatsächlich ändern kann.",We need to determine whether the appeal process merely exists on paper or can actually change decisions.,"rights: original_clean_room; answer=이의 절차; topic=Diskurs, Macht & Verantwortung; derived=1:1",approved,Jin explicit app-integration approval (2026-08-22).
cloze_c2_0239,C2,사람을 빈자리를 채울 수단으로만 말하면 인력의 도구화가 일어납니다.,"Wer Menschen nur als Mittel zum Füllen von Stellen beschreibt, betreibt eine Instrumentalisierung von Arbeitskräften.",Describing people only as a way to fill vacancies instrumentalizes workers.,"rights: original_clean_room; answer=인력의 도구화; topic=Diskurs, Macht & Verantwortung; derived=1:1",approved,Jin explicit app-integration approval (2026-08-22).
cloze_c2_0240,C2,한 단체의 발언을 모든 이주민의 의견으로 읽기 전에 대표성을 물어야 합니다.,"Bevor die Aussage eines Verbands als Meinung aller Zugewanderten gilt, muss seine Repräsentativität geprüft werden.","Before treating one association's statement as the view of all migrants, its representativeness must be examined.","rights: original_clean_room; answer=대표성; topic=Diskurs, Macht & Verantwortung; derived=1:1",approved,Jin explicit app-integration approval (2026-08-22).
cloze_c2_0241,C2,난민과 유학생을 같은 정책 대상으로 묶는 범주 혼동은 권리 차이를 지웁니다.,Die Kategorienvermischung von Geflüchteten und Studierenden als eine Zielgruppe verwischt unterschiedliche Rechte.,Category confusion that treats refugees and international students as one policy group erases differences in rights.,"rights: original_clean_room; answer=범주 혼동; topic=Diskurs, Macht & Verantwortung; derived=1:1",approved,Jin explicit app-integration approval (2026-08-22).
cloze_c2_0242,C2,문화적 진정성을 하나의 원형으로 고정하면 지역의 재해석이 배제됩니다.,"Wird kulturelle Authentizität auf ein einziges Original festgelegt, werden lokale Neuinterpretationen ausgeschlossen.",Fixing cultural authenticity to a single original excludes local reinterpretations.,"rights: original_clean_room; answer=문화적 진정성; topic=Diskurs, Macht & Verantwortung; derived=1:1",approved,Jin explicit app-integration approval (2026-08-22).
cloze_c2_0243,C2,누가 진짜 팬인지 가르는 문지기 담론은 참여의 위계를 만듭니다.,"Ein Gatekeeping-Diskurs darüber, wer ein echter Fan sei, erzeugt eine Hierarchie der Beteiligung.",Gatekeeping discourse about who counts as a real fan creates a hierarchy of participation.,"rights: original_clean_room; answer=문지기 담론; topic=Diskurs, Macht & Verantwortung; derived=1:1",approved,Jin explicit app-integration approval (2026-08-22).
cloze_c2_0244,C2,추천과 수익 배분을 함께 통제하는 플랫폼 권력은 문화 유통의 조건을 바꿉니다.,"Plattformmacht, die Empfehlung und Erlösverteilung zugleich kontrolliert, verändert die Bedingungen kultureller Verbreitung.",Platform power that controls both recommendation and revenue sharing changes the conditions of cultural circulation.,"rights: original_clean_room; answer=플랫폼 권력; topic=Diskurs, Macht & Verantwortung; derived=1:1",approved,Jin explicit app-integration approval (2026-08-22).
