id,level,ko,de,en,field_notes,상태,jin_memo
cloze_a1_0663,a1,아버지가 일찍 돌아오세요.,Vater kommt früh zurück.,Father comes back early.,rights: original_clean_room; answer=돌아오세요; topic=Familie; unit=a1_12_daily_negation; derived from vocab_a1_0729,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0664,a1,저는 아직 교실에 들어가지 않아요.,Ich betrete das Klassenzimmer noch nicht.,I haven't entered the classroom yet.,rights: original_clean_room; answer=들어가지 않아요; topic=Bildung; unit=a1_12_daily_negation; derived from vocab_a1_0730,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0665,a1,친구가 방에 들어와요.,Mein Freund kommt ins Zimmer.,My friend comes into the room.,rights: original_clean_room; answer=들어와요; topic=Alltag; unit=a1_12_daily_negation; derived from vocab_a1_0731,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0666,a1,안드레아 씨는 주말에 이 산을 올라갈 수 있어요.,Andrea kann am Wochenende auf diesen Berg steigen.,Andrea can go up this mountain on the weekend.,rights: original_clean_room; answer=올라갈 수 있어요; topic=Freizeit; unit=a1_12_daily_negation; derived from vocab_a1_0732,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0667,a1,바람이 불어요.,Der Wind weht.,The wind blows.,rights: original_clean_room; answer=불어요; topic=Wetter; unit=a1_12_daily_negation; derived from vocab_a1_0733,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0668,a1,아이가 많이 울어요.,Das Kind weint viel.,The child cries a lot.,rights: original_clean_room; answer=울어요; topic=Familie; unit=a1_12_daily_negation; derived from vocab_a1_0734,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0669,a1,민호 씨는 요리를 잘해요.,Minho kocht gut.,Minho is good at cooking.,rights: original_clean_room; answer=잘해요; topic=Beruf; unit=a1_12_daily_negation; derived from vocab_a1_0735,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0670,a1,시간이 빨리 지나요.,Die Zeit vergeht schnell.,Time passes quickly.,rights: original_clean_room; answer=지나요; topic=Zeit; unit=a1_12_daily_negation; derived from vocab_a1_0736,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0671,a1,요즘 잘 지내요?,Wie geht es dir zurzeit?,How have you been these days?,rights: original_clean_room; answer=지내요; topic=Kommunikation; unit=a1_12_daily_negation; derived from vocab_a1_0737,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0672,a1,할아버지는 담배를 피우지 않아요.,Großvater raucht nicht.,Grandfather doesn't smoke.,rights: original_clean_room; answer=피우지 않아요; topic=Körper; unit=a1_12_daily_negation; derived from vocab_a1_0738,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0673,a1,크리스티안 씨는 한국어를 잘 못해요.,Christian kann noch nicht gut Koreanisch.,Christian isn't very good at Korean.,rights: original_clean_room; answer=잘 못해요; topic=Bildung; unit=a1_12_daily_negation; derived from vocab_a1_0739,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0674,a1,저는 친구한테 시간을 알려요.,Ich sage meinem Freund die Uhrzeit.,I tell my friend the time.,rights: original_clean_room; answer=알려요; topic=Kommunikation; unit=a1_12_daily_negation; derived from vocab_a1_0740,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0675,a1,저는 학교를 찾아봐요.,Ich suche nach der Schule.,I look for the school.,rights: original_clean_room; answer=찾아봐요; topic=Bildung; unit=a1_12_daily_negation; derived from vocab_a1_0741,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0676,a1,우리는 같이 춤춰요.,Wir tanzen zusammen.,We dance together.,rights: original_clean_room; answer=춤춰요; topic=Freizeit; unit=a1_12_daily_negation; derived from vocab_a1_0742,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0677,a1,언니와 저는 키가 같아요.,Meine große Schwester und ich sind gleich groß.,My older sister and I are the same height.,rights: original_clean_room; answer=같아요; topic=Familie; unit=a1_09_home_daily_life; derived from vocab_a1_0743,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0678,a1,정말 고마워요.,Vielen Dank.,Thank you so much.,rights: original_clean_room; answer=고마워요; topic=Kommunikation; unit=a1_09_home_daily_life; derived from vocab_a1_0744,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0679,a1,점심을 안 먹어서 배가 고파요.,"Ich habe nicht zu Mittag gegessen, deshalb habe ich Hunger.","I didn't eat lunch, so I'm hungry.",rights: original_clean_room; answer=고파요; topic=Körper; unit=a1_09_home_daily_life; derived from vocab_a1_0745,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0680,a1,이 음식은 괜찮아요.,Dieses Essen ist okay.,This food is fine.,rights: original_clean_room; answer=괜찮아요; topic=Essen & Trinken; unit=a1_09_home_daily_life; derived from vocab_a1_0746,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0681,a1,제 생각도 그래요.,Das denke ich auch.,I think so too.,rights: original_clean_room; answer=그래요; topic=Kommunikation; unit=a1_09_home_daily_life; derived from vocab_a1_0747,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0682,a1,방이 깨끗해요.,Das Zimmer ist sauber.,The room is clean.,rights: original_clean_room; answer=깨끗해요; topic=Zuhause; unit=a1_09_home_daily_life; derived from vocab_a1_0748,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0683,a1,오늘 날씨가 나빠요.,Das Wetter ist heute schlecht.,The weather is bad today.,rights: original_clean_room; answer=나빠요; topic=Wetter; unit=a1_09_home_daily_life; derived from vocab_a1_0749,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0684,a1,이 책상은 낮아요.,Dieser Tisch ist niedrig.,This desk is low.,rights: original_clean_room; answer=낮아요; topic=Zuhause; unit=a1_09_home_daily_life; derived from vocab_a1_0750,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0685,a1,그 산이 높아요.,Der Berg ist hoch.,That mountain is high.,rights: original_clean_room; answer=높아요; topic=Natur; unit=a1_09_home_daily_life; derived from vocab_a1_0751,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0686,a1,제 생각은 달라요.,Meine Meinung ist anders.,My opinion is different.,rights: original_clean_room; answer=달라요; topic=Kommunikation; unit=a1_09_home_daily_life; derived from vocab_a1_0752,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0687,a1,오늘은 날씨가 따뜻해요.,Das Wetter ist heute warm.,The weather is warm today.,rights: original_clean_room; answer=따뜻해요; topic=Wetter; unit=a1_09_home_daily_life; derived from vocab_a1_0753,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0688,a1,물이 맑아요.,Das Wasser ist klar.,The water is clear.,rights: original_clean_room; answer=맑아요; topic=Wetter; unit=a1_09_home_daily_life; derived from vocab_a1_0754,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0689,a1,이 가방이 멋있어요.,Diese Tasche ist cool.,This bag is cool.,rights: original_clean_room; answer=멋있어요; topic=Alltag; unit=a1_09_home_daily_life; derived from vocab_a1_0755,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0690,a1,"안녕하세요, 만나서 반가워요.","Hallo, freut mich, Sie kennenzulernen.","Hello, nice to meet you.",rights: original_clean_room; answer=반가워요; topic=Kommunikation; unit=a1_09_home_daily_life; derived from vocab_a1_0756,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0691,a1,물이 시원해요.,Das Wasser ist erfrischend.,The water is refreshing.,rights: original_clean_room; answer=시원해요; topic=Essen & Trinken; unit=a1_09_home_daily_life; derived from vocab_a1_0757,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0692,a1,저는 비가 싫어요.,Ich mag Regen nicht.,I dislike rain.,rights: original_clean_room; answer=싫어요; topic=Wetter; unit=a1_09_home_daily_life; derived from vocab_a1_0758,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0693,a1,저는 학생이 아니에요.,Ich bin kein Student.,I am not a student.,rights: original_clean_room; answer=아니에요; topic=Bildung; unit=a1_09_home_daily_life; derived from vocab_a1_0759,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0694,a1,이 꽃이 아름다워요.,Diese Blume ist schön.,This flower is beautiful.,rights: original_clean_room; answer=아름다워요; topic=Natur; unit=a1_09_home_daily_life; derived from vocab_a1_0760,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0695,a1,오늘 날씨가 어때요?,Wie ist das Wetter heute?,How is the weather today?,rights: original_clean_room; answer=어때요; topic=Wetter; unit=a1_09_home_daily_life; derived from vocab_a1_0761,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0696,a1,이 영화가 재미없어요.,Dieser Film ist langweilig.,This movie is boring.,rights: original_clean_room; answer=재미없어요; topic=Freizeit; unit=a1_09_home_daily_life; derived from vocab_a1_0762,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0697,a1,사람이 적어요.,Es gibt wenige Leute.,There are few people.,rights: original_clean_room; answer=적어요; topic=Position; unit=a1_09_home_daily_life; derived from vocab_a1_0763,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0698,a1,수진 씨와 현아 씨는 친해요.,Sujin und Hyuna sind eng befreundet.,Sujin and Hyuna are close friends.,rights: original_clean_room; answer=친해요; topic=Freundschaft; unit=a1_09_home_daily_life; derived from vocab_a1_0764,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0699,a1,오늘이 특별해요.,Heute ist etwas Besonderes.,Today is special.,rights: original_clean_room; answer=특별해요; topic=Zeit; unit=a1_09_home_daily_life; derived from vocab_a1_0765,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0700,a1,저는 오늘 한가해요.,Ich habe heute frei.,I'm free today.,rights: original_clean_room; answer=한가해요; topic=Zeit; unit=a1_09_home_daily_life; derived from vocab_a1_0766,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0701,a1,제가 가운데 앉아요.,Ich sitze in der Mitte.,I sit in the middle.,rights: original_clean_room; answer=가운데; topic=Position; unit=a1_16_survival_capstone; derived from vocab_a1_0767,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0702,a1,비가 계속 와요.,Es regnet weiter.,It keeps raining.,rights: original_clean_room; answer=계속; topic=Wetter; unit=a1_16_survival_capstone; derived from vocab_a1_0768,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0703,a1,저는 선생님 말을 잘 들어요.,Ich höre gut auf die Worte des Lehrers.,I listen well to the teacher's words.,rights: original_clean_room; answer=말을; topic=Kommunikation; unit=a1_16_survival_capstone; derived from vocab_a1_0769,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0704,a1,제가 먼저 가요.,Ich gehe zuerst.,I go first.,rights: original_clean_room; answer=먼저; topic=Zeit; unit=a1_16_survival_capstone; derived from vocab_a1_0770,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0705,a1,친구들이 모두 와요.,Alle meine Freunde kommen.,All my friends are coming.,rights: original_clean_room; answer=모두; topic=Freundschaft; unit=a1_16_survival_capstone; derived from vocab_a1_0771,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0706,a1,사과가 영 개 있어요.,Es gibt null Äpfel.,There are zero apples.,rights: original_clean_room; answer=영; topic=Zahlen; unit=a1_16_survival_capstone; derived from vocab_a1_0772,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0707,a1,식사 전에 손을 씻어요.,Ich wasche mir vor dem Essen die Hände.,I wash my hands before eating.,rights: original_clean_room; answer=전에; topic=Alltag; unit=a1_16_survival_capstone; derived from vocab_a1_0773,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0708,a1,이 음식이 제일 맛있어요.,Dieses Essen ist am leckersten.,This food is the most delicious.,rights: original_clean_room; answer=제일; topic=Essen & Trinken; unit=a1_16_survival_capstone; derived from vocab_a1_0774,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0709,a1,이번 주일에 시험이 있어요.,Diese Woche gibt es eine Prüfung.,There's a test this week.,rights: original_clean_room; answer=주일에; topic=Zeit; unit=a1_16_survival_capstone; derived from vocab_a1_0775,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0710,a1,이 자동차는 천만 원이에요.,Dieses Auto kostet zehn Millionen Won.,This car costs ten million won.,rights: original_clean_room; answer=천만; topic=Zahlen; unit=a1_16_survival_capstone; derived from vocab_a1_0776,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0711,a1,내일 날씨가 흐릴까요?,Wird das Wetter morgen bewölkt sein?,Will the weather be cloudy tomorrow?,rights: original_clean_room; answer=흐릴까요; topic=Wetter; unit=a1_16_survival_capstone; derived from vocab_a1_0777,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
cloze_a1_0712,a1,요즘 일이 힘들어요.,Die Arbeit ist zurzeit anstrengend.,Work has been hard these days.,rights: original_clean_room; answer=힘들어요; topic=Beruf; unit=a1_16_survival_capstone; derived from vocab_a1_0778,approved,Jin 승인 2026-09-16 (owner chat: 'Batch 29 표본 승인'; 7/64); C3-T4 승격
