id,level,ko,de,en,field_notes,상태,jin_memo
cloze_a2_0521,a2,운전할 때는 안전이 제일 중요해요.,Beim Autofahren ist Sicherheit am wichtigsten.,"When you drive, safety matters most.",rights: original_clean_room; answer=안전이; topic=Alltag; unit=(assigned at promotion); derived from vocab_a2_0714,pending,
cloze_a2_0522,a2,급한 일이 생겼어요.,Es ist etwas Dringendes dazwischengekommen.,Something urgent has come up.,rights: original_clean_room; answer=급한; topic=Alltag; unit=(assigned at promotion); derived from vocab_a2_0715,pending,
cloze_a2_0523,a2,기차 시간을 알아봤어요. 아직 한 시간 남았어요.,Ich habe die Zugzeiten nachgesehen. Wir haben noch eine Stunde.,I checked the train times. We've still got an hour.,rights: original_clean_room; answer=알아봤어요; topic=Alltag; unit=(assigned at promotion); derived from vocab_a2_0716,pending,
cloze_a2_0524,a2,제가 계산을 잘못해서 천 원을 더 냈어요.,Ich habe mich verrechnet und tausend Won zu viel bezahlt.,I got the calculation wrong and paid a thousand won too much.,rights: original_clean_room; answer=잘못해서; topic=Alltag; unit=(assigned at promotion); derived from vocab_a2_0717,pending,
cloze_a2_0525,a2,만두를 너무 많이 쪘어요. 같이 먹어요.,Ich habe zu viele Mandu gedämpft. Essen Sie mit!,I steamed too many dumplings. Come and share them!,rights: original_clean_room; answer=만두를; topic=Essen & Trinken; unit=(assigned at promotion); derived from vocab_a2_0718,pending,
cloze_a2_0526,a2,"엄마, 오늘 3학년 친구들하고 떡을 나눠 먹었어!","Mama, heute habe ich Reiskuchen mit meinen Freunden aus der dritten Klasse geteilt!","Mom, I shared rice cakes with my third-grade friends today!",rights: original_clean_room; answer=떡을; topic=Essen & Trinken; unit=(assigned at promotion); derived from vocab_a2_0719,pending,
cloze_a2_0527,a2,이 김은 별로 안 짜요. 밥이랑 같이 드세요.,Diese Algenblätter sind nicht besonders salzig. Essen Sie sie doch mit Reis.,This dried seaweed isn't very salty. Try it with rice.,rights: original_clean_room; answer=김은; topic=Essen & Trinken; unit=(assigned at promotion); derived from vocab_a2_0720,pending,
cloze_a2_0528,a2,오늘은 따뜻한 찌개가 먹고 싶어요.,Heute habe ich Lust auf einen warmen koreanischen Eintopf.,I feel like having a warm Korean stew today.,rights: original_clean_room; answer=찌개가; topic=Essen & Trinken; unit=(assigned at promotion); derived from vocab_a2_0721,pending,
cloze_a2_0529,a2,튀김을 방금 해서 아직 뜨거워요.,Das Essen ist frisch frittiert und noch heiß.,"The food has just been deep-fried, so it is still hot.",rights: original_clean_room; answer=튀김을; topic=Essen & Trinken; unit=(assigned at promotion); derived from vocab_a2_0722,pending,
cloze_a2_0530,a2,저는 자장면을 먹을게요. 같이 주문할까요?,Ich nehme Jajangmyeon. Wollen wir zusammen bestellen?,I'll have jajangmyeon. Shall we order together?,rights: original_clean_room; answer=자장면을; topic=Essen & Trinken; unit=(assigned at promotion); derived from vocab_a2_0723,pending,
cloze_a2_0531,a2,짬뽕을 한입 먹고 물부터 찾았어요.,Nach einem Bissen Jjamppong habe ich zuerst nach Wasser gesucht.,"After one bite of jjamppong, the first thing I looked for was water.",rights: original_clean_room; answer=짬뽕을; topic=Essen & Trinken; unit=(assigned at promotion); derived from vocab_a2_0724,pending,
cloze_a2_0532,a2,탕수육을 하나 시켜서 같이 먹어요.,Bestellen wir eine Portion Tangsuyuk zum Teilen.,Let's order a serving of tangsuyuk to share.,rights: original_clean_room; answer=탕수육을; topic=Essen & Trinken; unit=(assigned at promotion); derived from vocab_a2_0725,pending,
cloze_a2_0533,a2,비가 오니까 칼국수가 생각나요.,Bei dem Regen bekomme ich Lust auf Kalguksu.,This rain makes me feel like having kalguksu.,rights: original_clean_room; answer=칼국수가; topic=Essen & Trinken; unit=(assigned at promotion); derived from vocab_a2_0726,pending,
cloze_a2_0534,a2,이 돈가스는 제 얼굴보다 커요!,Dieses Donkatsu ist größer als mein Gesicht!,This pork cutlet is bigger than my face!,rights: original_clean_room; answer=돈가스는; topic=Essen & Trinken; unit=(assigned at promotion); derived from vocab_a2_0727,pending,
cloze_a2_0535,a2,카레를 많이 했어요. 내일 점심도 걱정 없어요.,Ich habe viel Curry gekocht. Damit ist auch das Mittagessen für morgen gesichert.,I made plenty of curry. That's tomorrow's lunch sorted too.,rights: original_clean_room; answer=카레를; topic=Essen & Trinken; unit=(assigned at promotion); derived from vocab_a2_0728,pending,
cloze_a2_0536,a2,생일에는 미역국을 먹어요. 올해는 제가 끓였어요.,Zum Geburtstag esse ich Miyeokguk. Dieses Jahr habe ich sie selbst gekocht.,I have miyeokguk for my birthday. This year I made it myself.,rights: original_clean_room; answer=미역국을; topic=Essen & Trinken; unit=(assigned at promotion); derived from vocab_a2_0729,pending,
cloze_a2_0537,a2,"민호 씨, 집안일을 다 했어요? 이제 좀 쉬어요.","Minho, sind Sie mit dem Haushalt fertig? Ruhen Sie sich jetzt etwas aus.","Minho, have you finished the housework? Take a little break now.",rights: original_clean_room; answer=집안일을; topic=Alltag; unit=(assigned at promotion); derived from vocab_a2_0730,pending,
cloze_a2_0538,a2,이 코트는 집에서 세탁을 하면 안 돼요.,Diesen Mantel darf man nicht zu Hause waschen.,This coat mustn't be washed at home.,rights: original_clean_room; answer=세탁을; topic=Alltag; unit=(assigned at promotion); derived from vocab_a2_0731,pending,
cloze_a2_0539,a2,운동 후에 양말부터 빨았어요.,Nach dem Sport habe ich als Erstes meine Socken gewaschen.,"After exercising, I washed my socks first.",rights: original_clean_room; answer=빨았어요; topic=Alltag; unit=(assigned at promotion); derived from vocab_a2_0732,pending,
cloze_a2_0540,a2,이 종이는 쓰레기통에 버려도 돼요?,Kann ich dieses Papier in den Mülleimer werfen?,Can I throw this paper in the trash can?,rights: original_clean_room; answer=쓰레기통에; topic=Alltag; unit=(assigned at promotion); derived from vocab_a2_0733,pending,
cloze_a2_0541,a2,화장실에 휴지가 없어요. 좀 가져와 주세요.,Im Bad ist kein Toilettenpapier. Bringen Sie mir bitte welches.,There's no toilet paper in the bathroom. Please bring me some.,rights: original_clean_room; answer=휴지가; topic=Alltag; unit=(assigned at promotion); derived from vocab_a2_0734,pending,
cloze_a2_0542,a2,목욕을 하니까 몸이 편해요.,Nach dem Bad fühle ich mich schön entspannt.,I feel nice and relaxed after the bath.,rights: original_clean_room; answer=목욕을; topic=Alltag; unit=(assigned at promotion); derived from vocab_a2_0735,pending,
cloze_a2_0543,a2,양치질을 했는데 또 배가 고파요.,"Ich habe mir die Zähne geputzt, aber ich habe wieder Hunger.","I've brushed my teeth, but I'm hungry again.",rights: original_clean_room; answer=양치질을; topic=Alltag; unit=(assigned at promotion); derived from vocab_a2_0736,pending,
cloze_a2_0544,a2,치약이 다 떨어졌어요. 오늘은 꼭 사야 해요.,Die Zahnpasta ist alle. Heute muss ich unbedingt neue kaufen.,I'm out of toothpaste. I really need to buy some today.,rights: original_clean_room; answer=치약이; topic=Alltag; unit=(assigned at promotion); derived from vocab_a2_0737,pending,
cloze_a2_0545,a2,선풍기를 제 쪽으로 조금만 돌려 주세요.,Drehen Sie den Ventilator bitte ein bisschen zu mir.,Please turn the fan a little toward me.,rights: original_clean_room; answer=선풍기를; topic=Alltag; unit=(assigned at promotion); derived from vocab_a2_0738,pending,
cloze_a2_0546,a2,식탁에 케이크가 있어요. 같이 먹어요.,Auf dem Esstisch steht ein Kuchen. Essen wir etwas davon!,There's a cake on the dining table. Let's have some together!,rights: original_clean_room; answer=식탁에; topic=Alltag; unit=(assigned at promotion); derived from vocab_a2_0739,pending,
cloze_a2_0547,a2,바닥을 방금 닦았어요. 천천히 걸으세요.,Ich habe gerade den Boden gewischt. Gehen Sie bitte langsam.,I've just mopped the floor. Please walk slowly.,rights: original_clean_room; answer=바닥을; topic=Alltag; unit=(assigned at promotion); derived from vocab_a2_0740,pending,
cloze_a2_0548,a2,냄비에 라면 두 개가 들어가요.,In den Topf passen zwei Packungen Ramyeon.,The pot is big enough for two packs of ramyeon.,rights: original_clean_room; answer=냄비에; topic=Alltag; unit=(assigned at promotion); derived from vocab_a2_0741,pending,
cloze_a2_0549,a2,"현아 씨, 이틀 쉬니까 좀 괜찮아요?","Hyuna, geht es Ihnen nach zwei Tagen Ruhe etwas besser?","Hyuna, are you feeling a bit better after two days of rest?",rights: original_clean_room; answer=이틀; topic=Zeit; unit=(assigned at promotion); derived from vocab_a2_0742,pending,
cloze_a2_0550,a2,사흘 동안 여행 가요. 짐은 다 쌌어요.,Ich verreise für drei Tage. Alles ist gepackt.,I'm going away for three days. Everything's packed.,rights: original_clean_room; answer=사흘; topic=Zeit; unit=(assigned at promotion); derived from vocab_a2_0743,pending,
cloze_a2_0551,a2,비가 나흘 동안 왔어요. 빨래가 아직 안 말랐어요.,Es hat vier Tage lang geregnet. Die Wäsche ist noch nicht trocken.,It rained for four days. The laundry still isn't dry.,rights: original_clean_room; answer=나흘; topic=Zeit; unit=(assigned at promotion); derived from vocab_a2_0744,pending,
cloze_a2_0552,a2,열흘 후에 부모님이 오세요. 식당도 예약했어요.,In zehn Tagen kommen meine Eltern. Ich habe auch einen Tisch im Restaurant reserviert.,My parents are coming in ten days. I've booked a restaurant table too.,rights: original_clean_room; answer=열흘; topic=Zeit; unit=(assigned at promotion); derived from vocab_a2_0745,pending,
cloze_a2_0553,a2,한국에 온 지 삼 개월 됐어요.,Ich bin jetzt seit drei Monaten in Korea.,I've been in Korea for three months now.,rights: original_clean_room; answer=개월; topic=Zeit; unit=(assigned at promotion); derived from vocab_a2_0746,pending,
cloze_a2_0554,a2,그동안 잘 지냈어요? 여기 앉아요.,Wie ist es Ihnen seit unserem letzten Treffen ergangen? Setzen Sie sich doch hierhin.,How have you been since we last met? Have a seat here.,rights: original_clean_room; answer=그동안; topic=Zeit; unit=(assigned at promotion); derived from vocab_a2_0747,pending,
cloze_a2_0555,a2,오랜만에 만나서 정말 반가워요.,"Ich freue mich sehr, Sie nach so langer Zeit wiederzusehen.",It's so nice to see you after such a long time.,rights: original_clean_room; answer=오랜만에; topic=Zeit; unit=(assigned at promotion); derived from vocab_a2_0748,pending,
cloze_a2_0556,a2,이 케이크가 마지막이에요. 반씩 먹어요.,Das ist der letzte Kuchen. Für jeden die Hälfte?,This is the last cake. Let's have half each.,rights: original_clean_room; answer=마지막이에요; topic=Zeit; unit=(assigned at promotion); derived from vocab_a2_0749,pending,
cloze_a2_0557,a2,최근에 요리를 배워서 외식을 덜 해요.,Ich habe vor Kurzem kochen gelernt und esse deshalb seltener auswärts.,"I learned to cook recently, so I eat out less.",rights: original_clean_room; answer=최근에; topic=Zeit; unit=(assigned at promotion); derived from vocab_a2_0750,pending,
cloze_a2_0558,a2,여행 다음날 아침에는 집에서 푹 쉬었어요.,Am Morgen nach der Reise habe ich mich zu Hause richtig ausgeruht.,I had a good rest at home the morning after the trip.,rights: original_clean_room; answer=다음날 아침에는; topic=Zeit; unit=(assigned at promotion); derived from vocab_a2_0751,pending,
cloze_a2_0559,a2,어젯밤에 드라마를 보다가 늦게 잤어요.,Ich habe gestern Abend eine Serie geschaut und bin spät ins Bett gegangen.,I watched a series last night and went to bed late.,rights: original_clean_room; answer=어젯밤에; topic=Zeit; unit=(assigned at promotion); derived from vocab_a2_0752,pending,
cloze_a2_0560,a2,"수진 씨, 점심시간에 잠깐 산책할까요?","Sujin, wollen wir in der Mittagspause kurz spazieren gehen?","Sujin, shall we go for a short walk during lunch break?",rights: original_clean_room; answer=점심시간에; topic=Zeit; unit=(assigned at promotion); derived from vocab_a2_0753,pending,
cloze_a2_0561,a2,저 구름이 강아지처럼 생겼어요.,Die Wolke da sieht aus wie ein Welpe.,That cloud looks like a puppy.,rights: original_clean_room; answer=구름이; topic=Wetter; unit=(assigned at promotion); derived from vocab_a2_0754,pending,
cloze_a2_0562,a2,오늘 하늘이 정말 맑아요. 사진 한 장 찍어요.,Der Himmel ist heute richtig klar. Machen wir ein Foto.,The sky's so clear today. Let's take a photo.,rights: original_clean_room; answer=하늘이; topic=Wetter; unit=(assigned at promotion); derived from vocab_a2_0755,pending,
cloze_a2_0563,a2,햇빛이 너무 강해서 눈을 못 뜨겠어요.,"Das Sonnenlicht ist so grell, dass ich die Augen nicht aufbekomme.",The sunlight is so bright I can't keep my eyes open.,rights: original_clean_room; answer=햇빛이; topic=Wetter; unit=(assigned at promotion); derived from vocab_a2_0756,pending,
cloze_a2_0564,a2,내일은 기온이 많이 내려가요.,Morgen sinkt die Temperatur deutlich.,The temperature will drop a lot tomorrow.,rights: original_clean_room; answer=기온이; topic=Wetter; unit=(assigned at promotion); derived from vocab_a2_0757,pending,
cloze_a2_0565,a2,오늘은 영하 오 도예요. 차 한잔 마실까요?,Heute sind es minus fünf Grad. Wollen wir eine Tasse Tee trinken?,It's five below zero today. Shall we have a cup of tea?,rights: original_clean_room; answer=영하 오 도; topic=Wetter; unit=(assigned at promotion); derived from vocab_a2_0758,pending,
cloze_a2_0566,a2,커피에 얼음을 조금만 넣어 주세요.,Bitte geben Sie nur wenig Eis in den Kaffee.,Please put just a little ice in the coffee.,rights: original_clean_room; answer=얼음을; topic=Wetter; unit=(assigned at promotion); derived from vocab_a2_0759,pending,
